"","Index","date","timestamp","event_promotion","is_open","id","title","announce_date","score","type","status","description","datetime_local","visible_until_utc","time_tbd","date_tbd","url","created_at","popularity","short_title","datetime_utc","datetime_tbd","visible_listing_count","average_price","lowest_price_good_deals","median_price","listing_count","lowest_price","highest_price","employee_only_accessMethod","created_at_accessMethod","method_accessMethod","metro_code","postal_code","timezone","has_upcoming_events","id_venue","city","extended_address","display_location","state","score_venue","num_upcoming_events","address","slug","name","url_venue","country","popularity_venue","name_v2","lat","lon","employee_only_AccessMethod","created_at_AccessMethod","method_AccessMethod","Index","Index","Index","Index","Index","Index","Index","Index","Index","Index","Index","Index","Index","Index","Index","Index","Index","Index","Index","Index","Index","Index","Index","Index","Index","Index","Index","Index","general_admission","Index","Index","Index","Index","Index","Index","Index","Index","eventID","eventType","game","gameName_short","V5","venueID"
"11",1,"2018-12-12","2018-12-12_09.20.14",NA,FALSE,4346988,"Tennessee Titans at New York Giants","2018-04-20T00:00:00",0.796,"nfl","normal","","2018-12-16T13:00:00","2018-12-16T22:00:00",FALSE,FALSE,"https://seatgeek.com/titans-at-giants-tickets/12-16-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346988","2018-04-20T00:47:29",0.874,"Titans at Giants","2018-12-16T18:00:00",FALSE,2144,"144","47",115,"206","51","710",FALSE,"2018-08-24T21:53:42Z","QRCODE",501,"07073","America/New_York",TRUE,1587,"East Rutherford","East Rutherford, NJ 07073","East Rutherford, NJ","NJ",0.94873494,9,"1 MetLife Stadium Drive","metlife-stadium","MetLife Stadium","https://seatgeek.com/venues/metlife-stadium/tickets","US",0,"MetLife Stadium",40.8142,-74.0737,FALSE,"2015-09-12T14:14:07Z","QRCODE_TM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",1,"2018-12-12","2018-12-12_09.20.14",NA,FALSE,4347037,"Oakland Raiders at Cincinnati Bengals","2018-04-20T00:00:00",0.781,"nfl","normal","","2018-12-16T13:00:00","2018-12-16T22:00:00",FALSE,FALSE,"https://seatgeek.com/raiders-at-bengals-tickets/12-16-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347037","2018-04-20T00:47:39",0.859,"Raiders at Bengals","2018-12-16T18:00:00",FALSE,870,"57","21",50,"379","21","281",FALSE,"2018-08-24T21:53:42Z","QRCODE",515,"45202","America/New_York",TRUE,1124,"Cincinnati","Cincinnati, OH 45202","Cincinnati, OH","OH",0.86166537,6,"1 Paul Brown Stadium","paul-brown-stadium","Paul Brown Stadium","https://seatgeek.com/venues/paul-brown-stadium/tickets","US",0,"Paul Brown Stadium",39.0961,-84.5177,FALSE,"2015-10-09T16:14:37Z","QRCODE_TM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",1,"2018-12-12","2018-12-12_09.20.14",NA,FALSE,4347122,"Seattle Seahawks at San Francisco 49ers","2018-04-20T00:00:00",0.819,"nfl","normal","","2018-12-16T13:05:00","2018-12-17T01:05:00",FALSE,FALSE,"https://seatgeek.com/seahawks-at-49ers-tickets/12-16-2018-santa-clara-california-levi-s-stadium/nfl/4347122","2018-04-20T00:47:55",0.887,"Seahawks at 49ers","2018-12-16T21:05:00",FALSE,1952,"133","38",110,"504","39","1019",FALSE,"2018-08-24T21:53:42Z","QRCODE",0,"95054","America/Los_Angeles",TRUE,58670,"Santa Clara","Santa Clara, CA 95054","Santa Clara, CA","CA",0.95768774,7,"4900 Marie P DeBartolo Way","levi-s-stadium","Levi's Stadium","https://seatgeek.com/venues/levi-s-stadium/tickets","US",0,"Levi's Stadium",37.4023,-121.969,FALSE,"2015-07-10T00:00:00Z","QRCODE_TM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",1,"2018-12-12","2018-12-12_09.20.14",NA,FALSE,4347077,"New England Patriots at Pittsburgh Steelers","2018-04-20T00:00:00",0.876,"nfl","normal","","2018-12-16T16:25:00","2018-12-17T01:25:00",FALSE,FALSE,"https://seatgeek.com/patriots-at-steelers-tickets/12-16-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347077","2018-04-20T00:47:46",0.933,"Patriots at Steelers","2018-12-16T21:25:00",FALSE,1131,"398","165",334,"259","171","1228",FALSE,"2018-08-24T21:53:42Z","QRCODE",508,"15212","America/New_York",TRUE,1119,"Pittsburgh","Pittsburgh, PA 15212","Pittsburgh, PA","PA",0.9033526,5,"100 Art Rooney Avenue","heinz-field","Heinz Field","https://seatgeek.com/venues/heinz-field/tickets","US",0,"Heinz Field",40.4468,-80.0158,FALSE,"2018-10-04T12:42:28Z","QRCODE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",1,"2018-12-12","2018-12-12_09.20.14",NA,FALSE,4346919,"Philadelphia Eagles at Los Angeles Rams","2018-04-20T00:00:00",0.85,"nfl","normal","","2018-12-16T17:20:00","2018-12-17T05:20:00",FALSE,FALSE,"https://seatgeek.com/eagles-at-rams-tickets/12-16-2018-los-angeles-california-los-angeles-memorial-coliseum-1/nfl/4346919","2018-04-20T00:47:14",0.911,"Eagles at Rams","2018-12-17T01:20:00",FALSE,1349,"241","111",198,"410","112","910",FALSE,"2018-08-24T21:53:42Z","QRCODE",0,"90037","America/Los_Angeles",TRUE,51012,"Los Angeles","Los Angeles, CA 90037","Los Angeles, CA","CA",0.86898464,7,"3911 S Figueroa St","los-angeles-memorial-coliseum-1","Los Angeles Memorial Coliseum","https://seatgeek.com/venues/los-angeles-memorial-coliseum-1/tickets","US",0,"Los Angeles Memorial Coliseum",34.0138,-118.288,FALSE,"2018-08-23T17:59:28Z","QRCODE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",1,"2018-12-12","2018-12-12_09.20.14",NA,FALSE,4347035,"New Orleans Saints at Carolina Panthers","2018-04-20T00:00:00",0.822,"nfl","normal","","2018-12-17T20:15:00","2018-12-18T05:15:00",FALSE,FALSE,"https://seatgeek.com/saints-at-panthers-tickets/12-17-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347035","2018-04-20T00:47:38",0.888,"Saints at Panthers","2018-12-18T01:15:00",FALSE,1765,"124","39",80,"284","40","599",FALSE,"2018-08-24T21:53:42Z","QRCODE",517,"28202","America/New_York",TRUE,1122,"Charlotte","Charlotte, NC 28202","Charlotte, NC","NC",0.8968222,7,"800 South Mint Street","bank-of-america-stadium","Bank of America Stadium","https://seatgeek.com/venues/bank-of-america-stadium/tickets","US",0,"Bank of America Stadium",35.2243,-80.8524,FALSE,"2015-09-25T18:23:51Z","QRCODE_TM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",1,"2018-12-12","2018-12-12_09.20.14",NA,FALSE,4608309,"Washington Redskins at Tennessee Titans","2018-10-30T00:00:00",0.76,"nfl","normal","","2018-12-22T15:30:00","2018-12-23T01:30:00",FALSE,FALSE,"https://seatgeek.com/redskins-at-titans-tickets/12-22-2018-nashville-tennessee-nissan-stadium/nfl/4608309","2018-10-30T16:11:05",0.823,"Redskins at Titans","2018-12-22T21:30:00",FALSE,1589,"134","38",117,"314","43","1035",FALSE,"2015-10-19T15:09:39Z","NONE",659,"37213","America/Chicago",TRUE,1126,"Nashville","Nashville, TN 37213","Nashville, TN","TN",0.8546275,15,"1 Titans Way","nissan-stadium","Nissan Stadium","https://seatgeek.com/venues/nissan-stadium/tickets","US",0,"Nissan Stadium",36.1665,-86.7713,FALSE,"2015-10-19T15:09:39Z","NONE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",1,"2018-12-12","2018-12-12_09.20.14",NA,FALSE,4599412,"Baltimore Ravens at Los Angeles Chargers","2018-10-26T00:00:00",0.837,"nfl","normal","","2018-12-22T17:20:00","2018-12-23T05:20:00",FALSE,FALSE,"https://seatgeek.com/ravens-at-chargers-tickets/12-22-2018-carson-california-stubhub-center/nfl/4599412","2018-10-26T13:55:35",0.887,"Ravens at Chargers","2018-12-23T01:20:00",FALSE,556,"258","152",222,"134","153","638",FALSE,"2018-12-10T22:44:30Z","QRCODE",803,"90746","America/Los_Angeles",TRUE,52,"Carson","Carson, CA 90746","Carson, CA","CA",0.7228164,3,"18400 Avalon Blvd","stubhub-center","StubHub Center","https://seatgeek.com/venues/stubhub-center/tickets","US",0,"StubHub Center",33.8643,-118.261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",1,"2018-12-12","2018-12-12_09.20.14",NA,FALSE,4346994,"Cincinnati Bengals at Cleveland Browns","2018-04-20T00:00:00",0.779,"nfl","normal","","2018-12-23T13:00:00","2018-12-23T22:00:00",FALSE,FALSE,"https://seatgeek.com/bengals-at-browns-tickets/12-23-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346994","2018-04-20T00:47:31",0.836,"Bengals at Browns","2018-12-23T18:00:00",FALSE,934,"104","55",81,"422","55","554",FALSE,"2018-08-24T21:53:43Z","QRCODE",510,"44114","America/New_York",TRUE,1123,"Cleveland","Cleveland, OH 44114","Cleveland, OH","OH",0.86852187,2,"100 Alfred Lerner Way","firstenergy-stadium-15","FirstEnergy Stadium","https://seatgeek.com/venues/firstenergy-stadium-15/tickets","US",0,"FirstEnergy Stadium",41.5065,-81.7,FALSE,"2015-11-11T20:55:31Z","NONE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",1,"2018-12-12","2018-12-12_09.20.14",NA,FALSE,4347013,"Houston Texans at Philadelphia Eagles","2018-04-20T00:00:00",0.812,"nfl","normal","","2018-12-23T13:00:00","2018-12-23T22:00:00",FALSE,FALSE,"https://seatgeek.com/texans-at-eagles-tickets/12-23-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4347013","2018-04-20T00:47:35",0.862,"Texans at Eagles","2018-12-23T18:00:00",FALSE,1600,"209","72",182,"357","85","713",FALSE,"2018-08-24T21:53:43Z","QRCODE",504,"19148","America/New_York",TRUE,330,"Philadelphia","Philadelphia, PA 19148","Philadelphia, PA","PA",0.90542686,9,"1020 Pattison Ave","lincoln-financial-field","Lincoln Financial Field","https://seatgeek.com/venues/lincoln-financial-field/tickets","US",0,"Lincoln Financial Field",39.9046,-75.1675,FALSE,"2015-07-10T00:00:00Z","QRCODE_TM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",1,"2018-12-12","2018-12-12_09.20.14",NA,FALSE,4347046,"Atlanta Falcons at Carolina Panthers","2018-04-20T00:00:00",0.81,"nfl","normal","","2018-12-23T13:00:00","2018-12-23T22:00:00",FALSE,FALSE,"https://seatgeek.com/falcons-at-panthers-tickets/12-23-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347046","2018-04-20T00:47:41",0.863,"Falcons at Panthers","2018-12-23T18:00:00",FALSE,1421,"176","62",151,"309","78","730",FALSE,"2018-08-24T21:53:43Z","QRCODE",517,"28202","America/New_York",TRUE,1122,"Charlotte","Charlotte, NC 28202","Charlotte, NC","NC",0.8968222,7,"800 South Mint Street","bank-of-america-stadium","Bank of America Stadium","https://seatgeek.com/venues/bank-of-america-stadium/tickets","US",0,"Bank of America Stadium",35.2243,-80.8524,FALSE,"2015-09-25T18:23:51Z","QRCODE_TM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",1,"2018-12-12","2018-12-12_09.20.14",NA,FALSE,4346959,"Green Bay Packers at New York Jets","2018-04-20T00:00:00",0.869,"nfl","normal","","2018-12-23T13:00:00","2018-12-23T22:00:00",FALSE,FALSE,"https://seatgeek.com/packers-at-jets-tickets/12-23-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346959","2018-04-20T00:47:22",0.911,"Packers at Jets","2018-12-23T18:00:00",FALSE,1308,"196","70",150,"1092","72","6045",FALSE,"2018-08-24T21:53:43Z","QRCODE",501,"07073","America/New_York",TRUE,1587,"East Rutherford","East Rutherford, NJ 07073","East Rutherford, NJ","NJ",0.94873494,9,"1 MetLife Stadium Drive","metlife-stadium","MetLife Stadium","https://seatgeek.com/venues/metlife-stadium/tickets","US",0,"MetLife Stadium",40.8142,-74.0737,FALSE,"2015-09-12T14:14:07Z","QRCODE_TM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
