id,datetime_local,time_tbd,url,score,short_title,status,description,title,datetime_tbd,is_open,created_at,date_tbd,announce_date,type,datetime_utc,popularity,visible_until_utc,general_admission,lowest_price_good_deals,listing_count,average_price,visible_listing_count,median_price,lowest_price,highest_price,method,created_at,employee_only,slug,id,postal_code,timezone,url,score,state,name,display_location,metro_code,name_v2,address,num_upcoming_events,country,city,has_upcoming_events,extended_address,popularity,lon,lat,method,created_at,employee_only
4346943,2018-09-23T13:00:00,FALSE,https://seatgeek.com/packers-at-redskins-tickets/9-23-2018-landover-maryland-fedex-field/nfl/4346943,0.974,Packers at Redskins,normal,,Green Bay Packers at Washington Redskins,FALSE,FALSE,2018-04-20T00:47:18,FALSE,2018-04-20T00:00:00,nfl,2018-09-23T17:00:00,0.991,2018-09-23T21:00:00,NA,154,147,311.06802,976,305,161,686,QRCODE,2018-08-24T18:25:58Z,FALSE,fedex-field,35,20785,America/New_York,https://seatgeek.com/venues/fedex-field/tickets,0.9333444,MD,FedEx Field,"Landover, MD",511,FedEx Field,1600 Fedex Way,8,US,Landover,TRUE,"Landover, MD 20785",0,-76.8658,38.9071,QRCODE_TM,2015-09-12T14:13:58Z,FALSE
4347021,2018-09-23T12:00:00,FALSE,https://seatgeek.com/giants-at-texans-tickets/9-23-2018-houston-texas-nrg-stadium/nfl/4347021,0.918,Giants at Texans,normal,,New York Giants at Houston Texans,FALSE,FALSE,2018-04-20T00:47:36,FALSE,2018-04-20T00:00:00,nfl,2018-09-23T17:00:00,0.948,2018-09-23T21:00:00,NA,95,253,294.5336,621,278,99,1158,QRCODE,2018-08-24T18:27:18Z,FALSE,nrg-stadium,41,77054,America/Chicago,https://seatgeek.com/venues/nrg-stadium/tickets,0.8624192,TX,NRG Stadium,"Houston, TX",618,NRG Stadium,1 Reliant Park,45,US,Houston,TRUE,"Houston, TX 77054",0,-95.4107,29.6847,QRCODE_TM,2015-11-04T18:42:27Z,FALSE
4346985,2018-09-23T12:00:00,FALSE,https://seatgeek.com/49ers-at-chiefs-tickets/9-23-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346985,0.895,49ers at Chiefs,normal,,San Francisco 49ers at Kansas City Chiefs,FALSE,FALSE,2018-04-20T00:47:28,FALSE,2018-04-20T00:00:00,nfl,2018-09-23T17:00:00,0.93,2018-09-23T21:00:00,NA,78,970,197.59073,1003,189,73,655,QRCODE,2018-08-24T18:27:03Z,FALSE,arrowhead-stadium,1128,64129,America/Chicago,https://seatgeek.com/venues/arrowhead-stadium/tickets,0.8827867,MO,Arrowhead Stadium,"Kansas City, MO",616,Arrowhead Stadium,1 Arrowhead Drive,9,US,Kansas City,TRUE,"Kansas City, MO 64129",0,-94.4839,39.0489,QRCODE_TM,2015-08-20T16:20:51Z,FALSE
4347053,2018-09-23T13:00:00,FALSE,https://seatgeek.com/saints-at-falcons-tickets/9-23-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347053,0.93,Saints at Falcons,normal,,New Orleans Saints at Atlanta Falcons,FALSE,FALSE,2018-04-20T00:47:42,FALSE,2018-04-20T00:00:00,nfl,2018-09-23T17:00:00,0.954,2018-09-23T21:00:00,NA,161,537,310.34265,805,282,145,1313,QRCODE,2018-08-24T18:29:05Z,FALSE,mercedes-benz-stadium,419590,30313,America/New_York,https://seatgeek.com/venues/mercedes-benz-stadium/tickets,0.76958936,GA,Mercedes-Benz Stadium,"Atlanta, GA",0,Mercedes-Benz Stadium,35 Northside Dr NW,20,US,Atlanta,TRUE,"Atlanta, GA 30313",0,-84.4,33.76,QRCODE,2018-08-23T20:14:46Z,FALSE
4347072,2018-09-23T13:00:00,FALSE,https://seatgeek.com/broncos-at-ravens-tickets/9-23-2018-baltimore-maryland-m-t-bank-stadium/nfl/4347072,0.889,Broncos at Ravens,normal,,Denver Broncos at Baltimore Ravens,FALSE,FALSE,2018-04-20T00:47:45,FALSE,2018-04-20T00:00:00,nfl,2018-09-23T17:00:00,0.926,2018-09-23T21:00:00,NA,66,376,137.53723,747,105,67,577,QRCODE,2018-08-24T18:29:20Z,FALSE,m-t-bank-stadium,1121,21230,America/New_York,https://seatgeek.com/venues/m-t-bank-stadium/tickets,0.8927189,MD,M&T Bank Stadium,"Baltimore, MD",512,M&T Bank Stadium,1101 Russell St,8,US,Baltimore,TRUE,"Baltimore, MD 21230",0,-76.623,39.2774,QRCODE_TM,2015-08-04T00:00:00Z,FALSE
4347045,2018-09-23T13:00:00,FALSE,https://seatgeek.com/bengals-at-panthers-tickets/9-23-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347045,0.872,Bengals at Panthers,normal,,Cincinnati Bengals at Carolina Panthers,FALSE,FALSE,2018-04-20T00:47:41,FALSE,2018-04-20T00:00:00,nfl,2018-09-23T17:00:00,0.915,2018-09-23T21:00:00,NA,68,353,162.01134,696,117,68,685,QRCODE,2018-08-24T18:28:54Z,FALSE,bank-of-america-stadium,1122,28202,America/New_York,https://seatgeek.com/venues/bank-of-america-stadium/tickets,0.8968222,NC,Bank of America Stadium,"Charlotte, NC",517,Bank of America Stadium,800 South Mint Street,9,US,Charlotte,TRUE,"Charlotte, NC 28202",0,-80.8524,35.2243,QRCODE_TM,2015-09-25T18:23:51Z,FALSE
4346950,2018-09-23T13:00:00,FALSE,https://seatgeek.com/titans-at-jaguars-tickets/9-23-2018-jacksonville-florida-everbank-field/nfl/4346950,0.803,Titans at Jaguars,normal,,Tennessee Titans at Jacksonville Jaguars,FALSE,FALSE,2018-04-20T00:47:19,FALSE,2018-04-20T00:00:00,nfl,2018-09-23T17:00:00,0.865,2018-09-23T21:00:00,NA,39,490,102.18367,693,71,38,775,QRCODE,2018-08-24T18:26:19Z,FALSE,everbank-field,5178,32202,America/New_York,https://seatgeek.com/venues/everbank-field/tickets,0.83759147,FL,EverBank Field,"Jacksonville, FL",561,EverBank Field,1 Everbank Field Dr,10,US,Jacksonville,TRUE,"Jacksonville, FL 32202",0,-81.6373,30.3239,QRCODE_TM,2015-10-17T20:03:42Z,FALSE
4346923,2018-09-23T13:05:00,FALSE,https://seatgeek.com/chargers-at-rams-tickets/9-23-2018-los-angeles-california-los-angeles-memorial-coliseum-1/nfl/4346923,0.878,Chargers at Rams,normal,,Los Angeles Chargers at Los Angeles Rams,FALSE,FALSE,2018-04-20T00:47:14,FALSE,2018-04-20T00:00:00,nfl,2018-09-23T20:05:00,0.917,2018-09-24T00:05:00,NA,46,912,130.28728,1282,103,52,481,QRCODE,2018-09-05T22:17:11Z,FALSE,los-angeles-memorial-coliseum-1,51012,90037,America/Los_Angeles,https://seatgeek.com/venues/los-angeles-memorial-coliseum-1/tickets,0.86898464,CA,Los Angeles Memorial Coliseum,"Los Angeles, CA",0,Los Angeles Memorial Coliseum,3911 S Figueroa St,12,US,Los Angeles,TRUE,"Los Angeles, CA 90037",0,-118.288,34.0138,QRCODE,2018-08-23T17:59:28Z,FALSE
4347129,2018-09-23T13:25:00,FALSE,https://seatgeek.com/cowboys-at-seahawks-tickets/9-23-2018-seattle-washington-centurylink-field/nfl/4347129,0.96,Cowboys at Seahawks,normal,,Dallas Cowboys at Seattle Seahawks,FALSE,FALSE,2018-04-20T00:47:56,FALSE,2018-04-20T00:00:00,nfl,2018-09-23T20:25:00,0.977,2018-09-24T00:25:00,NA,237,150,655.2133,329,599,237,3079,QRCODE,2018-03-02T22:54:54Z,FALSE,centurylink-field,339,98134,America/Los_Angeles,https://seatgeek.com/venues/centurylink-field/tickets,0.87232786,WA,CenturyLink Field,"Seattle, WA",819,CenturyLink Field,800 Occidental Ave S,18,US,Seattle,TRUE,"Seattle, WA 98134",0,-122.33,47.6,QRCODE,2018-03-02T22:54:54Z,FALSE
4347104,2018-09-23T13:25:00,FALSE,https://seatgeek.com/bears-at-cardinals-tickets/9-23-2018-glendale-arizona-state-farm-stadium/nfl/4347104,0.927,Bears at Cardinals,normal,,Chicago Bears at Arizona Cardinals,FALSE,FALSE,2018-04-20T00:47:52,FALSE,2018-04-20T00:00:00,nfl,2018-09-23T20:25:00,0.957,2018-09-24T00:25:00,NA,77,381,202.61417,765,178,77,653,QRCODE,2018-08-24T20:34:25Z,FALSE,state-farm-stadium,43,85305,America/Phoenix,https://seatgeek.com/venues/state-farm-stadium/tickets,0.93402725,AZ,State Farm Stadium,"Glendale, AZ",753,State Farm Stadium,1 Cardinals Drive,10,US,Glendale,TRUE,"Glendale, AZ 85305",0,-112.262,33.5294,NONE,2015-12-21T17:26:05Z,FALSE
4347028,2018-09-23T20:20:00,FALSE,https://seatgeek.com/patriots-at-lions-tickets/9-23-2018-detroit-michigan-ford-field/nfl/4347028,0.959,Patriots at Lions,normal,,New England Patriots at Detroit Lions,FALSE,FALSE,2018-04-20T00:47:37,FALSE,2018-04-20T00:00:00,nfl,2018-09-24T00:20:00,0.978,2018-09-24T04:20:00,NA,140,410,306.78537,872,266,140,2392,QRCODE,2018-08-24T18:27:28Z,FALSE,ford-field,346,48226,America/Detroit,https://seatgeek.com/venues/ford-field/tickets,0.9029952,MI,Ford Field,"Detroit, MI",505,Ford Field,2000 Brush St.,9,US,Detroit,TRUE,"Detroit, MI 48226",0,-83.0459,42.34,NONE,2015-11-04T17:31:52Z,FALSE
4346932,2018-09-24T20:15:00,FALSE,https://seatgeek.com/steelers-at-buccaneers-tickets/9-24-2018-tampa-florida-raymond-james-stadium/nfl/4346932,0.9,Steelers at Buccaneers,normal,,Pittsburgh Steelers at Tampa Bay Buccaneers,FALSE,FALSE,2018-04-20T00:47:16,FALSE,2018-04-20T00:00:00,nfl,2018-09-25T00:15:00,0.929,2018-09-25T04:15:00,NA,172,22,392.31818,263,313,173,1037,QRCODE,2018-08-24T20:35:07Z,FALSE,raymond-james-stadium,39,33607,America/New_York,https://seatgeek.com/venues/raymond-james-stadium/tickets,0.86513025,FL,Raymond James Stadium,"Tampa, FL",539,Raymond James Stadium,4201 North Dale Mabry Highway,15,US,Tampa,TRUE,"Tampa, FL 33607",0,-82.5034,27.9753,QRCODE_TM,2015-08-24T14:44:53Z,FALSE
4346922,2018-09-27T17:20:00,FALSE,https://seatgeek.com/vikings-at-rams-tickets/9-27-2018-los-angeles-california-los-angeles-memorial-coliseum-1/nfl/4346922,0.886,Vikings at Rams,normal,,Minnesota Vikings at Los Angeles Rams,FALSE,FALSE,2018-04-20T00:47:14,FALSE,2018-04-20T00:00:00,nfl,2018-09-28T00:20:00,0.902,2018-09-28T04:20:00,NA,62,535,217.4729,1125,165,74,991,QRCODE,2018-09-05T22:17:16Z,FALSE,los-angeles-memorial-coliseum-1,51012,90037,America/Los_Angeles,https://seatgeek.com/venues/los-angeles-memorial-coliseum-1/tickets,0.86898464,CA,Los Angeles Memorial Coliseum,"Los Angeles, CA",0,Los Angeles Memorial Coliseum,3911 S Figueroa St,12,US,Los Angeles,TRUE,"Los Angeles, CA 90037",0,-118.288,34.0138,QRCODE,2018-08-23T17:59:28Z,FALSE
4401810,2018-09-28T19:00:00,FALSE,https://seatgeek.com/arkansas-razorbacks-at-kentucky-wildcats-womens-volleyball-tickets/sport/2018-09-28-7-pm/4401810,0.345,Arkansas Razorbacks at Kentucky Wildcats Women's Volleyball,normal,,Arkansas Razorbacks at Kentucky Wildcats Women's Volleyball,FALSE,FALSE,2018-06-05T16:00:59,FALSE,2018-06-05T00:00:00,sports,2018-09-28T23:00:00,0.52,2018-09-29T03:00:00,NA,NA,1,12,1,12,12,12,NA,NA,NA,memorial-coliseum-1,5102,40506,America/New_York,https://seatgeek.com/venues/memorial-coliseum-1/tickets,0.4125833,KY,Memorial Coliseum,"Lexington, KY",541,Memorial Coliseum,338 Lexington Avenue,26,US,Lexington,TRUE,"Lexington, KY 40506",0,-84.5,38.04,NA,NA,NA
4163969,2018-09-29T03:30:00,TRUE,https://seatgeek.com/southwest-classic-arkansas-vs-texas-aandm-tickets/ncaa-football/2018-09-29-3-30-am/4163969,0.904,Southwest Classic: Arkansas vs Texas A&M,normal,"*Child Policy::  Everyone, regardless of age, requires a ticket for entry.
*Donations::  Club seat purchases include a donation made to the respective school.
*Bag Policy::   All approved bags are subject to inspection upon entry and are subject to additional inspections within AT&amp;T Stadium. AT&amp;T Stadium has modified its security policy by limiting the size and style of bags allowed in the stadium.  Visit www.attstadium.com/bags for more information.",Southwest Classic: Arkansas vs Texas A&M,FALSE,TRUE,2017-12-05T15:00:24,FALSE,2017-12-05T00:00:00,ncaa_football,2018-09-29T08:30:00,0.934,2018-09-30T05:00:00,NA,102,1932,420.48083,948,260,102,29213,QRCODE,2018-04-17T22:02:33Z,FALSE,at-t-stadium,4965,76011,America/Chicago,https://seatgeek.com/venues/at-t-stadium/tickets,0.9751414,TX,AT&T Stadium,"Arlington, TX",623,AT&T Stadium,1 AT&T Way,22,US,Arlington,TRUE,"Arlington, TX 76011",0,-97.0957,32.7459,QRCODE,2018-04-17T22:02:33Z,FALSE
4281951,2018-09-29T15:30:00,FALSE,https://seatgeek.com/south-alabama-jaguars-at-appalachian-state-mountaineers-football-tickets/ncaa-football/2018-09-29-3-30-pm/4281951,0.405,South Alabama at Appalachian State,normal,,South Alabama Jaguars at Appalachian State Mountaineers Football,FALSE,FALSE,2018-02-28T15:00:11,FALSE,2018-02-28T00:00:00,ncaa_football,2018-09-29T19:30:00,0.555,2018-09-29T23:30:00,NA,46,163,93.435585,88,83,46,215,NA,NA,NA,kidd-brewer-stadium,3723,28607,America/New_York,https://seatgeek.com/venues/kidd-brewer-stadium/tickets,0.57884717,NC,Kidd Brewer Stadium,"Boone, NC",517,Kidd Brewer Stadium,1 Kidd Brewer Stadium,5,US,Boone,TRUE,"Boone, NC 28607",0,-81.6856,36.2116,NA,NA,NA
4346992,2018-09-30T12:00:00,FALSE,https://seatgeek.com/eagles-at-titans-tickets/9-30-2018-nashville-tennessee-nissan-stadium/nfl/4346992,0.905,Eagles at Titans,normal,,Philadelphia Eagles at Tennessee Titans,FALSE,FALSE,2018-04-20T00:47:30,FALSE,2018-04-20T00:00:00,nfl,2018-09-30T16:00:00,0.908,2018-09-30T20:00:00,NA,192,323,432.05884,548,409,192,917,QRCODE,2018-08-24T20:47:49Z,FALSE,nissan-stadium,1126,37213,America/New_York,https://seatgeek.com/venues/nissan-stadium/tickets,0.8546275,TN,Nissan Stadium,"Nashville, TN",659,Nissan Stadium,1 Titans Way,15,US,Nashville,TRUE,"Nashville, TN 37213",0,-86.7713,36.1665,NONE,2015-10-19T15:09:39Z,FALSE
4346911,2018-09-30T12:00:00,FALSE,https://seatgeek.com/bills-at-packers-tickets/9-30-2018-green-bay-wisconsin-lambeau-field/nfl/4346911,0.924,Bills at Packers,normal,,Buffalo Bills at Green Bay Packers,FALSE,FALSE,2018-04-20T00:47:13,FALSE,2018-04-20T00:00:00,nfl,2018-09-30T17:00:00,0.925,2018-09-30T21:00:00,NA,180,145,372.73105,503,338,190,843,QRCODE,2018-08-24T20:38:24Z,FALSE,lambeau-field,1125,54304,America/Chicago,https://seatgeek.com/venues/lambeau-field/tickets,0.92909414,WI,Lambeau Field,"Green Bay, WI",658,Lambeau Field,1265 Lombardi Avenue,7,US,Green Bay,TRUE,"Green Bay, WI 54304",0,-88.0622,44.5013,QRCODE_TM,2015-09-02T22:43:34Z,FALSE
4347009,2018-09-30T12:00:00,FALSE,https://seatgeek.com/buccaneers-at-bears-tickets/9-30-2018-chicago-illinois-soldier-field/nfl/4347009,0.912,Buccaneers at Bears,normal,,Tampa Bay Buccaneers at Chicago Bears,FALSE,FALSE,2018-04-20T00:47:33,FALSE,2018-04-20T00:00:00,nfl,2018-09-30T17:00:00,0.914,2018-09-30T21:00:00,NA,133,68,338.57352,571,290,133,1017,QRCODE,2018-08-24T20:48:11Z,FALSE,soldier-field,31,60605,America/Chicago,https://seatgeek.com/venues/soldier-field/tickets,0.940013,IL,Soldier Field,"Chicago, IL",602,Soldier Field,1410 S. Museum Campus Drive,11,US,Chicago,TRUE,"Chicago, IL 60605",0,-87.6159,41.8623,NONE,2018-06-02T00:44:08Z,FALSE
4327924,2018-09-30T12:00:00,FALSE,https://seatgeek.com/lions-at-cowboys-tickets/9-30-2018-arlington-texas-at-t-stadium/nfl/4327924,0.953,Lions at Cowboys,normal,,Detroit Lions at Dallas Cowboys,FALSE,TRUE,2018-04-05T23:08:47,FALSE,2018-04-05T00:00:00,nfl,2018-09-30T17:00:00,0.948,2018-09-30T21:00:00,NA,18,2810,277.2918,2320,228,18,2095,QRCODE,2018-04-17T22:02:33Z,FALSE,at-t-stadium,4965,76011,America/Chicago,https://seatgeek.com/venues/at-t-stadium/tickets,0.9751414,TX,AT&T Stadium,"Arlington, TX",623,AT&T Stadium,1 AT&T Way,22,US,Arlington,TRUE,"Arlington, TX 76011",0,-97.0957,32.7459,QRCODE,2018-04-17T22:02:33Z,FALSE
4346962,2018-09-30T13:00:00,FALSE,https://seatgeek.com/texans-at-colts-tickets/9-30-2018-indianapolis-indiana-lucas-oil-stadium/nfl/4346962,0.846,Texans at Colts,normal,,Houston Texans at Indianapolis Colts,FALSE,FALSE,2018-04-20T00:47:22,FALSE,2018-04-20T00:00:00,nfl,2018-09-30T17:00:00,0.866,2018-09-30T21:00:00,NA,33,563,103.62878,985,81,28,931,QRCODE,2018-08-24T20:46:39Z,FALSE,lucas-oil-stadium,1130,46225,America/Indiana/Indianapolis,https://seatgeek.com/venues/lucas-oil-stadium/tickets,0.9071682,IN,Lucas Oil Stadium,"Indianapolis, IN",527,Lucas Oil Stadium,500 South Capitol Avenue,12,US,Indianapolis,TRUE,"Indianapolis, IN 46225",0,-86.1639,39.7601,QRCODE_TM,2018-09-13T22:29:37Z,FALSE
4346949,2018-09-30T13:00:00,FALSE,https://seatgeek.com/jets-at-jaguars-tickets/9-30-2018-jacksonville-florida-everbank-field/nfl/4346949,0.826,Jets at Jaguars,normal,,New York Jets at Jacksonville Jaguars,FALSE,FALSE,2018-04-20T00:47:19,FALSE,2018-04-20T00:00:00,nfl,2018-09-30T17:00:00,0.852,2018-09-30T21:00:00,NA,62,520,121.70577,774,99,55,489,QRCODE,2018-08-24T20:38:35Z,FALSE,everbank-field,5178,32202,America/New_York,https://seatgeek.com/venues/everbank-field/tickets,0.83759147,FL,EverBank Field,"Jacksonville, FL",561,EverBank Field,1 Everbank Field Dr,10,US,Jacksonville,TRUE,"Jacksonville, FL 32202",0,-81.6373,30.3239,QRCODE_TM,2015-10-17T20:03:42Z,FALSE
4347052,2018-09-30T13:00:00,FALSE,https://seatgeek.com/bengals-at-falcons-tickets/9-30-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347052,0.906,Bengals at Falcons,normal,,Cincinnati Bengals at Atlanta Falcons,FALSE,FALSE,2018-04-20T00:47:42,FALSE,2018-04-20T00:00:00,nfl,2018-09-30T17:00:00,0.912,2018-09-30T21:00:00,NA,77,842,220.62233,1016,194,77,5987,QRCODE,2018-08-23T20:14:46Z,FALSE,mercedes-benz-stadium,419590,30313,America/New_York,https://seatgeek.com/venues/mercedes-benz-stadium/tickets,0.76958936,GA,Mercedes-Benz Stadium,"Atlanta, GA",0,Mercedes-Benz Stadium,35 Northside Dr NW,20,US,Atlanta,TRUE,"Atlanta, GA 30313",0,-84.4,33.76,QRCODE,2018-08-23T20:14:46Z,FALSE
4347092,2018-09-30T13:00:00,FALSE,https://seatgeek.com/dolphins-at-patriots-tickets/9-30-2018-foxborough-massachusetts-gillette-stadium/nfl/4347092,0.951,Dolphins at Patriots,normal,,Miami Dolphins at New England Patriots,FALSE,FALSE,2018-04-20T00:47:49,FALSE,2018-04-20T00:00:00,nfl,2018-09-30T17:00:00,0.943,2018-09-30T21:00:00,NA,271,83,549.08435,490,446,286,1882,QRCODE,2018-08-24T20:51:36Z,FALSE,gillette-stadium,33,02035,America/New_York,https://seatgeek.com/venues/gillette-stadium/tickets,0.8983344,MA,Gillette Stadium,"Foxborough, MA",506,Gillette Stadium,1 Patriot Place,15,US,Foxborough,TRUE,"Foxborough, MA 02035",0,-71.2674,42.0906,NONE,2018-08-22T15:36:58Z,FALSE
4347103,2018-09-30T13:05:00,FALSE,https://seatgeek.com/seahawks-at-cardinals-tickets/9-30-2018-glendale-arizona-state-farm-stadium/nfl/4347103,0.91,Seahawks at Cardinals,normal,,Seattle Seahawks at Arizona Cardinals,FALSE,FALSE,2018-04-20T00:47:51,FALSE,2018-04-20T00:00:00,nfl,2018-09-30T20:05:00,0.914,2018-10-01T00:05:00,NA,45,632,152.60443,1083,109,45,607,QRCODE,2018-09-05T19:57:48Z,FALSE,state-farm-stadium,43,85305,America/Phoenix,https://seatgeek.com/venues/state-farm-stadium/tickets,0.93402725,AZ,State Farm Stadium,"Glendale, AZ",753,State Farm Stadium,1 Cardinals Drive,10,US,Glendale,TRUE,"Glendale, AZ 85305",0,-112.262,33.5294,NONE,2015-12-21T17:26:05Z,FALSE
4347154,2018-09-30T13:05:00,FALSE,https://seatgeek.com/browns-at-raiders-tickets/9-30-2018-oakland-california-oakland-alameda-county-coliseum/nfl/4347154,0.874,Browns at Raiders,normal,,Cleveland Browns at Oakland Raiders,FALSE,FALSE,2018-04-20T01:04:25,FALSE,2018-04-20T00:00:00,nfl,2018-09-30T20:05:00,0.887,2018-10-01T00:05:00,NA,85,380,187.57106,647,191,87,708,QRCODE,2018-08-24T20:56:48Z,FALSE,oakland-alameda-county-coliseum,14,94621,America/Los_Angeles,https://seatgeek.com/venues/oakland-alameda-county-coliseum/tickets,0.7817843,CA,Oakland-Alameda County Coliseum,"Oakland, CA",807,Oakland-Alameda County Coliseum,7000 Coliseum Way,25,US,Oakland,TRUE,"Oakland, CA 94621",0,-122.201,37.7469,PDF417,2015-06-24T00:00:00Z,FALSE
4347112,2018-09-30T13:25:00,FALSE,https://seatgeek.com/49ers-at-chargers-tickets/9-30-2018-carson-california-stubhub-center/nfl/4347112,0.958,49ers at Chargers,normal,,San Francisco 49ers at Los Angeles Chargers,FALSE,FALSE,2018-04-20T00:47:52,FALSE,2018-04-20T00:00:00,nfl,2018-09-30T20:25:00,0.95,2018-10-01T00:25:00,NA,204,221,317.15384,425,294,198,799,QRCODE,2018-08-24T20:52:20Z,FALSE,stubhub-center,52,90746,America/Los_Angeles,https://seatgeek.com/venues/stubhub-center/tickets,0.7228164,CA,StubHub Center,"Carson, CA",803,StubHub Center,18400 Avalon Blvd,16,US,Carson,TRUE,"Carson, CA 90746",0,-118.261,33.8643,NA,NA,NA
4346972,2018-09-30T16:25:00,FALSE,https://seatgeek.com/saints-at-giants-tickets/9-30-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346972,0.947,Saints at Giants,normal,,New Orleans Saints at New York Giants,FALSE,FALSE,2018-04-20T00:47:25,FALSE,2018-04-20T00:00:00,nfl,2018-09-30T20:25:00,0.942,2018-10-01T00:25:00,NA,136,325,360.79385,756,269,142,1498,QRCODE,2018-08-24T20:47:31Z,FALSE,metlife-stadium,1587,07073,America/New_York,https://seatgeek.com/venues/metlife-stadium/tickets,0.94873494,NJ,MetLife Stadium,"East Rutherford, NJ",501,MetLife Stadium,1 MetLife Stadium Drive,18,US,East Rutherford,TRUE,"East Rutherford, NJ 07073",0,-74.0737,40.8142,QRCODE_TM,2015-09-12T14:14:07Z,FALSE
4347080,2018-09-30T20:20:00,FALSE,https://seatgeek.com/ravens-at-steelers-tickets/9-30-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347080,0.923,Ravens at Steelers,normal,,Baltimore Ravens at Pittsburgh Steelers,FALSE,FALSE,2018-04-20T00:47:47,FALSE,2018-04-20T00:00:00,nfl,2018-10-01T00:20:00,0.918,2018-10-01T04:20:00,NA,91,295,302.54236,703,273,99,975,QRCODE,2018-08-24T20:51:27Z,FALSE,heinz-field,1119,15212,America/New_York,https://seatgeek.com/venues/heinz-field/tickets,0.9033526,PA,Heinz Field,"Pittsburgh, PA",508,Heinz Field,100 Art Rooney Avenue,11,US,Pittsburgh,TRUE,"Pittsburgh, PA 15212",0,-80.0158,40.4468,QRCODE_TM,2015-12-08T15:36:23Z,FALSE
4347139,2018-10-01T18:15:00,FALSE,https://seatgeek.com/chiefs-at-broncos-tickets/10-1-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347139,0.897,Chiefs at Broncos,normal,,Kansas City Chiefs at Denver Broncos,FALSE,FALSE,2018-04-20T01:04:05,FALSE,2018-04-20T00:00:00,nfl,2018-10-02T00:15:00,0.898,2018-10-02T04:15:00,NA,141,88,316.55682,330,245,164,835,QRCODE,2018-08-24T20:57:25Z,FALSE,sports-authority-field-at-mile-high,1131,80204,America/Denver,https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets,0.9028296,CO,Sports Authority Field at Mile High,"Denver, CO",751,Sports Authority Field at Mile High,1701 Bryant St.,7,US,Denver,TRUE,"Denver, CO 80204",0,-105.02,39.74,QRCODE_TM,2015-08-07T18:39:02Z,FALSE
4347096,2018-10-04T20:20:00,FALSE,https://seatgeek.com/colts-at-patriots-tickets/10-4-2018-foxborough-massachusetts-gillette-stadium/nfl/4347096,0.944,Colts at Patriots,normal,,Indianapolis Colts at New England Patriots,FALSE,FALSE,2018-04-20T00:47:50,FALSE,2018-04-20T00:00:00,nfl,2018-10-05T00:20:00,0.927,2018-10-05T04:20:00,NA,184,228,366.64474,682,279,184,1198,QRCODE,2018-08-24T21:03:24Z,FALSE,gillette-stadium,33,02035,America/New_York,https://seatgeek.com/venues/gillette-stadium/tickets,0.8983344,MA,Gillette Stadium,"Foxborough, MA",506,Gillette Stadium,1 Patriot Place,15,US,Foxborough,TRUE,"Foxborough, MA 02035",0,-71.2674,42.0906,NONE,2018-08-22T15:36:58Z,FALSE
4281989,2018-10-06T15:30:00,FALSE,https://seatgeek.com/south-alabama-jaguars-at-georgia-southern-eagles-football-tickets/ncaa-football/2018-10-06-3-30-pm/4281989,0.432,South Alabama at Georgia Southern,normal,,South Alabama Jaguars at Georgia Southern Eagles Football,FALSE,FALSE,2018-02-28T15:00:17,FALSE,2018-02-28T00:00:00,ncaa_football,2018-10-06T19:30:00,0.544,2018-10-06T23:30:00,NA,NA,21,45.809525,10,40,28,96,NA,NA,NA,allen-e-paulson-stadium,2352,30460,America/New_York,https://seatgeek.com/venues/allen-e-paulson-stadium/tickets,0.41380084,GA,Allen E. Paulson Stadium,"Statesboro, GA",507,Allen E. Paulson Stadium,225 Lanier Drive,4,US,Statesboro,TRUE,"Statesboro, GA 30460",0,-81.7832,32.4488,NA,NA,NA
4347079,2018-10-07T13:00:00,FALSE,https://seatgeek.com/falcons-at-steelers-tickets/10-7-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347079,0.925,Falcons at Steelers,normal,,Atlanta Falcons at Pittsburgh Steelers,FALSE,FALSE,2018-04-20T00:47:47,FALSE,2018-04-20T00:00:00,nfl,2018-10-07T17:00:00,0.912,2018-10-07T21:00:00,NA,164,82,392.52438,657,344,173,1186,QRCODE,2018-08-24T21:16:40Z,FALSE,heinz-field,1119,15212,America/New_York,https://seatgeek.com/venues/heinz-field/tickets,0.9033526,PA,Heinz Field,"Pittsburgh, PA",508,Heinz Field,100 Art Rooney Avenue,11,US,Pittsburgh,TRUE,"Pittsburgh, PA 15212",0,-80.0158,40.4468,QRCODE_TM,2015-12-08T15:36:23Z,FALSE
