datetime_utc,type,title,is_open,date_tbd,url,short_title,datetime_local,visible_until_utc,created_at,announce_date,score,description,datetime_tbd,time_tbd,status,id,popularity,general_admission,lowest_price,average_price,visible_listing_count,listing_count,median_price,lowest_price_good_deals,highest_price,method,employee_only,created_at,url,state,slug,country,score,name_v2,display_location,city,has_upcoming_events,timezone,address,name,postal_code,id,metro_code,extended_address,num_upcoming_events,popularity,lon,lat,method,employee_only,created_at
2018-10-07T17:00:00,nfl,Jacksonville Jaguars at Kansas City Chiefs,FALSE,FALSE,https://seatgeek.com/jaguars-at-chiefs-tickets/10-7-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346983,Jaguars at Chiefs,2018-10-07T12:00:00,2018-10-07T21:00:00,2018-04-20T00:47:28,2018-04-20T00:00:00,0.872,,FALSE,FALSE,normal,4346983,0.887,NA,86,194.43785,765,539,165,85,7162,QRCODE,FALSE,2018-08-24T21:03:49Z,https://seatgeek.com/venues/arrowhead-stadium/tickets,MO,arrowhead-stadium,US,0.8827867,Arrowhead Stadium,"Kansas City, MO",Kansas City,TRUE,America/Chicago,1 Arrowhead Drive,Arrowhead Stadium,64129,1128,616,"Kansas City, MO 64129",8,0,-94.4839,39.0489,QRCODE_TM,FALSE,2015-08-20T16:20:51Z
2018-10-07T20:05:00,nfl,Oakland Raiders at Los Angeles Chargers,FALSE,FALSE,https://seatgeek.com/raiders-at-chargers-tickets/10-7-2018-carson-california-stubhub-center/nfl/4347111,Raiders at Chargers,2018-10-07T13:05:00,2018-10-08T00:05:00,2018-04-20T00:47:52,2018-04-20T00:00:00,0.931,,FALSE,FALSE,normal,4347111,0.936,NA,166,262.88956,421,326,222,159,1197,QRCODE,FALSE,2018-08-24T21:17:06Z,https://seatgeek.com/venues/stubhub-center/tickets,CA,stubhub-center,US,0.7228164,StubHub Center,"Carson, CA",Carson,TRUE,America/Los_Angeles,18400 Avalon Blvd,StubHub Center,90746,52,803,"Carson, CA 90746",12,0,-118.261,33.8643,NA,NA,NA
2018-10-07T20:25:00,nfl,Arizona Cardinals at San Francisco 49ers,FALSE,FALSE,https://seatgeek.com/cardinals-at-49ers-tickets/10-7-2018-santa-clara-california-levi-s-stadium/nfl/4347115,Cardinals at 49ers,2018-10-07T13:25:00,2018-10-08T00:25:00,2018-04-20T00:47:53,2018-04-20T00:00:00,0.883,,FALSE,FALSE,normal,4347115,0.892,NA,44,126.77036,873,749,109,44,571,QRCODE,FALSE,2018-09-05T19:47:23Z,https://seatgeek.com/venues/levi-s-stadium/tickets,CA,levi-s-stadium,US,0.95768774,Levi's Stadium,"Santa Clara, CA",Santa Clara,TRUE,America/Los_Angeles,4900 Marie P DeBartolo Way,Levi's Stadium,95054,58670,0,"Santa Clara, CA 95054",12,0,-121.969,37.4023,QRCODE_TM,FALSE,2015-07-10T00:00:00Z
2018-10-07T20:25:00,nfl,Los Angeles Rams at Seattle Seahawks,FALSE,FALSE,https://seatgeek.com/rams-at-seahawks-tickets/10-7-2018-seattle-washington-centurylink-field/nfl/4347128,Rams at Seahawks,2018-10-07T13:25:00,2018-10-08T00:25:00,2018-04-20T00:47:56,2018-04-20T00:00:00,0.906,,FALSE,FALSE,normal,4347128,0.913,NA,156,364.2403,349,129,342,156,843,QRCODE,FALSE,2018-08-24T21:19:14Z,https://seatgeek.com/venues/centurylink-field/tickets,WA,centurylink-field,US,0.87232786,CenturyLink Field,"Seattle, WA",Seattle,TRUE,America/Los_Angeles,800 Occidental Ave S,CenturyLink Field,98134,339,819,"Seattle, WA 98134",11,0,-122.33,47.6,QRCODE,FALSE,2018-03-02T22:54:54Z
2018-10-07T20:25:00,nfl,Minnesota Vikings at Philadelphia Eagles,FALSE,FALSE,https://seatgeek.com/vikings-at-eagles-tickets/10-7-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4346976,Vikings at Eagles,2018-10-07T16:25:00,2018-10-08T00:25:00,2018-04-20T00:47:26,2018-04-20T00:00:00,0.929,,FALSE,FALSE,normal,4346976,0.93,NA,214,422.36887,576,244,397,176,924,QRCODE,FALSE,2018-08-24T21:03:38Z,https://seatgeek.com/venues/lincoln-financial-field/tickets,PA,lincoln-financial-field,US,0.90542685999999994,Lincoln Financial Field,"Philadelphia, PA",Philadelphia,TRUE,America/New_York,1020 Pattison Ave,Lincoln Financial Field,19148,330,504,"Philadelphia, PA 19148",14,0,-75.1675,39.9046,QRCODE_TM,FALSE,2015-07-10T00:00:00Z
2018-10-08T00:20:00,nfl,Dallas Cowboys at Houston Texans,FALSE,FALSE,https://seatgeek.com/cowboys-at-texans-tickets/10-7-2018-houston-texas-nrg-stadium/nfl/4347020,Cowboys at Texans,2018-10-07T19:20:00,2018-10-08T04:20:00,2018-04-20T00:47:36,2018-04-20T00:00:00,0.951,,FALSE,FALSE,normal,4347020,0.948,NA,226,439.6159,528,302,401,226,1463,QRCODE,FALSE,2018-08-24T21:04:53Z,https://seatgeek.com/venues/nrg-stadium/tickets,TX,nrg-stadium,US,0.8624192,NRG Stadium,"Houston, TX",Houston,TRUE,America/Chicago,1 Reliant Park,NRG Stadium,77054,41,618,"Houston, TX 77054",44,0,-95.4107,29.6847,QRCODE_TM,FALSE,2015-11-04T18:42:27Z
2018-10-08T20:00:00,sports,Baltimore Ravens at A Purple Evening,FALSE,FALSE,https://seatgeek.com/baltimore-ravens-at-a-purple-evening-tickets/sport/2018-10-08-4-pm/4474093,Baltimore Ravens at A Purple Evening,2018-10-08T16:00:00,2018-10-09T00:00:00,2018-08-03T16:01:06,2018-08-03T00:00:00,0.354,,FALSE,FALSE,normal,4474093,0.518,NA,62,277.7,3,10,251,NA,584,QRCODE_TM,FALSE,2015-08-04T00:00:00Z,https://seatgeek.com/venues/m-t-bank-stadium/tickets,MD,m-t-bank-stadium,US,0.8927189,M&T Bank Stadium,"Baltimore, MD",Baltimore,TRUE,America/New_York,1101 Russell St,M&T Bank Stadium,21230,1121,512,"Baltimore, MD 21230",7,0,-76.623,39.2774,QRCODE_TM,FALSE,2015-08-04T00:00:00Z
2018-10-09T00:15:00,nfl,Washington Redskins at New Orleans Saints,TRUE,FALSE,https://seatgeek.com/redskins-at-saints-tickets/10-8-2018-new-orleans-louisiana-mercedes-benz-superdome/nfl/4346971,Redskins at Saints,2018-10-08T19:15:00,2018-10-09T04:15:00,2018-04-20T00:47:25,2018-04-20T00:00:00,0.87,,FALSE,FALSE,normal,4346971,0.879,NA,84,241.67561,1319,1415,221,84,5942,QRCODE,FALSE,2018-05-29T20:38:55Z,https://seatgeek.com/venues/mercedes-benz-superdome/tickets,LA,mercedes-benz-superdome,US,0.8966978,Mercedes-Benz Superdome,"New Orleans, LA",New Orleans,TRUE,America/Chicago,1500 Sugar Bowl Drive,Mercedes-Benz Superdome,70112,128,622,"New Orleans, LA 70112",17,0,-90.0786,29.9515,QRCODE_TM,FALSE,2018-08-27T20:46:59Z
2018-10-12T00:20:00,nfl,Philadelphia Eagles at New York Giants,FALSE,FALSE,https://seatgeek.com/eagles-at-giants-tickets/10-11-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346917,Eagles at Giants,2018-10-11T20:20:00,2018-10-12T04:20:00,2018-04-20T00:47:14,2018-04-20T00:00:00,0.948,,FALSE,FALSE,normal,4346917,0.929,NA,138,848.6034,775,469,246,138,123581,QRCODE,FALSE,2018-08-24T21:52:02Z,https://seatgeek.com/venues/metlife-stadium/tickets,NJ,metlife-stadium,US,0.94873494,MetLife Stadium,"East Rutherford, NJ",East Rutherford,TRUE,America/New_York,1 MetLife Stadium Drive,MetLife Stadium,07073,1587,501,"East Rutherford, NJ 07073",15,0,-74.0737,40.8142,QRCODE_TM,FALSE,2015-09-12T14:14:07Z
2018-10-13T21:00:00,ncaa_football,Alabama State Hornets at South Alabama Jaguars Football,FALSE,FALSE,https://seatgeek.com/alabama-state-hornets-at-south-alabama-jaguars-football-tickets/ncaa-football/2018-10-13-4-pm/4192619,Alabama State at South Alabama,2018-10-13T16:00:00,2018-10-14T01:00:00,2017-12-21T15:00:36,2017-12-21T00:00:00,0.487,,FALSE,FALSE,normal,4192619,0.58,NA,19,46.88889,4,9,49,19,85,NA,NA,NA,https://seatgeek.com/venues/ladd-peebles-stadium/tickets,AL,ladd-peebles-stadium,US,0.50177634,Ladd Peebles Stadium,"Mobile, AL",Mobile,TRUE,America/Chicago,1621 Virginia St.,Ladd Peebles Stadium,36604,3716,686,"Mobile, AL 36604",5,0,-88.0761,30.6748,NA,NA,NA
2018-10-14T17:00:00,nfl,Tampa Bay Buccaneers at Atlanta Falcons,FALSE,FALSE,https://seatgeek.com/buccaneers-at-falcons-tickets/10-14-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347051,Buccaneers at Falcons,2018-10-14T13:00:00,2018-10-14T21:00:00,2018-04-20T00:47:42,2018-04-20T00:00:00,0.898,,FALSE,FALSE,normal,4347051,0.884,NA,79,210.87166,919,748,192,78,958,QRCODE,FALSE,2018-08-24T21:53:35Z,https://seatgeek.com/venues/mercedes-benz-stadium/tickets,GA,mercedes-benz-stadium,US,0.76958936,Mercedes-Benz Stadium,"Atlanta, GA",Atlanta,TRUE,America/New_York,35 Northside Dr NW,Mercedes-Benz Stadium,30313,419590,0,"Atlanta, GA 30313",19,0,-84.4,33.76,QRCODE,FALSE,2018-08-23T20:14:46Z
2018-10-14T17:00:00,nfl,Pittsburgh Steelers at Cincinnati Bengals,FALSE,FALSE,https://seatgeek.com/steelers-at-bengals-tickets/10-14-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347042,Steelers at Bengals,2018-10-14T13:00:00,2018-10-14T21:00:00,2018-04-20T00:47:40,2018-04-20T00:00:00,0.901,,FALSE,FALSE,normal,4347042,0.888,NA,111,213.53503,592,314,194,111,1166,QRCODE,FALSE,2018-08-24T21:53:35Z,https://seatgeek.com/venues/paul-brown-stadium/tickets,OH,paul-brown-stadium,US,0.86166537,Paul Brown Stadium,"Cincinnati, OH",Cincinnati,TRUE,America/New_York,1 Paul Brown Stadium,Paul Brown Stadium,45202,1124,515,"Cincinnati, OH 45202",7,0,-84.5177,39.0961,QRCODE_TM,FALSE,2015-10-09T16:14:37Z
2018-10-14T17:00:00,nfl,Indianapolis Colts at New York Jets,FALSE,FALSE,https://seatgeek.com/colts-at-jets-tickets/10-14-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346961,Colts at Jets,2018-10-14T13:00:00,2018-10-14T21:00:00,2018-04-20T00:47:22,2018-04-20T00:00:00,0.927,,FALSE,FALSE,normal,4346961,0.908,NA,39,152.9796,1019,735,127,39,905,QRCODE,FALSE,2018-08-24T21:52:02Z,https://seatgeek.com/venues/metlife-stadium/tickets,NJ,metlife-stadium,US,0.94873494,MetLife Stadium,"East Rutherford, NJ",East Rutherford,TRUE,America/New_York,1 MetLife Stadium Drive,MetLife Stadium,07073,1587,501,"East Rutherford, NJ 07073",15,0,-74.0737,40.8142,QRCODE_TM,FALSE,2015-09-12T14:14:07Z
2018-10-14T17:00:00,nfl,Chicago Bears at Miami Dolphins,FALSE,FALSE,https://seatgeek.com/bears-at-dolphins-tickets/10-14-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347081,Bears at Dolphins,2018-10-14T13:00:00,2018-10-14T21:00:00,2018-04-20T00:47:47,2018-04-20T00:00:00,0.898,,FALSE,FALSE,normal,4347081,0.885,NA,98,308.64462,726,121,202,89,11358,QRCODE,FALSE,2018-08-24T21:53:35Z,https://seatgeek.com/venues/hard-rock-stadium/tickets,FL,hard-rock-stadium,US,0.8378203,Hard Rock Stadium,"Miami Gardens, FL",Miami Gardens,TRUE,America/New_York,347 Don Shula Dr.,Hard Rock Stadium,33056,29,528,"Miami Gardens, FL 33056",35,0,-80.24,25.96,NONE,FALSE,2017-10-03T18:58:44Z
2018-10-14T17:00:00,nfl,Carolina Panthers at Washington Redskins,FALSE,FALSE,https://seatgeek.com/panthers-at-redskins-tickets/10-14-2018-landover-maryland-fedex-field/nfl/4346942,Panthers at Redskins,2018-10-14T13:00:00,2018-10-14T21:00:00,2018-04-20T00:47:18,2018-04-20T00:00:00,0.936,,FALSE,FALSE,normal,4346942,0.919,NA,95,171.13068,938,551,149,89,771,QRCODE,FALSE,2018-08-24T21:52:02Z,https://seatgeek.com/venues/fedex-field/tickets,MD,fedex-field,US,0.9333444,FedEx Field,"Landover, MD",Landover,TRUE,America/New_York,1600 Fedex Way,FedEx Field,20785,35,511,"Landover, MD 20785",6,0,-76.8658,38.9071,QRCODE_TM,FALSE,2015-09-12T14:13:58Z
2018-10-14T17:00:00,nfl,Buffalo Bills at Houston Texans,FALSE,FALSE,https://seatgeek.com/bills-at-texans-tickets/10-14-2018-houston-texas-nrg-stadium/nfl/4347019,Bills at Texans,2018-10-14T12:00:00,2018-10-14T21:00:00,2018-04-20T00:47:36,2018-04-20T00:00:00,0.874,,FALSE,FALSE,normal,4347019,0.865,NA,45,170.12914,976,604,152,45,542,QRCODE,FALSE,2018-08-24T21:53:35Z,https://seatgeek.com/venues/nrg-stadium/tickets,TX,nrg-stadium,US,0.8624192,NRG Stadium,"Houston, TX",Houston,TRUE,America/Chicago,1 Reliant Park,NRG Stadium,77054,41,618,"Houston, TX 77054",44,0,-95.4107,29.6847,QRCODE_TM,FALSE,2015-11-04T18:42:27Z
2018-10-14T17:00:00,nfl,Los Angeles Chargers at Cleveland Browns,FALSE,FALSE,https://seatgeek.com/chargers-at-browns-tickets/10-14-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346998,Chargers at Browns,2018-10-14T13:00:00,2018-10-14T21:00:00,2018-04-20T00:47:31,2018-04-20T00:00:00,0.859,,FALSE,FALSE,normal,4346998,0.856,NA,73,142.6788,808,604,116,67,676,QRCODE,FALSE,2018-08-24T21:53:35Z,https://seatgeek.com/venues/firstenergy-stadium-15/tickets,OH,firstenergy-stadium-15,US,0.86852187,FirstEnergy Stadium,"Cleveland, OH",Cleveland,TRUE,America/New_York,100 Alfred Lerner Way,FirstEnergy Stadium,44114,1123,510,"Cleveland, OH 44114",6,0,-81.7,41.5065,NONE,FALSE,2015-11-11T20:55:31Z
2018-10-14T17:00:00,nfl,Arizona Cardinals at Minnesota Vikings,FALSE,FALSE,https://seatgeek.com/cardinals-at-vikings-tickets/10-14-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347145,Cardinals at Vikings,2018-10-14T12:00:00,2018-10-14T21:00:00,2018-04-20T01:04:06,2018-04-20T00:00:00,0.897,,FALSE,FALSE,normal,4347145,0.883,NA,111,305.90735,538,421,251,110,4457,QRCODE,FALSE,2018-08-24T21:53:38Z,https://seatgeek.com/venues/u-s-bank-stadium/tickets,MN,u-s-bank-stadium,US,0.88524246,U.S. Bank Stadium,"Minneapolis, MN",Minneapolis,TRUE,America/Chicago,900 South 5th Street,U.S. Bank Stadium,55415,218451,0,"Minneapolis, MN 55415",15,0,-93.26,44.97,NONE,FALSE,2018-08-22T15:34:15Z
2018-10-14T19:25:00,nfl,Baltimore Ravens at Tennessee Titans,FALSE,FALSE,https://seatgeek.com/ravens-at-titans-tickets/10-14-2018-nashville-tennessee-nissan-stadium/nfl/4346991,Ravens at Titans,2018-10-14T15:25:00,2018-10-14T23:25:00,2018-04-20T00:47:30,2018-04-20T00:00:00,0.86,,FALSE,FALSE,normal,4346991,0.854,NA,75,207.07301,590,315,194,63,632,QRCODE,FALSE,2018-08-24T21:53:35Z,https://seatgeek.com/venues/nissan-stadium/tickets,TN,nissan-stadium,US,0.8546275,Nissan Stadium,"Nashville, TN",Nashville,TRUE,America/New_York,1 Titans Way,Nissan Stadium,37213,1126,659,"Nashville, TN 37213",16,0,-86.7713,36.1665,NONE,FALSE,2015-10-19T15:09:39Z
2018-10-14T20:05:00,nfl,Los Angeles Rams at Denver Broncos,FALSE,FALSE,https://seatgeek.com/rams-at-broncos-tickets/10-14-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347138,Rams at Broncos,2018-10-14T14:05:00,2018-10-15T00:05:00,2018-04-20T01:04:04,2018-04-20T00:00:00,0.889,,FALSE,FALSE,normal,4347138,0.879,NA,186,352.14062,570,64,269,159,1193,QRCODE,FALSE,2018-08-24T21:53:38Z,https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets,CO,sports-authority-field-at-mile-high,US,0.9028296,Sports Authority Field at Mile High,"Denver, CO",Denver,TRUE,America/Denver,1701 Bryant Street,Sports Authority Field at Mile High,80204,1131,751,"Denver, CO 80204",7,0,-105.02,39.74,QRCODE_TM,FALSE,2015-08-07T18:39:02Z
2018-10-14T20:25:00,nfl,Jacksonville Jaguars at Dallas Cowboys,TRUE,FALSE,https://seatgeek.com/jaguars-at-cowboys-tickets/10-14-2018-arlington-texas-at-t-stadium/nfl/4327923,Jaguars at Cowboys,2018-10-14T15:25:00,2018-10-15T00:25:00,2018-04-05T23:08:47,2018-04-05T00:00:00,0.946,,FALSE,FALSE,normal,4327923,0.923,NA,NA,316.15085,1891,2360,253,NA,2576,QRCODE,FALSE,2018-04-17T22:02:33Z,https://seatgeek.com/venues/at-t-stadium/tickets,TX,at-t-stadium,US,0.9751414,AT&T Stadium,"Arlington, TX",Arlington,TRUE,America/Chicago,1 AT&T Way,AT&T Stadium,76011,4965,623,"Arlington, TX 76011",22,0,-97.0957,32.7459,QRCODE,FALSE,2018-04-17T22:02:33Z
2018-10-15T00:20:00,nfl,Kansas City Chiefs at New England Patriots,FALSE,FALSE,https://seatgeek.com/chiefs-at-patriots-tickets/10-14-2018-foxborough-massachusetts-gillette-stadium/nfl/4347095,Chiefs at Patriots,2018-10-14T20:20:00,2018-10-15T04:20:00,2018-04-20T00:47:50,2018-04-20T00:00:00,0.936,,FALSE,FALSE,normal,4347095,0.912,NA,212,475.22296,592,148,385,172,1437,QRCODE,FALSE,2018-08-24T21:53:35Z,https://seatgeek.com/venues/gillette-stadium/tickets,MA,gillette-stadium,US,0.8983344,Gillette Stadium,"Foxborough, MA",Foxborough,TRUE,America/New_York,1 Patriot Place,Gillette Stadium,02035,33,506,"Foxborough, MA 02035",14,0,-71.2674,42.0906,NONE,FALSE,2018-08-22T15:36:58Z
2018-10-16T00:15:00,nfl,San Francisco 49ers at Green Bay Packers,FALSE,FALSE,https://seatgeek.com/49ers-at-packers-tickets/10-15-2018-green-bay-wisconsin-lambeau-field/nfl/4346914,49ers at Packers,2018-10-15T19:15:00,2018-10-16T04:15:00,2018-04-20T00:47:13,2018-04-20T00:00:00,0.925,,FALSE,FALSE,normal,4346914,0.9,NA,181,329.4,495,135,302,170,1107,QRCODE,FALSE,2018-08-24T21:53:38Z,https://seatgeek.com/venues/lambeau-field/tickets,WI,lambeau-field,US,0.92909414,Lambeau Field,"Green Bay, WI",Green Bay,TRUE,America/Chicago,1265 Lombardi Avenue,Lambeau Field,54304,1125,658,"Green Bay, WI 54304",5,0,-88.0622,44.5013,QRCODE_TM,FALSE,2015-09-02T22:43:34Z
2018-10-19T00:20:00,nfl,Denver Broncos at Arizona Cardinals,FALSE,FALSE,https://seatgeek.com/broncos-at-cardinals-tickets/10-18-2018-glendale-arizona-state-farm-stadium/nfl/4347102,Broncos at Cardinals,2018-10-18T17:20:00,2018-10-19T04:20:00,2018-04-20T00:47:51,2018-04-20T00:00:00,0.918,,FALSE,FALSE,normal,4347102,0.891,NA,54,172.97482,695,437,130,52,1365,QRCODE,FALSE,2018-08-24T21:53:38Z,https://seatgeek.com/venues/state-farm-stadium/tickets,AZ,state-farm-stadium,US,0.93402725,State Farm Stadium,"Glendale, AZ",Glendale,TRUE,America/Phoenix,1 Cardinals Drive,State Farm Stadium,85305,43,753,"Glendale, AZ 85305",9,0,-112.262,33.5294,NONE,FALSE,2015-12-21T17:26:05Z
2018-10-20T23:30:00,sports,Little Rock Trojans at Arkansas State Red Wolves Women's Volleyball,FALSE,FALSE,https://seatgeek.com/little-rock-trojans-at-arkansas-state-red-wolves-womens-volleyball-tickets/sport/2018-10-20-6-30-pm/4471322,Little Rock Trojans at Arkansas State Red Wolves Women's Volleyball,2018-10-20T18:30:00,2018-10-21T03:30:00,2018-08-01T16:01:33,2018-08-01T00:00:00,0.358,,FALSE,FALSE,normal,4471322,0.449,NA,NA,NA,NA,NA,NA,NA,NA,QRCODE,FALSE,2018-08-24T21:53:38Z,https://seatgeek.com/venues/asu-convocation-center-1/tickets,AR,asu-convocation-center-1,US,0.5808074,ASU Convocation Center,"Jonesboro, AR",Jonesboro,TRUE,America/Chicago,217 Olympic Drive,ASU Convocation Center,72401,4081,734,"Jonesboro, AR 72401",42,0,-90.6691,35.8438,NA,NA,NA
2018-10-21T17:00:00,nfl,New England Patriots at Chicago Bears,FALSE,FALSE,https://seatgeek.com/patriots-at-bears-tickets/10-21-2018-chicago-illinois-soldier-field/nfl/4347008,Patriots at Bears,2018-10-21T12:00:00,2018-10-21T21:00:00,2018-04-20T00:47:33,2018-04-20T00:00:00,0.966,,FALSE,FALSE,normal,4347008,0.925,NA,259,2425.0144,441,70,659,259,123581,QRCODE,FALSE,2018-08-24T21:53:38Z,https://seatgeek.com/venues/soldier-field/tickets,IL,soldier-field,US,0.940013,Soldier Field,"Chicago, IL",Chicago,TRUE,America/Chicago,1410 S. Museum Campus Drive,Soldier Field,60605,31,602,"Chicago, IL 60605",8,0,-87.6159,41.8623,NONE,FALSE,2018-06-02T00:44:08Z
2018-10-21T17:00:00,nfl,Buffalo Bills at Indianapolis Colts,FALSE,FALSE,https://seatgeek.com/bills-at-colts-tickets/10-21-2018-indianapolis-indiana-lucas-oil-stadium/nfl/4346960,Bills at Colts,2018-10-21T13:00:00,2018-10-21T21:00:00,2018-04-20T00:47:22,2018-04-20T00:00:00,0.848,,FALSE,FALSE,normal,4346960,0.835,NA,33,121.37675,939,645,111,32,840,QRCODE,FALSE,2018-08-24T21:53:38Z,https://seatgeek.com/venues/lucas-oil-stadium/tickets,IN,lucas-oil-stadium,US,0.9071682,Lucas Oil Stadium,"Indianapolis, IN",Indianapolis,TRUE,America/Indiana/Indianapolis,500 South Capitol Avenue,Lucas Oil Stadium,46225,1130,527,"Indianapolis, IN 46225",12,0,-86.1639,39.7601,QRCODE_TM,FALSE,2018-09-13T22:29:37Z
2018-10-21T17:00:00,nfl,Minnesota Vikings at New York Jets,FALSE,FALSE,https://seatgeek.com/vikings-at-jets-tickets/10-21-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346975,Vikings at Jets,2018-10-21T13:00:00,2018-10-21T21:00:00,2018-04-20T00:47:26,2018-04-20T00:00:00,0.938,,FALSE,FALSE,normal,4346975,0.903,NA,70,215.21185,863,557,179,65,1032,QRCODE,FALSE,2018-08-24T21:53:38Z,https://seatgeek.com/venues/metlife-stadium/tickets,NJ,metlife-stadium,US,0.94873494,MetLife Stadium,"East Rutherford, NJ",East Rutherford,TRUE,America/New_York,1 MetLife Stadium Drive,MetLife Stadium,07073,1587,501,"East Rutherford, NJ 07073",15,0,-74.0737,40.8142,QRCODE_TM,FALSE,2015-09-12T14:14:07Z
2018-10-21T17:00:00,nfl,Detroit Lions at Miami Dolphins,FALSE,FALSE,https://seatgeek.com/lions-at-dolphins-tickets/10-21-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347084,Lions at Dolphins,2018-10-21T13:00:00,2018-10-21T21:00:00,2018-04-20T00:47:47,2018-04-20T00:00:00,0.882,,FALSE,FALSE,normal,4347084,0.858,NA,69,164.79881,868,169,150,56,904,QRCODE,FALSE,2018-08-24T21:53:38Z,https://seatgeek.com/venues/hard-rock-stadium/tickets,FL,hard-rock-stadium,US,0.8378203,Hard Rock Stadium,"Miami Gardens, FL",Miami Gardens,TRUE,America/New_York,347 Don Shula Dr.,Hard Rock Stadium,33056,29,528,"Miami Gardens, FL 33056",35,0,-80.24,25.96,NONE,FALSE,2017-10-03T18:58:44Z
2018-10-21T17:00:00,nfl,Cleveland Browns at Tampa Bay Buccaneers,FALSE,FALSE,https://seatgeek.com/browns-at-buccaneers-tickets/10-21-2018-tampa-florida-raymond-james-stadium/nfl/4346931,Browns at Buccaneers,2018-10-21T13:00:00,2018-10-21T21:00:00,2018-04-20T00:47:16,2018-04-20T00:00:00,0.87,,FALSE,FALSE,normal,4346931,0.846,NA,96,241.81818,315,22,206,81,483,QRCODE,FALSE,2018-08-24T21:53:38Z,https://seatgeek.com/venues/raymond-james-stadium/tickets,FL,raymond-james-stadium,US,0.86513025,Raymond James Stadium,"Tampa, FL",Tampa,TRUE,America/New_York,4201 North Dale Mabry Highway,Raymond James Stadium,33607,39,539,"Tampa, FL 33607",15,0,-82.5034,27.9753,QRCODE_TM,FALSE,2015-08-24T14:44:53Z
2018-10-21T17:00:00,nfl,Cincinnati Bengals at Kansas City Chiefs,FALSE,FALSE,https://seatgeek.com/bengals-at-chiefs-tickets/10-21-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346982,Bengals at Chiefs,2018-10-21T12:00:00,2018-10-21T21:00:00,2018-04-20T00:47:27,2018-04-20T00:00:00,0.888,,FALSE,FALSE,normal,4346982,0.864,NA,49,150.16568,1039,851,139,49,604,QRCODE,FALSE,2018-08-24T21:53:38Z,https://seatgeek.com/venues/arrowhead-stadium/tickets,MO,arrowhead-stadium,US,0.8827867,Arrowhead Stadium,"Kansas City, MO",Kansas City,TRUE,America/Chicago,1 Arrowhead Drive,Arrowhead Stadium,64129,1128,616,"Kansas City, MO 64129",8,0,-94.4839,39.0489,QRCODE_TM,FALSE,2015-08-20T16:20:51Z
2018-10-21T17:00:00,nfl,Houston Texans at Jacksonville Jaguars,FALSE,FALSE,https://seatgeek.com/texans-at-jaguars-tickets/10-21-2018-jacksonville-florida-everbank-field/nfl/4346948,Texans at Jaguars,2018-10-21T13:00:00,2018-10-21T21:00:00,2018-04-20T00:47:19,2018-04-20T00:00:00,0.805,,FALSE,FALSE,normal,4346948,0.796,NA,44,114.46774,812,558,91,44,490,QRCODE,FALSE,2018-08-24T21:53:38Z,https://seatgeek.com/venues/everbank-field/tickets,FL,everbank-field,US,0.83759147,EverBank Field,"Jacksonville, FL",Jacksonville,TRUE,America/New_York,1 Everbank Field Dr,EverBank Field,32202,5178,561,"Jacksonville, FL 32202",7,0,-81.6373,30.3239,QRCODE_TM,FALSE,2015-10-17T20:03:42Z
2018-10-21T17:00:00,nfl,Carolina Panthers at Philadelphia Eagles,FALSE,FALSE,https://seatgeek.com/panthers-at-eagles-tickets/10-21-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4347036,Panthers at Eagles,2018-10-21T13:00:00,2018-10-21T21:00:00,2018-04-20T00:47:39,2018-04-20T00:00:00,0.932,,FALSE,FALSE,normal,4347036,0.9,NA,211,427.8505,721,301,381,158,3680,QRCODE,FALSE,2018-08-24T21:53:38Z,https://seatgeek.com/venues/lincoln-financial-field/tickets,PA,lincoln-financial-field,US,0.90542685999999994,Lincoln Financial Field,"Philadelphia, PA",Philadelphia,TRUE,America/New_York,1020 Pattison Ave,Lincoln Financial Field,19148,330,504,"Philadelphia, PA 19148",14,0,-75.1675,39.9046,QRCODE_TM,FALSE,2015-07-10T00:00:00Z
