"","timestamp","time_tbd","title","announce_date","popularity","type","description","url","datetime_local","score","date_tbd","datetime_utc","status","created_at","short_title","datetime_tbd","id","visible_until_utc","is_open","general_admission","lowest_price_good_deals","median_price","lowest_price","average_price","listing_count","highest_price","visible_listing_count","employee_only","method","created_at","country","extended_address","address","popularity","url","display_location","timezone","has_upcoming_events","postal_code","score","name","id","num_upcoming_events","city","state","slug","name_v2","lon","lat","employee_only","method","created_at"
"62","2018-09-10_07.58.17",FALSE,"Tennessee Titans at Buffalo Bills","2018-04-20T00:00:00",0.85,"nfl","","https://seatgeek.com/titans-at-bills-tickets/10-7-2018-orchard-park-new-york-new-era-field/nfl/4347063","2018-10-07T13:00:00",0.868,FALSE,"2018-10-07T17:00:00","normal","2018-04-20T00:47:44","Titans at Bills",FALSE,4347063,"2018-10-07T21:00:00",FALSE,NA,61,NA,61,135.54,603,482,NA,FALSE,"QRCODE","2018-08-24T21:16:26Z","US","Orchard Park, NY 14127","1 Bills Drive",0,"https://seatgeek.com/venues/new-era-field/tickets","Orchard Park, NY","America/New_York",TRUE,"14127",0.8815085,"New Era Field",1135,8,"Orchard Park","NY","new-era-field","New Era Field",-78.7874,42.7737,FALSE,"QRCODE_TM","2015-08-12T16:52:53Z"
"63","2018-09-10_07.58.17",FALSE,"Baltimore Ravens at Cleveland Browns","2018-04-20T00:00:00",0.841,"nfl","","https://seatgeek.com/ravens-at-browns-tickets/10-7-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346999","2018-10-07T13:00:00",0.856,FALSE,"2018-10-07T17:00:00","normal","2018-04-20T00:47:31","Ravens at Browns",FALSE,4346999,"2018-10-07T21:00:00",FALSE,NA,41,NA,40,108.52,728,640,NA,FALSE,"QRCODE","2018-08-24T21:04:01Z","US","Cleveland, OH 44114","100 Alfred Lerner Way",0,"https://seatgeek.com/venues/firstenergy-stadium-15/tickets","Cleveland, OH","America/New_York",TRUE,"44114",0.86852187,"FirstEnergy Stadium",1123,7,"Cleveland","OH","firstenergy-stadium-15","FirstEnergy Stadium",-81.7,41.5065,FALSE,"NONE","2015-11-11T20:55:31Z"
"64","2018-09-10_07.58.17",FALSE,"Jacksonville Jaguars at Kansas City Chiefs","2018-04-20T00:00:00",0.857,"nfl","","https://seatgeek.com/jaguars-at-chiefs-tickets/10-7-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346983","2018-10-07T12:00:00",0.88,FALSE,"2018-10-07T17:00:00","normal","2018-04-20T00:47:28","Jaguars at Chiefs",FALSE,4346983,"2018-10-07T21:00:00",FALSE,NA,47,NA,44,162.26,743,766,NA,FALSE,"QRCODE","2018-08-24T21:03:49Z","US","Kansas City, MO 64129","1 Arrowhead Drive",0,"https://seatgeek.com/venues/arrowhead-stadium/tickets","Kansas City, MO","America/Chicago",TRUE,"64129",0.8827867,"Arrowhead Stadium",1128,9,"Kansas City","MO","arrowhead-stadium","Arrowhead Stadium",-94.4839,39.0489,FALSE,"QRCODE_TM","2015-08-20T16:20:51Z"
"65","2018-09-10_07.58.17",FALSE,"Oakland Raiders at Los Angeles Chargers","2018-04-20T00:00:00",0.88,"nfl","","https://seatgeek.com/raiders-at-chargers-tickets/10-7-2018-carson-california-stubhub-center/nfl/4347111","2018-10-07T13:05:00",0.91,FALSE,"2018-10-07T20:05:00","normal","2018-04-20T00:47:52","Raiders at Chargers",FALSE,4347111,"2018-10-08T00:05:00",FALSE,NA,263,NA,263,377.46,237,1040,NA,FALSE,"QRCODE","2018-08-24T21:17:06Z","US","Carson, CA 90746","18400 Avalon Blvd",0,"https://seatgeek.com/venues/stubhub-center/tickets","Carson, CA","America/Los_Angeles",TRUE,"90746",0.7228164,"StubHub Center",52,13,"Carson","CA","stubhub-center","StubHub Center",-118.261,33.8643,NA,NA,NA
"66","2018-09-10_07.58.17",FALSE,"Arizona Cardinals at San Francisco 49ers","2018-04-20T00:00:00",0.868,"nfl","","https://seatgeek.com/cardinals-at-49ers-tickets/10-7-2018-santa-clara-california-levi-s-stadium/nfl/4347115","2018-10-07T13:25:00",0.896,FALSE,"2018-10-07T20:25:00","normal","2018-04-20T00:47:53","Cardinals at 49ers",FALSE,4347115,"2018-10-08T00:25:00",FALSE,NA,70,NA,70,220.22,954,3701,NA,FALSE,"QRCODE","2018-09-05T19:47:23Z","US","Santa Clara, CA 95054","4900 Marie P DeBartolo Way",0,"https://seatgeek.com/venues/levi-s-stadium/tickets","Santa Clara, CA","America/Los_Angeles",TRUE,"95054",0.95768774,"Levi's Stadium",58670,13,"Santa Clara","CA","levi-s-stadium","Levi's Stadium",-121.969,37.4023,FALSE,"QRCODE_TM","2015-07-10T00:00:00Z"
"67","2018-09-10_07.58.17",FALSE,"Los Angeles Rams at Seattle Seahawks","2018-04-20T00:00:00",0.867,"nfl","","https://seatgeek.com/rams-at-seahawks-tickets/10-7-2018-seattle-washington-centurylink-field/nfl/4347128","2018-10-07T13:25:00",0.893,FALSE,"2018-10-07T20:25:00","normal","2018-04-20T00:47:56","Rams at Seahawks",FALSE,4347128,"2018-10-08T00:25:00",FALSE,NA,175,NA,175,397.13,174,1019,NA,FALSE,"QRCODE","2018-08-24T21:19:14Z","US","Seattle, WA 98134","800 Occidental Ave S",0,"https://seatgeek.com/venues/centurylink-field/tickets","Seattle, WA","America/Los_Angeles",TRUE,"98134",0.87232786,"CenturyLink Field",339,14,"Seattle","WA","centurylink-field","CenturyLink Field",-122.33,47.6,FALSE,"QRCODE","2018-03-02T22:54:54Z"
"68","2018-09-10_07.58.17",FALSE,"Minnesota Vikings at Philadelphia Eagles","2018-04-20T00:00:00",0.881,"nfl","","https://seatgeek.com/vikings-at-eagles-tickets/10-7-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4346976","2018-10-07T16:25:00",0.908,FALSE,"2018-10-07T20:25:00","normal","2018-04-20T00:47:26","Vikings at Eagles",FALSE,4346976,"2018-10-08T00:25:00",FALSE,NA,219,NA,219,830.19,345,126804,NA,FALSE,"QRCODE","2018-08-24T21:03:38Z","US","Philadelphia, PA 19148","1020 Pattison Ave",0,"https://seatgeek.com/venues/lincoln-financial-field/tickets","Philadelphia, PA","America/New_York",TRUE,"19148",0.90542686,"Lincoln Financial Field",330,16,"Philadelphia","PA","lincoln-financial-field","Lincoln Financial Field",-75.1675,39.9046,FALSE,"QRCODE_TM","2015-07-10T00:00:00Z"
"69","2018-09-10_07.58.17",FALSE,"Dallas Cowboys at Houston Texans","2018-04-20T00:00:00",0.88,"nfl","","https://seatgeek.com/cowboys-at-texans-tickets/10-7-2018-houston-texas-nrg-stadium/nfl/4347020","2018-10-07T19:20:00",0.923,FALSE,"2018-10-08T00:20:00","normal","2018-04-20T00:47:36","Cowboys at Texans",FALSE,4347020,"2018-10-08T04:20:00",FALSE,NA,269,NA,269,668.6,448,2388,NA,FALSE,"QRCODE","2018-08-24T21:04:53Z","US","Houston, TX 77054","1 Reliant Park",0,"https://seatgeek.com/venues/nrg-stadium/tickets","Houston, TX","America/Chicago",TRUE,"77054",0.8624192,"NRG Stadium",41,46,"Houston","TX","nrg-stadium","NRG Stadium",-95.4107,29.6847,FALSE,"QRCODE_TM","2015-11-04T18:42:27Z"
"70","2018-09-10_07.58.17",FALSE,"Baltimore Ravens at A Purple Evening","2018-08-03T00:00:00",0.445,"sports","","https://seatgeek.com/baltimore-ravens-at-a-purple-evening-tickets/sport/2018-10-08-4-pm/4474093","2018-10-08T16:00:00",0.342,FALSE,"2018-10-08T20:00:00","normal","2018-08-03T16:01:06","Baltimore Ravens at A Purple Evening",FALSE,4474093,"2018-10-09T00:00:00",FALSE,NA,NA,NA,75,243.92,12,569,NA,FALSE,"QRCODE_TM","2015-08-04T00:00:00Z","US","Baltimore, MD 21230","1101 Russell St",0,"https://seatgeek.com/venues/m-t-bank-stadium/tickets","Baltimore, MD","America/New_York",TRUE,"21230",0.8927189,"M&T Bank Stadium",1121,8,"Baltimore","MD","m-t-bank-stadium","M&T Bank Stadium",-76.623,39.2774,FALSE,"QRCODE_TM","2015-08-04T00:00:00Z"
"71","2018-09-10_07.58.17",FALSE,"Washington Redskins at New Orleans Saints","2018-04-20T00:00:00",0.845,"nfl","","https://seatgeek.com/redskins-at-saints-tickets/10-8-2018-new-orleans-louisiana-mercedes-benz-superdome/nfl/4346971","2018-10-08T19:15:00",0.87,FALSE,"2018-10-09T00:15:00","normal","2018-04-20T00:47:25","Redskins at Saints",FALSE,4346971,"2018-10-09T04:15:00",TRUE,NA,74,NA,74,333.77,1438,123594,NA,FALSE,"QRCODE","2018-05-29T20:38:55Z","US","New Orleans, LA 70112","1500 Sugar Bowl Drive",0,"https://seatgeek.com/venues/mercedes-benz-superdome/tickets","New Orleans, LA","America/Chicago",TRUE,"70112",0.8966978,"Mercedes-Benz Superdome",128,19,"New Orleans","LA","mercedes-benz-superdome","Mercedes-Benz Superdome",-90.0786,29.9515,FALSE,"QRCODE_TM","2018-08-27T20:46:59Z"
"72","2018-09-10_07.58.17",FALSE,"Philadelphia Eagles at New York Giants","2018-04-20T00:00:00",0.892,"nfl","","https://seatgeek.com/eagles-at-giants-tickets/10-11-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346917","2018-10-11T20:20:00",0.943,FALSE,"2018-10-12T00:20:00","normal","2018-04-20T00:47:14","Eagles at Giants",FALSE,4346917,"2018-10-12T04:20:00",FALSE,NA,140,NA,140,587.16,550,123594,NA,FALSE,"QRCODE","2018-08-24T21:52:02Z","US","East Rutherford, NJ 07073","1 MetLife Stadium Drive",0,"https://seatgeek.com/venues/metlife-stadium/tickets","East Rutherford, NJ","America/New_York",TRUE,"07073",0.94873494,"MetLife Stadium",1587,19,"East Rutherford","NJ","metlife-stadium","MetLife Stadium",-74.0737,40.8142,FALSE,"QRCODE_TM","2015-09-12T14:14:07Z"
"73","2018-09-10_07.58.17",FALSE,"Alabama State Hornets at South Alabama Jaguars Football","2017-12-21T00:00:00",0.573,"ncaa_football","","https://seatgeek.com/alabama-state-hornets-at-south-alabama-jaguars-football-tickets/ncaa-football/2018-10-13-12-pm/4192619","2018-10-13T12:00:00",0.506,FALSE,"2018-10-13T17:00:00","normal","2017-12-21T15:00:36","Alabama State at South Alabama",FALSE,4192619,"2018-10-13T21:00:00",FALSE,NA,32,NA,32,52.62,17,124,NA,NA,NA,NA,"US","Mobile, AL 36604","1621 Virginia St.",0,"https://seatgeek.com/venues/ladd-peebles-stadium/tickets","Mobile, AL","America/Chicago",TRUE,"36604",0.50177634,"Ladd Peebles Stadium",3716,7,"Mobile","AL","ladd-peebles-stadium","Ladd Peebles Stadium",-88.0761,30.6748,NA,NA,NA
"74","2018-09-10_07.58.17",FALSE,"Indianapolis Colts at New York Jets","2018-04-20T00:00:00",0.873,"nfl","","https://seatgeek.com/colts-at-jets-tickets/10-14-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346961","2018-10-14T13:00:00",0.916,FALSE,"2018-10-14T17:00:00","normal","2018-04-20T00:47:22","Colts at Jets",FALSE,4346961,"2018-10-14T21:00:00",FALSE,NA,55,NA,55,189.8,807,6034,NA,FALSE,"QRCODE","2018-08-24T21:52:02Z","US","East Rutherford, NJ 07073","1 MetLife Stadium Drive",0,"https://seatgeek.com/venues/metlife-stadium/tickets","East Rutherford, NJ","America/New_York",TRUE,"07073",0.94873494,"MetLife Stadium",1587,19,"East Rutherford","NJ","metlife-stadium","MetLife Stadium",-74.0737,40.8142,FALSE,"QRCODE_TM","2015-09-12T14:14:07Z"
"75","2018-09-10_07.58.17",FALSE,"Tampa Bay Buccaneers at Atlanta Falcons","2018-04-20T00:00:00",0.859,"nfl","","https://seatgeek.com/buccaneers-at-falcons-tickets/10-14-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347051","2018-10-14T13:00:00",0.892,FALSE,"2018-10-14T17:00:00","normal","2018-04-20T00:47:42","Buccaneers at Falcons",FALSE,4347051,"2018-10-14T21:00:00",FALSE,NA,70,NA,70,209.19,937,1145,NA,FALSE,"QRCODE","2018-08-24T21:53:35Z","US","Atlanta, GA 30313","441 M.L.K. Jr Dr NW",0,"https://seatgeek.com/venues/mercedes-benz-stadium/tickets","Atlanta, GA","America/New_York",TRUE,"30313",0.76958936,"Mercedes-Benz Stadium",419590,15,"Atlanta","GA","mercedes-benz-stadium","Mercedes-Benz Stadium",-84.4,33.76,FALSE,"QRCODE","2018-08-23T20:14:46Z"
"76","2018-09-10_07.58.17",FALSE,"Pittsburgh Steelers at Cincinnati Bengals","2018-04-20T00:00:00",0.846,"nfl","","https://seatgeek.com/steelers-at-bengals-tickets/10-14-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347042","2018-10-14T13:00:00",0.878,FALSE,"2018-10-14T17:00:00","normal","2018-04-20T00:47:40","Steelers at Bengals",FALSE,4347042,"2018-10-14T21:00:00",FALSE,NA,77,NA,75,158.79,402,715,NA,FALSE,"QRCODE","2018-08-24T21:53:35Z","US","Cincinnati, OH 45202","1 Paul Brown Stadium",0,"https://seatgeek.com/venues/paul-brown-stadium/tickets","Cincinnati, OH","America/New_York",TRUE,"45202",0.86166537,"Paul Brown Stadium",1124,8,"Cincinnati","OH","paul-brown-stadium","Paul Brown Stadium",-84.5177,39.0961,FALSE,"QRCODE_TM","2015-10-09T16:14:37Z"
"77","2018-09-10_07.58.17",FALSE,"Chicago Bears at Miami Dolphins","2018-04-20T00:00:00",0.85,"nfl","","https://seatgeek.com/bears-at-dolphins-tickets/10-14-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347081","2018-10-14T13:00:00",0.886,FALSE,"2018-10-14T17:00:00","normal","2018-04-20T00:47:47","Bears at Dolphins",FALSE,4347081,"2018-10-14T21:00:00",FALSE,NA,103,NA,103,1359.53,122,124314,NA,FALSE,"QRCODE","2018-08-24T21:53:35Z","US","Miami Gardens, FL 33056","347 Don Shula Dr.",0,"https://seatgeek.com/venues/hard-rock-stadium/tickets","Miami Gardens, FL","America/New_York",TRUE,"33056",0.8378203,"Hard Rock Stadium",29,36,"Miami Gardens","FL","hard-rock-stadium","Hard Rock Stadium",-80.24,25.96,FALSE,"NONE","2017-10-03T18:58:44Z"
"78","2018-09-10_07.58.17",FALSE,"Los Angeles Chargers at Cleveland Browns","2018-04-20T00:00:00",0.837,"nfl","","https://seatgeek.com/chargers-at-browns-tickets/10-14-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346998","2018-10-14T13:00:00",0.862,FALSE,"2018-10-14T17:00:00","normal","2018-04-20T00:47:31","Chargers at Browns",FALSE,4346998,"2018-10-14T21:00:00",FALSE,NA,34,NA,33,94.81,899,675,NA,FALSE,"QRCODE","2018-08-24T21:53:35Z","US","Cleveland, OH 44114","100 Alfred Lerner Way",0,"https://seatgeek.com/venues/firstenergy-stadium-15/tickets","Cleveland, OH","America/New_York",TRUE,"44114",0.86852187,"FirstEnergy Stadium",1123,7,"Cleveland","OH","firstenergy-stadium-15","FirstEnergy Stadium",-81.7,41.5065,FALSE,"NONE","2015-11-11T20:55:31Z"
"79","2018-09-10_07.58.17",FALSE,"Buffalo Bills at Houston Texans","2018-04-20T00:00:00",0.844,"nfl","","https://seatgeek.com/bills-at-texans-tickets/10-14-2018-houston-texas-nrg-stadium/nfl/4347019","2018-10-14T12:00:00",0.881,FALSE,"2018-10-14T17:00:00","normal","2018-04-20T00:47:36","Bills at Texans",FALSE,4347019,"2018-10-14T21:00:00",FALSE,NA,61,NA,61,187.37,423,1198,NA,FALSE,"QRCODE","2018-08-24T21:53:35Z","US","Houston, TX 77054","1 Reliant Park",0,"https://seatgeek.com/venues/nrg-stadium/tickets","Houston, TX","America/Chicago",TRUE,"77054",0.8624192,"NRG Stadium",41,46,"Houston","TX","nrg-stadium","NRG Stadium",-95.4107,29.6847,FALSE,"QRCODE_TM","2015-11-04T18:42:27Z"
"80","2018-09-10_07.58.17",FALSE,"Arizona Cardinals at Minnesota Vikings","2018-04-20T00:00:00",0.859,"nfl","","https://seatgeek.com/cardinals-at-vikings-tickets/10-14-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347145","2018-10-14T12:00:00",0.891,FALSE,"2018-10-14T17:00:00","normal","2018-04-20T01:04:06","Cardinals at Vikings",FALSE,4347145,"2018-10-14T21:00:00",FALSE,NA,110,NA,110,575.97,402,123594,NA,FALSE,"QRCODE","2018-08-24T21:53:38Z","US","Minneapolis, MN 55415","401 Chicago Avenue",0,"https://seatgeek.com/venues/u-s-bank-stadium/tickets","Minneapolis, MN","America/Chicago",TRUE,"55415",0.88524246,"U.S. Bank Stadium",218451,13,"Minneapolis","MN","u-s-bank-stadium","U.S. Bank Stadium",-93.26,44.97,FALSE,"NONE","2018-08-22T15:34:15Z"
"81","2018-09-10_07.58.17",FALSE,"Carolina Panthers at Washington Redskins","2018-04-20T00:00:00",0.887,"nfl","","https://seatgeek.com/panthers-at-redskins-tickets/10-14-2018-landover-maryland-fedex-field/nfl/4346942","2018-10-14T13:00:00",0.928,FALSE,"2018-10-14T17:00:00","normal","2018-04-20T00:47:18","Panthers at Redskins",FALSE,4346942,"2018-10-14T21:00:00",FALSE,NA,101,NA,101,214.72,611,669,NA,FALSE,"QRCODE","2018-08-24T21:52:02Z","US","Landover, MD 20785","1600 Fedex Way",0,"https://seatgeek.com/venues/fedex-field/tickets","Landover, MD","America/New_York",TRUE,"20785",0.9333444,"FedEx Field",35,9,"Landover","MD","fedex-field","FedEx Field",-76.8658,38.9071,FALSE,"QRCODE_TM","2015-09-12T14:13:58Z"
"82","2018-09-10_07.58.17",FALSE,"Baltimore Ravens at Tennessee Titans","2018-04-20T00:00:00",0.825,"nfl","","https://seatgeek.com/ravens-at-titans-tickets/10-14-2018-nashville-tennessee-nissan-stadium/nfl/4346991","2018-10-14T15:25:00",0.852,FALSE,"2018-10-14T19:25:00","normal","2018-04-20T00:47:30","Ravens at Titans",FALSE,4346991,"2018-10-14T23:25:00",FALSE,NA,57,NA,57,202.06,453,720,NA,FALSE,"QRCODE","2018-08-24T21:53:35Z","US","Nashville, TN 37213","1 Titans Way",0,"https://seatgeek.com/venues/nissan-stadium/tickets","Nashville, TN","America/New_York",TRUE,"37213",0.8546275,"Nissan Stadium",1126,16,"Nashville","TN","nissan-stadium","Nissan Stadium",-86.7713,36.1665,FALSE,"NONE","2015-10-19T15:09:39Z"
"83","2018-09-10_07.58.17",FALSE,"Los Angeles Rams at Denver Broncos","2018-04-20T00:00:00",0.844,"nfl","","https://seatgeek.com/rams-at-broncos-tickets/10-14-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347138","2018-10-14T14:05:00",0.87,FALSE,"2018-10-14T20:05:00","normal","2018-04-20T01:04:04","Rams at Broncos",FALSE,4347138,"2018-10-15T00:05:00",FALSE,NA,173,NA,173,365.68,114,1194,NA,FALSE,"QRCODE","2018-08-24T21:53:38Z","US","Denver, CO 80204","1701 Bryant St.",0,"https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets","Denver, CO","America/Denver",TRUE,"80204",0.9028296,"Sports Authority Field at Mile High",1131,7,"Denver","CO","sports-authority-field-at-mile-high","Sports Authority Field at Mile High",-105.02,39.74,FALSE,"QRCODE_TM","2015-08-07T18:39:02Z"
"84","2018-09-10_07.58.17",FALSE,"Jacksonville Jaguars at Dallas Cowboys","2018-04-05T00:00:00",0.891,"nfl","","https://seatgeek.com/jaguars-at-cowboys-tickets/10-14-2018-arlington-texas-at-t-stadium/nfl/4327923","2018-10-14T15:25:00",0.935,FALSE,"2018-10-14T20:25:00","normal","2018-04-05T23:08:47","Jaguars at Cowboys",FALSE,4327923,"2018-10-15T00:25:00",TRUE,NA,33,NA,33,341.81,2602,4309,NA,FALSE,"QRCODE","2018-04-17T22:02:33Z","US","Arlington, TX 76011","1 AT&T Way",0,"https://seatgeek.com/venues/at-t-stadium/tickets","Arlington, TX","America/Chicago",TRUE,"76011",0.9751414,"AT&T Stadium",4965,24,"Arlington","TX","at-t-stadium","AT&T Stadium",-97.0957,32.7459,FALSE,"QRCODE","2018-04-17T22:02:33Z"
"85","2018-09-10_07.58.17",FALSE,"Kansas City Chiefs at New England Patriots","2018-04-20T00:00:00",0.869,"nfl","","https://seatgeek.com/chiefs-at-patriots-tickets/10-14-2018-foxborough-massachusetts-gillette-stadium/nfl/4347095","2018-10-14T20:20:00",0.908,FALSE,"2018-10-15T00:20:00","normal","2018-04-20T00:47:50","Chiefs at Patriots",FALSE,4347095,"2018-10-15T04:20:00",FALSE,NA,237,NA,237,1629.6,110,123594,NA,FALSE,"QRCODE","2018-08-24T21:53:35Z","US","Foxborough, MA 02035","1 Patriot Place",0,"https://seatgeek.com/venues/gillette-stadium/tickets","Foxborough, MA","America/New_York",TRUE,"02035",0.8983344,"Gillette Stadium",33,13,"Foxborough","MA","gillette-stadium","Gillette Stadium",-71.2674,42.0906,FALSE,"NONE","2018-08-22T15:36:58Z"
"86","2018-09-10_07.58.17",FALSE,"San Francisco 49ers at Green Bay Packers","2018-04-20T00:00:00",0.87,"nfl","","https://seatgeek.com/49ers-at-packers-tickets/10-15-2018-green-bay-wisconsin-lambeau-field/nfl/4346914","2018-10-15T19:15:00",0.91,FALSE,"2018-10-16T00:15:00","normal","2018-04-20T00:47:13","49ers at Packers",FALSE,4346914,"2018-10-16T04:15:00",FALSE,NA,206,NA,175,319.01,130,695,NA,FALSE,"QRCODE","2018-08-24T21:53:38Z","US","Green Bay, WI 54304","1265 Lombardi Avenue",0,"https://seatgeek.com/venues/lambeau-field/tickets","Green Bay, WI","America/Chicago",TRUE,"54304",0.92909414,"Lambeau Field",1125,7,"Green Bay","WI","lambeau-field","Lambeau Field",-88.0622,44.5013,FALSE,"QRCODE_TM","2015-09-02T22:43:34Z"
"87","2018-09-10_07.58.17",FALSE,"Denver Broncos at Arizona Cardinals","2018-04-20T00:00:00",0.878,"nfl","","https://seatgeek.com/broncos-at-cardinals-tickets/10-18-2018-glendale-arizona-state-farm-stadium/nfl/4347102","2018-10-18T17:20:00",0.924,FALSE,"2018-10-19T00:20:00","normal","2018-04-20T00:47:51","Broncos at Cardinals",FALSE,4347102,"2018-10-19T04:20:00",FALSE,NA,64,NA,64,198.92,66,567,NA,FALSE,"QRCODE","2018-08-24T21:53:38Z","US","Glendale, AZ 85305","1 Cardinals Drive",0,"https://seatgeek.com/venues/state-farm-stadium/tickets","Glendale, AZ","America/Phoenix",TRUE,"85305",0.93402725,"State Farm Stadium",43,10,"Glendale","AZ","state-farm-stadium","State Farm Stadium",-112.262,33.5294,FALSE,"NONE","2015-12-21T17:26:05Z"
"88","2018-09-10_07.58.17",FALSE,"Little Rock Trojans at Arkansas State Red Wolves Women's Volleyball","2018-08-01T00:00:00",0.466,"nfl","","https://seatgeek.com/little-rock-trojans-at-arkansas-state-red-wolves-womens-volleyball-tickets/10-20-2018-jonesboro-arkansas-asu-convocation-center-1/nfl/4471322","2018-10-20T18:30:00",0.398,FALSE,"2018-10-20T23:30:00","normal","2018-08-01T16:01:33","Little Rock Trojans at Arkansas State Red Wolves Women's Volleyball",FALSE,4471322,"2018-10-21T03:30:00",FALSE,NA,NA,NA,21,21,1,21,NA,FALSE,"QRCODE","2018-08-24T21:53:38Z","US","Jonesboro, AR 72401","217 Olympic Drive",0,"https://seatgeek.com/venues/asu-convocation-center-1/tickets","Jonesboro, AR","America/Chicago",TRUE,"72401",0.5808074,"ASU Convocation Center",4081,36,"Jonesboro","AR","asu-convocation-center-1","ASU Convocation Center",-90.6691,35.8438,NA,NA,NA
"89","2018-09-10_07.58.17",FALSE,"Buffalo Bills at Indianapolis Colts","2018-04-20T00:00:00",0.829,"nfl","","https://seatgeek.com/bills-at-colts-tickets/10-21-2018-indianapolis-indiana-lucas-oil-stadium/nfl/4346960","2018-10-21T13:00:00",0.86,FALSE,"2018-10-21T17:00:00","normal","2018-04-20T00:47:22","Bills at Colts",FALSE,4346960,"2018-10-21T21:00:00",FALSE,NA,34,NA,34,113.08,693,1200,NA,FALSE,"QRCODE","2018-08-24T21:53:38Z","US","Indianapolis, IN 46225","500 South Capitol Avenue",0,"https://seatgeek.com/venues/lucas-oil-stadium/tickets","Indianapolis, IN","America/Indiana/Indianapolis",TRUE,"46225",0.9071682,"Lucas Oil Stadium",1130,13,"Indianapolis","IN","lucas-oil-stadium","Lucas Oil Stadium",-86.1639,39.7601,FALSE,"QRCODE_TM","2015-08-22T16:51:43Z"
