"","timestamp","popularity","datetime_utc","created_at","status","is_open","score","title","type","id","short_title","announce_date","date_tbd","datetime_tbd","url","visible_until_utc","description","datetime_local","time_tbd","general_admission","visible_listing_count","median_price","lowest_price","average_price","listing_count","lowest_price_good_deals","highest_price","created_at","employee_only","method","state","popularity","postal_code","city","name","extended_address","country","id","num_upcoming_events","timezone","score","address","display_location","metro_code","name_v2","url","slug","has_upcoming_events","lon","lat","created_at","employee_only","method"
"31","2018-10-18_08.11.41",0.599,"2018-11-03T19:00:00","2018-02-28T15:00:09","normal",FALSE,0.502,"South Alabama Jaguars at Arkansas State Red Wolves Football","ncaa_football",4281935,"South Alabama at Arkansas State","2018-02-28T00:00:00",FALSE,FALSE,"https://seatgeek.com/south-alabama-jaguars-at-arkansas-state-red-wolves-football-tickets/ncaa-football/2018-11-03-2-pm/4281935","2018-11-03T23:00:00","","2018-11-03T14:00:00",FALSE,NA,96,44,23,42.021053,95,NA,60,NA,NA,NA,"AR",0,"72401","Jonesboro","Centennial Bank Stadium","Jonesboro, AR 72401","US",8896,2,"America/Chicago",0.47753516,"2180 Aggie Rd","Jonesboro, AR",0,"Centennial Bank Stadium","https://seatgeek.com/venues/centennial-bank-stadium-1/tickets","centennial-bank-stadium-1",TRUE,-90.6797,35.8429,NA,NA,NA
"32","2018-10-18_08.11.41",0.883,"2018-11-04T18:00:00","2018-04-20T00:47:47","normal",FALSE,0.895,"New York Jets at Miami Dolphins","nfl",4347083,"Jets at Dolphins","2018-04-20T00:00:00",FALSE,FALSE,"https://seatgeek.com/jets-at-dolphins-tickets/11-4-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347083","2018-11-04T22:00:00","","2018-11-04T13:00:00",FALSE,NA,1494,203,94,206.13846,65,91,362,"2018-08-24T21:53:39Z",FALSE,"QRCODE","FL",0,"33056","Miami Gardens","Hard Rock Stadium","Miami Gardens, FL 33056","US",29,32,"America/New_York",0.8378203,"347 Don Shula Dr.","Miami Gardens, FL",528,"Hard Rock Stadium","https://seatgeek.com/venues/hard-rock-stadium/tickets","hard-rock-stadium",TRUE,-80.24,25.96,"2017-10-03T18:58:44Z",FALSE,"NONE"
"33","2018-10-18_08.11.41",0.892,"2018-11-04T18:00:00","2018-04-20T01:04:05","normal",FALSE,0.905,"Detroit Lions at Minnesota Vikings","nfl",4347140,"Lions at Vikings","2018-04-20T00:00:00",FALSE,FALSE,"https://seatgeek.com/lions-at-vikings-tickets/11-4-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347140","2018-11-04T22:00:00","","2018-11-04T12:00:00",FALSE,NA,1400,246,121,285.80142,418,121,1267,"2018-08-24T21:53:39Z",FALSE,"QRCODE","MN",0,"55415","Minneapolis","U.S. Bank Stadium","Minneapolis, MN 55415","US",218451,14,"America/Chicago",0.88524246,"401 Chicago Avenue","Minneapolis, MN",0,"U.S. Bank Stadium","https://seatgeek.com/venues/u-s-bank-stadium/tickets","u-s-bank-stadium",TRUE,-93.26,44.97,"2018-08-22T15:34:15Z",FALSE,"NONE"
"34","2018-10-18_08.11.41",0.864,"2018-11-04T18:00:00","2018-04-20T00:47:31","normal",FALSE,0.867,"Kansas City Chiefs at Cleveland Browns","nfl",4346997,"Chiefs at Browns","2018-04-20T00:00:00",FALSE,FALSE,"https://seatgeek.com/chiefs-at-browns-tickets/11-4-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346997","2018-11-04T22:00:00","","2018-11-04T13:00:00",FALSE,NA,1286,96,52,117.733795,725,52,425,"2018-08-24T21:53:39Z",FALSE,"QRCODE","OH",0,"44114","Cleveland","FirstEnergy Stadium","Cleveland, OH 44114","US",1123,5,"America/New_York",0.86852187,"100 Alfred Lerner Way","Cleveland, OH",510,"FirstEnergy Stadium","https://seatgeek.com/venues/firstenergy-stadium-15/tickets","firstenergy-stadium-15",TRUE,-81.7,41.5065,"2015-11-11T20:55:31Z",FALSE,"NONE"
"35","2018-10-18_08.11.41",0.881,"2018-11-04T18:00:00","2018-04-20T00:47:45","normal",FALSE,0.894,"Pittsburgh Steelers at Baltimore Ravens","nfl",4347069,"Steelers at Ravens","2018-04-20T00:00:00",FALSE,FALSE,"https://seatgeek.com/steelers-at-ravens-tickets/11-4-2018-baltimore-maryland-m-t-bank-stadium/nfl/4347069","2018-11-04T22:00:00","","2018-11-04T13:00:00",FALSE,NA,1470,200,125,253.94148,376,121,835,"2018-08-24T21:53:39Z",FALSE,"QRCODE","MD",0,"21230","Baltimore","M&T Bank Stadium","Baltimore, MD 21230","US",1121,6,"America/New_York",0.8927189,"1101 Russell St","Baltimore, MD",512,"M&T Bank Stadium","https://seatgeek.com/venues/m-t-bank-stadium/tickets","m-t-bank-stadium",TRUE,-76.623,39.2774,"2015-08-04T00:00:00Z",FALSE,"QRCODE_TM"
"36","2018-10-18_08.11.41",0.91,"2018-11-04T18:00:00","2018-04-20T00:47:17","normal",FALSE,0.927,"Atlanta Falcons at Washington Redskins","nfl",4346937,"Falcons at Redskins","2018-04-20T00:00:00",FALSE,FALSE,"https://seatgeek.com/falcons-at-redskins-tickets/11-4-2018-landover-maryland-fedex-field/nfl/4346937","2018-11-04T22:00:00","","2018-11-04T13:00:00",FALSE,NA,1082,179,67,186.79178,389,67,398,"2018-08-24T21:53:39Z",FALSE,"QRCODE","MD",0,"20785","Landover","FedEx Field","Landover, MD 20785","US",35,5,"America/New_York",0.9333444,"1600 Fedex Way","Landover, MD",511,"FedEx Field","https://seatgeek.com/venues/fedex-field/tickets","fedex-field",TRUE,-76.8658,38.9071,"2015-09-12T14:13:58Z",FALSE,"QRCODE_TM"
"37","2018-10-18_08.11.41",0.867,"2018-11-04T18:00:00","2018-04-20T00:47:38","normal",FALSE,0.875,"Tampa Bay Buccaneers at Carolina Panthers","nfl",4347033,"Buccaneers at Panthers","2018-04-20T00:00:00",FALSE,FALSE,"https://seatgeek.com/buccaneers-at-panthers-tickets/11-4-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347033","2018-11-04T22:00:00","","2018-11-04T13:00:00",FALSE,NA,1534,170,77,212.56342,410,77,854,"2018-08-24T21:53:39Z",FALSE,"QRCODE","NC",0,"28202","Charlotte","Bank of America Stadium","Charlotte, NC 28202","US",1122,9,"America/New_York",0.8968222,"800 South Mint Street","Charlotte, NC",517,"Bank of America Stadium","https://seatgeek.com/venues/bank-of-america-stadium/tickets","bank-of-america-stadium",TRUE,-80.8524,35.2243,"2015-09-25T18:23:51Z",FALSE,"QRCODE_TM"
"38","2018-10-18_08.11.41",0.879,"2018-11-04T18:00:00","2018-04-20T00:47:43","normal",FALSE,0.888,"Chicago Bears at Buffalo Bills","nfl",4347061,"Bears at Bills","2018-04-20T00:00:00",FALSE,FALSE,"https://seatgeek.com/bears-at-bills-tickets/11-4-2018-orchard-park-new-york-new-era-field/nfl/4347061","2018-11-04T22:00:00","","2018-11-04T13:00:00",FALSE,NA,1120,137,64,163.71396,444,63,482,"2018-08-24T21:53:39Z",FALSE,"QRCODE","NY",0,"14127","Orchard Park","New Era Field","Orchard Park, NY 14127","US",1135,6,"America/New_York",0.8815085,"1 Bills Drive","Orchard Park, NY",514,"New Era Field","https://seatgeek.com/venues/new-era-field/tickets","new-era-field",TRUE,-78.7874,42.7737,"2015-08-12T16:52:53Z",FALSE,"QRCODE_TM"
"39","2018-10-18_08.11.41",0.891,"2018-11-04T21:05:00","2018-04-20T00:47:56","normal",FALSE,0.906,"Los Angeles Chargers at Seattle Seahawks","nfl",4347127,"Chargers at Seahawks","2018-04-20T00:00:00",FALSE,FALSE,"https://seatgeek.com/chargers-at-seahawks-tickets/11-4-2018-seattle-washington-centurylink-field/nfl/4347127","2018-11-05T01:05:00","","2018-11-04T13:05:00",FALSE,NA,1606,361,153,371.96402,139,141,926,"2018-08-24T21:53:39Z",FALSE,"QRCODE","WA",0,"98134","Seattle","CenturyLink Field","Seattle, WA 98134","US",339,8,"America/Los_Angeles",0.87232786,"800 Occidental Ave S","Seattle, WA",819,"CenturyLink Field","https://seatgeek.com/venues/centurylink-field/tickets","centurylink-field",TRUE,-122.33,47.6,"2018-03-02T22:54:54Z",FALSE,"QRCODE"
"40","2018-10-18_08.11.41",0.868,"2018-11-04T21:05:00","2018-04-20T01:04:05","normal",FALSE,0.871,"Houston Texans at Denver Broncos","nfl",4347141,"Texans at Broncos","2018-04-20T00:00:00",FALSE,FALSE,"https://seatgeek.com/texans-at-broncos-tickets/11-4-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347141","2018-11-05T01:05:00","","2018-11-04T14:05:00",FALSE,NA,1493,275,129,319.8229,96,115,1150,"2018-08-24T21:53:39Z",FALSE,"QRCODE","CO",0,"80204","Denver","Sports Authority Field at Mile High","Denver, CO 80204","US",1131,6,"America/Denver",0.9028296,"1701 Bryant Street","Denver, CO",751,"Sports Authority Field at Mile High","https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets","sports-authority-field-at-mile-high",TRUE,-105.02,39.74,"2015-08-07T18:39:02Z",FALSE,"QRCODE_TM"
"41","2018-10-18_08.11.41",0.866,"2018-11-04T21:25:00","2018-04-20T00:47:25","normal",TRUE,0.87,"Los Angeles Rams at New Orleans Saints","nfl",4346970,"Rams at Saints","2018-04-20T00:00:00",FALSE,FALSE,"https://seatgeek.com/rams-at-saints-tickets/11-4-2018-new-orleans-louisiana-mercedes-benz-superdome/nfl/4346970","2018-11-05T01:25:00","","2018-11-04T15:25:00",FALSE,NA,767,275,70,295.37485,795,70,1800,"2018-05-29T20:39:08Z",FALSE,"QRCODE","LA",0,"70112","New Orleans","Mercedes-Benz Superdome","New Orleans, LA 70112","US",128,15,"America/Chicago",0.8966978,"1500 Sugar Bowl Drive","New Orleans, LA",622,"Mercedes-Benz Superdome","https://seatgeek.com/venues/mercedes-benz-superdome/tickets","mercedes-benz-superdome",TRUE,-90.0786,29.9515,"2018-08-27T20:46:59Z",FALSE,"QRCODE_TM"
"42","2018-10-18_08.11.41",0.571,"2018-11-05T01:00:00","2018-08-23T19:51:10","normal",FALSE,0.476,"Alex G","concert",4494650,"Alex G","2018-08-23T00:00:00",FALSE,FALSE,"https://seatgeek.com/alex-g-tickets/chicago-illinois-thalia-hall-2018-11-04-7-pm/concert/4494650","2018-11-05T05:00:00","","2018-11-04T19:00:00",FALSE,TRUE,1,64,47,112.37931,29,NA,584,NA,NA,NA,"IL",0,"60608","Chicago","Thalia Hall","Chicago, IL 60608","US",60271,59,"America/Chicago",0.51888376,"1807 S Allport St","Chicago, IL",0,"Thalia Hall","https://seatgeek.com/venues/thalia-hall/tickets","thalia-hall",TRUE,-87.6575,41.8577,NA,NA,NA
"43","2018-10-18_08.11.41",0.941,"2018-11-05T01:20:00","2018-04-20T00:47:49","normal",FALSE,0.972,"Green Bay Packers at New England Patriots","nfl",4347089,"Packers at Patriots","2018-04-20T00:00:00",FALSE,FALSE,"https://seatgeek.com/packers-at-patriots-tickets/11-4-2018-foxborough-massachusetts-gillette-stadium/nfl/4347089","2018-11-05T05:20:00","","2018-11-04T20:20:00",FALSE,NA,890,591,389,679.0564,195,326,1789,"2018-08-24T21:53:39Z",FALSE,"QRCODE","MA",0,"02035","Foxborough","Gillette Stadium","Foxborough, MA 02035","US",33,11,"America/New_York",0.8983344,"1 Patriot Place","Foxborough, MA",506,"Gillette Stadium","https://seatgeek.com/venues/gillette-stadium/tickets","gillette-stadium",TRUE,-71.2674,42.0906,"2018-08-22T15:36:58Z",FALSE,"NONE"
"44","2018-10-18_08.11.41",0.913,"2018-11-06T01:15:00","2018-04-05T23:08:47","normal",TRUE,0.937,"Tennessee Titans at Dallas Cowboys","nfl",4327922,"Titans at Cowboys","2018-04-05T00:00:00",FALSE,FALSE,"https://seatgeek.com/titans-at-cowboys-tickets/11-5-2018-arlington-texas-at-t-stadium/nfl/4327922","2018-11-06T05:15:00","","2018-11-05T19:15:00",FALSE,NA,2823,180,NA,232.82378,3609,NA,2400,"2018-10-06T23:29:11Z",FALSE,"QRCODE_TM","TX",0,"76011","Arlington","AT&T Stadium","Arlington, TX 76011","US",4965,17,"America/Chicago",0.9751414,"1 AT&T Way","Arlington, TX",623,"AT&T Stadium","https://seatgeek.com/venues/at-t-stadium/tickets","at-t-stadium",TRUE,-97.0957,32.7459,"2018-10-06T23:29:11Z",FALSE,"QRCODE_TM"
"45","2018-10-18_08.11.41",0.868,"2018-11-09T01:20:00","2018-04-20T00:47:46","normal",FALSE,0.887,"Carolina Panthers at Pittsburgh Steelers","nfl",4347075,"Panthers at Steelers","2018-04-20T00:00:00",FALSE,FALSE,"https://seatgeek.com/panthers-at-steelers-tickets/11-8-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347075","2018-11-09T05:20:00","","2018-11-08T20:20:00",FALSE,NA,1917,156,89,208.25336,446,87,1197,"2018-08-24T21:53:39Z",FALSE,"QRCODE","PA",0,"15212","Pittsburgh","Heinz Field","Pittsburgh, PA 15212","US",1119,7,"America/New_York",0.9033526,"100 Art Rooney Avenue","Pittsburgh, PA",508,"Heinz Field","https://seatgeek.com/venues/heinz-field/tickets","heinz-field",TRUE,-80.0158,40.4468,"2018-10-04T12:42:28Z",FALSE,"QRCODE"
"46","2018-10-18_08.11.41",0.896,"2018-11-11T17:00:00","2018-04-20T00:47:30","normal",FALSE,0.927,"New England Patriots at Tennessee Titans","nfl",4346990,"Patriots at Titans","2018-04-20T00:00:00",FALSE,FALSE,"https://seatgeek.com/patriots-at-titans-tickets/11-11-2018-nashville-tennessee-nissan-stadium/nfl/4346990","2018-11-11T21:00:00","","2018-11-11T12:00:00",FALSE,NA,1051,479,247,551.8789,256,247,2443,"2018-08-24T21:53:40Z",FALSE,"QRCODE","TN",0,"37213","Nashville","Nissan Stadium","Nashville, TN 37213","US",1126,16,"America/New_York",0.8546275,"1 Titans Way","Nashville, TN",659,"Nissan Stadium","https://seatgeek.com/venues/nissan-stadium/tickets","nissan-stadium",TRUE,-86.7713,36.1665,"2015-10-19T15:09:39Z",FALSE,"NONE"
"47","2018-10-18_08.11.41",0.863,"2018-11-11T18:00:00","2018-04-20T00:47:27","normal",FALSE,0.884,"Arizona Cardinals at Kansas City Chiefs","nfl",4346980,"Cardinals at Chiefs","2018-04-20T00:00:00",FALSE,FALSE,"https://seatgeek.com/cardinals-at-chiefs-tickets/11-11-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346980","2018-11-11T22:00:00","","2018-11-11T12:00:00",FALSE,NA,1252,145,66,167.48743,954,66,449,"2018-08-24T21:53:40Z",FALSE,"QRCODE","MO",0,"64129","Kansas City","Arrowhead Stadium","Kansas City, MO 64129","US",1128,6,"America/Chicago",0.8827867,"1 Arrowhead Drive","Kansas City, MO",616,"Arrowhead Stadium","https://seatgeek.com/venues/arrowhead-stadium/tickets","arrowhead-stadium",TRUE,-94.4839,39.0489,"2015-08-20T16:20:51Z",FALSE,"QRCODE_TM"
"48","2018-10-18_08.11.41",0.859,"2018-11-11T18:00:00","2018-04-20T00:47:40","normal",FALSE,0.879,"New Orleans Saints at Cincinnati Bengals","nfl",4347040,"Saints at Bengals","2018-04-20T00:00:00",FALSE,FALSE,"https://seatgeek.com/saints-at-bengals-tickets/11-11-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347040","2018-11-11T22:00:00","","2018-11-11T13:00:00",FALSE,NA,758,121,65,167.50409,367,65,10755,"2018-08-24T21:53:40Z",FALSE,"QRCODE","OH",0,"45202","Cincinnati","Paul Brown Stadium","Cincinnati, OH 45202","US",1124,5,"America/New_York",0.86166537,"1 Paul Brown Stadium","Cincinnati, OH",515,"Paul Brown Stadium","https://seatgeek.com/venues/paul-brown-stadium/tickets","paul-brown-stadium",TRUE,-84.5177,39.0961,"2015-10-09T16:14:37Z",FALSE,"QRCODE_TM"
"49","2018-10-18_08.11.41",0.88,"2018-11-11T18:00:00","2018-04-20T00:47:32","normal",FALSE,0.905,"Detroit Lions at Chicago Bears","nfl",4347006,"Lions at Bears","2018-04-20T00:00:00",FALSE,FALSE,"https://seatgeek.com/lions-at-bears-tickets/11-11-2018-chicago-illinois-soldier-field/nfl/4347006","2018-11-11T22:00:00","","2018-11-11T12:00:00",FALSE,NA,1047,369,187,392.93695,111,137,1197,"2018-08-24T21:53:40Z",FALSE,"QRCODE","IL",0,"60605","Chicago","Soldier Field","Chicago, IL 60605","US",31,8,"America/Chicago",0.940013,"1410 S. Museum Campus Drive","Chicago, IL",602,"Soldier Field","https://seatgeek.com/venues/soldier-field/tickets","soldier-field",TRUE,-87.6159,41.8623,"2018-06-02T00:44:08Z",FALSE,"NONE"
"50","2018-10-18_08.11.41",0.839,"2018-11-11T18:00:00","2018-04-20T00:47:22","normal",FALSE,0.848,"Jacksonville Jaguars at Indianapolis Colts","nfl",4346958,"Jaguars at Colts","2018-04-20T00:00:00",FALSE,FALSE,"https://seatgeek.com/jaguars-at-colts-tickets/11-11-2018-indianapolis-indiana-lucas-oil-stadium/nfl/4346958","2018-11-11T22:00:00","","2018-11-11T13:00:00",FALSE,NA,1228,89,28,106.0403,670,28,847,"2018-08-24T21:53:40Z",FALSE,"QRCODE","IN",0,"46225","Indianapolis","Lucas Oil Stadium","Indianapolis, IN 46225","US",1130,12,"America/Indiana/Indianapolis",0.9071682,"500 South Capitol Avenue","Indianapolis, IN",527,"Lucas Oil Stadium","https://seatgeek.com/venues/lucas-oil-stadium/tickets","lucas-oil-stadium",TRUE,-86.1639,39.7601,"2018-09-13T22:29:37Z",FALSE,"QRCODE_TM"
"51","2018-10-18_08.11.41",0.852,"2018-11-11T18:00:00","2018-04-20T00:47:16","normal",FALSE,0.872,"Washington Redskins at Tampa Bay Buccaneers","nfl",4346930,"Redskins at Buccaneers","2018-04-20T00:00:00",FALSE,FALSE,"https://seatgeek.com/redskins-at-buccaneers-tickets/11-11-2018-tampa-florida-raymond-james-stadium/nfl/4346930","2018-11-11T22:00:00","","2018-11-11T13:00:00",FALSE,NA,673,168,80,190.13333,15,79,430,"2018-08-24T21:53:40Z",FALSE,"QRCODE","FL",0,"33607","Tampa","Raymond James Stadium","Tampa, FL 33607","US",39,14,"America/New_York",0.86513025,"4201 North Dale Mabry Highway","Tampa, FL",539,"Raymond James Stadium","https://seatgeek.com/venues/raymond-james-stadium/tickets","raymond-james-stadium",TRUE,-82.5034,27.9753,"2015-08-24T14:44:53Z",FALSE,"QRCODE_TM"
"52","2018-10-18_08.11.41",0.884,"2018-11-11T18:00:00","2018-04-20T00:47:43","normal",FALSE,0.912,"Buffalo Bills at New York Jets","nfl",4347060,"Bills at Jets","2018-04-20T00:00:00",FALSE,FALSE,"https://seatgeek.com/bills-at-jets-tickets/11-11-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4347060","2018-11-11T22:00:00","","2018-11-11T13:00:00",FALSE,NA,1557,133,50,164.2924,790,49,3228,"2018-08-24T21:53:40Z",FALSE,"QRCODE","NJ",0,"07073","East Rutherford","MetLife Stadium","East Rutherford, NJ 07073","US",1587,12,"America/New_York",0.94873494,"1 MetLife Stadium Drive","East Rutherford, NJ",501,"MetLife Stadium","https://seatgeek.com/venues/metlife-stadium/tickets","metlife-stadium",TRUE,-74.0737,40.8142,"2015-09-12T14:14:07Z",FALSE,"QRCODE_TM"
"53","2018-10-18_08.11.41",0.85,"2018-11-11T18:00:00","2018-04-20T00:47:31","normal",FALSE,0.862,"Atlanta Falcons at Cleveland Browns","nfl",4346996,"Falcons at Browns","2018-04-20T00:00:00",FALSE,FALSE,"https://seatgeek.com/falcons-at-browns-tickets/11-11-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346996","2018-11-11T22:00:00","","2018-11-11T13:00:00",FALSE,NA,1380,96,49,118.43811,824,47,1176,"2018-08-24T21:53:40Z",FALSE,"QRCODE","OH",0,"44114","Cleveland","FirstEnergy Stadium","Cleveland, OH 44114","US",1123,5,"America/New_York",0.86852187,"100 Alfred Lerner Way","Cleveland, OH",510,"FirstEnergy Stadium","https://seatgeek.com/venues/firstenergy-stadium-15/tickets","firstenergy-stadium-15",TRUE,-81.7,41.5065,"2015-11-11T20:55:31Z",FALSE,"NONE"
"54","2018-10-18_08.11.41",0.891,"2018-11-11T18:00:00","2018-04-20T00:47:13","normal",FALSE,0.914,"Miami Dolphins at Green Bay Packers","nfl",4346912,"Dolphins at Packers","2018-04-20T00:00:00",FALSE,FALSE,"https://seatgeek.com/dolphins-at-packers-tickets/11-11-2018-green-bay-wisconsin-lambeau-field/nfl/4346912","2018-11-11T22:00:00","","2018-11-11T12:00:00",FALSE,NA,641,371,227,365.7736,106,180,659,"2018-08-24T21:53:40Z",FALSE,"QRCODE","WI",0,"54304","Green Bay","Lambeau Field","Green Bay, WI 54304","US",1125,4,"America/Chicago",0.92909414,"1265 Lombardi Avenue","Green Bay, WI",658,"Lambeau Field","https://seatgeek.com/venues/lambeau-field/tickets","lambeau-field",TRUE,-88.0622,44.5013,"2015-09-02T22:43:34Z",FALSE,"QRCODE_TM"
"55","2018-10-18_08.11.41",0.856,"2018-11-11T21:05:00","2018-04-20T00:47:56","normal",FALSE,0.875,"Los Angeles Chargers at Oakland Raiders","nfl",4347130,"Chargers at Raiders","2018-04-20T00:00:00",FALSE,FALSE,"https://seatgeek.com/chargers-at-raiders-tickets/11-11-2018-oakland-california-oakland-alameda-county-coliseum/nfl/4347130","2018-11-12T01:05:00","","2018-11-11T13:05:00",FALSE,NA,1615,181,85,187.49771,438,77,497,"2018-08-24T21:53:40Z",FALSE,"QRCODE","CA",0,"94621","Oakland","Oakland-Alameda County Coliseum","Oakland, CA 94621","US",14,9,"America/Los_Angeles",0.7817843,"7000 Coliseum Way","Oakland, CA",807,"Oakland-Alameda County Coliseum","https://seatgeek.com/venues/oakland-alameda-county-coliseum/tickets","oakland-alameda-county-coliseum",TRUE,-122.201,37.7469,"2015-06-24T00:00:00Z",FALSE,"PDF417"
"56","2018-10-18_08.11.41",0.871,"2018-11-11T21:25:00","2018-04-20T00:47:14","normal",FALSE,0.896,"Seattle Seahawks at Los Angeles Rams","nfl",4346920,"Seahawks at Rams","2018-04-20T00:00:00",FALSE,FALSE,"https://seatgeek.com/seahawks-at-rams-tickets/11-11-2018-los-angeles-california-los-angeles-memorial-coliseum-1/nfl/4346920","2018-11-12T01:25:00","","2018-11-11T13:25:00",FALSE,NA,1456,170,89,228.01613,434,68,922,"2018-08-24T21:53:40Z",FALSE,"QRCODE","CA",0,"90037","Los Angeles","Los Angeles Memorial Coliseum","Los Angeles, CA 90037","US",51012,8,"America/Los_Angeles",0.86898464,"3911 S Figueroa St","Los Angeles, CA",0,"Los Angeles Memorial Coliseum","https://seatgeek.com/venues/los-angeles-memorial-coliseum-1/tickets","los-angeles-memorial-coliseum-1",TRUE,-118.288,34.0138,"2018-08-23T17:59:28Z",FALSE,"QRCODE"
"57","2018-10-18_08.11.41",0.525,"2018-11-12T00:00:00","2018-08-23T20:13:51","normal",FALSE,0.435,"Alex G with Half Waif","concert",4500554,"Alex G with Half Waif","2018-08-23T00:00:00",FALSE,FALSE,"https://seatgeek.com/alex-g-with-half-waif-tickets/tampa-florida-crowbar-2-2018-11-11-7-pm/concert/4500554","2018-11-12T04:00:00","","2018-11-11T19:00:00",FALSE,TRUE,1,113,102,199.8,10,NA,584,NA,NA,NA,"FL",0,"33605","Tampa","Crowbar","Tampa, FL 33605","US",3160,29,"America/New_York",0.42424366,"1812 North 17th Street","Tampa, FL",539,"Crowbar","https://seatgeek.com/venues/crowbar-2/tickets","crowbar-2",TRUE,-82.4406,27.9608,NA,NA,NA
"58","2018-10-18_08.11.41",0.916,"2018-11-12T01:20:00","2018-04-20T00:47:38","normal",FALSE,0.955,"Dallas Cowboys at Philadelphia Eagles","nfl",4347031,"Cowboys at Eagles","2018-04-20T00:00:00",FALSE,FALSE,"https://seatgeek.com/cowboys-at-eagles-tickets/11-11-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4347031","2018-11-12T05:20:00","","2018-11-11T20:20:00",FALSE,NA,1537,438,211,532.29474,285,156,12314,"2018-08-24T21:53:40Z",FALSE,"QRCODE","PA",0,"19148","Philadelphia","Lincoln Financial Field","Philadelphia, PA 19148","US",330,13,"America/New_York",0.90542686,"1020 Pattison Ave","Philadelphia, PA",504,"Lincoln Financial Field","https://seatgeek.com/venues/lincoln-financial-field/tickets","lincoln-financial-field",TRUE,-75.1675,39.9046,"2015-07-10T00:00:00Z",FALSE,"QRCODE_TM"
"59","2018-10-18_08.11.41",0.887,"2018-11-13T01:15:00","2018-04-20T00:47:54","normal",FALSE,0.917,"New York Giants at San Francisco 49ers","nfl",4347117,"Giants at 49ers","2018-04-20T00:00:00",FALSE,FALSE,"https://seatgeek.com/giants-at-49ers-tickets/11-12-2018-santa-clara-california-levi-s-stadium/nfl/4347117","2018-11-13T05:15:00","","2018-11-12T17:15:00",FALSE,NA,2245,131,44,152.89305,1066,44,5666,"2018-08-24T21:53:40Z",FALSE,"QRCODE","CA",0,"95054","Santa Clara","Levi's Stadium","Santa Clara, CA 95054","US",58670,10,"America/Los_Angeles",0.95768774,"4900 Marie P DeBartolo Way","Santa Clara, CA",0,"Levi's Stadium","https://seatgeek.com/venues/levi-s-stadium/tickets","levi-s-stadium",TRUE,-121.969,37.4023,"2015-07-10T00:00:00Z",FALSE,"QRCODE_TM"
"60","2018-10-18_08.11.41",0.909,"2018-11-16T01:20:00","2018-04-20T00:47:56","normal",FALSE,0.949,"Green Bay Packers at Seattle Seahawks","nfl",4347126,"Packers at Seahawks","2018-04-20T00:00:00",FALSE,FALSE,"https://seatgeek.com/packers-at-seahawks-tickets/11-15-2018-seattle-washington-centurylink-field/nfl/4347126","2018-11-16T05:20:00","","2018-11-15T17:20:00",FALSE,NA,1438,476,256,561.7482,139,224,1599,"2018-08-24T21:53:40Z",FALSE,"QRCODE","WA",0,"98134","Seattle","CenturyLink Field","Seattle, WA 98134","US",339,8,"America/Los_Angeles",0.87232786,"800 Occidental Ave S","Seattle, WA",819,"CenturyLink Field","https://seatgeek.com/venues/centurylink-field/tickets","centurylink-field",TRUE,-122.33,47.6,"2018-03-02T22:54:54Z",FALSE,"QRCODE"
"61","2018-10-18_08.11.41",0.505,"2018-11-17T22:00:00","2018-02-28T15:00:12","normal",FALSE,0.424,"South Alabama Jaguars at Louisiana Ragin Cajuns Football","ncaa_football",4281956,"South Alabama at Louisiana","2018-02-28T00:00:00",FALSE,FALSE,"https://seatgeek.com/south-alabama-jaguars-at-louisiana-ragin-cajuns-football-tickets/ncaa-football/2018-11-17-4-pm/4281956","2018-11-18T02:00:00","","2018-11-17T16:00:00",FALSE,NA,37,59,54,64.98131,107,54,103,NA,NA,NA,"LA",0,"70506","Lafayette","Cajun Field","Lafayette, LA 70506","US",2796,3,"America/Chicago",0.43303972,"201 Rhienhardt Drive","Lafayette, LA",642,"Cajun Field","https://seatgeek.com/venues/cajun-field/tickets","cajun-field",TRUE,-92.04,30.22,NA,NA,NA
