"","timestamp","title","short_title","date_tbd","id","status","time_tbd","description","announce_date","type","visible_until_utc","datetime_local","created_at","score","datetime_utc","popularity","datetime_tbd","is_open","url","general_admission","average_price","highest_price","lowest_price_good_deals","median_price","visible_listing_count","lowest_price","listing_count","created_at","employee_only","method","name","address","state","id","num_upcoming_events","postal_code","extended_address","popularity","has_upcoming_events","country","score","metro_code","slug","display_location","name_v2","city","timezone","url","lat","lon","created_at","employee_only","method"
"17","2018-10-17_08.21.17","Seattle Seahawks at Detroit Lions","Seahawks at Lions",FALSE,4347026,"normal",FALSE,"","2018-04-20T00:00:00","nfl","2018-10-28T21:00:00","2018-10-28T13:00:00","2018-04-20T00:47:37",0.928,"2018-10-28T17:00:00",0.931,FALSE,FALSE,"https://seatgeek.com/seahawks-at-lions-tickets/10-28-2018-detroit-michigan-ford-field/nfl/4347026",NA,143.35,601,68,113,507,68,300,"2018-08-24T21:53:39Z",FALSE,"QRCODE","Ford Field","2000 Brush St.","MI",346,11,"48226","Detroit, MI 48226",0,TRUE,"US",0.9029952,505,"ford-field","Detroit, MI","Ford Field","Detroit","America/Detroit","https://seatgeek.com/venues/ford-field/tickets",42.34,-83.0459,"2015-11-04T17:31:52Z",FALSE,"NONE"
"18","2018-10-17_08.21.17","Tampa Bay Buccaneers at Cincinnati Bengals","Buccaneers at Bengals",FALSE,4347041,"normal",FALSE,"","2018-04-20T00:00:00","nfl","2018-10-28T21:00:00","2018-10-28T13:00:00","2018-04-20T00:47:40",0.855,"2018-10-28T17:00:00",0.877,FALSE,FALSE,"https://seatgeek.com/buccaneers-at-bengals-tickets/10-28-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347041",NA,112.109276,362,55,103,974,56,485,"2018-08-24T21:53:39Z",FALSE,"QRCODE","Paul Brown Stadium","1 Paul Brown Stadium","OH",1124,5,"45202","Cincinnati, OH 45202",0,TRUE,"US",0.86166537,515,"paul-brown-stadium","Cincinnati, OH","Paul Brown Stadium","Cincinnati","America/New_York","https://seatgeek.com/venues/paul-brown-stadium/tickets",39.0961,-84.5177,"2015-10-09T16:14:37Z",FALSE,"QRCODE_TM"
"19","2018-10-17_08.21.17","Baltimore Ravens at Carolina Panthers","Ravens at Panthers",FALSE,4347070,"normal",FALSE,"","2018-04-20T00:00:00","nfl","2018-10-28T21:00:00","2018-10-28T13:00:00","2018-04-20T00:47:45",0.907,"2018-10-28T17:00:00",0.915,FALSE,FALSE,"https://seatgeek.com/ravens-at-panthers-tickets/10-28-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347070",NA,272.69672,742,91,212,1339,91,244,"2018-08-24T21:53:39Z",FALSE,"QRCODE","Bank of America Stadium","800 South Mint Street","NC",1122,9,"28202","Charlotte, NC 28202",0,TRUE,"US",0.8968222,517,"bank-of-america-stadium","Charlotte, NC","Bank of America Stadium","Charlotte","America/New_York","https://seatgeek.com/venues/bank-of-america-stadium/tickets",35.2243,-80.8524,"2015-09-25T18:23:51Z",FALSE,"QRCODE_TM"
"20","2018-10-17_08.21.17","Washington Redskins at New York Giants","Redskins at Giants",FALSE,4346940,"normal",FALSE,"","2018-04-20T00:00:00","nfl","2018-10-28T21:00:00","2018-10-28T13:00:00","2018-04-20T00:47:17",0.936,"2018-10-28T17:00:00",0.937,FALSE,FALSE,"https://seatgeek.com/redskins-at-giants-tickets/10-28-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346940",NA,273.3267,1080,107,217,1465,115,251,"2018-08-24T21:53:39Z",FALSE,"QRCODE","MetLife Stadium","1 MetLife Stadium Drive","NJ",1587,12,"07073","East Rutherford, NJ 07073",0,TRUE,"US",0.94873494,501,"metlife-stadium","East Rutherford, NJ","MetLife Stadium","East Rutherford","America/New_York","https://seatgeek.com/venues/metlife-stadium/tickets",40.8142,-74.0737,"2015-09-12T14:14:07Z",FALSE,"QRCODE_TM"
"21","2018-10-17_08.21.17","Cleveland Browns at Pittsburgh Steelers","Browns at Steelers",FALSE,4347078,"normal",FALSE,"","2018-04-20T00:00:00","nfl","2018-10-28T21:00:00","2018-10-28T13:00:00","2018-04-20T00:47:46",0.905,"2018-10-28T17:00:00",0.911,FALSE,FALSE,"https://seatgeek.com/browns-at-steelers-tickets/10-28-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347078",NA,333.405,948,139,280,895,139,200,"2018-08-24T21:53:39Z",FALSE,"QRCODE","Heinz Field","100 Art Rooney Avenue","PA",1119,7,"15212","Pittsburgh, PA 15212",0,TRUE,"US",0.9033526,508,"heinz-field","Pittsburgh, PA","Heinz Field","Pittsburgh","America/New_York","https://seatgeek.com/venues/heinz-field/tickets",40.4468,-80.0158,"2018-10-04T12:42:28Z",FALSE,"QRCODE"
"22","2018-10-17_08.21.17","Denver Broncos at Kansas City Chiefs","Broncos at Chiefs",FALSE,4346981,"normal",FALSE,"","2018-04-20T00:00:00","nfl","2018-10-28T21:00:00","2018-10-28T12:00:00","2018-04-20T00:47:27",0.923,"2018-10-28T17:00:00",0.925,FALSE,FALSE,"https://seatgeek.com/broncos-at-chiefs-tickets/10-28-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346981",NA,279.08014,619,141,255,1093,141,624,"2018-08-24T21:53:39Z",FALSE,"QRCODE","Arrowhead Stadium","1 Arrowhead Drive","MO",1128,6,"64129","Kansas City, MO 64129",0,TRUE,"US",0.8827867,616,"arrowhead-stadium","Kansas City, MO","Arrowhead Stadium","Kansas City","America/Chicago","https://seatgeek.com/venues/arrowhead-stadium/tickets",39.0489,-94.4839,"2015-08-20T16:20:51Z",FALSE,"QRCODE_TM"
"23","2018-10-17_08.21.17","New York Jets at Chicago Bears","Jets at Bears",FALSE,4347007,"normal",FALSE,"","2018-04-20T00:00:00","nfl","2018-10-28T21:00:00","2018-10-28T12:00:00","2018-04-20T00:47:33",0.925,"2018-10-28T17:00:00",0.928,FALSE,FALSE,"https://seatgeek.com/jets-at-bears-tickets/10-28-2018-chicago-illinois-soldier-field/nfl/4347007",NA,371.06494,864,201,337,892,213,77,"2018-08-24T21:53:39Z",FALSE,"QRCODE","Soldier Field","1410 S. Museum Campus Drive","IL",31,8,"60605","Chicago, IL 60605",0,TRUE,"US",0.940013,602,"soldier-field","Chicago, IL","Soldier Field","Chicago","America/Chicago","https://seatgeek.com/venues/soldier-field/tickets",41.8623,-87.6159,"2018-06-02T00:44:08Z",FALSE,"NONE"
"24","2018-10-17_08.21.17","Indianapolis Colts at Oakland Raiders","Colts at Raiders",FALSE,4347153,"normal",FALSE,"","2018-04-20T00:00:00","nfl","2018-10-29T00:05:00","2018-10-28T13:05:00","2018-04-20T01:04:25",0.888,"2018-10-28T20:05:00",0.903,FALSE,FALSE,"https://seatgeek.com/colts-at-raiders-tickets/10-28-2018-oakland-california-oakland-alameda-county-coliseum/nfl/4347153",NA,154.0709,463,54,144,1826,60,409,"2018-08-24T21:53:39Z",FALSE,"QRCODE","Oakland-Alameda County Coliseum","7000 Coliseum Way","CA",14,9,"94621","Oakland, CA 94621",0,TRUE,"US",0.7817843,807,"oakland-alameda-county-coliseum","Oakland, CA","Oakland-Alameda County Coliseum","Oakland","America/Los_Angeles","https://seatgeek.com/venues/oakland-alameda-county-coliseum/tickets",37.7469,-122.201,"2015-06-24T00:00:00Z",FALSE,"PDF417"
"25","2018-10-17_08.21.17","Green Bay Packers at Los Angeles Rams","Packers at Rams",FALSE,4346921,"normal",FALSE,"","2018-04-20T00:00:00","nfl","2018-10-29T00:25:00","2018-10-28T13:25:00","2018-04-20T00:47:14",0.981,"2018-10-28T20:25:00",0.966,FALSE,FALSE,"https://seatgeek.com/packers-at-rams-tickets/10-28-2018-los-angeles-california-los-angeles-memorial-coliseum-1/nfl/4346921",NA,488.39185,1418,226,424,1585,237,393,"2018-08-24T21:53:39Z",FALSE,"QRCODE","Los Angeles Memorial Coliseum","3911 S Figueroa St","CA",51012,8,"90037","Los Angeles, CA 90037",0,TRUE,"US",0.86898464,0,"los-angeles-memorial-coliseum-1","Los Angeles, CA","Los Angeles Memorial Coliseum","Los Angeles","America/Los_Angeles","https://seatgeek.com/venues/los-angeles-memorial-coliseum-1/tickets",34.0138,-118.288,"2018-08-23T17:59:28Z",FALSE,"QRCODE"
"26","2018-10-17_08.21.17","San Francisco 49ers at Arizona Cardinals","49ers at Cardinals",FALSE,4347101,"normal",FALSE,"","2018-04-20T00:00:00","nfl","2018-10-29T00:25:00","2018-10-28T13:25:00","2018-04-20T00:47:51",0.918,"2018-10-28T20:25:00",0.921,FALSE,FALSE,"https://seatgeek.com/49ers-at-cardinals-tickets/10-28-2018-glendale-arizona-state-farm-stadium/nfl/4347101",NA,136.4427,6050,35,102,1320,40,637,"2018-08-24T21:53:39Z",FALSE,"QRCODE","State Farm Stadium","1 Cardinals Drive","AZ",43,10,"85305","Glendale, AZ 85305",0,TRUE,"US",0.93402725,753,"state-farm-stadium","Glendale, AZ","State Farm Stadium","Glendale","America/Phoenix","https://seatgeek.com/venues/state-farm-stadium/tickets",33.5294,-112.262,"2015-12-21T17:26:05Z",FALSE,"NONE"
"27","2018-10-17_08.21.17","New Orleans Saints at Minnesota Vikings","Saints at Vikings",FALSE,4347136,"normal",FALSE,"","2018-04-20T00:00:00","nfl","2018-10-29T04:20:00","2018-10-28T19:20:00","2018-04-20T01:04:04",0.926,"2018-10-29T00:20:00",0.925,FALSE,FALSE,"https://seatgeek.com/saints-at-vikings-tickets/10-28-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347136",NA,326.97675,1313,110,273,1405,110,387,"2018-08-24T21:53:39Z",FALSE,"QRCODE","U.S. Bank Stadium","401 Chicago Avenue","MN",218451,14,"55415","Minneapolis, MN 55415",0,TRUE,"US",0.88524246,0,"u-s-bank-stadium","Minneapolis, MN","U.S. Bank Stadium","Minneapolis","America/Chicago","https://seatgeek.com/venues/u-s-bank-stadium/tickets",44.97,-93.26,"2018-08-22T15:34:15Z",FALSE,"NONE"
"28","2018-10-17_08.21.17","New England Patriots at Buffalo Bills","Patriots at Bills",FALSE,4347062,"normal",FALSE,"","2018-04-20T00:00:00","nfl","2018-10-30T04:15:00","2018-10-29T20:15:00","2018-04-20T00:47:44",0.931,"2018-10-30T00:15:00",0.925,FALSE,FALSE,"https://seatgeek.com/patriots-at-bills-tickets/10-29-2018-orchard-park-new-york-new-era-field/nfl/4347062",NA,162.55502,548,79,134,1440,79,627,"2018-08-24T21:53:39Z",FALSE,"QRCODE","New Era Field","1 Bills Drive","NY",1135,6,"14127","Orchard Park, NY 14127",0,TRUE,"US",0.8815085,514,"new-era-field","Orchard Park, NY","New Era Field","Orchard Park","America/New_York","https://seatgeek.com/venues/new-era-field/tickets",42.7737,-78.7874,"2015-08-12T16:52:53Z",FALSE,"QRCODE_TM"
"29","2018-10-17_08.21.17","Oakland Raiders at San Francisco 49ers","Raiders at 49ers",FALSE,4347131,"normal",FALSE,"","2018-04-20T00:00:00","nfl","2018-11-02T04:20:00","2018-11-01T17:20:00","2018-04-20T00:47:57",0.987,"2018-11-02T00:20:00",0.957,FALSE,FALSE,"https://seatgeek.com/raiders-at-49ers-tickets/11-1-2018-santa-clara-california-levi-s-stadium/nfl/4347131",NA,359.9532,1304,155,341,2053,163,641,"2018-08-24T21:53:39Z",FALSE,"QRCODE","Levi's Stadium","4900 Marie P DeBartolo Way","CA",58670,10,"95054","Santa Clara, CA 95054",0,TRUE,"US",0.95768774,0,"levi-s-stadium","Santa Clara, CA","Levi's Stadium","Santa Clara","America/Los_Angeles","https://seatgeek.com/venues/levi-s-stadium/tickets",37.4023,-121.969,"2015-07-10T00:00:00Z",FALSE,"QRCODE_TM"
"30","2018-10-17_08.21.17","Texas Tech Red Raiders at Kansas Jayhawks Women's Volleyball","Texas Tech Red Raiders at Kansas Jayhawks Women's Volleyball",FALSE,4466234,"normal",FALSE,"","2018-07-28T00:00:00","sports","2018-11-03T22:00:00","2018-11-03T13:00:00","2018-07-28T16:00:52",0.387,"2018-11-03T18:00:00",0.521,FALSE,FALSE,"https://seatgeek.com/texas-tech-red-raiders-at-kansas-jayhawks-womens-volleyball-tickets/sport/2018-11-03-1-pm/4466234",NA,82,82,NA,82,1,82,1,NA,NA,NA,"Horejsi Center","1550 Allen Fieldhhouse Dr",NA,74230,4,"66045","Lawrence, ",0,TRUE,"",0.56565154,0,"horejsi-center","Lawrence","Horejsi Center","Lawrence","America/Chicago","https://seatgeek.com/venues/horejsi-center/tickets",38.9535,-95.2532,NA,NA,NA
"31","2018-10-17_08.21.17","South Alabama Jaguars at Arkansas State Red Wolves Football","South Alabama at Arkansas State",FALSE,4281935,"normal",FALSE,"","2018-02-28T00:00:00","ncaa_football","2018-11-03T23:00:00","2018-11-03T14:00:00","2018-02-28T15:00:09",0.505,"2018-11-03T19:00:00",0.608,FALSE,FALSE,"https://seatgeek.com/south-alabama-jaguars-at-arkansas-state-red-wolves-football-tickets/ncaa-football/2018-11-03-2-pm/4281935",NA,42.021053,60,NA,44,96,23,95,NA,NA,NA,"Centennial Bank Stadium","2180 Aggie Rd","AR",8896,2,"72401","Jonesboro, AR 72401",0,TRUE,"US",0.47753516,0,"centennial-bank-stadium-1","Jonesboro, AR","Centennial Bank Stadium","Jonesboro","America/Chicago","https://seatgeek.com/venues/centennial-bank-stadium-1/tickets",35.8429,-90.6797,NA,NA,NA
"32","2018-10-17_08.21.17","New York Jets at Miami Dolphins","Jets at Dolphins",FALSE,4347083,"normal",FALSE,"","2018-04-20T00:00:00","nfl","2018-11-04T22:00:00","2018-11-04T13:00:00","2018-04-20T00:47:47",0.902,"2018-11-04T18:00:00",0.89,FALSE,FALSE,"https://seatgeek.com/jets-at-dolphins-tickets/11-4-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347083",NA,210.14285,899,91,190,1501,92,70,"2018-08-24T21:53:39Z",FALSE,"QRCODE","Hard Rock Stadium","347 Don Shula Dr.","FL",29,32,"33056","Miami Gardens, FL 33056",0,TRUE,"US",0.8378203,528,"hard-rock-stadium","Miami Gardens, FL","Hard Rock Stadium","Miami Gardens","America/New_York","https://seatgeek.com/venues/hard-rock-stadium/tickets",25.96,-80.24,"2017-10-03T18:58:44Z",FALSE,"NONE"
"33","2018-10-17_08.21.17","Kansas City Chiefs at Cleveland Browns","Chiefs at Browns",FALSE,4346997,"normal",FALSE,"","2018-04-20T00:00:00","nfl","2018-11-04T22:00:00","2018-11-04T13:00:00","2018-04-20T00:47:31",0.878,"2018-11-04T18:00:00",0.875,FALSE,FALSE,"https://seatgeek.com/chiefs-at-browns-tickets/11-4-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346997",NA,118.496,425,53,96,1247,53,750,"2018-08-24T21:53:39Z",FALSE,"QRCODE","FirstEnergy Stadium","100 Alfred Lerner Way","OH",1123,5,"44114","Cleveland, OH 44114",0,TRUE,"US",0.86852187,510,"firstenergy-stadium-15","Cleveland, OH","FirstEnergy Stadium","Cleveland","America/New_York","https://seatgeek.com/venues/firstenergy-stadium-15/tickets",41.5065,-81.7,"2015-11-11T20:55:31Z",FALSE,"NONE"
"34","2018-10-17_08.21.17","Detroit Lions at Minnesota Vikings","Lions at Vikings",FALSE,4347140,"normal",FALSE,"","2018-04-20T00:00:00","nfl","2018-11-04T22:00:00","2018-11-04T12:00:00","2018-04-20T01:04:05",0.924,"2018-11-04T18:00:00",0.908,FALSE,FALSE,"https://seatgeek.com/lions-at-vikings-tickets/11-4-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347140",NA,288.00247,1267,123,245,1404,123,406,"2018-08-24T21:53:39Z",FALSE,"QRCODE","U.S. Bank Stadium","401 Chicago Avenue","MN",218451,14,"55415","Minneapolis, MN 55415",0,TRUE,"US",0.88524246,0,"u-s-bank-stadium","Minneapolis, MN","U.S. Bank Stadium","Minneapolis","America/Chicago","https://seatgeek.com/venues/u-s-bank-stadium/tickets",44.97,-93.26,"2018-08-22T15:34:15Z",FALSE,"NONE"
"35","2018-10-17_08.21.17","Pittsburgh Steelers at Baltimore Ravens","Steelers at Ravens",FALSE,4347069,"normal",FALSE,"","2018-04-20T00:00:00","nfl","2018-11-04T22:00:00","2018-11-04T13:00:00","2018-04-20T00:47:45",0.904,"2018-11-04T18:00:00",0.891,FALSE,FALSE,"https://seatgeek.com/steelers-at-ravens-tickets/11-4-2018-baltimore-maryland-m-t-bank-stadium/nfl/4347069",NA,264.3372,835,121,215,1467,135,347,"2018-08-24T21:53:39Z",FALSE,"QRCODE","M&T Bank Stadium","1101 Russell St","MD",1121,6,"21230","Baltimore, MD 21230",0,TRUE,"US",0.8927189,512,"m-t-bank-stadium","Baltimore, MD","M&T Bank Stadium","Baltimore","America/New_York","https://seatgeek.com/venues/m-t-bank-stadium/tickets",39.2774,-76.623,"2015-08-04T00:00:00Z",FALSE,"QRCODE_TM"
"36","2018-10-17_08.21.17","Atlanta Falcons at Washington Redskins","Falcons at Redskins",FALSE,4346937,"normal",FALSE,"","2018-04-20T00:00:00","nfl","2018-11-04T22:00:00","2018-11-04T13:00:00","2018-04-20T00:47:17",0.935,"2018-11-04T18:00:00",0.917,FALSE,FALSE,"https://seatgeek.com/falcons-at-redskins-tickets/11-4-2018-landover-maryland-fedex-field/nfl/4346937",NA,181.4225,407,67,173,1088,67,400,"2018-08-24T21:53:39Z",FALSE,"QRCODE","FedEx Field","1600 Fedex Way","MD",35,5,"20785","Landover, MD 20785",0,TRUE,"US",0.9333444,511,"fedex-field","Landover, MD","FedEx Field","Landover","America/New_York","https://seatgeek.com/venues/fedex-field/tickets",38.9071,-76.8658,"2015-09-12T14:13:58Z",FALSE,"QRCODE_TM"
"37","2018-10-17_08.21.17","Chicago Bears at Buffalo Bills","Bears at Bills",FALSE,4347061,"normal",FALSE,"","2018-04-20T00:00:00","nfl","2018-11-04T22:00:00","2018-11-04T13:00:00","2018-04-20T00:47:43",0.887,"2018-11-04T18:00:00",0.88,FALSE,FALSE,"https://seatgeek.com/bears-at-bills-tickets/11-4-2018-orchard-park-new-york-new-era-field/nfl/4347061",NA,161.78273,468,61,135,1104,61,382,"2018-08-24T21:53:39Z",FALSE,"QRCODE","New Era Field","1 Bills Drive","NY",1135,6,"14127","Orchard Park, NY 14127",0,TRUE,"US",0.8815085,514,"new-era-field","Orchard Park, NY","New Era Field","Orchard Park","America/New_York","https://seatgeek.com/venues/new-era-field/tickets",42.7737,-78.7874,"2015-08-12T16:52:53Z",FALSE,"QRCODE_TM"
"38","2018-10-17_08.21.17","Tampa Bay Buccaneers at Carolina Panthers","Buccaneers at Panthers",FALSE,4347033,"normal",FALSE,"","2018-04-20T00:00:00","nfl","2018-11-04T22:00:00","2018-11-04T13:00:00","2018-04-20T00:47:38",0.887,"2018-11-04T18:00:00",0.878,FALSE,FALSE,"https://seatgeek.com/buccaneers-at-panthers-tickets/11-4-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347033",NA,214.57692,854,72,175,1537,72,416,"2018-08-24T21:53:39Z",FALSE,"QRCODE","Bank of America Stadium","800 South Mint Street","NC",1122,9,"28202","Charlotte, NC 28202",0,TRUE,"US",0.8968222,517,"bank-of-america-stadium","Charlotte, NC","Bank of America Stadium","Charlotte","America/New_York","https://seatgeek.com/venues/bank-of-america-stadium/tickets",35.2243,-80.8524,"2015-09-25T18:23:51Z",FALSE,"QRCODE_TM"
"39","2018-10-17_08.21.17","Los Angeles Chargers at Seattle Seahawks","Chargers at Seahawks",FALSE,4347127,"normal",FALSE,"","2018-04-20T00:00:00","nfl","2018-11-05T01:05:00","2018-11-04T13:05:00","2018-04-20T00:47:56",0.921,"2018-11-04T21:05:00",0.903,FALSE,FALSE,"https://seatgeek.com/chargers-at-seahawks-tickets/11-4-2018-seattle-washington-centurylink-field/nfl/4347127",NA,376.07092,926,166,361,1597,169,141,"2018-08-24T21:53:39Z",FALSE,"QRCODE","CenturyLink Field","800 Occidental Ave S","WA",339,8,"98134","Seattle, WA 98134",0,TRUE,"US",0.87232786,819,"centurylink-field","Seattle, WA","CenturyLink Field","Seattle","America/Los_Angeles","https://seatgeek.com/venues/centurylink-field/tickets",47.6,-122.33,"2018-03-02T22:54:54Z",FALSE,"QRCODE"
"40","2018-10-17_08.21.17","Houston Texans at Denver Broncos","Texans at Broncos",FALSE,4347141,"normal",FALSE,"","2018-04-20T00:00:00","nfl","2018-11-05T01:05:00","2018-11-04T14:05:00","2018-04-20T01:04:05",0.891,"2018-11-04T21:05:00",0.885,FALSE,FALSE,"https://seatgeek.com/texans-at-broncos-tickets/11-4-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347141",NA,318.9,1150,115,276,1491,135,100,"2018-08-24T21:53:39Z",FALSE,"QRCODE","Sports Authority Field at Mile High","1701 Bryant Street","CO",1131,6,"80204","Denver, CO 80204",0,TRUE,"US",0.9028296,751,"sports-authority-field-at-mile-high","Denver, CO","Sports Authority Field at Mile High","Denver","America/Denver","https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets",39.74,-105.02,"2015-08-07T18:39:02Z",FALSE,"QRCODE_TM"
"41","2018-10-17_08.21.17","Los Angeles Rams at New Orleans Saints","Rams at Saints",FALSE,4346970,"normal",FALSE,"","2018-04-20T00:00:00","nfl","2018-11-05T01:25:00","2018-11-04T15:25:00","2018-04-20T00:47:25",0.889,"2018-11-04T21:25:00",0.882,FALSE,TRUE,"https://seatgeek.com/rams-at-saints-tickets/11-4-2018-new-orleans-louisiana-mercedes-benz-superdome/nfl/4346970",NA,293.48013,1800,95,272,788,95,831,"2018-05-29T20:39:08Z",FALSE,"QRCODE","Mercedes-Benz Superdome","1500 Sugar Bowl Drive","LA",128,15,"70112","New Orleans, LA 70112",0,TRUE,"US",0.8966978,622,"mercedes-benz-superdome","New Orleans, LA","Mercedes-Benz Superdome","New Orleans","America/Chicago","https://seatgeek.com/venues/mercedes-benz-superdome/tickets",29.9515,-90.0786,"2018-08-27T20:46:59Z",FALSE,"QRCODE_TM"
"42","2018-10-17_08.21.17","Alex G","Alex G",FALSE,4494650,"normal",FALSE,"","2018-08-23T00:00:00","concert","2018-11-05T05:00:00","2018-11-04T19:00:00","2018-08-23T19:51:10",0.509,"2018-11-05T01:00:00",0.601,FALSE,FALSE,"https://seatgeek.com/alex-g-tickets/chicago-illinois-thalia-hall-2018-11-04-7-pm/concert/4494650",TRUE,112.37931,584,NA,64,1,47,29,NA,NA,NA,"Thalia Hall","1807 S Allport St","IL",60271,58,"60608","Chicago, IL 60608",0,TRUE,"US",0.51888376,0,"thalia-hall","Chicago, IL","Thalia Hall","Chicago","America/Chicago","https://seatgeek.com/venues/thalia-hall/tickets",41.8577,-87.6575,NA,NA,NA
"43","2018-10-17_08.21.17","Green Bay Packers at New England Patriots","Packers at Patriots",FALSE,4347089,"normal",FALSE,"","2018-04-20T00:00:00","nfl","2018-11-05T05:20:00","2018-11-04T20:20:00","2018-04-20T00:47:49",1.011,"2018-11-05T01:20:00",0.971,FALSE,FALSE,"https://seatgeek.com/packers-at-patriots-tickets/11-4-2018-foxborough-massachusetts-gillette-stadium/nfl/4347089",NA,669.8737,1789,326,580,899,389,198,"2018-08-24T21:53:39Z",FALSE,"QRCODE","Gillette Stadium","1 Patriot Place","MA",33,11,"02035","Foxborough, MA 02035",0,TRUE,"US",0.8983344,506,"gillette-stadium","Foxborough, MA","Gillette Stadium","Foxborough","America/New_York","https://seatgeek.com/venues/gillette-stadium/tickets",42.0906,-71.2674,"2018-08-22T15:36:58Z",FALSE,"NONE"
"44","2018-10-17_08.21.17","Tennessee Titans at Dallas Cowboys","Titans at Cowboys",FALSE,4327922,"normal",FALSE,"","2018-04-05T00:00:00","nfl","2018-11-06T05:15:00","2018-11-05T19:15:00","2018-04-05T23:08:47",0.959,"2018-11-06T01:15:00",0.932,FALSE,TRUE,"https://seatgeek.com/titans-at-cowboys-tickets/11-5-2018-arlington-texas-at-t-stadium/nfl/4327922",NA,234.11281,2400,NA,180,2689,NA,3652,"2018-10-06T23:29:11Z",FALSE,"QRCODE_TM","AT&T Stadium","1 AT&T Way","TX",4965,17,"76011","Arlington, TX 76011",0,TRUE,"US",0.9751414,623,"at-t-stadium","Arlington, TX","AT&T Stadium","Arlington","America/Chicago","https://seatgeek.com/venues/at-t-stadium/tickets",32.7459,-97.0957,"2018-10-06T23:29:11Z",FALSE,"QRCODE_TM"
"45","2018-10-17_08.21.17","Carolina Panthers at Pittsburgh Steelers","Panthers at Steelers",FALSE,4347075,"normal",FALSE,"","2018-04-20T00:00:00","nfl","2018-11-09T05:20:00","2018-11-08T20:20:00","2018-04-20T00:47:46",0.893,"2018-11-09T01:20:00",0.874,FALSE,FALSE,"https://seatgeek.com/panthers-at-steelers-tickets/11-8-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347075",NA,205.49345,1197,87,154,1930,88,458,"2018-08-24T21:53:39Z",FALSE,"QRCODE","Heinz Field","100 Art Rooney Avenue","PA",1119,7,"15212","Pittsburgh, PA 15212",0,TRUE,"US",0.9033526,508,"heinz-field","Pittsburgh, PA","Heinz Field","Pittsburgh","America/New_York","https://seatgeek.com/venues/heinz-field/tickets",40.4468,-80.0158,"2018-10-04T12:42:28Z",FALSE,"QRCODE"
"46","2018-10-17_08.21.17","New England Patriots at Tennessee Titans","Patriots at Titans",FALSE,4346990,"normal",FALSE,"","2018-04-20T00:00:00","nfl","2018-11-11T21:00:00","2018-11-11T12:00:00","2018-04-20T00:47:30",0.947,"2018-11-11T17:00:00",0.912,FALSE,FALSE,"https://seatgeek.com/patriots-at-titans-tickets/11-11-2018-nashville-tennessee-nissan-stadium/nfl/4346990",NA,561.7164,2443,252,479,1074,247,275,"2018-08-24T21:53:40Z",FALSE,"QRCODE","Nissan Stadium","1 Titans Way","TN",1126,16,"37213","Nashville, TN 37213",0,TRUE,"US",0.8546275,659,"nissan-stadium","Nashville, TN","Nissan Stadium","Nashville","America/New_York","https://seatgeek.com/venues/nissan-stadium/tickets",36.1665,-86.7713,"2015-10-19T15:09:39Z",FALSE,"NONE"
"47","2018-10-17_08.21.17","Detroit Lions at Chicago Bears","Lions at Bears",FALSE,4347006,"normal",FALSE,"","2018-04-20T00:00:00","nfl","2018-11-11T22:00:00","2018-11-11T12:00:00","2018-04-20T00:47:32",0.92,"2018-11-11T18:00:00",0.892,FALSE,FALSE,"https://seatgeek.com/lions-at-bears-tickets/11-11-2018-chicago-illinois-soldier-field/nfl/4347006",NA,394.11008,1197,137,372,1074,208,109,"2018-08-24T21:53:40Z",FALSE,"QRCODE","Soldier Field","1410 S. Museum Campus Drive","IL",31,8,"60605","Chicago, IL 60605",0,TRUE,"US",0.940013,602,"soldier-field","Chicago, IL","Soldier Field","Chicago","America/Chicago","https://seatgeek.com/venues/soldier-field/tickets",41.8623,-87.6159,"2018-06-02T00:44:08Z",FALSE,"NONE"
"48","2018-10-17_08.21.17","New Orleans Saints at Cincinnati Bengals","Saints at Bengals",FALSE,4347040,"normal",FALSE,"","2018-04-20T00:00:00","nfl","2018-11-11T22:00:00","2018-11-11T13:00:00","2018-04-20T00:47:40",0.893,"2018-11-11T18:00:00",0.871,FALSE,FALSE,"https://seatgeek.com/saints-at-bengals-tickets/11-11-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347040",NA,165.17188,10755,62,121,783,62,384,"2018-08-24T21:53:40Z",FALSE,"QRCODE","Paul Brown Stadium","1 Paul Brown Stadium","OH",1124,5,"45202","Cincinnati, OH 45202",0,TRUE,"US",0.86166537,515,"paul-brown-stadium","Cincinnati, OH","Paul Brown Stadium","Cincinnati","America/New_York","https://seatgeek.com/venues/paul-brown-stadium/tickets",39.0961,-84.5177,"2015-10-09T16:14:37Z",FALSE,"QRCODE_TM"
