"","timestamp","score","datetime_local","url","datetime_utc","date_tbd","announce_date","time_tbd","title","description","type","popularity","is_open","short_title","status","created_at","visible_until_utc","id","datetime_tbd","general_admission","median_price","lowest_price_good_deals","visible_listing_count","average_price","listing_count","highest_price","lowest_price","employee_only","method","created_at","score","url","timezone","metro_code","extended_address","country","display_location","popularity","address","slug","has_upcoming_events","city","state","name_v2","name","postal_code","num_upcoming_events","id","lat","lon","employee_only","method","created_at"
"30","2018-10-15_08.10.38",0.931,"2018-11-01T17:20:00","https://seatgeek.com/raiders-at-49ers-tickets/11-1-2018-santa-clara-california-levi-s-stadium/nfl/4347131","2018-11-02T00:20:00",FALSE,"2018-04-20T00:00:00",FALSE,"Oakland Raiders at San Francisco 49ers","","nfl",0.904,FALSE,"Raiders at 49ers","normal","2018-04-20T00:47:57","2018-11-02T04:20:00",4347131,FALSE,NA,360,195,2043,382.36884,629,1304,195,FALSE,"QRCODE","2018-08-24T21:53:39Z",0.95768774,"https://seatgeek.com/venues/levi-s-stadium/tickets","America/Los_Angeles",0,"Santa Clara, CA 95054","US","Santa Clara, CA",0,"4900 Marie P DeBartolo Way","levi-s-stadium",TRUE,"Santa Clara","CA","Levi's Stadium","Levi's Stadium","95054",10,58670,37.4023,-121.969,FALSE,"QRCODE_TM","2015-07-10T00:00:00Z"
"31","2018-10-15_08.10.38",0.337,"2018-11-03T13:00:00","https://seatgeek.com/texas-tech-red-raiders-at-kansas-jayhawks-womens-volleyball-tickets/sport/2018-11-03-1-pm/4466234","2018-11-03T18:00:00",FALSE,"2018-07-28T00:00:00",FALSE,"Texas Tech Red Raiders at Kansas Jayhawks Women's Volleyball","","sports",0.454,FALSE,"Texas Tech Red Raiders at Kansas Jayhawks Women's Volleyball","normal","2018-07-28T16:00:52","2018-11-03T22:00:00",4466234,FALSE,NA,82,NA,1,82,1,82,82,NA,NA,NA,0.56565154,"https://seatgeek.com/venues/horejsi-center/tickets","America/Chicago",0,"Lawrence, ","","Lawrence",0,"1550 Allen Fieldhhouse Dr","horejsi-center",TRUE,"Lawrence",NA,"Horejsi Center","Horejsi Center","66045",4,74230,38.9535,-95.2532,NA,NA,NA
"32","2018-10-15_08.10.38",0.486,"2018-11-03T14:00:00","https://seatgeek.com/south-alabama-jaguars-at-arkansas-state-red-wolves-football-tickets/ncaa-football/2018-11-03-2-pm/4281935","2018-11-03T19:00:00",FALSE,"2018-02-28T00:00:00",FALSE,"South Alabama Jaguars at Arkansas State Red Wolves Football","","ncaa_football",0.571,FALSE,"South Alabama at Arkansas State","normal","2018-02-28T15:00:09","2018-11-03T23:00:00",4281935,FALSE,NA,44,NA,96,42.021053,95,60,23,NA,NA,NA,0.47753516,"https://seatgeek.com/venues/centennial-bank-stadium-1/tickets","America/Chicago",0,"Jonesboro, AR 72401","US","Jonesboro, AR",0,"2180 Aggie Rd","centennial-bank-stadium-1",TRUE,"Jonesboro","AR","Centennial Bank Stadium","Centennial Bank Stadium","72401",2,8896,35.8429,-90.6797,NA,NA,NA
"33","2018-10-15_08.10.38",0.851,"2018-11-04T13:00:00","https://seatgeek.com/jets-at-dolphins-tickets/11-4-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347083","2018-11-04T18:00:00",FALSE,"2018-04-20T00:00:00",FALSE,"New York Jets at Miami Dolphins","","nfl",0.838,FALSE,"Jets at Dolphins","normal","2018-04-20T00:47:47","2018-11-04T22:00:00",4347083,FALSE,NA,203,86,1504,210.67902,81,899,92,FALSE,"QRCODE","2018-08-24T21:53:39Z",0.8378203,"https://seatgeek.com/venues/hard-rock-stadium/tickets","America/New_York",528,"Miami Gardens, FL 33056","US","Miami Gardens, FL",0,"347 Don Shula Dr.","hard-rock-stadium",TRUE,"Miami Gardens","FL","Hard Rock Stadium","Hard Rock Stadium","33056",32,29,25.96,-80.24,FALSE,"NONE","2017-10-03T18:58:44Z"
"34","2018-10-15_08.10.38",0.862,"2018-11-04T12:00:00","https://seatgeek.com/lions-at-vikings-tickets/11-4-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347140","2018-11-04T18:00:00",FALSE,"2018-04-20T00:00:00",FALSE,"Detroit Lions at Minnesota Vikings","","nfl",0.851,FALSE,"Lions at Vikings","normal","2018-04-20T01:04:05","2018-11-04T22:00:00",4347140,FALSE,NA,242,121,1436,285.4401,434,1267,123,FALSE,"QRCODE","2018-08-24T21:53:39Z",0.88524246,"https://seatgeek.com/venues/u-s-bank-stadium/tickets","America/Chicago",0,"Minneapolis, MN 55415","US","Minneapolis, MN",0,"900 South 5th Street","u-s-bank-stadium",TRUE,"Minneapolis","MN","U.S. Bank Stadium","U.S. Bank Stadium","55415",14,218451,44.97,-93.26,FALSE,"NONE","2018-08-22T15:34:15Z"
"35","2018-10-15_08.10.38",0.825,"2018-11-04T13:00:00","https://seatgeek.com/chiefs-at-browns-tickets/11-4-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346997","2018-11-04T18:00:00",FALSE,"2018-04-20T00:00:00",FALSE,"Kansas City Chiefs at Cleveland Browns","","nfl",0.824,FALSE,"Chiefs at Browns","normal","2018-04-20T00:47:31","2018-11-04T22:00:00",4346997,FALSE,NA,104,54,1278,125.31494,743,425,58,FALSE,"QRCODE","2018-08-24T21:53:39Z",0.86852187,"https://seatgeek.com/venues/firstenergy-stadium-15/tickets","America/New_York",510,"Cleveland, OH 44114","US","Cleveland, OH",0,"100 Alfred Lerner Way","firstenergy-stadium-15",TRUE,"Cleveland","OH","FirstEnergy Stadium","FirstEnergy Stadium","44114",5,1123,41.5065,-81.7,FALSE,"NONE","2015-11-11T20:55:31Z"
"36","2018-10-15_08.10.38",0.844,"2018-11-04T13:00:00","https://seatgeek.com/steelers-at-ravens-tickets/11-4-2018-baltimore-maryland-m-t-bank-stadium/nfl/4347069","2018-11-04T18:00:00",FALSE,"2018-04-20T00:00:00",FALSE,"Pittsburgh Steelers at Baltimore Ravens","","nfl",0.834,FALSE,"Steelers at Ravens","normal","2018-04-20T00:47:45","2018-11-04T22:00:00",4347069,FALSE,NA,209,120,1501,260.83746,363,835,120,FALSE,"QRCODE","2018-08-24T21:53:39Z",0.8927189,"https://seatgeek.com/venues/m-t-bank-stadium/tickets","America/New_York",512,"Baltimore, MD 21230","US","Baltimore, MD",0,"1101 Russell St","m-t-bank-stadium",TRUE,"Baltimore","MD","M&T Bank Stadium","M&T Bank Stadium","21230",6,1121,39.2774,-76.623,FALSE,"QRCODE_TM","2015-08-04T00:00:00Z"
"37","2018-10-15_08.10.38",0.881,"2018-11-04T13:00:00","https://seatgeek.com/falcons-at-redskins-tickets/11-4-2018-landover-maryland-fedex-field/nfl/4346937","2018-11-04T18:00:00",FALSE,"2018-04-20T00:00:00",FALSE,"Atlanta Falcons at Washington Redskins","","nfl",0.868,FALSE,"Falcons at Redskins","normal","2018-04-20T00:47:17","2018-11-04T22:00:00",4346937,FALSE,NA,145,79,1101,167.56837,468,407,79,FALSE,"QRCODE","2018-08-24T21:53:39Z",0.9333444,"https://seatgeek.com/venues/fedex-field/tickets","America/New_York",511,"Landover, MD 20785","US","Landover, MD",0,"1600 Fedex Way","fedex-field",TRUE,"Landover","MD","FedEx Field","FedEx Field","20785",5,35,38.9071,-76.8658,FALSE,"QRCODE_TM","2015-09-12T14:13:58Z"
"38","2018-10-15_08.10.38",0.839,"2018-11-04T13:00:00","https://seatgeek.com/bears-at-bills-tickets/11-4-2018-orchard-park-new-york-new-era-field/nfl/4347061","2018-11-04T18:00:00",FALSE,"2018-04-20T00:00:00",FALSE,"Chicago Bears at Buffalo Bills","","nfl",0.832,FALSE,"Bears at Bills","normal","2018-04-20T00:47:43","2018-11-04T22:00:00",4347061,FALSE,NA,128,63,1167,161.95615,456,715,66,FALSE,"QRCODE","2018-08-24T21:53:39Z",0.8815085,"https://seatgeek.com/venues/new-era-field/tickets","America/New_York",514,"Orchard Park, NY 14127","US","Orchard Park, NY",0,"1 Bills Drive","new-era-field",TRUE,"Orchard Park","NY","New Era Field","New Era Field","14127",6,1135,42.7737,-78.7874,FALSE,"QRCODE_TM","2015-08-12T16:52:53Z"
"39","2018-10-15_08.10.38",0.822,"2018-11-04T13:00:00","https://seatgeek.com/buccaneers-at-panthers-tickets/11-4-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347033","2018-11-04T18:00:00",FALSE,"2018-04-20T00:00:00",FALSE,"Tampa Bay Buccaneers at Carolina Panthers","","nfl",0.817,FALSE,"Buccaneers at Panthers","normal","2018-04-20T00:47:38","2018-11-04T22:00:00",4347033,FALSE,NA,170,78,1539,203.32024,331,854,78,FALSE,"QRCODE","2018-08-24T21:53:39Z",0.8968222,"https://seatgeek.com/venues/bank-of-america-stadium/tickets","America/New_York",517,"Charlotte, NC 28202","US","Charlotte, NC",0,"800 South Mint Street","bank-of-america-stadium",TRUE,"Charlotte","NC","Bank of America Stadium","Bank of America Stadium","28202",9,1122,35.2243,-80.8524,FALSE,"QRCODE_TM","2015-09-25T18:23:51Z"
"40","2018-10-15_08.10.38",0.86,"2018-11-04T13:05:00","https://seatgeek.com/chargers-at-seahawks-tickets/11-4-2018-seattle-washington-centurylink-field/nfl/4347127","2018-11-04T21:05:00",FALSE,"2018-04-20T00:00:00",FALSE,"Los Angeles Chargers at Seattle Seahawks","","nfl",0.847,FALSE,"Chargers at Seahawks","normal","2018-04-20T00:47:56","2018-11-05T01:05:00",4347127,FALSE,NA,345,126,1626,362.3816,152,874,173,FALSE,"QRCODE","2018-08-24T21:53:39Z",0.87232786,"https://seatgeek.com/venues/centurylink-field/tickets","America/Los_Angeles",819,"Seattle, WA 98134","US","Seattle, WA",0,"800 Occidental Ave S","centurylink-field",TRUE,"Seattle","WA","CenturyLink Field","CenturyLink Field","98134",8,339,47.6,-122.33,FALSE,"QRCODE","2018-03-02T22:54:54Z"
"41","2018-10-15_08.10.38",0.829,"2018-11-04T14:05:00","https://seatgeek.com/texans-at-broncos-tickets/11-4-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347141","2018-11-04T21:05:00",FALSE,"2018-04-20T00:00:00",FALSE,"Houston Texans at Denver Broncos","","nfl",0.826,FALSE,"Texans at Broncos","normal","2018-04-20T01:04:05","2018-11-05T01:05:00",4347141,FALSE,NA,289,119,1461,2880.1545,97,123582,135,FALSE,"QRCODE","2018-08-24T21:53:39Z",0.9028296,"https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets","America/Denver",751,"Denver, CO 80204","US","Denver, CO",0,"1701 Bryant St.","sports-authority-field-at-mile-high",TRUE,"Denver","CO","Sports Authority Field at Mile High","Sports Authority Field at Mile High","80204",6,1131,39.74,-105.02,FALSE,"QRCODE_TM","2015-08-07T18:39:02Z"
"42","2018-10-15_08.10.38",0.829,"2018-11-04T15:25:00","https://seatgeek.com/rams-at-saints-tickets/11-4-2018-new-orleans-louisiana-mercedes-benz-superdome/nfl/4346970","2018-11-04T21:25:00",FALSE,"2018-04-20T00:00:00",FALSE,"Los Angeles Rams at New Orleans Saints","","nfl",0.828,TRUE,"Rams at Saints","normal","2018-04-20T00:47:25","2018-11-05T01:25:00",4346970,FALSE,NA,270,88,849,288.1299,916,1800,88,FALSE,"QRCODE","2018-05-29T20:39:08Z",0.8966978,"https://seatgeek.com/venues/mercedes-benz-superdome/tickets","America/Chicago",622,"New Orleans, LA 70112","US","New Orleans, LA",0,"1500 Sugar Bowl Drive","mercedes-benz-superdome",TRUE,"New Orleans","LA","Mercedes-Benz Superdome","Mercedes-Benz Superdome","70112",15,128,29.9515,-90.0786,FALSE,"QRCODE_TM","2018-08-27T20:46:59Z"
"43","2018-10-15_08.10.38",0.499,"2018-11-04T19:00:00","https://seatgeek.com/alex-g-tickets/chicago-illinois-thalia-hall-2018-11-04-7-pm/concert/4494650","2018-11-05T01:00:00",FALSE,"2018-08-23T00:00:00",FALSE,"Alex G","","concert",0.574,FALSE,"Alex G","normal","2018-08-23T19:51:10","2018-11-05T05:00:00",4494650,FALSE,TRUE,67,NA,1,127.47619,21,584,49,NA,NA,NA,0.51888376,"https://seatgeek.com/venues/thalia-hall/tickets","America/Chicago",0,"Chicago, IL 60608","US","Chicago, IL",0,"1807 S Allport St","thalia-hall",TRUE,"Chicago","IL","Thalia Hall","Thalia Hall","60608",57,60271,41.8577,-87.6575,NA,NA,NA
"44","2018-10-15_08.10.38",0.936,"2018-11-04T20:20:00","https://seatgeek.com/packers-at-patriots-tickets/11-4-2018-foxborough-massachusetts-gillette-stadium/nfl/4347089","2018-11-05T01:20:00",FALSE,"2018-04-20T00:00:00",FALSE,"Green Bay Packers at New England Patriots","","nfl",0.908,FALSE,"Packers at Patriots","normal","2018-04-20T00:47:49","2018-11-05T05:20:00",4347089,FALSE,NA,570,326,858,652.33716,175,1789,376,FALSE,"QRCODE","2018-08-24T21:53:39Z",0.8983344,"https://seatgeek.com/venues/gillette-stadium/tickets","America/New_York",506,"Foxborough, MA 02035","US","Foxborough, MA",0,"1 Patriot Place","gillette-stadium",TRUE,"Foxborough","MA","Gillette Stadium","Gillette Stadium","02035",11,33,42.0906,-71.2674,FALSE,"NONE","2018-08-22T15:36:58Z"
"45","2018-10-15_08.10.38",0.902,"2018-11-05T19:15:00","https://seatgeek.com/titans-at-cowboys-tickets/11-5-2018-arlington-texas-at-t-stadium/nfl/4327922","2018-11-06T01:15:00",FALSE,"2018-04-05T00:00:00",FALSE,"Tennessee Titans at Dallas Cowboys","","nfl",0.883,TRUE,"Titans at Cowboys","normal","2018-04-05T23:08:47","2018-11-06T05:15:00",4327922,FALSE,NA,180,NA,2557,232.85411,3482,2400,NA,FALSE,"QRCODE_TM","2018-10-06T23:29:11Z",0.9751414,"https://seatgeek.com/venues/at-t-stadium/tickets","America/Chicago",623,"Arlington, TX 76011","US","Arlington, TX",0,"1 AT&T Way","at-t-stadium",TRUE,"Arlington","TX","AT&T Stadium","AT&T Stadium","76011",16,4965,32.7459,-97.0957,FALSE,"QRCODE_TM","2018-10-06T23:29:11Z"
"46","2018-10-15_08.10.38",0.842,"2018-11-08T20:20:00","https://seatgeek.com/panthers-at-steelers-tickets/11-8-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347075","2018-11-09T01:20:00",FALSE,"2018-04-20T00:00:00",FALSE,"Carolina Panthers at Pittsburgh Steelers","","nfl",0.828,FALSE,"Panthers at Steelers","normal","2018-04-20T00:47:46","2018-11-09T05:20:00",4347075,FALSE,NA,155,86,1933,207.79324,474,1197,86,FALSE,"QRCODE","2018-08-24T21:53:39Z",0.9033526,"https://seatgeek.com/venues/heinz-field/tickets","America/New_York",508,"Pittsburgh, PA 15212","US","Pittsburgh, PA",0,"100 Art Rooney Avenue","heinz-field",TRUE,"Pittsburgh","PA","Heinz Field","Heinz Field","15212",7,1119,40.4468,-80.0158,FALSE,"QRCODE","2018-10-04T12:42:28Z"
"47","2018-10-15_08.10.38",0.886,"2018-11-11T12:00:00","https://seatgeek.com/patriots-at-titans-tickets/11-11-2018-nashville-tennessee-nissan-stadium/nfl/4346990","2018-11-11T17:00:00",FALSE,"2018-04-20T00:00:00",FALSE,"New England Patriots at Tennessee Titans","","nfl",0.86,FALSE,"Patriots at Titans","normal","2018-04-20T00:47:30","2018-11-11T21:00:00",4346990,FALSE,NA,464,235,1067,542.993,284,2448,235,FALSE,"QRCODE","2018-08-24T21:53:40Z",0.8546275,"https://seatgeek.com/venues/nissan-stadium/tickets","America/New_York",659,"Nashville, TN 37213","US","Nashville, TN",0,"1 Titans Way","nissan-stadium",TRUE,"Nashville","TN","Nissan Stadium","Nissan Stadium","37213",16,1126,36.1665,-86.7713,FALSE,"NONE","2015-10-19T15:09:39Z"
"48","2018-10-15_08.10.38",0.864,"2018-11-11T12:00:00","https://seatgeek.com/lions-at-bears-tickets/11-11-2018-chicago-illinois-soldier-field/nfl/4347006","2018-11-11T18:00:00",FALSE,"2018-04-20T00:00:00",FALSE,"Detroit Lions at Chicago Bears","","nfl",0.843,FALSE,"Lions at Bears","normal","2018-04-20T00:47:32","2018-11-11T22:00:00",4347006,FALSE,NA,347,137,1091,388.85577,104,1196,184,FALSE,"QRCODE","2018-08-24T21:53:40Z",0.940013,"https://seatgeek.com/venues/soldier-field/tickets","America/Chicago",602,"Chicago, IL 60605","US","Chicago, IL",0,"1410 S. Museum Campus Drive","soldier-field",TRUE,"Chicago","IL","Soldier Field","Soldier Field","60605",8,31,41.8623,-87.6159,FALSE,"NONE","2018-06-02T00:44:08Z"
"49","2018-10-15_08.10.38",0.839,"2018-11-11T13:00:00","https://seatgeek.com/saints-at-bengals-tickets/11-11-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347040","2018-11-11T18:00:00",FALSE,"2018-04-20T00:00:00",FALSE,"New Orleans Saints at Cincinnati Bengals","","nfl",0.823,FALSE,"Saints at Bengals","normal","2018-04-20T00:47:40","2018-11-11T22:00:00",4347040,FALSE,NA,119,66,794,161.9077,390,10749,66,FALSE,"QRCODE","2018-08-24T21:53:40Z",0.86166537,"https://seatgeek.com/venues/paul-brown-stadium/tickets","America/New_York",515,"Cincinnati, OH 45202","US","Cincinnati, OH",0,"1 Paul Brown Stadium","paul-brown-stadium",TRUE,"Cincinnati","OH","Paul Brown Stadium","Paul Brown Stadium","45202",5,1124,39.0961,-84.5177,FALSE,"QRCODE_TM","2015-10-09T16:14:37Z"
"50","2018-10-15_08.10.38",0.833,"2018-11-11T12:00:00","https://seatgeek.com/cardinals-at-chiefs-tickets/11-11-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346980","2018-11-11T18:00:00",FALSE,"2018-04-20T00:00:00",FALSE,"Arizona Cardinals at Kansas City Chiefs","","nfl",0.819,FALSE,"Cardinals at Chiefs","normal","2018-04-20T00:47:27","2018-11-11T22:00:00",4346980,FALSE,NA,137,63,1227,161.3048,958,457,63,FALSE,"QRCODE","2018-08-24T21:53:40Z",0.8827867,"https://seatgeek.com/venues/arrowhead-stadium/tickets","America/Chicago",616,"Kansas City, MO 64129","US","Kansas City, MO",0,"1 Arrowhead Drive","arrowhead-stadium",TRUE,"Kansas City","MO","Arrowhead Stadium","Arrowhead Stadium","64129",6,1128,39.0489,-94.4839,FALSE,"QRCODE_TM","2015-08-20T16:20:51Z"
"51","2018-10-15_08.10.38",0.798,"2018-11-11T13:00:00","https://seatgeek.com/jaguars-at-colts-tickets/11-11-2018-indianapolis-indiana-lucas-oil-stadium/nfl/4346958","2018-11-11T18:00:00",FALSE,"2018-04-20T00:00:00",FALSE,"Jacksonville Jaguars at Indianapolis Colts","","nfl",0.795,FALSE,"Jaguars at Colts","normal","2018-04-20T00:47:22","2018-11-11T22:00:00",4346958,FALSE,NA,87,28,1226,105.24567,635,868,28,FALSE,"QRCODE","2018-08-24T21:53:40Z",0.9071682,"https://seatgeek.com/venues/lucas-oil-stadium/tickets","America/Indiana/Indianapolis",527,"Indianapolis, IN 46225","US","Indianapolis, IN",0,"500 South Capitol Avenue","lucas-oil-stadium",TRUE,"Indianapolis","IN","Lucas Oil Stadium","Lucas Oil Stadium","46225",12,1130,39.7601,-86.1639,FALSE,"QRCODE_TM","2018-09-13T22:29:37Z"
"52","2018-10-15_08.10.38",0.828,"2018-11-11T13:00:00","https://seatgeek.com/redskins-at-buccaneers-tickets/11-11-2018-tampa-florida-raymond-james-stadium/nfl/4346930","2018-11-11T18:00:00",FALSE,"2018-04-20T00:00:00",FALSE,"Washington Redskins at Tampa Bay Buccaneers","","nfl",0.813,FALSE,"Redskins at Buccaneers","normal","2018-04-20T00:47:16","2018-11-11T22:00:00",4346930,FALSE,NA,168,78,710,184.92308,13,430,80,FALSE,"QRCODE","2018-08-24T21:53:40Z",0.86513025,"https://seatgeek.com/venues/raymond-james-stadium/tickets","America/New_York",539,"Tampa, FL 33607","US","Tampa, FL",0,"4201 North Dale Mabry Highway","raymond-james-stadium",TRUE,"Tampa","FL","Raymond James Stadium","Raymond James Stadium","33607",14,39,27.9753,-82.5034,FALSE,"QRCODE_TM","2015-08-24T14:44:53Z"
"53","2018-10-15_08.10.38",0.872,"2018-11-11T13:00:00","https://seatgeek.com/bills-at-jets-tickets/11-11-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4347060","2018-11-11T18:00:00",FALSE,"2018-04-20T00:00:00",FALSE,"Buffalo Bills at New York Jets","","nfl",0.848,FALSE,"Bills at Jets","normal","2018-04-20T00:47:43","2018-11-11T22:00:00",4347060,FALSE,NA,142,48,1531,169.16899,787,942,49,FALSE,"QRCODE","2018-08-24T21:53:40Z",0.94873494,"https://seatgeek.com/venues/metlife-stadium/tickets","America/New_York",501,"East Rutherford, NJ 07073","US","East Rutherford, NJ",0,"1 MetLife Stadium Drive","metlife-stadium",TRUE,"East Rutherford","NJ","MetLife Stadium","MetLife Stadium","07073",12,1587,40.8142,-74.0737,FALSE,"QRCODE_TM","2015-09-12T14:14:07Z"
"54","2018-10-15_08.10.38",0.821,"2018-11-11T13:00:00","https://seatgeek.com/falcons-at-browns-tickets/11-11-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346996","2018-11-11T18:00:00",FALSE,"2018-04-20T00:00:00",FALSE,"Atlanta Falcons at Cleveland Browns","","nfl",0.813,FALSE,"Falcons at Browns","normal","2018-04-20T00:47:31","2018-11-11T22:00:00",4346996,FALSE,NA,100,47,1395,121.2679,866,1172,55,FALSE,"QRCODE","2018-08-24T21:53:40Z",0.86852187,"https://seatgeek.com/venues/firstenergy-stadium-15/tickets","America/New_York",510,"Cleveland, OH 44114","US","Cleveland, OH",0,"100 Alfred Lerner Way","firstenergy-stadium-15",TRUE,"Cleveland","OH","FirstEnergy Stadium","FirstEnergy Stadium","44114",5,1123,41.5065,-81.7,FALSE,"NONE","2015-11-11T20:55:31Z"
"55","2018-10-15_08.10.38",0.864,"2018-11-11T12:00:00","https://seatgeek.com/dolphins-at-packers-tickets/11-11-2018-green-bay-wisconsin-lambeau-field/nfl/4346912","2018-11-11T18:00:00",FALSE,"2018-04-20T00:00:00",FALSE,"Miami Dolphins at Green Bay Packers","","nfl",0.85,FALSE,"Dolphins at Packers","normal","2018-04-20T00:47:13","2018-11-11T22:00:00",4346912,FALSE,NA,382,181,667,383.89816,108,659,233,FALSE,"QRCODE","2018-08-24T21:53:40Z",0.92909414,"https://seatgeek.com/venues/lambeau-field/tickets","America/Chicago",658,"Green Bay, WI 54304","US","Green Bay, WI",0,"1265 Lombardi Avenue","lambeau-field",TRUE,"Green Bay","WI","Lambeau Field","Lambeau Field","54304",5,1125,44.5013,-88.0622,FALSE,"QRCODE_TM","2015-09-02T22:43:34Z"
"56","2018-10-15_08.10.38",0.829,"2018-11-11T13:05:00","https://seatgeek.com/chargers-at-raiders-tickets/11-11-2018-oakland-california-oakland-alameda-county-coliseum/nfl/4347130","2018-11-11T21:05:00",FALSE,"2018-04-20T00:00:00",FALSE,"Los Angeles Chargers at Oakland Raiders","","nfl",0.815,FALSE,"Chargers at Raiders","normal","2018-04-20T00:47:56","2018-11-12T01:05:00",4347130,FALSE,NA,182,77,1592,192.34174,436,497,79,FALSE,"QRCODE","2018-08-24T21:53:40Z",0.7817843,"https://seatgeek.com/venues/oakland-alameda-county-coliseum/tickets","America/Los_Angeles",807,"Oakland, CA 94621","US","Oakland, CA",0,"7000 Coliseum Way","oakland-alameda-county-coliseum",TRUE,"Oakland","CA","Oakland-Alameda County Coliseum","Oakland-Alameda County Coliseum","94621",9,14,37.7469,-122.201,FALSE,"PDF417","2015-06-24T00:00:00Z"
"57","2018-10-15_08.10.38",0.832,"2018-11-11T13:25:00","https://seatgeek.com/seahawks-at-rams-tickets/11-11-2018-los-angeles-california-los-angeles-memorial-coliseum-1/nfl/4346920","2018-11-11T21:25:00",FALSE,"2018-04-20T00:00:00",FALSE,"Seattle Seahawks at Los Angeles Rams","","nfl",0.817,FALSE,"Seahawks at Rams","normal","2018-04-20T00:47:14","2018-11-12T01:25:00",4346920,FALSE,NA,180,68,1504,230.25748,435,923,87,FALSE,"QRCODE","2018-08-24T21:53:40Z",0.86898464,"https://seatgeek.com/venues/los-angeles-memorial-coliseum-1/tickets","America/Los_Angeles",0,"Los Angeles, CA 90037","US","Los Angeles, CA",0,"3911 S Figueroa St","los-angeles-memorial-coliseum-1",TRUE,"Los Angeles","CA","Los Angeles Memorial Coliseum","Los Angeles Memorial Coliseum","90037",8,51012,34.0138,-118.288,FALSE,"QRCODE","2018-08-23T17:59:28Z"
"58","2018-10-15_08.10.38",0.44,"2018-11-11T19:00:00","https://seatgeek.com/alex-g-with-half-waif-tickets/tampa-florida-crowbar-2-2018-11-11-7-pm/concert/4500554","2018-11-12T00:00:00",FALSE,"2018-08-23T00:00:00",FALSE,"Alex G with Half Waif","","concert",0.518,FALSE,"Alex G with Half Waif","normal","2018-08-23T20:13:51","2018-11-12T04:00:00",4500554,FALSE,TRUE,113,NA,1,199.8,10,584,102,NA,NA,NA,0.42424366,"https://seatgeek.com/venues/crowbar-2/tickets","America/New_York",539,"Tampa, FL 33605","US","Tampa, FL",0,"1812 North 17th Street","crowbar-2",TRUE,"Tampa","FL","Crowbar","Crowbar","33605",30,3160,27.9608,-82.4406,NA,NA,NA
"59","2018-10-15_08.10.38",0.902,"2018-11-11T20:20:00","https://seatgeek.com/cowboys-at-eagles-tickets/11-11-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4347031","2018-11-12T01:20:00",FALSE,"2018-04-20T00:00:00",FALSE,"Dallas Cowboys at Philadelphia Eagles","","nfl",0.871,FALSE,"Cowboys at Eagles","normal","2018-04-20T00:47:38","2018-11-12T05:20:00",4347031,FALSE,NA,421,185,1546,470.35464,313,1346,199,FALSE,"QRCODE","2018-08-24T21:53:40Z",0.90542686,"https://seatgeek.com/venues/lincoln-financial-field/tickets","America/New_York",504,"Philadelphia, PA 19148","US","Philadelphia, PA",0,"1020 Pattison Ave","lincoln-financial-field",TRUE,"Philadelphia","PA","Lincoln Financial Field","Lincoln Financial Field","19148",13,330,39.9046,-75.1675,FALSE,"QRCODE_TM","2015-07-10T00:00:00Z"
"60","2018-10-15_08.10.38",0.875,"2018-11-12T17:15:00","https://seatgeek.com/giants-at-49ers-tickets/11-12-2018-santa-clara-california-levi-s-stadium/nfl/4347117","2018-11-13T01:15:00",FALSE,"2018-04-20T00:00:00",FALSE,"New York Giants at San Francisco 49ers","","nfl",0.85,FALSE,"Giants at 49ers","normal","2018-04-20T00:47:54","2018-11-13T05:15:00",4347117,FALSE,NA,132,46,2210,157.13142,1050,5663,50,FALSE,"QRCODE","2018-08-24T21:53:40Z",0.95768774,"https://seatgeek.com/venues/levi-s-stadium/tickets","America/Los_Angeles",0,"Santa Clara, CA 95054","US","Santa Clara, CA",0,"4900 Marie P DeBartolo Way","levi-s-stadium",TRUE,"Santa Clara","CA","Levi's Stadium","Levi's Stadium","95054",10,58670,37.4023,-121.969,FALSE,"QRCODE_TM","2015-07-10T00:00:00Z"
"61","2018-10-15_08.10.38",0.904,"2018-11-15T17:20:00","https://seatgeek.com/packers-at-seahawks-tickets/11-15-2018-seattle-washington-centurylink-field/nfl/4347126","2018-11-16T01:20:00",FALSE,"2018-04-20T00:00:00",FALSE,"Green Bay Packers at Seattle Seahawks","","nfl",0.871,FALSE,"Packers at Seahawks","normal","2018-04-20T00:47:56","2018-11-16T05:20:00",4347126,FALSE,NA,452,207,1461,546.6233,146,1597,250,FALSE,"QRCODE","2018-08-24T21:53:40Z",0.87232786,"https://seatgeek.com/venues/centurylink-field/tickets","America/Los_Angeles",819,"Seattle, WA 98134","US","Seattle, WA",0,"800 Occidental Ave S","centurylink-field",TRUE,"Seattle","WA","CenturyLink Field","CenturyLink Field","98134",8,339,47.6,-122.33,FALSE,"QRCODE","2018-03-02T22:54:54Z"
