"","timestamp","id","is_open","type","score","announce_date","title","visible_until_utc","time_tbd","datetime_local","date_tbd","status","description","datetime_tbd","datetime_utc","url","created_at","popularity","short_title","general_admission","median_price","listing_count","lowest_price","highest_price","lowest_price_good_deals","average_price","visible_listing_count","employee_only","created_at","method","timezone","has_upcoming_events","id","postal_code","metro_code","extended_address","state","score","display_location","city","slug","address","num_upcoming_events","name_v2","url","country","popularity","name","lat","lon","employee_only","created_at","method"
"11","2018-10-08_08.35.56",4347145,FALSE,"nfl",0.896,"2018-04-20T00:00:00","Arizona Cardinals at Minnesota Vikings","2018-10-14T21:00:00",FALSE,"2018-10-14T12:00:00",FALSE,"normal","",FALSE,"2018-10-14T17:00:00","https://seatgeek.com/cardinals-at-vikings-tickets/10-14-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347145","2018-04-20T01:04:06",0.868,"Cardinals at Vikings",NA,239,380,109,994,109,281.38684,485,FALSE,"2018-08-24T21:53:38Z","QRCODE","America/Chicago",TRUE,218451,"55415",0,"Minneapolis, MN 55415","MN",0.88524246,"Minneapolis, MN","Minneapolis","u-s-bank-stadium","401 Chicago Avenue",15,"U.S. Bank Stadium","https://seatgeek.com/venues/u-s-bank-stadium/tickets","US",0,"U.S. Bank Stadium",44.97,-93.26,FALSE,"2018-08-22T15:34:15Z","NONE"
"12","2018-10-08_08.35.56",4347019,FALSE,"nfl",0.88,"2018-04-20T00:00:00","Buffalo Bills at Houston Texans","2018-10-14T21:00:00",FALSE,"2018-10-14T12:00:00",FALSE,"normal","",FALSE,"2018-10-14T17:00:00","https://seatgeek.com/bills-at-texans-tickets/10-14-2018-houston-texas-nrg-stadium/nfl/4347019","2018-04-20T00:47:36",0.86,"Bills at Texans",NA,144,576,45,630,45,163.38889,836,FALSE,"2018-08-24T21:53:35Z","QRCODE","America/Chicago",TRUE,41,"77054",618,"Houston, TX 77054","TX",0.8624192,"Houston, TX","Houston","nrg-stadium","1 Reliant Park",42,"NRG Stadium","https://seatgeek.com/venues/nrg-stadium/tickets","US",0,"NRG Stadium",29.6847,-95.4107,FALSE,"2015-11-04T18:42:27Z","QRCODE_TM"
"13","2018-10-08_08.35.56",4346991,FALSE,"nfl",0.854,"2018-04-20T00:00:00","Baltimore Ravens at Tennessee Titans","2018-10-14T23:25:00",FALSE,"2018-10-14T15:25:00",FALSE,"normal","",FALSE,"2018-10-14T19:25:00","https://seatgeek.com/ravens-at-titans-tickets/10-14-2018-nashville-tennessee-nissan-stadium/nfl/4346991","2018-04-20T00:47:30",0.841,"Ravens at Titans",NA,205,221,74,544,74,220.58824,405,FALSE,"2018-08-24T21:53:35Z","QRCODE","America/New_York",TRUE,1126,"37213",659,"Nashville, TN 37213","TN",0.8546275,"Nashville, TN","Nashville","nissan-stadium","1 Titans Way",15,"Nissan Stadium","https://seatgeek.com/venues/nissan-stadium/tickets","US",0,"Nissan Stadium",36.1665,-86.7713,FALSE,"2015-10-19T15:09:39Z","NONE"
"14","2018-10-08_08.35.56",4347138,FALSE,"nfl",0.885,"2018-04-20T00:00:00","Los Angeles Rams at Denver Broncos","2018-10-15T00:05:00",FALSE,"2018-10-14T14:05:00",FALSE,"normal","",FALSE,"2018-10-14T20:05:00","https://seatgeek.com/rams-at-broncos-tickets/10-14-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347138","2018-04-20T01:04:04",0.866,"Rams at Broncos",NA,262,107,140,975,140,314.82242,650,FALSE,"2018-08-24T21:53:38Z","QRCODE","America/Denver",TRUE,1131,"80204",751,"Denver, CO 80204","CO",0.9028296,"Denver, CO","Denver","sports-authority-field-at-mile-high","1701 Bryant St.",6,"Sports Authority Field at Mile High","https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets","US",0,"Sports Authority Field at Mile High",39.74,-105.02,FALSE,"2015-08-07T18:39:02Z","QRCODE_TM"
"15","2018-10-08_08.35.56",4327923,TRUE,"nfl",0.951,"2018-04-05T00:00:00","Jacksonville Jaguars at Dallas Cowboys","2018-10-15T00:25:00",FALSE,"2018-10-14T15:25:00",FALSE,"normal","",FALSE,"2018-10-14T20:25:00","https://seatgeek.com/jaguars-at-cowboys-tickets/10-14-2018-arlington-texas-at-t-stadium/nfl/4327923","2018-04-05T23:08:47",0.906,"Jaguars at Cowboys",NA,240,2121,NA,2010,NA,298.77274,1737,FALSE,"2018-10-06T23:29:11Z","QRCODE_TM","America/Chicago",TRUE,4965,"76011",623,"Arlington, TX 76011","TX",0.9751414,"Arlington, TX","Arlington","at-t-stadium","1 AT&T Way",17,"AT&T Stadium","https://seatgeek.com/venues/at-t-stadium/tickets","US",0,"AT&T Stadium",32.7459,-97.0957,FALSE,"2018-10-06T23:29:11Z","QRCODE_TM"
"16","2018-10-08_08.35.56",4347095,FALSE,"nfl",0.938,"2018-04-20T00:00:00","Kansas City Chiefs at New England Patriots","2018-10-15T04:20:00",FALSE,"2018-10-14T20:20:00",FALSE,"normal","",FALSE,"2018-10-15T00:20:00","https://seatgeek.com/chiefs-at-patriots-tickets/10-14-2018-foxborough-massachusetts-gillette-stadium/nfl/4347095","2018-04-20T00:47:50",0.894,"Chiefs at Patriots",NA,343,97,192,1017,192,408.82474,528,FALSE,"2018-08-24T21:53:35Z","QRCODE","America/New_York",TRUE,33,"02035",506,"Foxborough, MA 02035","MA",0.8983344,"Foxborough, MA","Foxborough","gillette-stadium","1 Patriot Place",13,"Gillette Stadium","https://seatgeek.com/venues/gillette-stadium/tickets","US",0,"Gillette Stadium",42.0906,-71.2674,FALSE,"2018-08-22T15:36:58Z","NONE"
"17","2018-10-08_08.35.56",4346914,FALSE,"nfl",0.923,"2018-04-20T00:00:00","San Francisco 49ers at Green Bay Packers","2018-10-16T04:15:00",FALSE,"2018-10-15T19:15:00",FALSE,"normal","",FALSE,"2018-10-16T00:15:00","https://seatgeek.com/49ers-at-packers-tickets/10-15-2018-green-bay-wisconsin-lambeau-field/nfl/4346914","2018-04-20T00:47:13",0.876,"49ers at Packers",NA,247,148,115,537,115,265.77704,451,FALSE,"2018-08-24T21:53:38Z","QRCODE","America/Chicago",TRUE,1125,"54304",658,"Green Bay, WI 54304","WI",0.92909414,"Green Bay, WI","Green Bay","lambeau-field","1265 Lombardi Avenue",5,"Lambeau Field","https://seatgeek.com/venues/lambeau-field/tickets","US",0,"Lambeau Field",44.5013,-88.0622,FALSE,"2015-09-02T22:43:34Z","QRCODE_TM"
"18","2018-10-08_08.35.56",4347102,FALSE,"nfl",0.922,"2018-04-20T00:00:00","Denver Broncos at Arizona Cardinals","2018-10-19T04:20:00",FALSE,"2018-10-18T17:20:00",FALSE,"normal","",FALSE,"2018-10-19T00:20:00","https://seatgeek.com/broncos-at-cardinals-tickets/10-18-2018-glendale-arizona-state-farm-stadium/nfl/4347102","2018-04-20T00:47:51",0.875,"Broncos at Cardinals",NA,145,355,59,487,57,169.73239,621,FALSE,"2018-08-24T21:53:38Z","QRCODE","America/Phoenix",TRUE,43,"85305",753,"Glendale, AZ 85305","AZ",0.93402725,"Glendale, AZ","Glendale","state-farm-stadium","1 Cardinals Drive",8,"State Farm Stadium","https://seatgeek.com/venues/state-farm-stadium/tickets","US",0,"State Farm Stadium",33.5294,-112.262,FALSE,"2015-12-21T17:26:05Z","NONE"
"19","2018-10-08_08.35.56",4471322,FALSE,"sports",0.333,"2018-08-01T00:00:00","Little Rock Trojans at Arkansas State Red Wolves Women's Volleyball","2018-10-21T03:30:00",FALSE,"2018-10-20T18:30:00",FALSE,"normal","",FALSE,"2018-10-20T23:30:00","https://seatgeek.com/little-rock-trojans-at-arkansas-state-red-wolves-womens-volleyball-tickets/sport/2018-10-20-6-30-pm/4471322","2018-08-01T16:01:33",0.454,"Little Rock Trojans at Arkansas State Red Wolves Women's Volleyball",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"2018-08-24T21:53:38Z","QRCODE","America/Chicago",TRUE,4081,"72401",734,"Jonesboro, AR 72401","AR",0.5808074,"Jonesboro, AR","Jonesboro","asu-convocation-center-1","217 Olympic Drive",42,"ASU Convocation Center","https://seatgeek.com/venues/asu-convocation-center-1/tickets","US",0,"ASU Convocation Center",35.8438,-90.6691,NA,NA,NA
"20","2018-10-08_08.35.56",4347008,FALSE,"nfl",0.973,"2018-04-20T00:00:00","New England Patriots at Chicago Bears","2018-10-21T21:00:00",FALSE,"2018-10-21T12:00:00",FALSE,"normal","",FALSE,"2018-10-21T17:00:00","https://seatgeek.com/patriots-at-bears-tickets/10-21-2018-chicago-illinois-soldier-field/nfl/4347008","2018-04-20T00:47:33",0.906,"Patriots at Bears",NA,691,57,376,1481,451,718.4912,404,FALSE,"2018-08-24T21:53:38Z","QRCODE","America/Chicago",TRUE,31,"60605",602,"Chicago, IL 60605","IL",0.940013,"Chicago, IL","Chicago","soldier-field","1410 S. Museum Campus Drive",7,"Soldier Field","https://seatgeek.com/venues/soldier-field/tickets","US",0,"Soldier Field",41.8623,-87.6159,FALSE,"2018-06-02T00:44:08Z","NONE"
"21","2018-10-08_08.35.56",4346960,FALSE,"nfl",0.853,"2018-04-20T00:00:00","Buffalo Bills at Indianapolis Colts","2018-10-21T21:00:00",FALSE,"2018-10-21T13:00:00",FALSE,"normal","",FALSE,"2018-10-21T17:00:00","https://seatgeek.com/bills-at-colts-tickets/10-21-2018-indianapolis-indiana-lucas-oil-stadium/nfl/4346960","2018-04-20T00:47:22",0.82,"Bills at Colts",NA,99,686,31,840,27,107.52624,968,FALSE,"2018-08-24T21:53:38Z","QRCODE","America/Indiana/Indianapolis",TRUE,1130,"46225",527,"Indianapolis, IN 46225","IN",0.9071682,"Indianapolis, IN","Indianapolis","lucas-oil-stadium","500 South Capitol Avenue",11,"Lucas Oil Stadium","https://seatgeek.com/venues/lucas-oil-stadium/tickets","US",0,"Lucas Oil Stadium",39.7601,-86.1639,FALSE,"2018-09-13T22:29:37Z","QRCODE_TM"
"22","2018-10-08_08.35.56",4346975,FALSE,"nfl",0.944,"2018-04-20T00:00:00","Minnesota Vikings at New York Jets","2018-10-21T21:00:00",FALSE,"2018-10-21T13:00:00",FALSE,"normal","",FALSE,"2018-10-21T17:00:00","https://seatgeek.com/vikings-at-jets-tickets/10-21-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346975","2018-04-20T00:47:26",0.884,"Vikings at Jets",NA,179,427,69,1033,69,223.53162,816,FALSE,"2018-08-24T21:53:38Z","QRCODE","America/New_York",TRUE,1587,"07073",501,"East Rutherford, NJ 07073","NJ",0.94873494,"East Rutherford, NJ","East Rutherford","metlife-stadium","1 MetLife Stadium Drive",14,"MetLife Stadium","https://seatgeek.com/venues/metlife-stadium/tickets","US",0,"MetLife Stadium",40.8142,-74.0737,FALSE,"2015-09-12T14:14:07Z","QRCODE_TM"
"23","2018-10-08_08.35.56",4347084,FALSE,"nfl",0.881,"2018-04-20T00:00:00","Detroit Lions at Miami Dolphins","2018-10-21T21:00:00",FALSE,"2018-10-21T13:00:00",FALSE,"normal","",FALSE,"2018-10-21T17:00:00","https://seatgeek.com/lions-at-dolphins-tickets/10-21-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347084","2018-04-20T00:47:47",0.837,"Lions at Dolphins",NA,154,129,68,436,51,158.72868,945,FALSE,"2018-08-24T21:53:38Z","QRCODE","America/New_York",TRUE,29,"33056",528,"Miami Gardens, FL 33056","FL",0.8378203,"Miami Gardens, FL","Miami Gardens","hard-rock-stadium","347 Don Shula Dr.",34,"Hard Rock Stadium","https://seatgeek.com/venues/hard-rock-stadium/tickets","US",0,"Hard Rock Stadium",25.96,-80.24,FALSE,"2017-10-03T18:58:44Z","NONE"
"24","2018-10-08_08.35.56",4346931,FALSE,"nfl",0.867,"2018-04-20T00:00:00","Cleveland Browns at Tampa Bay Buccaneers","2018-10-21T21:00:00",FALSE,"2018-10-21T13:00:00",FALSE,"normal","",FALSE,"2018-10-21T17:00:00","https://seatgeek.com/browns-at-buccaneers-tickets/10-21-2018-tampa-florida-raymond-james-stadium/nfl/4346931","2018-04-20T00:47:16",0.825,"Browns at Buccaneers",NA,250,8,129,466,87,289.875,312,FALSE,"2018-08-24T21:53:38Z","QRCODE","America/New_York",TRUE,39,"33607",539,"Tampa, FL 33607","FL",0.86513025,"Tampa, FL","Tampa","raymond-james-stadium","4201 North Dale Mabry Highway",15,"Raymond James Stadium","https://seatgeek.com/venues/raymond-james-stadium/tickets","US",0,"Raymond James Stadium",27.9753,-82.5034,FALSE,"2015-08-24T14:44:53Z","QRCODE_TM"
"25","2018-10-08_08.35.56",4346948,FALSE,"nfl",0.811,"2018-04-20T00:00:00","Houston Texans at Jacksonville Jaguars","2018-10-21T21:00:00",FALSE,"2018-10-21T13:00:00",FALSE,"normal","",FALSE,"2018-10-21T17:00:00","https://seatgeek.com/texans-at-jaguars-tickets/10-21-2018-jacksonville-florida-everbank-field/nfl/4346948","2018-04-20T00:47:19",0.784,"Texans at Jaguars",NA,87,474,44,490,44,106.691986,750,FALSE,"2018-08-24T21:53:38Z","QRCODE","America/New_York",TRUE,5178,"32202",561,"Jacksonville, FL 32202","FL",0.83759147,"Jacksonville, FL","Jacksonville","everbank-field","1 Everbank Field Dr",7,"EverBank Field","https://seatgeek.com/venues/everbank-field/tickets","US",0,"EverBank Field",30.3239,-81.6373,FALSE,"2015-10-17T20:03:42Z","QRCODE_TM"
"26","2018-10-08_08.35.56",4347036,FALSE,"nfl",0.933,"2018-04-20T00:00:00","Carolina Panthers at Philadelphia Eagles","2018-10-21T21:00:00",FALSE,"2018-10-21T13:00:00",FALSE,"normal","",FALSE,"2018-10-21T17:00:00","https://seatgeek.com/panthers-at-eagles-tickets/10-21-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4347036","2018-04-20T00:47:39",0.878,"Panthers at Eagles",NA,361,233,193,3678,187,412.18027,651,FALSE,"2018-08-24T21:53:38Z","QRCODE","America/New_York",TRUE,330,"19148",504,"Philadelphia, PA 19148","PA",0.90542686,"Philadelphia, PA","Philadelphia","lincoln-financial-field","1020 Pattison Ave",12,"Lincoln Financial Field","https://seatgeek.com/venues/lincoln-financial-field/tickets","US",0,"Lincoln Financial Field",39.9046,-75.1675,FALSE,"2015-07-10T00:00:00Z","QRCODE_TM"
"27","2018-10-08_08.35.56",4346982,FALSE,"nfl",0.902,"2018-04-20T00:00:00","Cincinnati Bengals at Kansas City Chiefs","2018-10-21T21:00:00",FALSE,"2018-10-21T12:00:00",FALSE,"normal","",FALSE,"2018-10-21T17:00:00","https://seatgeek.com/bengals-at-chiefs-tickets/10-21-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346982","2018-04-20T00:47:27",0.854,"Bengals at Chiefs",NA,148,854,77,605,77,167.59953,1077,FALSE,"2018-08-24T21:53:38Z","QRCODE","America/Chicago",TRUE,1128,"64129",616,"Kansas City, MO 64129","MO",0.8827867,"Kansas City, MO","Kansas City","arrowhead-stadium","1 Arrowhead Drive",7,"Arrowhead Stadium","https://seatgeek.com/venues/arrowhead-stadium/tickets","US",0,"Arrowhead Stadium",39.0489,-94.4839,FALSE,"2015-08-20T16:20:51Z","QRCODE_TM"
"28","2018-10-08_08.35.56",4347071,FALSE,"nfl",0.863,"2018-04-20T00:00:00","New Orleans Saints at Baltimore Ravens","2018-10-22T00:05:00",FALSE,"2018-10-21T16:05:00",FALSE,"normal","",FALSE,"2018-10-21T20:05:00","https://seatgeek.com/saints-at-ravens-tickets/10-21-2018-baltimore-maryland-m-t-bank-stadium/nfl/4347071","2018-04-20T00:47:45",0.824,"Saints at Ravens",NA,122,327,71,623,67,154.1682,688,FALSE,"2018-08-24T21:53:38Z","QRCODE","America/New_York",TRUE,1121,"21230",512,"Baltimore, MD 21230","MD",0.8927189,"Baltimore, MD","Baltimore","m-t-bank-stadium","1101 Russell St",7,"M&T Bank Stadium","https://seatgeek.com/venues/m-t-bank-stadium/tickets","US",0,"M&T Bank Stadium",39.2774,-76.623,FALSE,"2015-08-04T00:00:00Z","QRCODE_TM"
"29","2018-10-08_08.35.56",4346941,FALSE,"nfl",0.974,"2018-04-20T00:00:00","Dallas Cowboys at Washington Redskins","2018-10-22T00:25:00",FALSE,"2018-10-21T16:25:00",FALSE,"normal","",FALSE,"2018-10-21T20:25:00","https://seatgeek.com/cowboys-at-redskins-tickets/10-21-2018-landover-maryland-fedex-field/nfl/4346941","2018-04-20T00:47:18",0.91,"Cowboys at Redskins",NA,268,524,181,1054,174,316.89313,901,FALSE,"2018-08-24T21:53:38Z","QRCODE","America/New_York",TRUE,35,"20785",511,"Landover, MD 20785","MD",0.9333444,"Landover, MD","Landover","fedex-field","1600 Fedex Way",6,"FedEx Field","https://seatgeek.com/venues/fedex-field/tickets","US",0,"FedEx Field",38.9071,-76.8658,FALSE,"2015-09-12T14:13:58Z","QRCODE_TM"
"30","2018-10-08_08.35.56",4347118,FALSE,"nfl",0.928,"2018-04-20T00:00:00","Los Angeles Rams at San Francisco 49ers","2018-10-22T04:20:00",FALSE,"2018-10-21T17:20:00",FALSE,"normal","",FALSE,"2018-10-22T00:20:00","https://seatgeek.com/rams-at-49ers-tickets/10-21-2018-santa-clara-california-levi-s-stadium/nfl/4347118","2018-04-20T00:47:54",0.871,"Rams at 49ers",NA,177,771,63,1227,57,194.90273,965,FALSE,"2018-08-24T21:53:38Z","QRCODE","America/Los_Angeles",TRUE,58670,"95054",0,"Santa Clara, CA 95054","CA",0.95768774,"Santa Clara, CA","Santa Clara","levi-s-stadium","4900 Marie P DeBartolo Way",11,"Levi's Stadium","https://seatgeek.com/venues/levi-s-stadium/tickets","US",0,"Levi's Stadium",37.4023,-121.969,FALSE,"2015-07-10T00:00:00Z","QRCODE_TM"
"31","2018-10-08_08.35.56",4347050,FALSE,"nfl",0.94,"2018-04-20T00:00:00","New York Giants at Atlanta Falcons","2018-10-23T04:15:00",FALSE,"2018-10-22T20:15:00",FALSE,"normal","",FALSE,"2018-10-23T00:15:00","https://seatgeek.com/giants-at-falcons-tickets/10-22-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347050","2018-04-20T00:47:42",0.879,"Giants at Falcons",NA,258,705,111,1217,111,279.5915,769,FALSE,"2018-08-24T21:53:38Z","QRCODE","America/New_York",TRUE,419590,"30313",0,"Atlanta, GA 30313","GA",0.76958936,"Atlanta, GA","Atlanta","mercedes-benz-stadium","35 Northside Dr NW",18,"Mercedes-Benz Stadium","https://seatgeek.com/venues/mercedes-benz-stadium/tickets","US",0,"Mercedes-Benz Stadium",33.76,-84.4,FALSE,"2018-08-23T20:14:46Z","QRCODE"
