short_title,visible_until_utc,id,created_at,score,date_tbd,datetime_local,popularity,datetime_utc,time_tbd,announce_date,url,title,status,datetime_tbd,description,type,is_open,general_admission,listing_count,visible_listing_count,lowest_price_good_deals,average_price,lowest_price,highest_price,median_price,created_at,method,employee_only,state,slug,name_v2,city,extended_address,metro_code,id,postal_code,display_location,score,has_upcoming_events,timezone,popularity,address,url,country,num_upcoming_events,name,lat,lon,created_at,method,employee_only
Raiders at Chargers,2018-10-08T00:05:00,4347111,2018-04-20T00:47:52,0.944,FALSE,2018-10-07T13:05:00,0.941,2018-10-07T20:05:00,FALSE,2018-04-20T00:00:00,https://seatgeek.com/raiders-at-chargers-tickets/10-7-2018-carson-california-stubhub-center/nfl/4347111,Oakland Raiders at Los Angeles Chargers,normal,FALSE,,nfl,FALSE,NA,225,343,153,264.9822,165,1198,247,2018-08-24T21:17:06Z,QRCODE,FALSE,CA,stubhub-center,StubHub Center,Carson,"Carson, CA 90746",803,52,90746,"Carson, CA",0.7228164,TRUE,America/Los_Angeles,0,18400 Avalon Blvd,https://seatgeek.com/venues/stubhub-center/tickets,US,12,StubHub Center,33.8643,-118.261,NA,NA,NA
Cardinals at 49ers,2018-10-08T00:25:00,4347115,2018-04-20T00:47:53,0.895,FALSE,2018-10-07T13:25:00,0.901,2018-10-07T20:25:00,FALSE,2018-04-20T00:00:00,https://seatgeek.com/cardinals-at-49ers-tickets/10-7-2018-santa-clara-california-levi-s-stadium/nfl/4347115,Arizona Cardinals at San Francisco 49ers,normal,FALSE,,nfl,FALSE,NA,621,781,35,112.24316,36,512,95,2018-09-05T19:47:23Z,QRCODE,FALSE,CA,levi-s-stadium,Levi's Stadium,Santa Clara,"Santa Clara, CA 95054",0,58670,95054,"Santa Clara, CA",0.95768774,TRUE,America/Los_Angeles,0,4900 Marie P DeBartolo Way,https://seatgeek.com/venues/levi-s-stadium/tickets,US,12,Levi's Stadium,37.4023,-121.969,2015-07-10T00:00:00Z,QRCODE_TM,FALSE
Rams at Seahawks,2018-10-08T00:25:00,4347128,2018-04-20T00:47:56,0.911,FALSE,2018-10-07T13:25:00,0.911,2018-10-07T20:25:00,FALSE,2018-04-20T00:00:00,https://seatgeek.com/rams-at-seahawks-tickets/10-7-2018-seattle-washington-centurylink-field/nfl/4347128,Los Angeles Rams at Seattle Seahawks,normal,FALSE,,nfl,FALSE,NA,117,370,149,317.56412,149,690,299,2018-08-24T21:19:14Z,QRCODE,FALSE,WA,centurylink-field,CenturyLink Field,Seattle,"Seattle, WA 98134",819,339,98134,"Seattle, WA",0.87232786,TRUE,America/Los_Angeles,0,800 Occidental Ave S,https://seatgeek.com/venues/centurylink-field/tickets,US,11,CenturyLink Field,47.6,-122.33,2018-03-02T22:54:54Z,QRCODE,FALSE
Vikings at Eagles,2018-10-08T00:25:00,4346976,2018-04-20T00:47:26,0.939,FALSE,2018-10-07T16:25:00,0.934,2018-10-07T20:25:00,FALSE,2018-04-20T00:00:00,https://seatgeek.com/vikings-at-eagles-tickets/10-7-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4346976,Minnesota Vikings at Philadelphia Eagles,normal,FALSE,,nfl,FALSE,NA,199,509,139,350.58795,170,740,331,2018-08-24T21:03:38Z,QRCODE,FALSE,PA,lincoln-financial-field,Lincoln Financial Field,Philadelphia,"Philadelphia, PA 19148",504,330,19148,"Philadelphia, PA",0.90542685999999994,TRUE,America/New_York,0,1020 Pattison Ave,https://seatgeek.com/venues/lincoln-financial-field/tickets,US,14,Lincoln Financial Field,39.9046,-75.1675,2015-07-10T00:00:00Z,QRCODE_TM,FALSE
Cowboys at Texans,2018-10-08T04:20:00,4347020,2018-04-20T00:47:36,0.957,FALSE,2018-10-07T19:20:00,0.947,2018-10-08T00:20:00,FALSE,2018-04-20T00:00:00,https://seatgeek.com/cowboys-at-texans-tickets/10-7-2018-houston-texas-nrg-stadium/nfl/4347020,Dallas Cowboys at Houston Texans,normal,FALSE,,nfl,FALSE,NA,217,500,221,436.20276,221,1463,394,2018-08-24T21:04:53Z,QRCODE,FALSE,TX,nrg-stadium,NRG Stadium,Houston,"Houston, TX 77054",618,41,77054,"Houston, TX",0.8624192,TRUE,America/Chicago,0,1 Reliant Park,https://seatgeek.com/venues/nrg-stadium/tickets,US,44,NRG Stadium,29.6847,-95.4107,2015-11-04T18:42:27Z,QRCODE_TM,FALSE
Baltimore Ravens at A Purple Evening,2018-10-09T00:00:00,4474093,2018-08-03T16:01:06,0.363,FALSE,2018-10-08T16:00:00,0.558,2018-10-08T20:00:00,FALSE,2018-08-03T00:00:00,https://seatgeek.com/baltimore-ravens-at-a-purple-evening-tickets/sport/2018-10-08-4-pm/4474093,Baltimore Ravens at A Purple Evening,normal,FALSE,,sports,FALSE,NA,10,3,NA,279.7,62,589,251,2015-08-04T00:00:00Z,QRCODE_TM,FALSE,MD,m-t-bank-stadium,M&T Bank Stadium,Baltimore,"Baltimore, MD 21230",512,1121,21230,"Baltimore, MD",0.8927189,TRUE,America/New_York,0,1101 Russell St,https://seatgeek.com/venues/m-t-bank-stadium/tickets,US,7,M&T Bank Stadium,39.2774,-76.623,2015-08-04T00:00:00Z,QRCODE_TM,FALSE
Redskins at Saints,2018-10-09T04:15:00,4346971,2018-04-20T00:47:25,0.887,FALSE,2018-10-08T19:15:00,0.885,2018-10-09T00:15:00,FALSE,2018-04-20T00:00:00,https://seatgeek.com/redskins-at-saints-tickets/10-8-2018-new-orleans-louisiana-mercedes-benz-superdome/nfl/4346971,Washington Redskins at New Orleans Saints,normal,FALSE,,nfl,TRUE,NA,1385,1283,77,219.33502,77,1200,204,2018-05-29T20:38:55Z,QRCODE,FALSE,LA,mercedes-benz-superdome,Mercedes-Benz Superdome,New Orleans,"New Orleans, LA 70112",622,128,70112,"New Orleans, LA",0.8966978,TRUE,America/Chicago,0,1500 Sugar Bowl Drive,https://seatgeek.com/venues/mercedes-benz-superdome/tickets,US,16,Mercedes-Benz Superdome,29.9515,-90.0786,2018-08-27T20:46:59Z,QRCODE_TM,FALSE
Eagles at Giants,2018-10-12T04:20:00,4346917,2018-04-20T00:47:14,0.948,FALSE,2018-10-11T20:20:00,0.915,2018-10-12T00:20:00,FALSE,2018-04-20T00:00:00,https://seatgeek.com/eagles-at-giants-tickets/10-11-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346917,Philadelphia Eagles at New York Giants,normal,FALSE,,nfl,FALSE,NA,442,769,134,312.58597,134,1519,237,2018-08-24T21:52:02Z,QRCODE,FALSE,NJ,metlife-stadium,MetLife Stadium,East Rutherford,"East Rutherford, NJ 07073",501,1587,07073,"East Rutherford, NJ",0.94873494,TRUE,America/New_York,0,1 MetLife Stadium Drive,https://seatgeek.com/venues/metlife-stadium/tickets,US,15,MetLife Stadium,40.8142,-74.0737,2015-09-12T14:14:07Z,QRCODE_TM,FALSE
Alabama State at South Alabama,2018-10-14T01:00:00,4192619,2017-12-21T15:00:36,0.517,FALSE,2018-10-13T16:00:00,0.605,2018-10-13T21:00:00,FALSE,2017-12-21T00:00:00,https://seatgeek.com/alabama-state-hornets-at-south-alabama-jaguars-football-tickets/ncaa-football/2018-10-13-4-pm/4192619,Alabama State Hornets at South Alabama Jaguars Football,normal,FALSE,,ncaa_football,FALSE,NA,9,4,19,41.77778,19,74,48,NA,NA,NA,AL,ladd-peebles-stadium,Ladd Peebles Stadium,Mobile,"Mobile, AL 36604",686,3716,36604,"Mobile, AL",0.50177634,TRUE,America/Chicago,0,1621 Virginia St.,https://seatgeek.com/venues/ladd-peebles-stadium/tickets,US,5,Ladd Peebles Stadium,30.6748,-88.0761,NA,NA,NA
Steelers at Bengals,2018-10-14T21:00:00,4347042,2018-04-20T00:47:40,0.901,FALSE,2018-10-14T13:00:00,0.873,2018-10-14T17:00:00,FALSE,2018-04-20T00:00:00,https://seatgeek.com/steelers-at-bengals-tickets/10-14-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347042,Pittsburgh Steelers at Cincinnati Bengals,normal,FALSE,,nfl,FALSE,NA,299,601,111,211.18394,111,1166,194,2018-08-24T21:53:35Z,QRCODE,FALSE,OH,paul-brown-stadium,Paul Brown Stadium,Cincinnati,"Cincinnati, OH 45202",515,1124,45202,"Cincinnati, OH",0.86166537,TRUE,America/New_York,0,1 Paul Brown Stadium,https://seatgeek.com/venues/paul-brown-stadium/tickets,US,7,Paul Brown Stadium,39.0961,-84.5177,2015-10-09T16:14:37Z,QRCODE_TM,FALSE
Colts at Jets,2018-10-14T21:00:00,4346961,2018-04-20T00:47:22,0.929,FALSE,2018-10-14T13:00:00,0.896,2018-10-14T17:00:00,FALSE,2018-04-20T00:00:00,https://seatgeek.com/colts-at-jets-tickets/10-14-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346961,Indianapolis Colts at New York Jets,normal,FALSE,,nfl,FALSE,NA,725,1052,40,155.83586,41,905,132,2018-08-24T21:52:02Z,QRCODE,FALSE,NJ,metlife-stadium,MetLife Stadium,East Rutherford,"East Rutherford, NJ 07073",501,1587,07073,"East Rutherford, NJ",0.94873494,TRUE,America/New_York,0,1 MetLife Stadium Drive,https://seatgeek.com/venues/metlife-stadium/tickets,US,15,MetLife Stadium,40.8142,-74.0737,2015-09-12T14:14:07Z,QRCODE_TM,FALSE
Buccaneers at Falcons,2018-10-14T21:00:00,4347051,2018-04-20T00:47:42,0.898,FALSE,2018-10-14T13:00:00,0.866,2018-10-14T17:00:00,FALSE,2018-04-20T00:00:00,https://seatgeek.com/buccaneers-at-falcons-tickets/10-14-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347051,Tampa Bay Buccaneers at Atlanta Falcons,normal,FALSE,,nfl,FALSE,NA,778,951,74,194.09512,74,880,171,2018-08-24T21:53:35Z,QRCODE,FALSE,GA,mercedes-benz-stadium,Mercedes-Benz Stadium,Atlanta,"Atlanta, GA 30313",0,419590,30313,"Atlanta, GA",0.76958936,TRUE,America/New_York,0,35 Northside Dr NW,https://seatgeek.com/venues/mercedes-benz-stadium/tickets,US,19,Mercedes-Benz Stadium,33.76,-84.4,2018-08-23T20:14:46Z,QRCODE,FALSE
Bears at Dolphins,2018-10-14T21:00:00,4347081,2018-04-20T00:47:47,0.903,FALSE,2018-10-14T13:00:00,0.874,2018-10-14T17:00:00,FALSE,2018-04-20T00:00:00,https://seatgeek.com/bears-at-dolphins-tickets/10-14-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347081,Chicago Bears at Miami Dolphins,normal,FALSE,,nfl,FALSE,NA,111,781,83,323.6216,97,11357,206,2018-08-24T21:53:35Z,QRCODE,FALSE,FL,hard-rock-stadium,Hard Rock Stadium,Miami Gardens,"Miami Gardens, FL 33056",528,29,33056,"Miami Gardens, FL",0.8378203,TRUE,America/New_York,0,347 Don Shula Dr.,https://seatgeek.com/venues/hard-rock-stadium/tickets,US,35,Hard Rock Stadium,25.96,-80.24,2017-10-03T18:58:44Z,NONE,FALSE
Chargers at Browns,2018-10-14T21:00:00,4346998,2018-04-20T00:47:31,0.873,FALSE,2018-10-14T13:00:00,0.852,2018-10-14T17:00:00,FALSE,2018-04-20T00:00:00,https://seatgeek.com/chargers-at-browns-tickets/10-14-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346998,Los Angeles Chargers at Cleveland Browns,normal,FALSE,,nfl,FALSE,NA,660,880,68,134.35757,73,675,108,2018-08-24T21:53:35Z,QRCODE,FALSE,OH,firstenergy-stadium-15,FirstEnergy Stadium,Cleveland,"Cleveland, OH 44114",510,1123,44114,"Cleveland, OH",0.86852187,TRUE,America/New_York,0,100 Alfred Lerner Way,https://seatgeek.com/venues/firstenergy-stadium-15/tickets,US,6,FirstEnergy Stadium,41.5065,-81.7,2015-11-11T20:55:31Z,NONE,FALSE
Bills at Texans,2018-10-14T21:00:00,4347019,2018-04-20T00:47:36,0.891,FALSE,2018-10-14T12:00:00,0.864,2018-10-14T17:00:00,FALSE,2018-04-20T00:00:00,https://seatgeek.com/bills-at-texans-tickets/10-14-2018-houston-texas-nrg-stadium/nfl/4347019,Buffalo Bills at Houston Texans,normal,FALSE,,nfl,FALSE,NA,590,954,44,167.69492,44,630,145,2018-08-24T21:53:35Z,QRCODE,FALSE,TX,nrg-stadium,NRG Stadium,Houston,"Houston, TX 77054",618,41,77054,"Houston, TX",0.8624192,TRUE,America/Chicago,0,1 Reliant Park,https://seatgeek.com/venues/nrg-stadium/tickets,US,44,NRG Stadium,29.6847,-95.4107,2015-11-04T18:42:27Z,QRCODE_TM,FALSE
Cardinals at Vikings,2018-10-14T21:00:00,4347145,2018-04-20T01:04:06,0.9,FALSE,2018-10-14T12:00:00,0.869,2018-10-14T17:00:00,FALSE,2018-04-20T00:00:00,https://seatgeek.com/cardinals-at-vikings-tickets/10-14-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347145,Arizona Cardinals at Minnesota Vikings,normal,FALSE,,nfl,FALSE,NA,401,520,101,292.3242,109,992,251,2018-08-24T21:53:38Z,QRCODE,FALSE,MN,u-s-bank-stadium,U.S. Bank Stadium,Minneapolis,"Minneapolis, MN 55415",0,218451,55415,"Minneapolis, MN",0.88524246,TRUE,America/Chicago,0,900 South 5th Street,https://seatgeek.com/venues/u-s-bank-stadium/tickets,US,15,U.S. Bank Stadium,44.97,-93.26,2018-08-22T15:34:15Z,NONE,FALSE
Panthers at Redskins,2018-10-14T21:00:00,4346942,2018-04-20T00:47:18,0.944,FALSE,2018-10-14T13:00:00,0.906,2018-10-14T17:00:00,FALSE,2018-04-20T00:00:00,https://seatgeek.com/panthers-at-redskins-tickets/10-14-2018-landover-maryland-fedex-field/nfl/4346942,Carolina Panthers at Washington Redskins,normal,FALSE,,nfl,FALSE,NA,541,962,89,167.1645,95,770,145,2018-08-24T21:52:02Z,QRCODE,FALSE,MD,fedex-field,FedEx Field,Landover,"Landover, MD 20785",511,35,20785,"Landover, MD",0.9333444,TRUE,America/New_York,0,1600 Fedex Way,https://seatgeek.com/venues/fedex-field/tickets,US,6,FedEx Field,38.9071,-76.8658,2015-09-12T14:13:58Z,QRCODE_TM,FALSE
Ravens at Titans,2018-10-14T23:25:00,4346991,2018-04-20T00:47:30,0.863,FALSE,2018-10-14T15:25:00,0.844,2018-10-14T19:25:00,FALSE,2018-04-20T00:00:00,https://seatgeek.com/ravens-at-titans-tickets/10-14-2018-nashville-tennessee-nissan-stadium/nfl/4346991,Baltimore Ravens at Tennessee Titans,normal,FALSE,,nfl,FALSE,NA,286,604,93,643.2832,75,123975,195,2018-08-24T21:53:35Z,QRCODE,FALSE,TN,nissan-stadium,Nissan Stadium,Nashville,"Nashville, TN 37213",659,1126,37213,"Nashville, TN",0.8546275,TRUE,America/New_York,0,1 Titans Way,https://seatgeek.com/venues/nissan-stadium/tickets,US,16,Nissan Stadium,36.1665,-86.7713,2015-10-19T15:09:39Z,NONE,FALSE
Rams at Broncos,2018-10-15T00:05:00,4347138,2018-04-20T01:04:04,0.892,FALSE,2018-10-14T14:05:00,0.866,2018-10-14T20:05:00,FALSE,2018-04-20T00:00:00,https://seatgeek.com/rams-at-broncos-tickets/10-14-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347138,Los Angeles Rams at Denver Broncos,normal,FALSE,,nfl,FALSE,NA,67,580,159,364.19403,196,975,298,2018-08-24T21:53:38Z,QRCODE,FALSE,CO,sports-authority-field-at-mile-high,Sports Authority Field at Mile High,Denver,"Denver, CO 80204",751,1131,80204,"Denver, CO",0.9028296,TRUE,America/Denver,0,1701 Bryant Street,https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets,US,6,Sports Authority Field at Mile High,39.74,-105.02,2015-08-07T18:39:02Z,QRCODE_TM,FALSE
Jaguars at Cowboys,2018-10-15T00:25:00,4327923,2018-04-05T23:08:47,0.969,FALSE,2018-10-14T15:25:00,0.919,2018-10-14T20:25:00,FALSE,2018-04-05T00:00:00,https://seatgeek.com/jaguars-at-cowboys-tickets/10-14-2018-arlington-texas-at-t-stadium/nfl/4327923,Jacksonville Jaguars at Dallas Cowboys,normal,FALSE,,nfl,TRUE,NA,1127,841,NA,334.3691,NA,2160,270,2018-04-17T22:02:33Z,QRCODE,FALSE,TX,at-t-stadium,AT&T Stadium,Arlington,"Arlington, TX 76011",623,4965,76011,"Arlington, TX",0.9751414,TRUE,America/Chicago,0,1 AT&T Way,https://seatgeek.com/venues/at-t-stadium/tickets,US,23,AT&T Stadium,32.7459,-97.0957,2018-04-17T22:02:33Z,QRCODE,FALSE
Chiefs at Patriots,2018-10-15T04:20:00,4347095,2018-04-20T00:47:50,0.947,FALSE,2018-10-14T20:20:00,0.899,2018-10-15T00:20:00,FALSE,2018-04-20T00:00:00,https://seatgeek.com/chiefs-at-patriots-tickets/10-14-2018-foxborough-massachusetts-gillette-stadium/nfl/4347095,Kansas City Chiefs at New England Patriots,normal,FALSE,,nfl,FALSE,NA,141,590,177,438.539,223,1014,355,2018-08-24T21:53:35Z,QRCODE,FALSE,MA,gillette-stadium,Gillette Stadium,Foxborough,"Foxborough, MA 02035",506,33,02035,"Foxborough, MA",0.8983344,TRUE,America/New_York,0,1 Patriot Place,https://seatgeek.com/venues/gillette-stadium/tickets,US,14,Gillette Stadium,42.0906,-71.2674,2018-08-22T15:36:58Z,NONE,FALSE
49ers at Packers,2018-10-16T04:15:00,4346914,2018-04-20T00:47:13,0.936,FALSE,2018-10-15T19:15:00,0.889,2018-10-16T00:15:00,FALSE,2018-04-20T00:00:00,https://seatgeek.com/49ers-at-packers-tickets/10-15-2018-green-bay-wisconsin-lambeau-field/nfl/4346914,San Francisco 49ers at Green Bay Packers,normal,FALSE,,nfl,FALSE,NA,155,517,152,302.09033,152,1107,261,2018-08-24T21:53:38Z,QRCODE,FALSE,WI,lambeau-field,Lambeau Field,Green Bay,"Green Bay, WI 54304",658,1125,54304,"Green Bay, WI",0.92909414,TRUE,America/Chicago,0,1265 Lombardi Avenue,https://seatgeek.com/venues/lambeau-field/tickets,US,5,Lambeau Field,44.5013,-88.0622,2015-09-02T22:43:34Z,QRCODE_TM,FALSE
Broncos at Cardinals,2018-10-19T04:20:00,4347102,2018-04-20T00:47:51,0.924,FALSE,2018-10-18T17:20:00,0.877,2018-10-19T00:20:00,FALSE,2018-04-20T00:00:00,https://seatgeek.com/broncos-at-cardinals-tickets/10-18-2018-glendale-arizona-state-farm-stadium/nfl/4347102,Denver Broncos at Arizona Cardinals,normal,FALSE,,nfl,FALSE,NA,439,690,49,171.97949,49,601,136,2018-08-24T21:53:38Z,QRCODE,FALSE,AZ,state-farm-stadium,State Farm Stadium,Glendale,"Glendale, AZ 85305",753,43,85305,"Glendale, AZ",0.93402725,TRUE,America/Phoenix,0,1 Cardinals Drive,https://seatgeek.com/venues/state-farm-stadium/tickets,US,9,State Farm Stadium,33.5294,-112.262,2015-12-21T17:26:05Z,NONE,FALSE
Little Rock Trojans at Arkansas State Red Wolves Women's Volleyball,2018-10-21T03:30:00,4471322,2018-08-01T16:01:33,0.352,FALSE,2018-10-20T18:30:00,0.471,2018-10-20T23:30:00,FALSE,2018-08-01T00:00:00,https://seatgeek.com/little-rock-trojans-at-arkansas-state-red-wolves-womens-volleyball-tickets/sport/2018-10-20-6-30-pm/4471322,Little Rock Trojans at Arkansas State Red Wolves Women's Volleyball,normal,FALSE,,sports,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,2018-08-24T21:53:38Z,QRCODE,FALSE,AR,asu-convocation-center-1,ASU Convocation Center,Jonesboro,"Jonesboro, AR 72401",734,4081,72401,"Jonesboro, AR",0.5808074,TRUE,America/Chicago,0,217 Olympic Drive,https://seatgeek.com/venues/asu-convocation-center-1/tickets,US,42,ASU Convocation Center,35.8438,-90.6691,NA,NA,NA
Bills at Colts,2018-10-21T21:00:00,4346960,2018-04-20T00:47:22,0.851,FALSE,2018-10-21T13:00:00,0.819,2018-10-21T17:00:00,FALSE,2018-04-20T00:00:00,https://seatgeek.com/bills-at-colts-tickets/10-21-2018-indianapolis-indiana-lucas-oil-stadium/nfl/4346960,Buffalo Bills at Indianapolis Colts,normal,FALSE,,nfl,FALSE,NA,672,1023,32,119.18304,33,841,113,2018-08-24T21:53:38Z,QRCODE,FALSE,IN,lucas-oil-stadium,Lucas Oil Stadium,Indianapolis,"Indianapolis, IN 46225",527,1130,46225,"Indianapolis, IN",0.9071682,TRUE,America/Indiana/Indianapolis,0,500 South Capitol Avenue,https://seatgeek.com/venues/lucas-oil-stadium/tickets,US,12,Lucas Oil Stadium,39.7601,-86.1639,2018-09-13T22:29:37Z,QRCODE_TM,FALSE
Patriots at Bears,2018-10-21T21:00:00,4347008,2018-04-20T00:47:33,0.974,FALSE,2018-10-21T12:00:00,0.909,2018-10-21T17:00:00,FALSE,2018-04-20T00:00:00,https://seatgeek.com/patriots-at-bears-tickets/10-21-2018-chicago-illinois-soldier-field/nfl/4347008,New England Patriots at Chicago Bears,normal,FALSE,,nfl,FALSE,NA,71,451,369,684.3803,395,1332,655,2018-08-24T21:53:38Z,QRCODE,FALSE,IL,soldier-field,Soldier Field,Chicago,"Chicago, IL 60605",602,31,60605,"Chicago, IL",0.940013,TRUE,America/Chicago,0,1410 S. Museum Campus Drive,https://seatgeek.com/venues/soldier-field/tickets,US,8,Soldier Field,41.8623,-87.6159,2018-06-02T00:44:08Z,NONE,FALSE
Vikings at Jets,2018-10-21T21:00:00,4346975,2018-04-20T00:47:26,0.949,FALSE,2018-10-21T13:00:00,0.891,2018-10-21T17:00:00,FALSE,2018-04-20T00:00:00,https://seatgeek.com/vikings-at-jets-tickets/10-21-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346975,Minnesota Vikings at New York Jets,normal,FALSE,,nfl,FALSE,NA,544,937,69,218.18199,71,1032,182,2018-08-24T21:53:38Z,QRCODE,FALSE,NJ,metlife-stadium,MetLife Stadium,East Rutherford,"East Rutherford, NJ 07073",501,1587,07073,"East Rutherford, NJ",0.94873494,TRUE,America/New_York,0,1 MetLife Stadium Drive,https://seatgeek.com/venues/metlife-stadium/tickets,US,15,MetLife Stadium,40.8142,-74.0737,2015-09-12T14:14:07Z,QRCODE_TM,FALSE
Lions at Dolphins,2018-10-21T21:00:00,4347084,2018-04-20T00:47:47,0.894,FALSE,2018-10-21T13:00:00,0.85,2018-10-21T17:00:00,FALSE,2018-04-20T00:00:00,https://seatgeek.com/lions-at-dolphins-tickets/10-21-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347084,Detroit Lions at Miami Dolphins,normal,FALSE,,nfl,FALSE,NA,196,1003,51,170.53061,69,908,151,2018-08-24T21:53:38Z,QRCODE,FALSE,FL,hard-rock-stadium,Hard Rock Stadium,Miami Gardens,"Miami Gardens, FL 33056",528,29,33056,"Miami Gardens, FL",0.8378203,TRUE,America/New_York,0,347 Don Shula Dr.,https://seatgeek.com/venues/hard-rock-stadium/tickets,US,35,Hard Rock Stadium,25.96,-80.24,2017-10-03T18:58:44Z,NONE,FALSE
Browns at Buccaneers,2018-10-21T21:00:00,4346931,2018-04-20T00:47:16,0.864,FALSE,2018-10-21T13:00:00,0.825,2018-10-21T17:00:00,FALSE,2018-04-20T00:00:00,https://seatgeek.com/browns-at-buccaneers-tickets/10-21-2018-tampa-florida-raymond-james-stadium/nfl/4346931,Cleveland Browns at Tampa Bay Buccaneers,normal,FALSE,,nfl,FALSE,NA,26,311,96,236.07692,96,488,206,2018-08-24T21:53:38Z,QRCODE,FALSE,FL,raymond-james-stadium,Raymond James Stadium,Tampa,"Tampa, FL 33607",539,39,33607,"Tampa, FL",0.86513025,TRUE,America/New_York,0,4201 North Dale Mabry Highway,https://seatgeek.com/venues/raymond-james-stadium/tickets,US,15,Raymond James Stadium,27.9753,-82.5034,2015-08-24T14:44:53Z,QRCODE_TM,FALSE
Bengals at Chiefs,2018-10-21T21:00:00,4346982,2018-04-20T00:47:27,0.901,FALSE,2018-10-21T12:00:00,0.856,2018-10-21T17:00:00,FALSE,2018-04-20T00:00:00,https://seatgeek.com/bengals-at-chiefs-tickets/10-21-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346982,Cincinnati Bengals at Kansas City Chiefs,normal,FALSE,,nfl,FALSE,NA,837,1040,65,161.22102,65,602,149,2018-08-24T21:53:38Z,QRCODE,FALSE,MO,arrowhead-stadium,Arrowhead Stadium,Kansas City,"Kansas City, MO 64129",616,1128,64129,"Kansas City, MO",0.8827867,TRUE,America/Chicago,0,1 Arrowhead Drive,https://seatgeek.com/venues/arrowhead-stadium/tickets,US,8,Arrowhead Stadium,39.0489,-94.4839,2015-08-20T16:20:51Z,QRCODE_TM,FALSE
Panthers at Eagles,2018-10-21T21:00:00,4347036,2018-04-20T00:47:39,0.943,FALSE,2018-10-21T13:00:00,0.888,2018-10-21T17:00:00,FALSE,2018-04-20T00:00:00,https://seatgeek.com/panthers-at-eagles-tickets/10-21-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4347036,Carolina Panthers at Philadelphia Eagles,normal,FALSE,,nfl,FALSE,NA,292,722,153,409.8048,213,3586,362,2018-08-24T21:53:38Z,QRCODE,FALSE,PA,lincoln-financial-field,Lincoln Financial Field,Philadelphia,"Philadelphia, PA 19148",504,330,19148,"Philadelphia, PA",0.90542685999999994,TRUE,America/New_York,0,1020 Pattison Ave,https://seatgeek.com/venues/lincoln-financial-field/tickets,US,14,Lincoln Financial Field,39.9046,-75.1675,2015-07-10T00:00:00Z,QRCODE_TM,FALSE
Texans at Jaguars,2018-10-21T21:00:00,4346948,2018-04-20T00:47:19,0.817,FALSE,2018-10-21T13:00:00,0.791,2018-10-21T17:00:00,FALSE,2018-04-20T00:00:00,https://seatgeek.com/texans-at-jaguars-tickets/10-21-2018-jacksonville-florida-everbank-field/nfl/4346948,Houston Texans at Jacksonville Jaguars,normal,FALSE,,nfl,FALSE,NA,540,845,40,115.52037,40,489,92,2018-08-24T21:53:38Z,QRCODE,FALSE,FL,everbank-field,EverBank Field,Jacksonville,"Jacksonville, FL 32202",561,5178,32202,"Jacksonville, FL",0.83759147,TRUE,America/New_York,0,1 Everbank Field Dr,https://seatgeek.com/venues/everbank-field/tickets,US,7,EverBank Field,30.3239,-81.6373,2015-10-17T20:03:42Z,QRCODE_TM,FALSE
Saints at Ravens,2018-10-22T00:05:00,4347071,2018-04-20T00:47:45,0.866,FALSE,2018-10-21T16:05:00,0.829,2018-10-21T20:05:00,FALSE,2018-04-20T00:00:00,https://seatgeek.com/saints-at-ravens-tickets/10-21-2018-baltimore-maryland-m-t-bank-stadium/nfl/4347071,New Orleans Saints at Baltimore Ravens,normal,FALSE,,nfl,FALSE,NA,338,825,54,149.15384,54,619,121,2018-08-24T21:53:38Z,QRCODE,FALSE,MD,m-t-bank-stadium,M&T Bank Stadium,Baltimore,"Baltimore, MD 21230",512,1121,21230,"Baltimore, MD",0.8927189,TRUE,America/New_York,0,1101 Russell St,https://seatgeek.com/venues/m-t-bank-stadium/tickets,US,7,M&T Bank Stadium,39.2774,-76.623,2015-08-04T00:00:00Z,QRCODE_TM,FALSE
