short_title,visible_until_utc,id,created_at,score,date_tbd,datetime_local,popularity,datetime_utc,time_tbd,announce_date,url,title,status,datetime_tbd,description,type,is_open,general_admission,listing_count,visible_listing_count,lowest_price_good_deals,average_price,lowest_price,highest_price,median_price,created_at,method,employee_only,state,slug,name_v2,city,extended_address,metro_code,id,postal_code,display_location,score,has_upcoming_events,timezone,popularity,address,url,country,num_upcoming_events,name,lat,lon,created_at,method,employee_only
Cowboys at Redskins,2018-10-22T00:25:00,4346941,2018-04-20T00:47:18,0.978,FALSE,2018-10-21T16:25:00,0.916,2018-10-21T20:25:00,FALSE,2018-04-20T00:00:00,https://seatgeek.com/cowboys-at-redskins-tickets/10-21-2018-landover-maryland-fedex-field/nfl/4346941,Dallas Cowboys at Washington Redskins,normal,FALSE,,nfl,FALSE,NA,718,1074,164,313.89972,173,1052,272,2018-08-24T21:53:38Z,QRCODE,FALSE,MD,fedex-field,FedEx Field,Landover,"Landover, MD 20785",511,35,20785,"Landover, MD",0.9333444,TRUE,America/New_York,0,1600 Fedex Way,https://seatgeek.com/venues/fedex-field/tickets,US,6,FedEx Field,38.9071,-76.8658,2015-09-12T14:13:58Z,QRCODE_TM,FALSE
Rams at 49ers,2018-10-22T04:20:00,4347118,2018-04-20T00:47:54,0.927,FALSE,2018-10-21T17:20:00,0.872,2018-10-22T00:20:00,FALSE,2018-04-20T00:00:00,https://seatgeek.com/rams-at-49ers-tickets/10-21-2018-santa-clara-california-levi-s-stadium/nfl/4347118,Los Angeles Rams at San Francisco 49ers,normal,FALSE,,nfl,FALSE,NA,805,1049,72,207.66708,71,2989,184,2018-08-24T21:53:38Z,QRCODE,FALSE,CA,levi-s-stadium,Levi's Stadium,Santa Clara,"Santa Clara, CA 95054",0,58670,95054,"Santa Clara, CA",0.95768774,TRUE,America/Los_Angeles,0,4900 Marie P DeBartolo Way,https://seatgeek.com/venues/levi-s-stadium/tickets,US,12,Levi's Stadium,37.4023,-121.969,2015-07-10T00:00:00Z,QRCODE_TM,FALSE
Giants at Falcons,2018-10-23T04:15:00,4347050,2018-04-20T00:47:42,0.94,FALSE,2018-10-22T20:15:00,0.88,2018-10-23T00:15:00,FALSE,2018-04-20T00:00:00,https://seatgeek.com/giants-at-falcons-tickets/10-22-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347050,New York Giants at Atlanta Falcons,normal,FALSE,,nfl,FALSE,NA,778,827,117,294.4473,114,1793,276,2018-08-24T21:53:38Z,QRCODE,FALSE,GA,mercedes-benz-stadium,Mercedes-Benz Stadium,Atlanta,"Atlanta, GA 30313",0,419590,30313,"Atlanta, GA",0.76958936,TRUE,America/New_York,0,35 Northside Dr NW,https://seatgeek.com/venues/mercedes-benz-stadium/tickets,US,19,Mercedes-Benz Stadium,33.76,-84.4,2018-08-23T20:14:46Z,QRCODE,FALSE
Troy at South Alabama,2018-10-24T04:00:00,4281985,2018-02-28T15:00:17,0.324,FALSE,2018-10-23T19:00:00,0.447,2018-10-24T00:00:00,FALSE,2018-02-28T00:00:00,https://seatgeek.com/troy-trojans-at-south-alabama-jaguars-football-tickets/ncaa-football/2018-10-23-7-pm/4281985,Troy Trojans at South Alabama Jaguars Football,normal,FALSE,,ncaa_football,FALSE,NA,32,11,20,40.90625,20,93,33,NA,NA,NA,AL,ladd-peebles-stadium,Ladd Peebles Stadium,Mobile,"Mobile, AL 36604",686,3716,36604,"Mobile, AL",0.50177634,TRUE,America/Chicago,0,1621 Virginia St.,https://seatgeek.com/venues/ladd-peebles-stadium/tickets,US,5,Ladd Peebles Stadium,30.6748,-88.0761,NA,NA,NA
Dolphins at Texans,2018-10-26T04:20:00,4347018,2018-04-20T00:47:36,0.891,FALSE,2018-10-25T19:20:00,0.834,2018-10-26T00:20:00,FALSE,2018-04-20T00:00:00,https://seatgeek.com/dolphins-at-texans-tickets/10-25-2018-houston-texas-nrg-stadium/nfl/4347018,Miami Dolphins at Houston Texans,normal,FALSE,,nfl,FALSE,NA,637,1022,39,162.8226,39,620,137,2018-08-24T21:53:38Z,QRCODE,FALSE,TX,nrg-stadium,NRG Stadium,Houston,"Houston, TX 77054",618,41,77054,"Houston, TX",0.8624192,TRUE,America/Chicago,0,1 Reliant Park,https://seatgeek.com/venues/nrg-stadium/tickets,US,44,NRG Stadium,29.6847,-95.4107,2015-11-04T18:42:27Z,QRCODE_TM,FALSE
Seahawks at Lions,2018-10-28T21:00:00,4347026,2018-04-20T00:47:37,0.926,FALSE,2018-10-28T13:00:00,0.867,2018-10-28T17:00:00,FALSE,2018-04-20T00:00:00,https://seatgeek.com/seahawks-at-lions-tickets/10-28-2018-detroit-michigan-ford-field/nfl/4347026,Seattle Seahawks at Detroit Lions,normal,FALSE,,nfl,FALSE,NA,435,671,69,154.45747,72,2320,124,2018-08-24T21:53:39Z,QRCODE,FALSE,MI,ford-field,Ford Field,Detroit,"Detroit, MI 48226",505,346,48226,"Detroit, MI",0.9029952,TRUE,America/Detroit,0,2000 Brush St.,https://seatgeek.com/venues/ford-field/tickets,US,11,Ford Field,42.34,-83.0459,2015-11-04T17:31:52Z,NONE,FALSE
Buccaneers at Bengals,2018-10-28T21:00:00,4347041,2018-04-20T00:47:40,0.853,FALSE,2018-10-28T13:00:00,0.808,2018-10-28T17:00:00,FALSE,2018-04-20T00:00:00,https://seatgeek.com/buccaneers-at-bengals-tickets/10-28-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347041,Tampa Bay Buccaneers at Cincinnati Bengals,normal,FALSE,,nfl,FALSE,NA,535,911,43,107.30654,43,332,94,2018-08-24T21:53:39Z,QRCODE,FALSE,OH,paul-brown-stadium,Paul Brown Stadium,Cincinnati,"Cincinnati, OH 45202",515,1124,45202,"Cincinnati, OH",0.86166537,TRUE,America/New_York,0,1 Paul Brown Stadium,https://seatgeek.com/venues/paul-brown-stadium/tickets,US,7,Paul Brown Stadium,39.0961,-84.5177,2015-10-09T16:14:37Z,QRCODE_TM,FALSE
Redskins at Giants,2018-10-28T21:00:00,4346940,2018-04-20T00:47:17,0.934,FALSE,2018-10-28T13:00:00,0.867,2018-10-28T17:00:00,FALSE,2018-04-20T00:00:00,https://seatgeek.com/redskins-at-giants-tickets/10-28-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346940,Washington Redskins at New York Giants,normal,FALSE,,nfl,FALSE,NA,461,770,126,300.4143,126,1438,234,2018-08-24T21:53:39Z,QRCODE,FALSE,NJ,metlife-stadium,MetLife Stadium,East Rutherford,"East Rutherford, NJ 07073",501,1587,07073,"East Rutherford, NJ",0.94873494,TRUE,America/New_York,0,1 MetLife Stadium Drive,https://seatgeek.com/venues/metlife-stadium/tickets,US,15,MetLife Stadium,40.8142,-74.0737,2015-09-12T14:14:07Z,QRCODE_TM,FALSE
Ravens at Panthers,2018-10-28T21:00:00,4347070,2018-04-20T00:47:45,0.893,FALSE,2018-10-28T13:00:00,0.837,2018-10-28T17:00:00,FALSE,2018-04-20T00:00:00,https://seatgeek.com/ravens-at-panthers-tickets/10-28-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347070,Baltimore Ravens at Carolina Panthers,normal,FALSE,,nfl,FALSE,NA,241,660,93,233.05809,83,589,181,2018-08-24T21:53:39Z,QRCODE,FALSE,NC,bank-of-america-stadium,Bank of America Stadium,Charlotte,"Charlotte, NC 28202",517,1122,28202,"Charlotte, NC",0.8968222,TRUE,America/New_York,0,800 South Mint Street,https://seatgeek.com/venues/bank-of-america-stadium/tickets,US,8,Bank of America Stadium,35.2243,-80.8524,2015-09-25T18:23:51Z,QRCODE_TM,FALSE
Broncos at Chiefs,2018-10-28T21:00:00,4346981,2018-04-20T00:47:27,0.927,FALSE,2018-10-28T12:00:00,0.863,2018-10-28T17:00:00,FALSE,2018-04-20T00:00:00,https://seatgeek.com/broncos-at-chiefs-tickets/10-28-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346981,Denver Broncos at Kansas City Chiefs,normal,FALSE,,nfl,FALSE,NA,730,940,143,260.12192,143,840,239,2018-08-24T21:53:39Z,QRCODE,FALSE,MO,arrowhead-stadium,Arrowhead Stadium,Kansas City,"Kansas City, MO 64129",616,1128,64129,"Kansas City, MO",0.8827867,TRUE,America/Chicago,0,1 Arrowhead Drive,https://seatgeek.com/venues/arrowhead-stadium/tickets,US,8,Arrowhead Stadium,39.0489,-94.4839,2015-08-20T16:20:51Z,QRCODE_TM,FALSE
Browns at Steelers,2018-10-28T21:00:00,4347078,2018-04-20T00:47:46,0.907,FALSE,2018-10-28T13:00:00,0.849,2018-10-28T17:00:00,FALSE,2018-04-20T00:00:00,https://seatgeek.com/browns-at-steelers-tickets/10-28-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347078,Cleveland Browns at Pittsburgh Steelers,normal,FALSE,,nfl,FALSE,NA,229,546,96,314.6987,96,1142,267,2018-08-24T21:53:39Z,QRCODE,FALSE,PA,heinz-field,Heinz Field,Pittsburgh,"Pittsburgh, PA 15212",508,1119,15212,"Pittsburgh, PA",0.9033526,TRUE,America/New_York,0,100 Art Rooney Avenue,https://seatgeek.com/venues/heinz-field/tickets,US,9,Heinz Field,40.4468,-80.0158,2015-12-08T15:36:23Z,QRCODE_TM,FALSE
Jets at Bears,2018-10-28T21:00:00,4347007,2018-04-20T00:47:33,0.919,FALSE,2018-10-28T12:00:00,0.858,2018-10-28T17:00:00,FALSE,2018-04-20T00:00:00,https://seatgeek.com/jets-at-bears-tickets/10-28-2018-chicago-illinois-soldier-field/nfl/4347007,New York Jets at Chicago Bears,normal,FALSE,,nfl,FALSE,NA,111,630,133,353.11713,133,1197,310,2018-08-24T21:53:39Z,QRCODE,FALSE,IL,soldier-field,Soldier Field,Chicago,"Chicago, IL 60605",602,31,60605,"Chicago, IL",0.940013,TRUE,America/Chicago,0,1410 S. Museum Campus Drive,https://seatgeek.com/venues/soldier-field/tickets,US,8,Soldier Field,41.8623,-87.6159,2018-06-02T00:44:08Z,NONE,FALSE
Colts at Raiders,2018-10-29T00:05:00,4347153,2018-04-20T01:04:25,0.873,FALSE,2018-10-28T13:05:00,0.823,2018-10-28T20:05:00,FALSE,2018-04-20T00:00:00,https://seatgeek.com/colts-at-raiders-tickets/10-28-2018-oakland-california-oakland-alameda-county-coliseum/nfl/4347153,Indianapolis Colts at Oakland Raiders,normal,FALSE,,nfl,FALSE,NA,383,777,75,171.23499,75,481,152,2018-08-24T21:53:39Z,QRCODE,FALSE,CA,oakland-alameda-county-coliseum,Oakland-Alameda County Coliseum,Oakland,"Oakland, CA 94621",807,14,94621,"Oakland, CA",0.7817843,TRUE,America/Los_Angeles,0,7000 Coliseum Way,https://seatgeek.com/venues/oakland-alameda-county-coliseum/tickets,US,18,Oakland-Alameda County Coliseum,37.7469,-122.201,2015-06-24T00:00:00Z,PDF417,FALSE
Packers at Rams,2018-10-29T00:25:00,4346921,2018-04-20T00:47:14,0.967,FALSE,2018-10-28T13:25:00,0.892,2018-10-28T20:25:00,FALSE,2018-04-20T00:00:00,https://seatgeek.com/packers-at-rams-tickets/10-28-2018-los-angeles-california-los-angeles-memorial-coliseum-1/nfl/4346921,Green Bay Packers at Los Angeles Rams,normal,FALSE,,nfl,FALSE,NA,328,1103,254,684.0732,278,10988,625,2018-08-24T21:53:39Z,QRCODE,FALSE,CA,los-angeles-memorial-coliseum-1,Los Angeles Memorial Coliseum,Los Angeles,"Los Angeles, CA 90037",0,51012,90037,"Los Angeles, CA",0.86898464,TRUE,America/Los_Angeles,0,3911 S Figueroa St,https://seatgeek.com/venues/los-angeles-memorial-coliseum-1/tickets,US,8,Los Angeles Memorial Coliseum,34.0138,-118.288,2018-08-23T17:59:28Z,QRCODE,FALSE
49ers at Cardinals,2018-10-29T00:25:00,4347101,2018-04-20T00:47:51,0.912,FALSE,2018-10-28T13:25:00,0.854,2018-10-28T20:25:00,FALSE,2018-04-20T00:00:00,https://seatgeek.com/49ers-at-cardinals-tickets/10-28-2018-glendale-arizona-state-farm-stadium/nfl/4347101,San Francisco 49ers at Arizona Cardinals,normal,FALSE,,nfl,FALSE,NA,703,982,37,136.68137,37,611,112,2018-08-24T21:53:39Z,QRCODE,FALSE,AZ,state-farm-stadium,State Farm Stadium,Glendale,"Glendale, AZ 85305",753,43,85305,"Glendale, AZ",0.93402725,TRUE,America/Phoenix,0,1 Cardinals Drive,https://seatgeek.com/venues/state-farm-stadium/tickets,US,9,State Farm Stadium,33.5294,-112.262,2015-12-21T17:26:05Z,NONE,FALSE
Saints at Vikings,2018-10-29T04:20:00,4347136,2018-04-20T01:04:04,0.924,FALSE,2018-10-28T19:20:00,0.861,2018-10-29T00:20:00,FALSE,2018-04-20T00:00:00,https://seatgeek.com/saints-at-vikings-tickets/10-28-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347136,New Orleans Saints at Minnesota Vikings,normal,FALSE,,nfl,FALSE,NA,541,769,126,328.45285,126,2034,277,2018-08-24T21:53:39Z,QRCODE,FALSE,MN,u-s-bank-stadium,U.S. Bank Stadium,Minneapolis,"Minneapolis, MN 55415",0,218451,55415,"Minneapolis, MN",0.88524246,TRUE,America/Chicago,0,900 South 5th Street,https://seatgeek.com/venues/u-s-bank-stadium/tickets,US,15,U.S. Bank Stadium,44.97,-93.26,2018-08-22T15:34:15Z,NONE,FALSE
Patriots at Bills,2018-10-30T04:15:00,4347062,2018-04-20T00:47:44,0.925,FALSE,2018-10-29T20:15:00,0.858,2018-10-30T00:15:00,FALSE,2018-04-20T00:00:00,https://seatgeek.com/patriots-at-bills-tickets/10-29-2018-orchard-park-new-york-new-era-field/nfl/4347062,New England Patriots at Buffalo Bills,normal,FALSE,,nfl,FALSE,NA,885,967,86,175.9921,97,835,152,2018-08-24T21:53:39Z,QRCODE,FALSE,NY,new-era-field,New Era Field,Orchard Park,"Orchard Park, NY 14127",514,1135,14127,"Orchard Park, NY",0.8815085,TRUE,America/New_York,0,1 Bills Drive,https://seatgeek.com/venues/new-era-field/tickets,US,7,New Era Field,42.7737,-78.7874,2015-08-12T16:52:53Z,QRCODE_TM,FALSE
Raiders at 49ers,2018-11-02T04:20:00,4347131,2018-04-20T00:47:57,0.97,FALSE,2018-11-01T17:20:00,0.887,2018-11-02T00:20:00,FALSE,2018-04-20T00:00:00,https://seatgeek.com/raiders-at-49ers-tickets/11-1-2018-santa-clara-california-levi-s-stadium/nfl/4347131,Oakland Raiders at San Francisco 49ers,normal,FALSE,,nfl,FALSE,NA,686,965,184,446.20554,184,2989,418,2018-08-24T21:53:39Z,QRCODE,FALSE,CA,levi-s-stadium,Levi's Stadium,Santa Clara,"Santa Clara, CA 95054",0,58670,95054,"Santa Clara, CA",0.95768774,TRUE,America/Los_Angeles,0,4900 Marie P DeBartolo Way,https://seatgeek.com/venues/levi-s-stadium/tickets,US,12,Levi's Stadium,37.4023,-121.969,2015-07-10T00:00:00Z,QRCODE_TM,FALSE
Texas Tech Red Raiders at Kansas Jayhawks Women's Volleyball,2018-11-03T22:00:00,4466234,2018-07-28T16:00:52,0,FALSE,2018-11-03T13:00:00,0,2018-11-03T18:00:00,FALSE,2018-07-28T00:00:00,https://seatgeek.com/texas-tech-red-raiders-at-kansas-jayhawks-womens-volleyball-tickets/11-3-2018-lawrence-horejsi-center/nfl/4466234,Texas Tech Red Raiders at Kansas Jayhawks Women's Volleyball,normal,FALSE,,nfl,FALSE,NA,1,1,NA,82,82,82,82,NA,NA,NA,NA,horejsi-center,Horejsi Center,Lawrence,"Lawrence, ",0,74230,66045,Lawrence,0.56565154,TRUE,America/Chicago,0,1550 Allen Fieldhhouse Dr,https://seatgeek.com/venues/horejsi-center/tickets,,7,Horejsi Center,38.9535,-95.2532,NA,NA,NA
South Alabama at Arkansas State,2018-11-03T23:00:00,4281935,2018-02-28T15:00:09,0.437,FALSE,2018-11-03T14:00:00,0.507,2018-11-03T19:00:00,FALSE,2018-02-28T00:00:00,https://seatgeek.com/south-alabama-jaguars-at-arkansas-state-red-wolves-football-tickets/ncaa-football/2018-11-03-2-pm/4281935,South Alabama Jaguars at Arkansas State Red Wolves Football,normal,FALSE,,ncaa_football,FALSE,NA,159,107,NA,44.685535,23,78,45,NA,NA,NA,AR,centennial-bank-stadium-1,Centennial Bank Stadium,Jonesboro,"Jonesboro, AR 72401",0,8896,72401,"Jonesboro, AR",0.47753516,TRUE,America/Chicago,0,2180 Aggie Rd,https://seatgeek.com/venues/centennial-bank-stadium-1/tickets,US,3,Centennial Bank Stadium,35.8429,-90.6797,NA,NA,NA
Jets at Dolphins,2018-11-04T22:00:00,4347083,2018-04-20T00:47:47,0.872,FALSE,2018-11-04T13:00:00,0.831,2018-11-04T18:00:00,FALSE,2018-04-20T00:00:00,https://seatgeek.com/jets-at-dolphins-tickets/11-4-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347083,New York Jets at Miami Dolphins,normal,FALSE,,nfl,FALSE,NA,150,859,67,245.66667,76,899,196,2018-08-24T21:53:39Z,QRCODE,FALSE,FL,hard-rock-stadium,Hard Rock Stadium,Miami Gardens,"Miami Gardens, FL 33056",528,29,33056,"Miami Gardens, FL",0.8378203,TRUE,America/New_York,0,347 Don Shula Dr.,https://seatgeek.com/venues/hard-rock-stadium/tickets,US,35,Hard Rock Stadium,25.96,-80.24,2017-10-03T18:58:44Z,NONE,FALSE
Lions at Vikings,2018-11-04T22:00:00,4347140,2018-04-20T01:04:05,0.881,FALSE,2018-11-04T12:00:00,0.846,2018-11-04T18:00:00,FALSE,2018-04-20T00:00:00,https://seatgeek.com/lions-at-vikings-tickets/11-4-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347140,Detroit Lions at Minnesota Vikings,normal,FALSE,,nfl,FALSE,NA,533,775,108,257.10318,108,1385,216,2018-08-24T21:53:39Z,QRCODE,FALSE,MN,u-s-bank-stadium,U.S. Bank Stadium,Minneapolis,"Minneapolis, MN 55415",0,218451,55415,"Minneapolis, MN",0.88524246,TRUE,America/Chicago,0,900 South 5th Street,https://seatgeek.com/venues/u-s-bank-stadium/tickets,US,15,U.S. Bank Stadium,44.97,-93.26,2018-08-22T15:34:15Z,NONE,FALSE
Chiefs at Browns,2018-11-04T22:00:00,4346997,2018-04-20T00:47:31,0.864,FALSE,2018-11-04T13:00:00,0.809,2018-11-04T18:00:00,FALSE,2018-04-20T00:00:00,https://seatgeek.com/chiefs-at-browns-tickets/11-4-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346997,Kansas City Chiefs at Cleveland Browns,normal,FALSE,,nfl,FALSE,NA,896,1084,53,131.14844,62,477,113,2018-08-24T21:53:39Z,QRCODE,FALSE,OH,firstenergy-stadium-15,FirstEnergy Stadium,Cleveland,"Cleveland, OH 44114",510,1123,44114,"Cleveland, OH",0.86852187,TRUE,America/New_York,0,100 Alfred Lerner Way,https://seatgeek.com/venues/firstenergy-stadium-15/tickets,US,6,FirstEnergy Stadium,41.5065,-81.7,2015-11-11T20:55:31Z,NONE,FALSE
Falcons at Redskins,2018-11-04T22:00:00,4346937,2018-04-20T00:47:17,0.921,FALSE,2018-11-04T13:00:00,0.853,2018-11-04T18:00:00,FALSE,2018-04-20T00:00:00,https://seatgeek.com/falcons-at-redskins-tickets/11-4-2018-landover-maryland-fedex-field/nfl/4346937,Atlanta Falcons at Washington Redskins,normal,FALSE,,nfl,FALSE,NA,618,1016,80,171.8835,80,420,150,2018-08-24T21:53:39Z,QRCODE,FALSE,MD,fedex-field,FedEx Field,Landover,"Landover, MD 20785",511,35,20785,"Landover, MD",0.9333444,TRUE,America/New_York,0,1600 Fedex Way,https://seatgeek.com/venues/fedex-field/tickets,US,6,FedEx Field,38.9071,-76.8658,2015-09-12T14:13:58Z,QRCODE_TM,FALSE
Steelers at Ravens,2018-11-04T22:00:00,4347069,2018-04-20T00:47:45,0.905,FALSE,2018-11-04T13:00:00,0.835,2018-11-04T18:00:00,FALSE,2018-04-20T00:00:00,https://seatgeek.com/steelers-at-ravens-tickets/11-4-2018-baltimore-maryland-m-t-bank-stadium/nfl/4347069,Pittsburgh Steelers at Baltimore Ravens,normal,FALSE,,nfl,FALSE,NA,374,800,120,287.52673,120,11280,191,2018-08-24T21:53:39Z,QRCODE,FALSE,MD,m-t-bank-stadium,M&T Bank Stadium,Baltimore,"Baltimore, MD 21230",512,1121,21230,"Baltimore, MD",0.8927189,TRUE,America/New_York,0,1101 Russell St,https://seatgeek.com/venues/m-t-bank-stadium/tickets,US,7,M&T Bank Stadium,39.2774,-76.623,2015-08-04T00:00:00Z,QRCODE_TM,FALSE
Buccaneers at Panthers,2018-11-04T22:00:00,4347033,2018-04-20T00:47:38,0.873,FALSE,2018-11-04T13:00:00,0.811,2018-11-04T18:00:00,FALSE,2018-04-20T00:00:00,https://seatgeek.com/buccaneers-at-panthers-tickets/11-4-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347033,Tampa Bay Buccaneers at Carolina Panthers,normal,FALSE,,nfl,FALSE,NA,287,728,71,205.03136,82,956,162,2018-08-24T21:53:39Z,QRCODE,FALSE,NC,bank-of-america-stadium,Bank of America Stadium,Charlotte,"Charlotte, NC 28202",517,1122,28202,"Charlotte, NC",0.8968222,TRUE,America/New_York,0,800 South Mint Street,https://seatgeek.com/venues/bank-of-america-stadium/tickets,US,8,Bank of America Stadium,35.2243,-80.8524,2015-09-25T18:23:51Z,QRCODE_TM,FALSE
