"","timestamp","datetime_tbd","is_open","created_at","popularity","type","time_tbd","score","title","short_title","datetime_utc","url","date_tbd","status","visible_until_utc","datetime_local","description","id","announce_date","general_admission","lowest_price","lowest_price_good_deals","listing_count","average_price","highest_price","employee_only","method","created_at","postal_code","name_v2","popularity","timezone","city","score","address","url","has_upcoming_events","display_location","name","num_upcoming_events","country","state","extended_address","id","slug","lon","lat","employee_only","method","created_at"
"64","2018-09-05_08.12.46",FALSE,FALSE,"2018-04-20T00:47:51",0.931,"nfl",FALSE,0.887,"Seattle Seahawks at Arizona Cardinals","Seahawks at Cardinals","2018-09-30T20:05:00","https://seatgeek.com/seahawks-at-cardinals-tickets/9-30-2018-glendale-arizona-university-of-phoenix-stadium/nfl/4347103",FALSE,"normal","2018-10-01T00:05:00","2018-09-30T13:05:00","",4347103,"2018-04-20T00:00:00",NA,56,56,1525,177.26,6034,FALSE,"NONE","2015-12-21T17:26:05Z","85305","University of Phoenix Stadium",0,"America/Phoenix","Glendale",0.93402725,"1 Cardinals Drive","https://seatgeek.com/venues/university-of-phoenix-stadium/tickets",TRUE,"Glendale, AZ","University of Phoenix Stadium",11,"US","AZ","Glendale, AZ 85305",43,"university-of-phoenix-stadium",-112.262,33.5294,FALSE,"NONE","2015-12-21T17:26:05Z"
"65","2018-09-05_08.12.46",FALSE,FALSE,"2018-04-20T01:04:25",0.893,"nfl",FALSE,0.842,"Cleveland Browns at Oakland Raiders","Browns at Raiders","2018-09-30T20:05:00","https://seatgeek.com/browns-at-raiders-tickets/9-30-2018-oakland-california-oakland-alameda-county-coliseum/nfl/4347154",FALSE,"normal","2018-10-01T00:05:00","2018-09-30T13:05:00","",4347154,"2018-04-20T00:00:00",NA,90,90,937,201.36,1867,FALSE,"QRCODE","2018-08-24T20:56:48Z","94621","Oakland-Alameda County Coliseum",0,"America/Los_Angeles","Oakland",0.7817843,"7000 Coliseum Way","https://seatgeek.com/venues/oakland-alameda-county-coliseum/tickets",TRUE,"Oakland, CA","Oakland-Alameda County Coliseum",31,"US","CA","Oakland, CA 94621",14,"oakland-alameda-county-coliseum",-122.201,37.7469,FALSE,"PDF417","2015-06-24T00:00:00Z"
"66","2018-09-05_08.12.46",FALSE,FALSE,"2018-04-20T00:47:52",0.958,"nfl",FALSE,0.919,"San Francisco 49ers at Los Angeles Chargers","49ers at Chargers","2018-09-30T20:25:00","https://seatgeek.com/49ers-at-chargers-tickets/9-30-2018-carson-california-stubhub-center/nfl/4347112",FALSE,"normal","2018-10-01T00:25:00","2018-09-30T13:25:00","",4347112,"2018-04-20T00:00:00",NA,206,206,368,322.81,1198,FALSE,"QRCODE","2018-08-24T20:52:20Z","90746","StubHub Center",0,"America/Los_Angeles","Carson",0.7228164,"18400 Avalon Blvd","https://seatgeek.com/venues/stubhub-center/tickets",TRUE,"Carson, CA","StubHub Center",14,"US","CA","Carson, CA 90746",52,"stubhub-center",-118.261,33.8643,NA,NA,NA
"67","2018-09-05_08.12.46",FALSE,FALSE,"2018-04-20T00:47:25",0.959,"nfl",FALSE,0.922,"New Orleans Saints at New York Giants","Saints at Giants","2018-09-30T20:25:00","https://seatgeek.com/saints-at-giants-tickets/9-30-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346972",FALSE,"normal","2018-10-01T00:25:00","2018-09-30T16:25:00","",4346972,"2018-04-20T00:00:00",NA,128,128,976,329.61,1527,FALSE,"QRCODE","2018-08-24T20:47:31Z","07073","MetLife Stadium",0,"America/New_York","East Rutherford",0.94873494,"1 MetLife Stadium Drive","https://seatgeek.com/venues/metlife-stadium/tickets",TRUE,"East Rutherford, NJ","MetLife Stadium",21,"US","NJ","East Rutherford, NJ 07073",1587,"metlife-stadium",-74.0737,40.8142,FALSE,"QRCODE_TM","2015-09-12T14:14:07Z"
"68","2018-09-05_08.12.46",FALSE,FALSE,"2018-04-20T00:47:47",0.937,"nfl",FALSE,0.896,"Baltimore Ravens at Pittsburgh Steelers","Ravens at Steelers","2018-10-01T00:20:00","https://seatgeek.com/ravens-at-steelers-tickets/9-30-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347080",FALSE,"normal","2018-10-01T04:20:00","2018-09-30T20:20:00","",4347080,"2018-04-20T00:00:00",NA,108,108,852,350.59,6452,FALSE,"QRCODE","2018-08-24T20:51:27Z","15212","Heinz Field",0,"America/New_York","Pittsburgh",0.9033526,"100 Art Rooney Avenue","https://seatgeek.com/venues/heinz-field/tickets",TRUE,"Pittsburgh, PA","Heinz Field",13,"US","PA","Pittsburgh, PA 15212",1119,"heinz-field",-80.0158,40.4468,FALSE,"QRCODE_TM","2015-12-08T15:36:23Z"
"69","2018-09-05_08.12.46",FALSE,FALSE,"2018-04-20T01:04:05",0.917,"nfl",FALSE,0.871,"Kansas City Chiefs at Denver Broncos","Chiefs at Broncos","2018-10-02T00:15:00","https://seatgeek.com/chiefs-at-broncos-tickets/10-1-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347139",FALSE,"normal","2018-10-02T04:15:00","2018-10-01T18:15:00","",4347139,"2018-04-20T00:00:00",NA,138,153,474,351.79,1126,FALSE,"QRCODE","2018-08-24T20:57:25Z","80204","Sports Authority Field at Mile High",0,"America/Denver","Denver",0.9028296,"1701 Bryant St.","https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets",TRUE,"Denver, CO","Sports Authority Field at Mile High",8,"US","CO","Denver, CO 80204",1131,"sports-authority-field-at-mile-high",-105.02,39.74,FALSE,"QRCODE_TM","2015-08-07T18:39:02Z"
"70","2018-09-05_08.12.46",FALSE,FALSE,"2018-04-20T00:47:50",0.948,"nfl",FALSE,0.915,"Indianapolis Colts at New England Patriots","Colts at Patriots","2018-10-05T00:20:00","https://seatgeek.com/colts-at-patriots-tickets/10-4-2018-foxborough-massachusetts-gillette-stadium/nfl/4347096",FALSE,"normal","2018-10-05T04:20:00","2018-10-04T20:20:00","",4347096,"2018-04-20T00:00:00",NA,176,176,1053,551.66,3333,FALSE,"QRCODE","2018-08-24T21:03:24Z","02035","Gillette Stadium",0,"America/New_York","Foxborough",0.8983344,"1 Patriot Place","https://seatgeek.com/venues/gillette-stadium/tickets",TRUE,"Foxborough, MA","Gillette Stadium",14,"US","MA","Foxborough, MA 02035",33,"gillette-stadium",-71.2674,42.0906,FALSE,"NONE","2018-08-22T15:36:58Z"
"71","2018-09-05_08.12.46",FALSE,FALSE,"2018-02-28T15:00:17",0.539,"ncaa_football",FALSE,0.443,"South Alabama Jaguars at Georgia Southern Eagles Football","South Alabama at Georgia Southern","2018-10-06T16:00:00","https://seatgeek.com/south-alabama-jaguars-at-georgia-southern-eagles-football-tickets/ncaa-football/2018-10-06-12-pm/4281989",FALSE,"normal","2018-10-06T20:00:00","2018-10-06T12:00:00","",4281989,"2018-02-28T00:00:00",NA,28,NA,20,46.6,96,NA,NA,NA,"30460","Allen E. Paulson Stadium",0,"America/New_York","Statesboro",0.41380084,"225 Lanier Drive","https://seatgeek.com/venues/allen-e-paulson-stadium/tickets",TRUE,"Statesboro, GA","Allen E. Paulson Stadium",5,"US","GA","Statesboro, GA 30460",2352,"allen-e-paulson-stadium",-81.7832,32.4488,NA,NA,NA
"72","2018-09-05_08.12.46",FALSE,FALSE,"2018-04-20T00:47:47",0.932,"nfl",FALSE,0.897,"Atlanta Falcons at Pittsburgh Steelers","Falcons at Steelers","2018-10-07T17:00:00","https://seatgeek.com/falcons-at-steelers-tickets/10-7-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347079",FALSE,"normal","2018-10-07T21:00:00","2018-10-07T13:00:00","",4347079,"2018-04-20T00:00:00",NA,161,161,717,424.92,6720,FALSE,"QRCODE","2018-08-24T21:16:40Z","15212","Heinz Field",0,"America/New_York","Pittsburgh",0.9033526,"100 Art Rooney Avenue","https://seatgeek.com/venues/heinz-field/tickets",TRUE,"Pittsburgh, PA","Heinz Field",13,"US","PA","Pittsburgh, PA 15212",1119,"heinz-field",-80.0158,40.4468,FALSE,"QRCODE_TM","2015-12-08T15:36:23Z"
"73","2018-09-05_08.12.46",FALSE,FALSE,"2018-04-20T00:47:37",0.93,"nfl",FALSE,0.892,"Green Bay Packers at Detroit Lions","Packers at Lions","2018-10-07T17:00:00","https://seatgeek.com/packers-at-lions-tickets/10-7-2018-detroit-michigan-ford-field/nfl/4347027",FALSE,"normal","2018-10-07T21:00:00","2018-10-07T13:00:00","",4347027,"2018-04-20T00:00:00",NA,89,89,723,319.72,13330,FALSE,"QRCODE","2018-08-24T21:05:06Z","48226","Ford Field",0,"America/Detroit","Detroit",0.9029952,"2000 Brush St.","https://seatgeek.com/venues/ford-field/tickets",TRUE,"Detroit, MI","Ford Field",11,"US","MI","Detroit, MI 48226",346,"ford-field",-83.0459,42.34,FALSE,"NONE","2015-11-04T17:31:52Z"
"74","2018-09-05_08.12.46",FALSE,FALSE,"2018-04-20T00:47:38",0.925,"nfl",FALSE,0.893,"New York Giants at Carolina Panthers","Giants at Panthers","2018-10-07T17:00:00","https://seatgeek.com/giants-at-panthers-tickets/10-7-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347032",FALSE,"normal","2018-10-07T21:00:00","2018-10-07T13:00:00","",4347032,"2018-04-20T00:00:00",NA,157,157,612,400.55,1642,FALSE,"QRCODE","2018-08-24T21:15:58Z","28202","Bank of America Stadium",0,"America/New_York","Charlotte",0.8968222,"800 South Mint Street","https://seatgeek.com/venues/bank-of-america-stadium/tickets",TRUE,"Charlotte, NC","Bank of America Stadium",10,"US","NC","Charlotte, NC 28202",1122,"bank-of-america-stadium",-80.8524,35.2243,FALSE,"QRCODE_TM","2015-09-25T18:23:51Z"
"75","2018-09-05_08.12.46",FALSE,FALSE,"2018-04-20T00:47:34",0.505,"sports",FALSE,0.418,"Denver Broncos at New York Jets","Broncos at Jets","2018-10-07T17:00:00","https://seatgeek.com/denver-broncos-at-new-york-jets-tickets/sport/2018-10-07-1-pm/4347011",FALSE,"normal","2018-10-07T21:00:00","2018-10-07T13:00:00","",4347011,"2018-04-20T00:00:00",NA,56,56,1771,194.19,1864,FALSE,"QRCODE_TM","2015-09-12T14:14:07Z","07073","MetLife Stadium",0,"America/New_York","East Rutherford",0.94873494,"1 MetLife Stadium Drive","https://seatgeek.com/venues/metlife-stadium/tickets",TRUE,"East Rutherford, NJ","MetLife Stadium",21,"US","NJ","East Rutherford, NJ 07073",1587,"metlife-stadium",-74.0737,40.8142,FALSE,"QRCODE_TM","2015-09-12T14:14:07Z"
"76","2018-09-05_08.12.46",FALSE,FALSE,"2018-04-20T00:47:40",0.89,"nfl",FALSE,0.849,"Miami Dolphins at Cincinnati Bengals","Dolphins at Bengals","2018-10-07T17:00:00","https://seatgeek.com/dolphins-at-bengals-tickets/10-7-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347043",FALSE,"normal","2018-10-07T21:00:00","2018-10-07T13:00:00","",4347043,"2018-04-20T00:00:00",NA,40,40,1028,128.58,856,FALSE,"QRCODE","2018-08-24T21:16:15Z","45202","Paul Brown Stadium",0,"America/New_York","Cincinnati",0.86166537,"1 Paul Brown Stadium","https://seatgeek.com/venues/paul-brown-stadium/tickets",TRUE,"Cincinnati, OH","Paul Brown Stadium",9,"US","OH","Cincinnati, OH 45202",1124,"paul-brown-stadium",-84.5177,39.0961,FALSE,"QRCODE_TM","2015-10-09T16:14:37Z"
"77","2018-09-05_08.12.46",FALSE,FALSE,"2018-04-20T00:47:44",0.887,"nfl",FALSE,0.843,"Tennessee Titans at Buffalo Bills","Titans at Bills","2018-10-07T17:00:00","https://seatgeek.com/titans-at-bills-tickets/10-7-2018-orchard-park-new-york-new-era-field/nfl/4347063",FALSE,"normal","2018-10-07T21:00:00","2018-10-07T13:00:00","",4347063,"2018-04-20T00:00:00",NA,63,63,1625,153.91,6079,FALSE,"QRCODE","2018-08-24T21:16:26Z","14127","New Era Field",0,"America/New_York","Orchard Park",0.8815085,"1 Bills Drive","https://seatgeek.com/venues/new-era-field/tickets",TRUE,"Orchard Park, NY","New Era Field",8,"US","NY","Orchard Park, NY 14127",1135,"new-era-field",-78.7874,42.7737,FALSE,"QRCODE_TM","2015-08-12T16:52:53Z"
"78","2018-09-05_08.12.46",FALSE,FALSE,"2018-04-20T00:47:28",0.887,"nfl",FALSE,0.847,"Jacksonville Jaguars at Kansas City Chiefs","Jaguars at Chiefs","2018-10-07T17:00:00","https://seatgeek.com/jaguars-at-chiefs-tickets/10-7-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346983",FALSE,"normal","2018-10-07T21:00:00","2018-10-07T12:00:00","",4346983,"2018-04-20T00:00:00",NA,41,46,1643,146.01,751,FALSE,"QRCODE","2018-08-24T21:03:49Z","64129","Arrowhead Stadium",0,"America/Chicago","Kansas City",0.8827867,"1 Arrowhead Drive","https://seatgeek.com/venues/arrowhead-stadium/tickets",TRUE,"Kansas City, MO","Arrowhead Stadium",10,"US","MO","Kansas City, MO 64129",1128,"arrowhead-stadium",-94.4839,39.0489,FALSE,"QRCODE_TM","2015-08-20T16:20:51Z"
"79","2018-09-05_08.12.46",FALSE,FALSE,"2018-04-20T00:47:31",0.883,"nfl",FALSE,0.838,"Baltimore Ravens at Cleveland Browns","Ravens at Browns","2018-10-07T17:00:00","https://seatgeek.com/ravens-at-browns-tickets/10-7-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346999",FALSE,"normal","2018-10-07T21:00:00","2018-10-07T13:00:00","",4346999,"2018-04-20T00:00:00",NA,37,37,1709,135.55,1079,FALSE,"QRCODE","2018-08-24T21:04:01Z","44114","FirstEnergy Stadium",0,"America/New_York","Cleveland",0.86852187,"100 Alfred Lerner Way","https://seatgeek.com/venues/firstenergy-stadium-15/tickets",TRUE,"Cleveland, OH","FirstEnergy Stadium",8,"US","OH","Cleveland, OH 44114",1123,"firstenergy-stadium-15",-81.7,41.5065,FALSE,"NONE","2015-11-11T20:55:31Z"
"80","2018-09-05_08.12.46",FALSE,FALSE,"2018-04-20T00:47:52",0.948,"nfl",FALSE,0.92,"Oakland Raiders at Los Angeles Chargers","Raiders at Chargers","2018-10-07T20:05:00","https://seatgeek.com/raiders-at-chargers-tickets/10-7-2018-carson-california-stubhub-center/nfl/4347111",FALSE,"normal","2018-10-08T00:05:00","2018-10-07T13:05:00","",4347111,"2018-04-20T00:00:00",NA,258,258,475,399.46,6245,FALSE,"QRCODE","2018-08-24T21:17:06Z","90746","StubHub Center",0,"America/Los_Angeles","Carson",0.7228164,"18400 Avalon Blvd","https://seatgeek.com/venues/stubhub-center/tickets",TRUE,"Carson, CA","StubHub Center",14,"US","CA","Carson, CA 90746",52,"stubhub-center",-118.261,33.8643,NA,NA,NA
"81","2018-09-05_08.12.46",FALSE,FALSE,"2018-04-20T00:47:53",0.91,"nfl",FALSE,0.876,"Arizona Cardinals at San Francisco 49ers","Cardinals at 49ers","2018-10-07T20:25:00","https://seatgeek.com/cardinals-at-49ers-tickets/10-7-2018-santa-clara-california-levi-s-stadium/nfl/4347115",FALSE,"normal","2018-10-08T00:25:00","2018-10-07T13:25:00","",4347115,"2018-04-20T00:00:00",NA,68,68,1593,218.44,3694,FALSE,"QRCODE_TM","2015-07-10T00:00:00Z","95054","Levi's Stadium",0,"America/Los_Angeles","Santa Clara",0.95768774,"4900 Marie P DeBartolo Way","https://seatgeek.com/venues/levi-s-stadium/tickets",TRUE,"Santa Clara, CA","Levi's Stadium",13,"US","CA","Santa Clara, CA 95054",58670,"levi-s-stadium",-121.969,37.4023,FALSE,"QRCODE_TM","2015-07-10T00:00:00Z"
"82","2018-09-05_08.12.46",FALSE,FALSE,"2018-04-20T00:47:56",0.921,"nfl",FALSE,0.888,"Los Angeles Rams at Seattle Seahawks","Rams at Seahawks","2018-10-07T20:25:00","https://seatgeek.com/rams-at-seahawks-tickets/10-7-2018-seattle-washington-centurylink-field/nfl/4347128",FALSE,"normal","2018-10-08T00:25:00","2018-10-07T13:25:00","",4347128,"2018-04-20T00:00:00",NA,173,173,484,405.28,1304,FALSE,"QRCODE","2018-08-24T21:19:14Z","98134","CenturyLink Field",0,"America/Los_Angeles","Seattle",0.87232786,"800 Occidental Ave S","https://seatgeek.com/venues/centurylink-field/tickets",TRUE,"Seattle, WA","CenturyLink Field",14,"US","WA","Seattle, WA 98134",339,"centurylink-field",-122.33,47.6,FALSE,"QRCODE","2018-03-02T22:54:54Z"
"83","2018-09-05_08.12.46",FALSE,FALSE,"2018-04-20T00:47:26",0.945,"nfl",FALSE,0.914,"Minnesota Vikings at Philadelphia Eagles","Vikings at Eagles","2018-10-07T20:25:00","https://seatgeek.com/vikings-at-eagles-tickets/10-7-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4346976",FALSE,"normal","2018-10-08T00:25:00","2018-10-07T16:25:00","",4346976,"2018-04-20T00:00:00",NA,152,152,1300,435.5,1461,FALSE,"QRCODE","2018-08-24T21:03:38Z","19148","Lincoln Financial Field",0,"America/New_York","Philadelphia",0.90542686,"1020 Pattison Ave","https://seatgeek.com/venues/lincoln-financial-field/tickets",TRUE,"Philadelphia, PA","Lincoln Financial Field",18,"US","PA","Philadelphia, PA 19148",330,"lincoln-financial-field",-75.1675,39.9046,FALSE,"QRCODE_TM","2015-07-10T00:00:00Z"
"84","2018-09-05_08.12.46",FALSE,FALSE,"2018-04-20T00:47:36",0.957,"nfl",FALSE,0.938,"Dallas Cowboys at Houston Texans","Cowboys at Texans","2018-10-08T00:20:00","https://seatgeek.com/cowboys-at-texans-tickets/10-7-2018-houston-texas-nrg-stadium/nfl/4347020",FALSE,"normal","2018-10-08T04:20:00","2018-10-07T19:20:00","",4347020,"2018-04-20T00:00:00",NA,284,284,1157,616.9,5377,FALSE,"QRCODE","2018-08-24T21:04:53Z","77054","NRG Stadium",0,"America/Chicago","Houston",0.8624192,"1 Reliant Park","https://seatgeek.com/venues/nrg-stadium/tickets",TRUE,"Houston, TX","NRG Stadium",47,"US","TX","Houston, TX 77054",41,"nrg-stadium",-95.4107,29.6847,FALSE,"QRCODE_TM","2015-11-04T18:42:27Z"
"85","2018-09-05_08.12.46",FALSE,FALSE,"2018-08-03T16:01:06",0.427,"sports",FALSE,0.319,"Baltimore Ravens at A Purple Evening","Baltimore Ravens at A Purple Evening","2018-10-08T20:00:00","https://seatgeek.com/baltimore-ravens-at-a-purple-evening-tickets/sport/2018-10-08-4-pm/4474093",FALSE,"normal","2018-10-09T00:00:00","2018-10-08T16:00:00","",4474093,"2018-08-03T00:00:00",NA,249,NA,4,331.25,569,FALSE,"QRCODE_TM","2015-08-04T00:00:00Z","21230","M&T Bank Stadium",0,"America/New_York","Baltimore",0.8927189,"1101 Russell St","https://seatgeek.com/venues/m-t-bank-stadium/tickets",TRUE,"Baltimore, MD","M&T Bank Stadium",9,"US","MD","Baltimore, MD 21230",1121,"m-t-bank-stadium",-76.623,39.2774,FALSE,"QRCODE_TM","2015-08-04T00:00:00Z"
"86","2018-09-05_08.12.46",FALSE,TRUE,"2018-04-20T00:47:25",0.901,"nfl",FALSE,0.864,"Washington Redskins at New Orleans Saints","Redskins at Saints","2018-10-09T00:15:00","https://seatgeek.com/redskins-at-saints-tickets/10-8-2018-new-orleans-louisiana-mercedes-benz-superdome/nfl/4346971",FALSE,"normal","2018-10-09T04:15:00","2018-10-08T19:15:00","",4346971,"2018-04-20T00:00:00",NA,77,77,1418,251.32,5941,FALSE,"QRCODE","2018-05-29T20:38:55Z","70112","Mercedes-Benz Superdome",0,"America/Chicago","New Orleans",0.8966978,"1500 Sugar Bowl Drive","https://seatgeek.com/venues/mercedes-benz-superdome/tickets",TRUE,"New Orleans, LA","Mercedes-Benz Superdome",20,"US","LA","New Orleans, LA 70112",128,"mercedes-benz-superdome",-90.0786,29.9515,FALSE,"QRCODE_TM","2018-08-27T20:46:59Z"
"87","2018-09-05_08.12.46",FALSE,FALSE,"2018-04-20T00:47:14",0.945,"nfl",FALSE,0.928,"Philadelphia Eagles at New York Giants","Eagles at Giants","2018-10-12T00:20:00","https://seatgeek.com/eagles-at-giants-tickets/10-11-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346917",FALSE,"normal","2018-10-12T04:20:00","2018-10-11T20:20:00","",4346917,"2018-04-20T00:00:00",NA,142,142,1557,354.15,4197,FALSE,"QRCODE","2018-08-24T21:52:02Z","07073","MetLife Stadium",0,"America/New_York","East Rutherford",0.94873494,"1 MetLife Stadium Drive","https://seatgeek.com/venues/metlife-stadium/tickets",TRUE,"East Rutherford, NJ","MetLife Stadium",21,"US","NJ","East Rutherford, NJ 07073",1587,"metlife-stadium",-74.0737,40.8142,FALSE,"QRCODE_TM","2015-09-12T14:14:07Z"
"88","2018-09-05_08.12.46",FALSE,FALSE,"2017-12-21T15:00:36",0.56,"ncaa_football",FALSE,0.466,"Alabama State Hornets at South Alabama Jaguars Football","Alabama State at South Alabama","2018-10-13T17:00:00","https://seatgeek.com/alabama-state-hornets-at-south-alabama-jaguars-football-tickets/ncaa-football/2018-10-13-12-pm/4192619",FALSE,"normal","2018-10-13T21:00:00","2018-10-13T12:00:00","",4192619,"2017-12-21T00:00:00",NA,32,32,10,59.38,124,NA,NA,NA,"36604","Ladd Peebles Stadium",0,"America/Chicago","Mobile",0.50177634,"1621 Virginia St.","https://seatgeek.com/venues/ladd-peebles-stadium/tickets",TRUE,"Mobile, AL","Ladd Peebles Stadium",7,"US","AL","Mobile, AL 36604",3716,"ladd-peebles-stadium",-88.0761,30.6748,NA,NA,NA
"89","2018-09-05_08.12.46",FALSE,FALSE,"2018-04-20T00:47:22",0.919,"nfl",FALSE,0.896,"Indianapolis Colts at New York Jets","Colts at Jets","2018-10-14T17:00:00","https://seatgeek.com/colts-at-jets-tickets/10-14-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346961",FALSE,"normal","2018-10-14T21:00:00","2018-10-14T13:00:00","",4346961,"2018-04-20T00:00:00",NA,50,50,1874,200.62,6040,FALSE,"QRCODE","2018-08-24T21:52:02Z","07073","MetLife Stadium",0,"America/New_York","East Rutherford",0.94873494,"1 MetLife Stadium Drive","https://seatgeek.com/venues/metlife-stadium/tickets",TRUE,"East Rutherford, NJ","MetLife Stadium",21,"US","NJ","East Rutherford, NJ 07073",1587,"metlife-stadium",-74.0737,40.8142,FALSE,"QRCODE_TM","2015-09-12T14:14:07Z"
"90","2018-09-05_08.12.46",FALSE,FALSE,"2018-04-20T00:47:40",0.91,"nfl",FALSE,0.884,"Pittsburgh Steelers at Cincinnati Bengals","Steelers at Bengals","2018-10-14T17:00:00","https://seatgeek.com/steelers-at-bengals-tickets/10-14-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347042",FALSE,"normal","2018-10-14T21:00:00","2018-10-14T13:00:00","",4347042,"2018-04-20T00:00:00",NA,66,66,743,188.9,1257,FALSE,"QRCODE","2018-08-24T21:53:35Z","45202","Paul Brown Stadium",0,"America/New_York","Cincinnati",0.86166537,"1 Paul Brown Stadium","https://seatgeek.com/venues/paul-brown-stadium/tickets",TRUE,"Cincinnati, OH","Paul Brown Stadium",9,"US","OH","Cincinnati, OH 45202",1124,"paul-brown-stadium",-84.5177,39.0961,FALSE,"QRCODE_TM","2015-10-09T16:14:37Z"
"91","2018-09-05_08.12.46",FALSE,FALSE,"2018-04-20T00:47:42",0.902,"nfl",FALSE,0.868,"Tampa Bay Buccaneers at Atlanta Falcons","Buccaneers at Falcons","2018-10-14T17:00:00","https://seatgeek.com/buccaneers-at-falcons-tickets/10-14-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347051",FALSE,"normal","2018-10-14T21:00:00","2018-10-14T13:00:00","",4347051,"2018-04-20T00:00:00",NA,71,71,1577,236.87,10838,FALSE,"QRCODE","2018-08-24T21:53:35Z","30313","Mercedes-Benz Stadium",0,"America/New_York","Atlanta",0.76958936,"35 Northside Dr NW","https://seatgeek.com/venues/mercedes-benz-stadium/tickets",TRUE,"Atlanta, GA","Mercedes-Benz Stadium",15,"US","GA","Atlanta, GA 30313",419590,"mercedes-benz-stadium",-84.4,33.76,FALSE,"QRCODE","2018-08-23T20:14:46Z"
"92","2018-09-05_08.12.46",FALSE,FALSE,"2018-04-20T00:47:47",0.894,"nfl",FALSE,0.868,"Chicago Bears at Miami Dolphins","Bears at Dolphins","2018-10-14T17:00:00","https://seatgeek.com/bears-at-dolphins-tickets/10-14-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347081",FALSE,"normal","2018-10-14T21:00:00","2018-10-14T13:00:00","",4347081,"2018-04-20T00:00:00",NA,94,94,1197,334.24,11398,FALSE,"QRCODE","2018-08-24T21:53:35Z","33056","Hard Rock Stadium",0,"America/New_York","Miami Gardens",0.8378203,"347 Don Shula Dr.","https://seatgeek.com/venues/hard-rock-stadium/tickets",TRUE,"Miami Gardens, FL","Hard Rock Stadium",39,"US","FL","Miami Gardens, FL 33056",29,"hard-rock-stadium",-80.24,25.96,FALSE,"NONE","2017-10-03T18:58:44Z"
"93","2018-09-05_08.12.46",FALSE,FALSE,"2018-04-20T01:04:06",0.899,"nfl",FALSE,0.864,"Arizona Cardinals at Minnesota Vikings","Cardinals at Vikings","2018-10-14T17:00:00","https://seatgeek.com/cardinals-at-vikings-tickets/10-14-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347145",FALSE,"normal","2018-10-14T21:00:00","2018-10-14T12:00:00","",4347145,"2018-04-20T00:00:00",NA,104,104,911,285.47,1478,FALSE,"QRCODE","2018-08-24T21:53:38Z","55415","U.S. Bank Stadium",0,"America/Chicago","Minneapolis",0.88524246,"401 Chicago Avenue","https://seatgeek.com/venues/u-s-bank-stadium/tickets",TRUE,"Minneapolis, MN","U.S. Bank Stadium",14,"US","MN","Minneapolis, MN 55415",218451,"u-s-bank-stadium",-93.26,44.97,FALSE,"NONE","2018-08-22T15:34:15Z"
"94","2018-09-05_08.12.46",FALSE,FALSE,"2018-04-20T00:47:31",0.875,"nfl",FALSE,0.836,"Los Angeles Chargers at Cleveland Browns","Chargers at Browns","2018-10-14T17:00:00","https://seatgeek.com/chargers-at-browns-tickets/10-14-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346998",FALSE,"normal","2018-10-14T21:00:00","2018-10-14T13:00:00","",4346998,"2018-04-20T00:00:00",NA,31,32,1944,119.11,733,FALSE,"QRCODE","2018-08-24T21:53:35Z","44114","FirstEnergy Stadium",0,"America/New_York","Cleveland",0.86852187,"100 Alfred Lerner Way","https://seatgeek.com/venues/firstenergy-stadium-15/tickets",TRUE,"Cleveland, OH","FirstEnergy Stadium",8,"US","OH","Cleveland, OH 44114",1123,"firstenergy-stadium-15",-81.7,41.5065,FALSE,"NONE","2015-11-11T20:55:31Z"
"95","2018-09-05_08.12.46",FALSE,FALSE,"2018-04-20T00:47:18",0.942,"nfl",FALSE,0.915,"Carolina Panthers at Washington Redskins","Panthers at Redskins","2018-10-14T17:00:00","https://seatgeek.com/panthers-at-redskins-tickets/10-14-2018-landover-maryland-fedex-field/nfl/4346942",FALSE,"normal","2018-10-14T21:00:00","2018-10-14T13:00:00","",4346942,"2018-04-20T00:00:00",NA,96,96,1610,232.46,1276,FALSE,"QRCODE","2018-08-24T21:52:02Z","20785","FedEx Field",0,"America/New_York","Landover",0.9333444,"1600 Fedex Way","https://seatgeek.com/venues/fedex-field/tickets",TRUE,"Landover, MD","FedEx Field",9,"US","MD","Landover, MD 20785",35,"fedex-field",-76.8658,38.9071,FALSE,"QRCODE_TM","2015-09-12T14:13:58Z"
