"","timestamp","datetime_tbd","popularity","url","is_open","datetime_local","visible_until_utc","score","datetime_utc","created_at","announce_date","description","type","short_title","title","status","time_tbd","date_tbd","id","general_admission","lowest_price_good_deals","median_price","visible_listing_count","lowest_price","average_price","highest_price","listing_count","created_at","employee_only","method","city","name_v2","url","timezone","has_upcoming_events","score","metro_code","display_location","slug","country","postal_code","state","extended_address","address","name","popularity","num_upcoming_events","id","lat","lon","created_at","employee_only","method"
"11","2018-09-26_08.06.25",FALSE,1.018,"https://seatgeek.com/lions-at-cowboys-tickets/9-30-2018-arlington-texas-at-t-stadium/nfl/4327924",TRUE,"2018-09-30T12:00:00","2018-09-30T21:00:00",0.94,"2018-09-30T17:00:00","2018-04-05T23:08:47","2018-04-05T00:00:00","","nfl","Lions at Cowboys","Detroit Lions at Dallas Cowboys","normal",FALSE,FALSE,4327924,NA,NA,180,1974,NA,225.90282,1800,2521,"2018-04-17T22:02:33Z",FALSE,"QRCODE","Arlington","AT&T Stadium","https://seatgeek.com/venues/at-t-stadium/tickets","America/Chicago",TRUE,0.9751414,623,"Arlington, TX","at-t-stadium","US","76011","TX","Arlington, TX 76011","1 AT&T Way","AT&T Stadium",0,20,4965,32.7459,-97.0957,"2018-04-17T22:02:33Z",FALSE,"QRCODE"
"12","2018-09-26_08.06.25",FALSE,1.01,"https://seatgeek.com/dolphins-at-patriots-tickets/9-30-2018-foxborough-massachusetts-gillette-stadium/nfl/4347092",FALSE,"2018-09-30T13:00:00","2018-09-30T21:00:00",0.925,"2018-09-30T17:00:00","2018-04-20T00:47:49","2018-04-20T00:00:00","","nfl","Dolphins at Patriots","Miami Dolphins at New England Patriots","normal",FALSE,FALSE,4347092,NA,249,391,240,265,522.50635,1518,79,"2018-08-24T20:51:36Z",FALSE,"QRCODE","Foxborough","Gillette Stadium","https://seatgeek.com/venues/gillette-stadium/tickets","America/New_York",TRUE,0.8983344,506,"Foxborough, MA","gillette-stadium","US","02035","MA","Foxborough, MA 02035","1 Patriot Place","Gillette Stadium",0,15,33,42.0906,-71.2674,"2018-08-22T15:36:58Z",FALSE,"NONE"
"13","2018-09-26_08.06.25",FALSE,0.988,"https://seatgeek.com/seahawks-at-cardinals-tickets/9-30-2018-glendale-arizona-state-farm-stadium/nfl/4347103",FALSE,"2018-09-30T13:05:00","2018-10-01T00:05:00",0.892,"2018-09-30T20:05:00","2018-04-20T00:47:51","2018-04-20T00:00:00","","nfl","Seahawks at Cardinals","Seattle Seahawks at Arizona Cardinals","normal",FALSE,FALSE,4347103,NA,27,86,755,28,109.174065,630,586,"2018-09-05T19:57:48Z",FALSE,"QRCODE","Glendale","State Farm Stadium","https://seatgeek.com/venues/state-farm-stadium/tickets","America/Phoenix",TRUE,0.93402725,753,"Glendale, AZ","state-farm-stadium","US","85305","AZ","Glendale, AZ 85305","1 Cardinals Drive","State Farm Stadium",0,10,43,33.5294,-112.262,"2015-12-21T17:26:05Z",FALSE,"NONE"
"14","2018-09-26_08.06.25",FALSE,0.962,"https://seatgeek.com/browns-at-raiders-tickets/9-30-2018-oakland-california-oakland-alameda-county-coliseum/nfl/4347154",FALSE,"2018-09-30T13:05:00","2018-10-01T00:05:00",0.856,"2018-09-30T20:05:00","2018-04-20T01:04:25","2018-04-20T00:00:00","","nfl","Browns at Raiders","Cleveland Browns at Oakland Raiders","normal",FALSE,FALSE,4347154,NA,75,160,360,75,158.43396,371,265,"2018-08-24T20:56:48Z",FALSE,"QRCODE","Oakland","Oakland-Alameda County Coliseum","https://seatgeek.com/venues/oakland-alameda-county-coliseum/tickets","America/Los_Angeles",TRUE,0.7817843,807,"Oakland, CA","oakland-alameda-county-coliseum","US","94621","CA","Oakland, CA 94621","7000 Coliseum Way","Oakland-Alameda County Coliseum",0,21,14,37.7469,-122.201,"2015-06-24T00:00:00Z",FALSE,"PDF417"
"15","2018-09-26_08.06.25",FALSE,1.009,"https://seatgeek.com/49ers-at-chargers-tickets/9-30-2018-carson-california-stubhub-center/nfl/4347112",FALSE,"2018-09-30T13:25:00","2018-10-01T00:25:00",0.912,"2018-09-30T20:25:00","2018-04-20T00:47:52","2018-04-20T00:00:00","","nfl","49ers at Chargers","San Francisco 49ers at Los Angeles Chargers","normal",FALSE,FALSE,4347112,NA,130,238,309,130,243.62599,505,254,"2018-08-24T20:52:20Z",FALSE,"QRCODE","Carson","StubHub Center","https://seatgeek.com/venues/stubhub-center/tickets","America/Los_Angeles",TRUE,0.7228164,803,"Carson, CA","stubhub-center","US","90746","CA","Carson, CA 90746","18400 Avalon Blvd","StubHub Center",0,14,52,33.8643,-118.261,NA,NA,NA
"16","2018-09-26_08.06.25",FALSE,1.012,"https://seatgeek.com/saints-at-giants-tickets/9-30-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346972",FALSE,"2018-09-30T16:25:00","2018-10-01T00:25:00",0.915,"2018-09-30T20:25:00","2018-04-20T00:47:25","2018-04-20T00:00:00","","nfl","Saints at Giants","New Orleans Saints at New York Giants","normal",FALSE,FALSE,4346972,NA,132,244,343,132,338.82178,2174,202,"2018-08-24T20:47:31Z",FALSE,"QRCODE","East Rutherford","MetLife Stadium","https://seatgeek.com/venues/metlife-stadium/tickets","America/New_York",TRUE,0.94873494,501,"East Rutherford, NJ","metlife-stadium","US","07073","NJ","East Rutherford, NJ 07073","1 MetLife Stadium Drive","MetLife Stadium",0,16,1587,40.8142,-74.0737,"2015-09-12T14:14:07Z",FALSE,"QRCODE_TM"
"17","2018-09-26_08.06.25",FALSE,0.975,"https://seatgeek.com/ravens-at-steelers-tickets/9-30-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347080",FALSE,"2018-09-30T20:20:00","2018-10-01T04:20:00",0.888,"2018-10-01T00:20:00","2018-04-20T00:47:47","2018-04-20T00:00:00","","nfl","Ravens at Steelers","Baltimore Ravens at Pittsburgh Steelers","normal",FALSE,FALSE,4347080,NA,100,207,344,100,240.67583,661,182,"2018-08-24T20:51:27Z",FALSE,"QRCODE","Pittsburgh","Heinz Field","https://seatgeek.com/venues/heinz-field/tickets","America/New_York",TRUE,0.9033526,508,"Pittsburgh, PA","heinz-field","US","15212","PA","Pittsburgh, PA 15212","100 Art Rooney Avenue","Heinz Field",0,10,1119,40.4468,-80.0158,"2015-12-08T15:36:23Z",FALSE,"QRCODE_TM"
"18","2018-09-26_08.06.25",FALSE,0.968,"https://seatgeek.com/chiefs-at-broncos-tickets/10-1-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347139",FALSE,"2018-10-01T18:15:00","2018-10-02T04:15:00",0.879,"2018-10-02T00:15:00","2018-04-20T01:04:05","2018-04-20T00:00:00","","nfl","Chiefs at Broncos","Kansas City Chiefs at Denver Broncos","normal",FALSE,FALSE,4347139,NA,145,274,371,145,475.46054,6272,76,"2018-08-24T20:57:25Z",FALSE,"QRCODE","Denver","Sports Authority Field at Mile High","https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets","America/Denver",TRUE,0.9028296,751,"Denver, CO","sports-authority-field-at-mile-high","US","80204","CO","Denver, CO 80204","1701 Bryant St.","Sports Authority Field at Mile High",0,7,1131,39.74,-105.02,"2015-08-07T18:39:02Z",FALSE,"QRCODE_TM"
"19","2018-09-26_08.06.25",FALSE,0.971,"https://seatgeek.com/colts-at-patriots-tickets/10-4-2018-foxborough-massachusetts-gillette-stadium/nfl/4347096",FALSE,"2018-10-04T20:20:00","2018-10-05T04:20:00",0.914,"2018-10-05T00:20:00","2018-04-20T00:47:50","2018-04-20T00:00:00","","nfl","Colts at Patriots","Indianapolis Colts at New England Patriots","normal",FALSE,FALSE,4347096,NA,138,240,597,138,287.48315,780,267,"2018-08-24T21:03:24Z",FALSE,"QRCODE","Foxborough","Gillette Stadium","https://seatgeek.com/venues/gillette-stadium/tickets","America/New_York",TRUE,0.8983344,506,"Foxborough, MA","gillette-stadium","US","02035","MA","Foxborough, MA 02035","1 Patriot Place","Gillette Stadium",0,15,33,42.0906,-71.2674,"2018-08-22T15:36:58Z",FALSE,"NONE"
"20","2018-09-26_08.06.25",FALSE,0.699,"https://seatgeek.com/south-alabama-jaguars-at-georgia-southern-eagles-football-tickets/ncaa-football/2018-10-06-3-30-pm/4281989",FALSE,"2018-10-06T15:30:00","2018-10-06T23:30:00",0.563,"2018-10-06T19:30:00","2018-02-28T15:00:17","2018-02-28T00:00:00","","ncaa_football","South Alabama at Georgia Southern","South Alabama Jaguars at Georgia Southern Eagles Football","normal",FALSE,FALSE,4281989,NA,NA,42,14,28,45.42105,69,19,NA,NA,NA,"Statesboro","Allen E. Paulson Stadium","https://seatgeek.com/venues/allen-e-paulson-stadium/tickets","America/New_York",TRUE,0.41380084,507,"Statesboro, GA","allen-e-paulson-stadium","US","30460","GA","Statesboro, GA 30460","225 Lanier Drive","Allen E. Paulson Stadium",0,4,2352,32.4488,-81.7832,NA,NA,NA
"21","2018-09-26_08.06.25",FALSE,0.952,"https://seatgeek.com/falcons-at-steelers-tickets/10-7-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347079",FALSE,"2018-10-07T13:00:00","2018-10-07T21:00:00",0.897,"2018-10-07T17:00:00","2018-04-20T00:47:47","2018-04-20T00:00:00","","nfl","Falcons at Steelers","Atlanta Falcons at Pittsburgh Steelers","normal",FALSE,FALSE,4347079,NA,148,354,440,148,398.19107,1084,246,"2018-08-24T21:16:40Z",FALSE,"QRCODE","Pittsburgh","Heinz Field","https://seatgeek.com/venues/heinz-field/tickets","America/New_York",TRUE,0.9033526,508,"Pittsburgh, PA","heinz-field","US","15212","PA","Pittsburgh, PA 15212","100 Art Rooney Avenue","Heinz Field",0,10,1119,40.4468,-80.0158,"2015-12-08T15:36:23Z",FALSE,"QRCODE_TM"
"22","2018-09-26_08.06.25",FALSE,0.963,"https://seatgeek.com/giants-at-panthers-tickets/10-7-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347032",FALSE,"2018-10-07T13:00:00","2018-10-07T21:00:00",0.906,"2018-10-07T17:00:00","2018-04-20T00:47:38","2018-04-20T00:00:00","","nfl","Giants at Panthers","New York Giants at Carolina Panthers","normal",FALSE,FALSE,4347032,NA,169,270,454,159,333.2022,1052,272,"2018-08-24T21:15:58Z",FALSE,"QRCODE","Charlotte","Bank of America Stadium","https://seatgeek.com/venues/bank-of-america-stadium/tickets","America/New_York",TRUE,0.8968222,517,"Charlotte, NC","bank-of-america-stadium","US","28202","NC","Charlotte, NC 28202","800 South Mint Street","Bank of America Stadium",0,8,1122,35.2243,-80.8524,"2015-09-25T18:23:51Z",FALSE,"QRCODE_TM"
"23","2018-09-26_08.06.25",FALSE,0.969,"https://seatgeek.com/packers-at-lions-tickets/10-7-2018-detroit-michigan-ford-field/nfl/4347027",FALSE,"2018-10-07T13:00:00","2018-10-07T21:00:00",0.913,"2018-10-07T17:00:00","2018-04-20T00:47:37","2018-04-20T00:00:00","","nfl","Packers at Lions","Green Bay Packers at Detroit Lions","normal",FALSE,FALSE,4347027,NA,117,198,595,132,252.32133,2392,361,"2018-08-24T21:05:06Z",FALSE,"QRCODE","Detroit","Ford Field","https://seatgeek.com/venues/ford-field/tickets","America/Detroit",TRUE,0.9029952,505,"Detroit, MI","ford-field","US","48226","MI","Detroit, MI 48226","2000 Brush St.","Ford Field",0,11,346,42.34,-83.0459,"2015-11-04T17:31:52Z",FALSE,"NONE"
"24","2018-09-26_08.06.25",FALSE,0.978,"https://seatgeek.com/broncos-at-jets-tickets/10-7-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4347011",FALSE,"2018-10-07T13:00:00","2018-10-07T21:00:00",0.922,"2018-10-07T17:00:00","2018-04-20T00:47:34","2018-04-20T00:00:00","","nfl","Broncos at Jets","Denver Broncos at New York Jets","normal",FALSE,FALSE,4347011,NA,55,149,944,55,172.85158,783,795,"2018-09-05T19:53:41Z",FALSE,"QRCODE","East Rutherford","MetLife Stadium","https://seatgeek.com/venues/metlife-stadium/tickets","America/New_York",TRUE,0.94873494,501,"East Rutherford, NJ","metlife-stadium","US","07073","NJ","East Rutherford, NJ 07073","1 MetLife Stadium Drive","MetLife Stadium",0,16,1587,40.8142,-74.0737,"2015-09-12T14:14:07Z",FALSE,"QRCODE_TM"
"25","2018-09-26_08.06.25",FALSE,0.909,"https://seatgeek.com/dolphins-at-bengals-tickets/10-7-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347043",FALSE,"2018-10-07T13:00:00","2018-10-07T21:00:00",0.837,"2018-10-07T17:00:00","2018-04-20T00:47:40","2018-04-20T00:00:00","","nfl","Dolphins at Bengals","Miami Dolphins at Cincinnati Bengals","normal",FALSE,FALSE,4347043,NA,52,95,631,52,109.43463,429,283,"2018-08-24T21:16:15Z",FALSE,"QRCODE","Cincinnati","Paul Brown Stadium","https://seatgeek.com/venues/paul-brown-stadium/tickets","America/New_York",TRUE,0.86166537,515,"Cincinnati, OH","paul-brown-stadium","US","45202","OH","Cincinnati, OH 45202","1 Paul Brown Stadium","Paul Brown Stadium",0,7,1124,39.0961,-84.5177,"2015-10-09T16:14:37Z",FALSE,"QRCODE_TM"
"26","2018-09-26_08.06.25",FALSE,0.916,"https://seatgeek.com/ravens-at-browns-tickets/10-7-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346999",FALSE,"2018-10-07T13:00:00","2018-10-07T21:00:00",0.847,"2018-10-07T17:00:00","2018-04-20T00:47:31","2018-04-20T00:00:00","","nfl","Ravens at Browns","Baltimore Ravens at Cleveland Browns","normal",FALSE,FALSE,4346999,NA,69,119,668,69,152.91824,990,526,"2018-08-24T21:04:01Z",FALSE,"QRCODE","Cleveland","FirstEnergy Stadium","https://seatgeek.com/venues/firstenergy-stadium-15/tickets","America/New_York",TRUE,0.86852187,510,"Cleveland, OH","firstenergy-stadium-15","US","44114","OH","Cleveland, OH 44114","100 Alfred Lerner Way","FirstEnergy Stadium",0,6,1123,41.5065,-81.7,"2015-11-11T20:55:31Z",FALSE,"NONE"
"27","2018-09-26_08.06.25",FALSE,0.92,"https://seatgeek.com/titans-at-bills-tickets/10-7-2018-orchard-park-new-york-new-era-field/nfl/4347063",FALSE,"2018-10-07T13:00:00","2018-10-07T21:00:00",0.856,"2018-10-07T17:00:00","2018-04-20T00:47:44","2018-04-20T00:00:00","","nfl","Titans at Bills","Tennessee Titans at Buffalo Bills","normal",FALSE,FALSE,4347063,NA,63,116,667,63,131.88646,441,458,"2018-08-24T21:16:26Z",FALSE,"QRCODE","Orchard Park","New Era Field","https://seatgeek.com/venues/new-era-field/tickets","America/New_York",TRUE,0.8815085,514,"Orchard Park, NY","new-era-field","US","14127","NY","Orchard Park, NY 14127","1 Bills Drive","New Era Field",0,7,1135,42.7737,-78.7874,"2015-08-12T16:52:53Z",FALSE,"QRCODE_TM"
"28","2018-09-26_08.06.25",FALSE,0.932,"https://seatgeek.com/jaguars-at-chiefs-tickets/10-7-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346983",FALSE,"2018-10-07T12:00:00","2018-10-07T21:00:00",0.87,"2018-10-07T17:00:00","2018-04-20T00:47:28","2018-04-20T00:00:00","","nfl","Jaguars at Chiefs","Jacksonville Jaguars at Kansas City Chiefs","normal",FALSE,FALSE,4346983,NA,81,175,970,81,384.16428,124891,627,"2018-08-24T21:03:49Z",FALSE,"QRCODE","Kansas City","Arrowhead Stadium","https://seatgeek.com/venues/arrowhead-stadium/tickets","America/Chicago",TRUE,0.8827867,616,"Kansas City, MO","arrowhead-stadium","US","64129","MO","Kansas City, MO 64129","1 Arrowhead Drive","Arrowhead Stadium",0,8,1128,39.0489,-94.4839,"2015-08-20T16:20:51Z",FALSE,"QRCODE_TM"
"29","2018-09-26_08.06.25",FALSE,0.972,"https://seatgeek.com/raiders-at-chargers-tickets/10-7-2018-carson-california-stubhub-center/nfl/4347111",FALSE,"2018-10-07T13:05:00","2018-10-08T00:05:00",0.915,"2018-10-07T20:05:00","2018-04-20T00:47:52","2018-04-20T00:00:00","","nfl","Raiders at Chargers","Oakland Raiders at Los Angeles Chargers","normal",FALSE,FALSE,4347111,NA,220,283,510,220,320.2704,1197,429,"2018-08-24T21:17:06Z",FALSE,"QRCODE","Carson","StubHub Center","https://seatgeek.com/venues/stubhub-center/tickets","America/Los_Angeles",TRUE,0.7228164,803,"Carson, CA","stubhub-center","US","90746","CA","Carson, CA 90746","18400 Avalon Blvd","StubHub Center",0,14,52,33.8643,-118.261,NA,NA,NA
"30","2018-09-26_08.06.25",FALSE,0.94,"https://seatgeek.com/cardinals-at-49ers-tickets/10-7-2018-santa-clara-california-levi-s-stadium/nfl/4347115",FALSE,"2018-10-07T13:25:00","2018-10-08T00:25:00",0.88,"2018-10-07T20:25:00","2018-04-20T00:47:53","2018-04-20T00:00:00","","nfl","Cardinals at 49ers","Arizona Cardinals at San Francisco 49ers","normal",FALSE,FALSE,4347115,NA,45,138,841,51,152.59206,718,755,"2018-09-05T19:47:23Z",FALSE,"QRCODE","Santa Clara","Levi's Stadium","https://seatgeek.com/venues/levi-s-stadium/tickets","America/Los_Angeles",TRUE,0.95768774,0,"Santa Clara, CA","levi-s-stadium","US","95054","CA","Santa Clara, CA 95054","4900 Marie P DeBartolo Way","Levi's Stadium",0,13,58670,37.4023,-121.969,"2015-07-10T00:00:00Z",FALSE,"QRCODE_TM"
"31","2018-09-26_08.06.25",FALSE,0.945,"https://seatgeek.com/rams-at-seahawks-tickets/10-7-2018-seattle-washington-centurylink-field/nfl/4347128",FALSE,"2018-10-07T13:25:00","2018-10-08T00:25:00",0.885,"2018-10-07T20:25:00","2018-04-20T00:47:56","2018-04-20T00:00:00","","nfl","Rams at Seahawks","Los Angeles Rams at Seattle Seahawks","normal",FALSE,FALSE,4347128,NA,162,356,468,162,373.2426,842,169,"2018-08-24T21:19:14Z",FALSE,"QRCODE","Seattle","CenturyLink Field","https://seatgeek.com/venues/centurylink-field/tickets","America/Los_Angeles",TRUE,0.87232786,819,"Seattle, WA","centurylink-field","US","98134","WA","Seattle, WA 98134","800 Occidental Ave S","CenturyLink Field",0,12,339,47.6,-122.33,"2018-03-02T22:54:54Z",FALSE,"QRCODE"
"32","2018-09-26_08.06.25",FALSE,0.966,"https://seatgeek.com/vikings-at-eagles-tickets/10-7-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4346976",FALSE,"2018-10-07T16:25:00","2018-10-08T00:25:00",0.913,"2018-10-07T20:25:00","2018-04-20T00:47:26","2018-04-20T00:00:00","","nfl","Vikings at Eagles","Minnesota Vikings at Philadelphia Eagles","normal",FALSE,FALSE,4346976,NA,178,395,716,230,434.36014,1052,311,"2018-08-24T21:03:38Z",FALSE,"QRCODE","Philadelphia","Lincoln Financial Field","https://seatgeek.com/venues/lincoln-financial-field/tickets","America/New_York",TRUE,0.90542686,504,"Philadelphia, PA","lincoln-financial-field","US","19148","PA","Philadelphia, PA 19148","1020 Pattison Ave","Lincoln Financial Field",0,15,330,39.9046,-75.1675,"2015-07-10T00:00:00Z",FALSE,"QRCODE_TM"
"33","2018-09-26_08.06.25",FALSE,0.99,"https://seatgeek.com/cowboys-at-texans-tickets/10-7-2018-houston-texas-nrg-stadium/nfl/4347020",FALSE,"2018-10-07T19:20:00","2018-10-08T04:20:00",0.943,"2018-10-08T00:20:00","2018-04-20T00:47:36","2018-04-20T00:00:00","","nfl","Cowboys at Texans","Dallas Cowboys at Houston Texans","normal",FALSE,FALSE,4347020,NA,230,445,696,230,494.77606,1575,451,"2018-08-24T21:04:53Z",FALSE,"QRCODE","Houston","NRG Stadium","https://seatgeek.com/venues/nrg-stadium/tickets","America/Chicago",TRUE,0.8624192,618,"Houston, TX","nrg-stadium","US","77054","TX","Houston, TX 77054","1 Reliant Park","NRG Stadium",0,45,41,29.6847,-95.4107,"2015-11-04T18:42:27Z",FALSE,"QRCODE_TM"
"34","2018-09-26_08.06.25",FALSE,0.546,"https://seatgeek.com/baltimore-ravens-at-a-purple-evening-tickets/sport/2018-10-08-4-pm/4474093",FALSE,"2018-10-08T16:00:00","2018-10-09T00:00:00",0.338,"2018-10-08T20:00:00","2018-08-03T16:01:06","2018-08-03T00:00:00","","sports","Baltimore Ravens at A Purple Evening","Baltimore Ravens at A Purple Evening","normal",FALSE,FALSE,4474093,NA,NA,251,3,65,278.4,584,10,"2015-08-04T00:00:00Z",FALSE,"QRCODE_TM","Baltimore","M&T Bank Stadium","https://seatgeek.com/venues/m-t-bank-stadium/tickets","America/New_York",TRUE,0.8927189,512,"Baltimore, MD","m-t-bank-stadium","US","21230","MD","Baltimore, MD 21230","1101 Russell St","M&T Bank Stadium",0,7,1121,39.2774,-76.623,"2015-08-04T00:00:00Z",FALSE,"QRCODE_TM"
"35","2018-09-26_08.06.25",FALSE,0.922,"https://seatgeek.com/redskins-at-saints-tickets/10-8-2018-new-orleans-louisiana-mercedes-benz-superdome/nfl/4346971",TRUE,"2018-10-08T19:15:00","2018-10-09T04:15:00",0.857,"2018-10-09T00:15:00","2018-04-20T00:47:25","2018-04-20T00:00:00","","nfl","Redskins at Saints","Washington Redskins at New Orleans Saints","normal",FALSE,FALSE,4346971,NA,78,216,1391,78,238.50166,5942,1507,"2018-05-29T20:38:55Z",FALSE,"QRCODE","New Orleans","Mercedes-Benz Superdome","https://seatgeek.com/venues/mercedes-benz-superdome/tickets","America/Chicago",TRUE,0.8966978,622,"New Orleans, LA","mercedes-benz-superdome","US","70112","LA","New Orleans, LA 70112","1500 Sugar Bowl Drive","Mercedes-Benz Superdome",0,17,128,29.9515,-90.0786,"2018-08-27T20:46:59Z",FALSE,"QRCODE_TM"
"36","2018-09-26_08.06.25",FALSE,0.964,"https://seatgeek.com/eagles-at-giants-tickets/10-11-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346917",FALSE,"2018-10-11T20:20:00","2018-10-12T04:20:00",0.922,"2018-10-12T00:20:00","2018-04-20T00:47:14","2018-04-20T00:00:00","","nfl","Eagles at Giants","Philadelphia Eagles at New York Giants","normal",FALSE,FALSE,4346917,NA,140,264,822,144,331.0901,1489,555,"2018-08-24T21:52:02Z",FALSE,"QRCODE","East Rutherford","MetLife Stadium","https://seatgeek.com/venues/metlife-stadium/tickets","America/New_York",TRUE,0.94873494,501,"East Rutherford, NJ","metlife-stadium","US","07073","NJ","East Rutherford, NJ 07073","1 MetLife Stadium Drive","MetLife Stadium",0,16,1587,40.8142,-74.0737,"2015-09-12T14:14:07Z",FALSE,"QRCODE_TM"
"37","2018-09-26_08.06.25",FALSE,0.627,"https://seatgeek.com/alabama-state-hornets-at-south-alabama-jaguars-football-tickets/ncaa-football/2018-10-13-4-pm/4192619",FALSE,"2018-10-13T16:00:00","2018-10-14T01:00:00",0.485,"2018-10-13T21:00:00","2017-12-21T15:00:36","2017-12-21T00:00:00","","ncaa_football","Alabama State at South Alabama","Alabama State Hornets at South Alabama Jaguars Football","normal",FALSE,FALSE,4192619,NA,21,36,6,21,43.5,85,12,NA,NA,NA,"Mobile","Ladd Peebles Stadium","https://seatgeek.com/venues/ladd-peebles-stadium/tickets","America/Chicago",TRUE,0.50177634,686,"Mobile, AL","ladd-peebles-stadium","US","36604","AL","Mobile, AL 36604","1621 Virginia St.","Ladd Peebles Stadium",0,5,3716,30.6748,-88.0761,NA,NA,NA
"38","2018-09-26_08.06.25",FALSE,0.92,"https://seatgeek.com/steelers-at-bengals-tickets/10-14-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347042",FALSE,"2018-10-14T13:00:00","2018-10-14T21:00:00",0.871,"2018-10-14T17:00:00","2018-04-20T00:47:40","2018-04-20T00:00:00","","nfl","Steelers at Bengals","Pittsburgh Steelers at Cincinnati Bengals","normal",FALSE,FALSE,4347042,NA,108,194,581,108,208.36119,1168,335,"2018-08-24T21:53:35Z",FALSE,"QRCODE","Cincinnati","Paul Brown Stadium","https://seatgeek.com/venues/paul-brown-stadium/tickets","America/New_York",TRUE,0.86166537,515,"Cincinnati, OH","paul-brown-stadium","US","45202","OH","Cincinnati, OH 45202","1 Paul Brown Stadium","Paul Brown Stadium",0,7,1124,39.0961,-84.5177,"2015-10-09T16:14:37Z",FALSE,"QRCODE_TM"
"39","2018-09-26_08.06.25",FALSE,0.92,"https://seatgeek.com/buccaneers-at-falcons-tickets/10-14-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347051",FALSE,"2018-10-14T13:00:00","2018-10-14T21:00:00",0.872,"2018-10-14T17:00:00","2018-04-20T00:47:42","2018-04-20T00:00:00","","nfl","Buccaneers at Falcons","Tampa Bay Buccaneers at Atlanta Falcons","normal",FALSE,FALSE,4347051,NA,77,195,955,78,217.95853,1096,844,"2018-08-24T21:53:35Z",FALSE,"QRCODE","Atlanta","Mercedes-Benz Stadium","https://seatgeek.com/venues/mercedes-benz-stadium/tickets","America/New_York",TRUE,0.76958936,0,"Atlanta, GA","mercedes-benz-stadium","US","30313","GA","Atlanta, GA 30313","441 M.L.K. Jr Dr NW","Mercedes-Benz Stadium",0,19,419590,33.76,-84.4,"2018-08-23T20:14:46Z",FALSE,"QRCODE"
"40","2018-09-26_08.06.25",FALSE,0.944,"https://seatgeek.com/colts-at-jets-tickets/10-14-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346961",FALSE,"2018-10-14T13:00:00","2018-10-14T21:00:00",0.901,"2018-10-14T17:00:00","2018-04-20T00:47:22","2018-04-20T00:00:00","","nfl","Colts at Jets","Indianapolis Colts at New York Jets","normal",FALSE,FALSE,4346961,NA,49,142,1046,49,164.97379,1031,801,"2018-08-24T21:52:02Z",FALSE,"QRCODE","East Rutherford","MetLife Stadium","https://seatgeek.com/venues/metlife-stadium/tickets","America/New_York",TRUE,0.94873494,501,"East Rutherford, NJ","metlife-stadium","US","07073","NJ","East Rutherford, NJ 07073","1 MetLife Stadium Drive","MetLife Stadium",0,16,1587,40.8142,-74.0737,"2015-09-12T14:14:07Z",FALSE,"QRCODE_TM"
"41","2018-09-26_08.06.25",FALSE,0.922,"https://seatgeek.com/bears-at-dolphins-tickets/10-14-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347081",FALSE,"2018-10-14T13:00:00","2018-10-14T21:00:00",0.874,"2018-10-14T17:00:00","2018-04-20T00:47:47","2018-04-20T00:00:00","","nfl","Bears at Dolphins","Chicago Bears at Miami Dolphins","normal",FALSE,FALSE,4347081,NA,80,215,780,101,310.17517,11581,137,"2018-08-24T21:53:35Z",FALSE,"QRCODE","Miami Gardens","Hard Rock Stadium","https://seatgeek.com/venues/hard-rock-stadium/tickets","America/New_York",TRUE,0.8378203,528,"Miami Gardens, FL","hard-rock-stadium","US","33056","FL","Miami Gardens, FL 33056","347 Don Shula Dr.","Hard Rock Stadium",0,36,29,25.96,-80.24,"2017-10-03T18:58:44Z",FALSE,"NONE"
"42","2018-09-26_08.06.25",FALSE,0.902,"https://seatgeek.com/chargers-at-browns-tickets/10-14-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346998",FALSE,"2018-10-14T13:00:00","2018-10-14T21:00:00",0.848,"2018-10-14T17:00:00","2018-04-20T00:47:31","2018-04-20T00:00:00","","nfl","Chargers at Browns","Los Angeles Chargers at Cleveland Browns","normal",FALSE,FALSE,4346998,NA,56,108,891,59,132.6031,677,708,"2018-08-24T21:53:35Z",FALSE,"QRCODE","Cleveland","FirstEnergy Stadium","https://seatgeek.com/venues/firstenergy-stadium-15/tickets","America/New_York",TRUE,0.86852187,510,"Cleveland, OH","firstenergy-stadium-15","US","44114","OH","Cleveland, OH 44114","100 Alfred Lerner Way","FirstEnergy Stadium",0,6,1123,41.5065,-81.7,"2015-11-11T20:55:31Z",FALSE,"NONE"
