"","eventID","eventType","game","gameName_short","V5","venueID","lowest_price","highest_price","average_price","listing_count","lowest_price_good_deals","announce_date","created_at","visible_until_utc","status","url"
"81","4347128","nfl","Los Angeles Rams at Seattle Seahawks","Rams at Seahawks","CenturyLink Field","339","173","1900","449.9","689","173","2018-04-20T00:00:00","2018-04-20T00:47:56","2018-10-08T00:25:00","normal","https://seatgeek.com/rams-at-seahawks-tickets/10-7-2018-seattle-washington-centurylink-field/nfl/4347128"
"82","4346976","nfl","Minnesota Vikings at Philadelphia Eagles","Vikings at Eagles","Lincoln Financial Field","330","213","1217","441.91","358","213","2018-04-20T00:00:00","2018-04-20T00:47:26","2018-10-08T00:25:00","normal","https://seatgeek.com/vikings-at-eagles-tickets/10-7-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4346976"
"83","4347020","nfl","Dallas Cowboys at Houston Texans","Cowboys at Texans","NRG Stadium","41","284","14119","654.74","1502","284","2018-04-20T00:00:00","2018-04-20T00:47:36","2018-10-08T04:20:00","normal","https://seatgeek.com/cowboys-at-texans-tickets/10-7-2018-houston-texas-nrg-stadium/nfl/4347020"
"84","4474093","sports","Baltimore Ravens at A Purple Evening","Baltimore Ravens at A Purple Evening","M&T Bank Stadium","1121","76","569","244.25","12",NA,"2018-08-03T00:00:00","2018-08-03T16:01:06","2018-10-09T00:00:00","normal","https://seatgeek.com/baltimore-ravens-at-a-purple-evening-tickets/sport/2018-10-08-4-pm/4474093"
"85","4346971","nfl","Washington Redskins at New Orleans Saints","Redskins at Saints","Mercedes-Benz Superdome","128","83","5941","247.98","1413","83","2018-04-20T00:00:00","2018-04-20T00:47:25","2018-10-09T04:15:00","normal","https://seatgeek.com/redskins-at-saints-tickets/10-8-2018-new-orleans-louisiana-mercedes-benz-superdome/nfl/4346971"
"86","4346917","nfl","Philadelphia Eagles at New York Giants","Eagles at Giants","MetLife Stadium","1587","145","6022","384.31","1997","145","2018-04-20T00:00:00","2018-04-20T00:47:14","2018-10-12T04:20:00","normal","https://seatgeek.com/eagles-at-giants-tickets/10-11-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346917"
"87","4192619","ncaa_football","Alabama State Hornets at South Alabama Jaguars Football","Alabama State at South Alabama","Ladd Peebles Stadium","3716","32","124","52.77","17","32","2017-12-21T00:00:00","2017-12-21T15:00:36","2018-10-13T21:00:00","normal","https://seatgeek.com/alabama-state-hornets-at-south-alabama-jaguars-football-tickets/ncaa-football/2018-10-13-12-pm/4192619"
"88","4347051","nfl","Tampa Bay Buccaneers at Atlanta Falcons","Buccaneers at Falcons","Mercedes-Benz Stadium","419590","71","11921","258.68","1782","71","2018-04-20T00:00:00","2018-04-20T00:47:42","2018-10-14T21:00:00","normal","https://seatgeek.com/buccaneers-at-falcons-tickets/10-14-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347051"
"89","4347042","nfl","Pittsburgh Steelers at Cincinnati Bengals","Steelers at Bengals","Paul Brown Stadium","1124","73","1505","204.05","896","73","2018-04-20T00:00:00","2018-04-20T00:47:40","2018-10-14T21:00:00","normal","https://seatgeek.com/steelers-at-bengals-tickets/10-14-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347042"
"90","4346961","nfl","Indianapolis Colts at New York Jets","Colts at Jets","MetLife Stadium","1587","50","6046","182.66","2357","50","2018-04-20T00:00:00","2018-04-20T00:47:22","2018-10-14T21:00:00","normal","https://seatgeek.com/colts-at-jets-tickets/10-14-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346961"
"91","4347081","nfl","Chicago Bears at Miami Dolphins","Bears at Dolphins","Hard Rock Stadium","29","94","12155","330.28","1608","94","2018-04-20T00:00:00","2018-04-20T00:47:47","2018-10-14T21:00:00","normal","https://seatgeek.com/bears-at-dolphins-tickets/10-14-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347081"
"92","4347019","nfl","Buffalo Bills at Houston Texans","Bills at Texans","NRG Stadium","41","61","5735","205.34","2030","61","2018-04-20T00:00:00","2018-04-20T00:47:36","2018-10-14T21:00:00","normal","https://seatgeek.com/bills-at-texans-tickets/10-14-2018-houston-texas-nrg-stadium/nfl/4347019"
"93","4346998","nfl","Los Angeles Chargers at Cleveland Browns","Chargers at Browns","FirstEnergy Stadium","1123","31","6158","135.5","2112","32","2018-04-20T00:00:00","2018-04-20T00:47:31","2018-10-14T21:00:00","normal","https://seatgeek.com/chargers-at-browns-tickets/10-14-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346998"
"94","4347145","nfl","Arizona Cardinals at Minnesota Vikings","Cardinals at Vikings","U.S. Bank Stadium","218451","104","1694","322.98","1195","104","2018-04-20T00:00:00","2018-04-20T01:04:06","2018-10-14T21:00:00","normal","https://seatgeek.com/cardinals-at-vikings-tickets/10-14-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347145"
"95","4346942","nfl","Carolina Panthers at Washington Redskins","Panthers at Redskins","FedEx Field","35","97","1276","230.71","2240","97","2018-04-20T00:00:00","2018-04-20T00:47:18","2018-10-14T21:00:00","normal","https://seatgeek.com/panthers-at-redskins-tickets/10-14-2018-landover-maryland-fedex-field/nfl/4346942"
"96","4346991","nfl","Baltimore Ravens at Tennessee Titans","Ravens at Titans","Nissan Stadium","1126","54","722","189.34","1088","54","2018-04-20T00:00:00","2018-04-20T00:47:30","2018-10-14T23:25:00","normal","https://seatgeek.com/ravens-at-titans-tickets/10-14-2018-nashville-tennessee-nissan-stadium/nfl/4346991"
"97","4347138","nfl","Los Angeles Rams at Denver Broncos","Rams at Broncos","Sports Authority Field at Mile High","1131","140","1922","428.6","1314","140","2018-04-20T00:00:00","2018-04-20T01:04:04","2018-10-15T00:05:00","normal","https://seatgeek.com/rams-at-broncos-tickets/10-14-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347138"
"98","4327923","nfl","Jacksonville Jaguars at Dallas Cowboys","Jaguars at Cowboys","AT&T Stadium","4965","32","4310","340.12","2607","32","2018-04-05T00:00:00","2018-04-05T23:08:47","2018-10-15T00:25:00","normal","https://seatgeek.com/jaguars-at-cowboys-tickets/10-14-2018-arlington-texas-at-t-stadium/nfl/4327923"
"99","4347095","nfl","Kansas City Chiefs at New England Patriots","Chiefs at Patriots","Gillette Stadium","33","172","2066","636.2","1652","172","2018-04-20T00:00:00","2018-04-20T00:47:50","2018-10-15T04:20:00","normal","https://seatgeek.com/chiefs-at-patriots-tickets/10-14-2018-foxborough-massachusetts-gillette-stadium/nfl/4347095"
"100","4346914","nfl","San Francisco 49ers at Green Bay Packers","49ers at Packers","Lambeau Field","1125","169","1480","370.69","1107","169","2018-04-20T00:00:00","2018-04-20T00:47:13","2018-10-16T04:15:00","normal","https://seatgeek.com/49ers-at-packers-tickets/10-15-2018-green-bay-wisconsin-lambeau-field/nfl/4346914"
"101","4347102","nfl","Denver Broncos at Arizona Cardinals","Broncos at Cardinals","State Farm Stadium","43","60","1601","214.4","1935","60","2018-04-20T00:00:00","2018-04-20T00:47:51","2018-10-19T04:20:00","normal","https://seatgeek.com/broncos-at-cardinals-tickets/10-18-2018-glendale-arizona-state-farm-stadium/nfl/4347102"
"102","4471322","nfl","Little Rock Trojans at Arkansas State Red Wolves Women's Volleyball","Little Rock Trojans at Arkansas State Red Wolves Women's Volleyball","ASU Convocation Center","4081","21","21","21","1",NA,"2018-08-01T00:00:00","2018-08-01T16:01:33","2018-10-21T03:30:00","normal","https://seatgeek.com/little-rock-trojans-at-arkansas-state-red-wolves-womens-volleyball-tickets/10-20-2018-jonesboro-arkansas-asu-convocation-center-1/nfl/4471322"
"103","4347008","nfl","New England Patriots at Chicago Bears","Patriots at Bears","Soldier Field","31","252","3083","693.97","1133","252","2018-04-20T00:00:00","2018-04-20T00:47:33","2018-10-21T21:00:00","normal","https://seatgeek.com/patriots-at-bears-tickets/10-21-2018-chicago-illinois-soldier-field/nfl/4347008"
"104","4346960","nfl","Buffalo Bills at Indianapolis Colts","Bills at Colts","Lucas Oil Stadium","1130","34","6154","173.18","2232","34","2018-04-20T00:00:00","2018-04-20T00:47:22","2018-10-21T21:00:00","normal","https://seatgeek.com/bills-at-colts-tickets/10-21-2018-indianapolis-indiana-lucas-oil-stadium/nfl/4346960"
"105","4346975","nfl","Minnesota Vikings at New York Jets","Vikings at Jets","MetLife Stadium","1587","57","1493","205.69","2240","57","2018-04-20T00:00:00","2018-04-20T00:47:26","2018-10-21T21:00:00","normal","https://seatgeek.com/vikings-at-jets-tickets/10-21-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346975"
"106","4347084","nfl","Detroit Lions at Miami Dolphins","Lions at Dolphins","Hard Rock Stadium","29","51","6934","251.58","2164","51","2018-04-20T00:00:00","2018-04-20T00:47:47","2018-10-21T21:00:00","normal","https://seatgeek.com/lions-at-dolphins-tickets/10-21-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347084"
"107","4346931","nfl","Cleveland Browns at Tampa Bay Buccaneers","Browns at Buccaneers","Raymond James Stadium","39","83","1268","235.04","1019","83","2018-04-20T00:00:00","2018-04-20T00:47:16","2018-10-21T21:00:00","normal","https://seatgeek.com/browns-at-buccaneers-tickets/10-21-2018-tampa-florida-raymond-james-stadium/nfl/4346931"
"108","4346982","nfl","Cincinnati Bengals at Kansas City Chiefs","Bengals at Chiefs","Arrowhead Stadium","1128","42","11704","170.76","1422","42","2018-04-20T00:00:00","2018-04-20T00:47:27","2018-10-21T21:00:00","normal","https://seatgeek.com/bengals-at-chiefs-tickets/10-21-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346982"
"109","4347036","nfl","Carolina Panthers at Philadelphia Eagles","Panthers at Eagles","Lincoln Financial Field","330","205","3586","421.74","408","205","2018-04-20T00:00:00","2018-04-20T00:47:39","2018-10-21T21:00:00","normal","https://seatgeek.com/panthers-at-eagles-tickets/10-21-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4347036"
"110","4346948","nfl","Houston Texans at Jacksonville Jaguars","Texans at Jaguars","TIAA Bank Field","5178","52","2558","141.88","1136","52","2018-04-20T00:00:00","2018-04-20T00:47:19","2018-10-21T21:00:00","normal","https://seatgeek.com/texans-at-jaguars-tickets/10-21-2018-jacksonville-florida-tiaa-bank-field/nfl/4346948"
"111","4347071","nfl","New Orleans Saints at Baltimore Ravens","Saints at Ravens","M&T Bank Stadium","1121","57","822","229.59","2091","57","2018-04-20T00:00:00","2018-04-20T00:47:45","2018-10-22T00:05:00","normal","https://seatgeek.com/saints-at-ravens-tickets/10-21-2018-baltimore-maryland-m-t-bank-stadium/nfl/4347071"
"112","4346941","nfl","Dallas Cowboys at Washington Redskins","Cowboys at Redskins","FedEx Field","35","190","1318","399.48","2113","190","2018-04-20T00:00:00","2018-04-20T00:47:18","2018-10-22T00:25:00","normal","https://seatgeek.com/cowboys-at-redskins-tickets/10-21-2018-landover-maryland-fedex-field/nfl/4346941"
"113","4347118","nfl","Los Angeles Rams at San Francisco 49ers","Rams at 49ers","Levi's Stadium","58670","103","3694","307.88","1784","103","2018-04-20T00:00:00","2018-04-20T00:47:54","2018-10-22T04:20:00","normal","https://seatgeek.com/rams-at-49ers-tickets/10-21-2018-santa-clara-california-levi-s-stadium/nfl/4347118"
"114","4347050","nfl","New York Giants at Atlanta Falcons","Giants at Falcons","Mercedes-Benz Stadium","419590","121","3094","371.75","1468","121","2018-04-20T00:00:00","2018-04-20T00:47:42","2018-10-23T04:15:00","normal","https://seatgeek.com/giants-at-falcons-tickets/10-22-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347050"
"115","4281985","ncaa_football","Troy Trojans at South Alabama Jaguars Football","Troy at South Alabama","Ladd Peebles Stadium","3716","32","93","49.95","26","32","2018-02-28T00:00:00","2018-02-28T15:00:17","2018-10-24T04:00:00","normal","https://seatgeek.com/troy-trojans-at-south-alabama-jaguars-football-tickets/ncaa-football/2018-10-23-7-pm/4281985"
"116","4347018","nfl","Miami Dolphins at Houston Texans","Dolphins at Texans","NRG Stadium","41","41","5735","197.39","1916","41","2018-04-20T00:00:00","2018-04-20T00:47:36","2018-10-26T04:20:00","normal","https://seatgeek.com/dolphins-at-texans-tickets/10-25-2018-houston-texas-nrg-stadium/nfl/4347018"
"117","4347041","nfl","Tampa Bay Buccaneers at Cincinnati Bengals","Buccaneers at Bengals","Paul Brown Stadium","1124","37","1109","126.48","1682","37","2018-04-20T00:00:00","2018-04-20T00:47:40","2018-10-28T21:00:00","normal","https://seatgeek.com/buccaneers-at-bengals-tickets/10-28-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347041"
"118","4347026","nfl","Seattle Seahawks at Detroit Lions","Seahawks at Lions","Ford Field","346","67","11510","278.62","1087","67","2018-04-20T00:00:00","2018-04-20T00:47:37","2018-10-28T21:00:00","normal","https://seatgeek.com/seahawks-at-lions-tickets/10-28-2018-detroit-michigan-ford-field/nfl/4347026"
"119","4347070","nfl","Baltimore Ravens at Carolina Panthers","Ravens at Panthers","Bank of America Stadium","1122","77","1112","264.04","1586","77","2018-04-20T00:00:00","2018-04-20T00:47:45","2018-10-28T21:00:00","normal","https://seatgeek.com/ravens-at-panthers-tickets/10-28-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347070"
"120","4346940","nfl","Washington Redskins at New York Giants","Redskins at Giants","MetLife Stadium","1587","121","2946","334.82","1856","121","2018-04-20T00:00:00","2018-04-20T00:47:17","2018-10-28T21:00:00","normal","https://seatgeek.com/redskins-at-giants-tickets/10-28-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346940"
"121","4347078","nfl","Cleveland Browns at Pittsburgh Steelers","Browns at Steelers","Heinz Field","1119","110","2456","310.88","1245","110","2018-04-20T00:00:00","2018-04-20T00:47:46","2018-10-28T21:00:00","normal","https://seatgeek.com/browns-at-steelers-tickets/10-28-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347078"
"122","4346981","nfl","Denver Broncos at Kansas City Chiefs","Broncos at Chiefs","Arrowhead Stadium","1128","77","836","244.13","1431","77","2018-04-20T00:00:00","2018-04-20T00:47:27","2018-10-28T21:00:00","normal","https://seatgeek.com/broncos-at-chiefs-tickets/10-28-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346981"
"123","4347007","nfl","New York Jets at Chicago Bears","Jets at Bears","Soldier Field","31","105","1492","378.31","1591","105","2018-04-20T00:00:00","2018-04-20T00:47:33","2018-10-28T21:00:00","normal","https://seatgeek.com/jets-at-bears-tickets/10-28-2018-chicago-illinois-soldier-field/nfl/4347007"
"124","4347153","nfl","Indianapolis Colts at Oakland Raiders","Colts at Raiders","Oakland-Alameda County Coliseum","14","81","1867","224.42","1442","81","2018-04-20T00:00:00","2018-04-20T01:04:25","2018-10-29T00:05:00","normal","https://seatgeek.com/colts-at-raiders-tickets/10-28-2018-oakland-california-oakland-alameda-county-coliseum/nfl/4347153"
"125","4346921","nfl","Green Bay Packers at Los Angeles Rams","Packers at Rams","Los Angeles Memorial Coliseum","51012","240","10993","572.33","1715","240","2018-04-20T00:00:00","2018-04-20T00:47:14","2018-10-29T00:25:00","normal","https://seatgeek.com/packers-at-rams-tickets/10-28-2018-los-angeles-california-los-angeles-memorial-coliseum-1/nfl/4346921"
"126","4347101","nfl","San Francisco 49ers at Arizona Cardinals","49ers at Cardinals","State Farm Stadium","43","44","1322","187.1","2175","44","2018-04-20T00:00:00","2018-04-20T00:47:51","2018-10-29T00:25:00","normal","https://seatgeek.com/49ers-at-cardinals-tickets/10-28-2018-glendale-arizona-state-farm-stadium/nfl/4347101"
"127","4347136","nfl","New Orleans Saints at Minnesota Vikings","Saints at Vikings","U.S. Bank Stadium","218451","117","4120","369.53","1488","117","2018-04-20T00:00:00","2018-04-20T01:04:04","2018-10-29T04:20:00","normal","https://seatgeek.com/saints-at-vikings-tickets/10-28-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347136"
"128","4347062","nfl","New England Patriots at Buffalo Bills","Patriots at Bills","New Era Field","1135","121","3004","244.69","2110","121","2018-04-20T00:00:00","2018-04-20T00:47:44","2018-10-30T04:15:00","normal","https://seatgeek.com/patriots-at-bills-tickets/10-29-2018-orchard-park-new-york-new-era-field/nfl/4347062"
"129","4347131","nfl","Oakland Raiders at San Francisco 49ers","Raiders at 49ers","Levi's Stadium","58670","271","4674","610.1","1555","286","2018-04-20T00:00:00","2018-04-20T00:47:57","2018-11-02T04:20:00","normal","https://seatgeek.com/raiders-at-49ers-tickets/11-1-2018-santa-clara-california-levi-s-stadium/nfl/4347131"
"130","4281935","ncaa_football","South Alabama Jaguars at Arkansas State Red Wolves Football","South Alabama at Arkansas State","Centennial Bank Stadium","8896","24","179","46.91","146",NA,"2018-02-28T00:00:00","2018-02-28T15:00:09","2018-11-03T21:00:00","normal","https://seatgeek.com/south-alabama-jaguars-at-arkansas-state-red-wolves-football-tickets/ncaa-football/2018-11-03-12-pm/4281935"
"131","4347083","nfl","New York Jets at Miami Dolphins","Jets at Dolphins","Hard Rock Stadium","29","57","6934","260.36","2140","57","2018-04-20T00:00:00","2018-04-20T00:47:47","2018-11-04T22:00:00","normal","https://seatgeek.com/jets-at-dolphins-tickets/11-4-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347083"
"132","4347140","nfl","Detroit Lions at Minnesota Vikings","Lions at Vikings","U.S. Bank Stadium","218451","102","1964","302.36","1536","102","2018-04-20T00:00:00","2018-04-20T01:04:05","2018-11-04T22:00:00","normal","https://seatgeek.com/lions-at-vikings-tickets/11-4-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347140"
"133","4346997","nfl","Kansas City Chiefs at Cleveland Browns","Chiefs at Browns","FirstEnergy Stadium","1123","32","11968","133.31","2449","32","2018-04-20T00:00:00","2018-04-20T00:47:31","2018-11-04T22:00:00","normal","https://seatgeek.com/chiefs-at-browns-tickets/11-4-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346997"
"134","4347069","nfl","Pittsburgh Steelers at Baltimore Ravens","Steelers at Ravens","M&T Bank Stadium","1121","121","1053","332.27","1789","121","2018-04-20T00:00:00","2018-04-20T00:47:45","2018-11-04T22:00:00","normal","https://seatgeek.com/steelers-at-ravens-tickets/11-4-2018-baltimore-maryland-m-t-bank-stadium/nfl/4347069"
"135","4346937","nfl","Atlanta Falcons at Washington Redskins","Falcons at Redskins","FedEx Field","35","83","1276","228.4","1977","83","2018-04-20T00:00:00","2018-04-20T00:47:17","2018-11-04T22:00:00","normal","https://seatgeek.com/falcons-at-redskins-tickets/11-4-2018-landover-maryland-fedex-field/nfl/4346937"
"136","4347033","nfl","Tampa Bay Buccaneers at Carolina Panthers","Buccaneers at Panthers","Bank of America Stadium","1122","67","5377","235.48","1699","67","2018-04-20T00:00:00","2018-04-20T00:47:38","2018-11-04T22:00:00","normal","https://seatgeek.com/buccaneers-at-panthers-tickets/11-4-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347033"
"137","4347061","nfl","Chicago Bears at Buffalo Bills","Bears at Bills","New Era Field","1135","54","1197","155.17","2519","54","2018-04-20T00:00:00","2018-04-20T00:47:43","2018-11-04T22:00:00","normal","https://seatgeek.com/bears-at-bills-tickets/11-4-2018-orchard-park-new-york-new-era-field/nfl/4347061"
"138","4347127","nfl","Los Angeles Chargers at Seattle Seahawks","Chargers at Seahawks","CenturyLink Field","339","127","1351","369.26","1214","127","2018-04-20T00:00:00","2018-04-20T00:47:56","2018-11-05T01:05:00","normal","https://seatgeek.com/chargers-at-seahawks-tickets/11-4-2018-seattle-washington-centurylink-field/nfl/4347127"
"139","4347141","nfl","Houston Texans at Denver Broncos","Texans at Broncos","Sports Authority Field at Mile High","1131","112","123594","475.4","1396","112","2018-04-20T00:00:00","2018-04-20T01:04:05","2018-11-05T01:05:00","normal","https://seatgeek.com/texans-at-broncos-tickets/11-4-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347141"
"140","4346970","nfl","Los Angeles Rams at New Orleans Saints","Rams at Saints","Mercedes-Benz Superdome","128","71","5941","243.79","1377","71","2018-04-20T00:00:00","2018-04-20T00:47:25","2018-11-05T01:25:00","normal","https://seatgeek.com/rams-at-saints-tickets/11-4-2018-new-orleans-louisiana-mercedes-benz-superdome/nfl/4346970"
"141","4494650","concert","Alex G","Alex G","Thalia Hall","60271","59","562","127.23","22",NA,"2018-08-23T00:00:00","2018-08-23T19:51:10","2018-11-05T05:00:00","normal","https://seatgeek.com/alex-g-tickets/chicago-illinois-thalia-hall-2018-11-04-7-pm/concert/4494650"
"142","4347089","nfl","Green Bay Packers at New England Patriots","Packers at Patriots","Gillette Stadium","33","458","14119","1141.12","1245","458","2018-04-20T00:00:00","2018-04-20T00:47:49","2018-11-05T05:20:00","normal","https://seatgeek.com/packers-at-patriots-tickets/11-4-2018-foxborough-massachusetts-gillette-stadium/nfl/4347089"
"143","4327922","nfl","Tennessee Titans at Dallas Cowboys","Titans at Cowboys","AT&T Stadium","4965","28","6036","293.39","3592","28","2018-04-05T00:00:00","2018-04-05T23:08:47","2018-11-06T05:15:00","normal","https://seatgeek.com/titans-at-cowboys-tickets/11-5-2018-arlington-texas-at-t-stadium/nfl/4327922"
"144","4347075","nfl","Carolina Panthers at Pittsburgh Steelers","Panthers at Steelers","Heinz Field","1119","91","2422","258.88","1705","91","2018-04-20T00:00:00","2018-04-20T00:47:46","2018-11-09T05:20:00","normal","https://seatgeek.com/panthers-at-steelers-tickets/11-8-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347075"
"145","4346990","nfl","New England Patriots at Tennessee Titans","Patriots at Titans","Nissan Stadium","1126","267","12607","628.11","863","277","2018-04-20T00:00:00","2018-04-20T00:47:30","2018-11-11T21:00:00","normal","https://seatgeek.com/patriots-at-titans-tickets/11-11-2018-nashville-tennessee-nissan-stadium/nfl/4346990"
"146","4346980","nfl","Arizona Cardinals at Kansas City Chiefs","Cardinals at Chiefs","Arrowhead Stadium","1128","41","1047","160.7","1255","41","2018-04-20T00:00:00","2018-04-20T00:47:27","2018-11-11T22:00:00","normal","https://seatgeek.com/cardinals-at-chiefs-tickets/11-11-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346980"
"147","4347006","nfl","Detroit Lions at Chicago Bears","Lions at Bears","Soldier Field","31","104","1969","356.23","1760","104","2018-04-20T00:00:00","2018-04-20T00:47:32","2018-11-11T22:00:00","normal","https://seatgeek.com/lions-at-bears-tickets/11-11-2018-chicago-illinois-soldier-field/nfl/4347006"
"148","4347040","nfl","New Orleans Saints at Cincinnati Bengals","Saints at Bengals","Paul Brown Stadium","1124","51","1109","148.68","1515","51","2018-04-20T00:00:00","2018-04-20T00:47:40","2018-11-11T22:00:00","normal","https://seatgeek.com/saints-at-bengals-tickets/11-11-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347040"
"149","4346958","nfl","Jacksonville Jaguars at Indianapolis Colts","Jaguars at Colts","Lucas Oil Stadium","1130","33","6154","169.08","2424","33","2018-04-20T00:00:00","2018-04-20T00:47:22","2018-11-11T22:00:00","normal","https://seatgeek.com/jaguars-at-colts-tickets/11-11-2018-indianapolis-indiana-lucas-oil-stadium/nfl/4346958"
"150","4346930","nfl","Washington Redskins at Tampa Bay Buccaneers","Redskins at Buccaneers","Raymond James Stadium","39","75","1268","240.05","1081","75","2018-04-20T00:00:00","2018-04-20T00:47:16","2018-11-11T22:00:00","normal","https://seatgeek.com/redskins-at-buccaneers-tickets/11-11-2018-tampa-florida-raymond-james-stadium/nfl/4346930"
"151","4347060","nfl","Buffalo Bills at New York Jets","Bills at Jets","MetLife Stadium","1587","36","6022","176.67","2702","36","2018-04-20T00:00:00","2018-04-20T00:47:43","2018-11-11T22:00:00","normal","https://seatgeek.com/bills-at-jets-tickets/11-11-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4347060"
"152","4346996","nfl","Atlanta Falcons at Cleveland Browns","Falcons at Browns","FirstEnergy Stadium","1123","31","1176","129.66","2548","33","2018-04-20T00:00:00","2018-04-20T00:47:31","2018-11-11T22:00:00","normal","https://seatgeek.com/falcons-at-browns-tickets/11-11-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346996"
"153","4346912","nfl","Miami Dolphins at Green Bay Packers","Dolphins at Packers","Lambeau Field","1125","193","1861","412.2","1183","193","2018-04-20T00:00:00","2018-04-20T00:47:13","2018-11-11T22:00:00","normal","https://seatgeek.com/dolphins-at-packers-tickets/11-11-2018-green-bay-wisconsin-lambeau-field/nfl/4346912"
"154","4347130","nfl","Los Angeles Chargers at Oakland Raiders","Chargers at Raiders","Oakland-Alameda County Coliseum","14","96","1268","242.56","1383","96","2018-04-20T00:00:00","2018-04-20T00:47:56","2018-11-12T01:05:00","normal","https://seatgeek.com/chargers-at-raiders-tickets/11-11-2018-oakland-california-oakland-alameda-county-coliseum/nfl/4347130"
"155","4346920","nfl","Seattle Seahawks at Los Angeles Rams","Seahawks at Rams","Los Angeles Memorial Coliseum","51012","56","2783","192.48","2454","56","2018-04-20T00:00:00","2018-04-20T00:47:14","2018-11-12T01:25:00","normal","https://seatgeek.com/seahawks-at-rams-tickets/11-11-2018-los-angeles-california-los-angeles-memorial-coliseum-1/nfl/4346920"
"156","4500554","concert","Alex G with Half Waif","Alex G with Half Waif","Crowbar","3160","45","562","180.64","11",NA,"2018-08-23T00:00:00","2018-08-23T20:13:51","2018-11-12T04:00:00","normal","https://seatgeek.com/alex-g-with-half-waif-tickets/tampa-florida-crowbar-2-2018-11-11-7-pm/concert/4500554"
"157","4347031","nfl","Dallas Cowboys at Philadelphia Eagles","Cowboys at Eagles","Lincoln Financial Field","330","232","7171","497.85","448","232","2018-04-20T00:00:00","2018-04-20T00:47:38","2018-11-12T05:20:00","normal","https://seatgeek.com/cowboys-at-eagles-tickets/11-11-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4347031"
"158","4347117","nfl","New York Giants at San Francisco 49ers","Giants at 49ers","Levi's Stadium","58670","79","3694","273.21","1988","79","2018-04-20T00:00:00","2018-04-20T00:47:54","2018-11-13T05:15:00","normal","https://seatgeek.com/giants-at-49ers-tickets/11-12-2018-santa-clara-california-levi-s-stadium/nfl/4347117"
"159","4347126","nfl","Green Bay Packers at Seattle Seahawks","Packers at Seahawks","CenturyLink Field","339","266","2533","662.2","924","266","2018-04-20T00:00:00","2018-04-20T00:47:56","2018-11-16T05:20:00","normal","https://seatgeek.com/packers-at-seahawks-tickets/11-15-2018-seattle-washington-centurylink-field/nfl/4347126"
"160","4281956","ncaa_football","South Alabama Jaguars at Louisiana Ragin Cajuns Football","South Alabama at Louisiana","Cajun Field","2796","54","84","65.31","162","54","2018-02-28T00:00:00","2018-02-28T15:00:12","2018-11-17T22:00:00","normal","https://seatgeek.com/south-alabama-jaguars-at-louisiana-ragin-cajuns-football-tickets/ncaa-football/2018-11-17-12-pm/4281956"
"161","4347068","nfl","Cincinnati Bengals at Baltimore Ravens","Bengals at Ravens","M&T Bank Stadium","1121","43","833","190.32","2675","43","2018-04-20T00:00:00","2018-04-20T00:47:45","2018-11-18T22:00:00","normal","https://seatgeek.com/bengals-at-ravens-tickets/11-18-2018-baltimore-maryland-m-t-bank-stadium/nfl/4347068"
"162","4347005","nfl","Minnesota Vikings at Chicago Bears","Vikings at Bears","Soldier Field","31","98","1969","378.84","1873","98","2018-04-20T00:00:00","2018-04-20T00:47:32","2018-11-18T22:00:00","normal","https://seatgeek.com/vikings-at-bears-tickets/11-18-2018-chicago-illinois-soldier-field/nfl/4347005"
