short_title,announce_date,title,type,id,is_open,popularity,datetime_utc,created_at,status,url,time_tbd,datetime_local,score,date_tbd,datetime_tbd,description,visible_until_utc,general_admission,lowest_price_good_deals,highest_price,visible_listing_count,median_price,lowest_price,average_price,listing_count,created_at,employee_only,method,num_upcoming_events,extended_address,id,city,name,state,popularity,has_upcoming_events,address,url,slug,postal_code,name_v2,timezone,score,country,display_location,metro_code,lon,lat,created_at,employee_only,method
Steelers at Bengals,2018-04-20T00:00:00,Pittsburgh Steelers at Cincinnati Bengals,nfl,4347042,FALSE,0.905,2018-10-14T17:00:00,2018-04-20T00:47:40,normal,https://seatgeek.com/steelers-at-bengals-tickets/10-14-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347042,FALSE,2018-10-14T13:00:00,0.909,FALSE,FALSE,,2018-10-14T21:00:00,NA,111,596,612,180,108,189.41216,296,2018-08-24T21:53:35Z,FALSE,QRCODE,7,"Cincinnati, OH 45202",1124,Cincinnati,Paul Brown Stadium,OH,0,TRUE,1 Paul Brown Stadium,https://seatgeek.com/venues/paul-brown-stadium/tickets,paul-brown-stadium,45202,Paul Brown Stadium,America/New_York,0.86166537,US,"Cincinnati, OH",515,-84.5177,39.0961,2015-10-09T16:14:37Z,FALSE,QRCODE_TM
Bears at Dolphins,2018-04-20T00:00:00,Chicago Bears at Miami Dolphins,nfl,4347081,FALSE,0.906,2018-10-14T17:00:00,2018-04-20T00:47:47,normal,https://seatgeek.com/bears-at-dolphins-tickets/10-14-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347081,FALSE,2018-10-14T13:00:00,0.911,FALSE,FALSE,,2018-10-14T21:00:00,NA,70,429,737,204,104,211.03125,96,2018-08-24T21:53:35Z,FALSE,QRCODE,35,"Miami Gardens, FL 33056",29,Miami Gardens,Hard Rock Stadium,FL,0,TRUE,347 Don Shula Dr.,https://seatgeek.com/venues/hard-rock-stadium/tickets,hard-rock-stadium,33056,Hard Rock Stadium,America/New_York,0.8378203,US,"Miami Gardens, FL",528,-80.24,25.96,2017-10-03T18:58:44Z,FALSE,NONE
Panthers at Redskins,2018-04-20T00:00:00,Carolina Panthers at Washington Redskins,nfl,4346942,FALSE,0.937,2018-10-14T17:00:00,2018-04-20T00:47:18,normal,https://seatgeek.com/panthers-at-redskins-tickets/10-14-2018-landover-maryland-fedex-field/nfl/4346942,FALSE,2018-10-14T13:00:00,0.954,FALSE,FALSE,,2018-10-14T21:00:00,NA,98,770,906,148,95,167.37183,511,2018-08-24T21:52:02Z,FALSE,QRCODE,6,"Landover, MD 20785",35,Landover,FedEx Field,MD,0,TRUE,1600 Fedex Way,https://seatgeek.com/venues/fedex-field/tickets,fedex-field,20785,FedEx Field,America/New_York,0.9333444,US,"Landover, MD",511,-76.8658,38.9071,2015-09-12T14:13:58Z,FALSE,QRCODE_TM
Bills at Texans,2018-04-20T00:00:00,Buffalo Bills at Houston Texans,nfl,4347019,FALSE,0.893,2018-10-14T17:00:00,2018-04-20T00:47:36,normal,https://seatgeek.com/bills-at-texans-tickets/10-14-2018-houston-texas-nrg-stadium/nfl/4347019,FALSE,2018-10-14T12:00:00,0.896,FALSE,FALSE,,2018-10-14T21:00:00,NA,49,630,920,140,49,161.21452,606,2018-08-24T21:53:35Z,FALSE,QRCODE,44,"Houston, TX 77054",41,Houston,NRG Stadium,TX,0,TRUE,1 Reliant Park,https://seatgeek.com/venues/nrg-stadium/tickets,nrg-stadium,77054,NRG Stadium,America/Chicago,0.8624192,US,"Houston, TX",618,-95.4107,29.6847,2015-11-04T18:42:27Z,FALSE,QRCODE_TM
Chargers at Browns,2018-04-20T00:00:00,Los Angeles Chargers at Cleveland Browns,nfl,4346998,FALSE,0.889,2018-10-14T17:00:00,2018-04-20T00:47:31,normal,https://seatgeek.com/chargers-at-browns-tickets/10-14-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346998,FALSE,2018-10-14T13:00:00,0.888,FALSE,FALSE,,2018-10-14T21:00:00,NA,63,753,843,103,67,136.06711,611,2018-08-24T21:53:35Z,FALSE,QRCODE,6,"Cleveland, OH 44114",1123,Cleveland,FirstEnergy Stadium,OH,0,TRUE,100 Alfred Lerner Way,https://seatgeek.com/venues/firstenergy-stadium-15/tickets,firstenergy-stadium-15,44114,FirstEnergy Stadium,America/New_York,0.86852187,US,"Cleveland, OH",510,-81.7,41.5065,2015-11-11T20:55:31Z,FALSE,NONE
Cardinals at Vikings,2018-04-20T00:00:00,Arizona Cardinals at Minnesota Vikings,nfl,4347145,FALSE,0.905,2018-10-14T17:00:00,2018-04-20T01:04:06,normal,https://seatgeek.com/cardinals-at-vikings-tickets/10-14-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347145,FALSE,2018-10-14T12:00:00,0.914,FALSE,FALSE,,2018-10-14T21:00:00,NA,109,992,514,237,109,279.6591,396,2018-08-24T21:53:38Z,FALSE,QRCODE,15,"Minneapolis, MN 55415",218451,Minneapolis,U.S. Bank Stadium,MN,0,TRUE,900 South 5th Street,https://seatgeek.com/venues/u-s-bank-stadium/tickets,u-s-bank-stadium,55415,U.S. Bank Stadium,America/Chicago,0.88524246,US,"Minneapolis, MN",0,-93.26,44.97,2018-08-22T15:34:15Z,FALSE,NONE
Ravens at Titans,2018-04-20T00:00:00,Baltimore Ravens at Tennessee Titans,nfl,4346991,FALSE,0.869,2018-10-14T19:25:00,2018-04-20T00:47:30,normal,https://seatgeek.com/ravens-at-titans-tickets/10-14-2018-nashville-tennessee-nissan-stadium/nfl/4346991,FALSE,2018-10-14T15:25:00,0.863,FALSE,FALSE,,2018-10-14T23:25:00,NA,82,631,526,194,86,213.44444,252,2018-08-24T21:53:35Z,FALSE,QRCODE,16,"Nashville, TN 37213",1126,Nashville,Nissan Stadium,TN,0,TRUE,1 Titans Way,https://seatgeek.com/venues/nissan-stadium/tickets,nissan-stadium,37213,Nissan Stadium,America/New_York,0.8546275,US,"Nashville, TN",659,-86.7713,36.1665,2015-10-19T15:09:39Z,FALSE,NONE
Rams at Broncos,2018-04-20T00:00:00,Los Angeles Rams at Denver Broncos,nfl,4347138,FALSE,0.9,2018-10-14T20:05:00,2018-04-20T01:04:04,normal,https://seatgeek.com/rams-at-broncos-tickets/10-14-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347138,FALSE,2018-10-14T14:05:00,0.903,FALSE,FALSE,,2018-10-15T00:05:00,NA,170,1193,558,298,195,360,74,2018-08-24T21:53:38Z,FALSE,QRCODE,6,"Denver, CO 80204",1131,Denver,Sports Authority Field at Mile High,CO,0,TRUE,1701 Bryant St.,https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets,sports-authority-field-at-mile-high,80204,Sports Authority Field at Mile High,America/Denver,0.9028296,US,"Denver, CO",751,-105.02,39.74,2015-08-07T18:39:02Z,FALSE,QRCODE_TM
Jaguars at Cowboys,2018-04-05T00:00:00,Jacksonville Jaguars at Dallas Cowboys,nfl,4327923,TRUE,0.944,2018-10-14T20:25:00,2018-04-05T23:08:47,normal,https://seatgeek.com/jaguars-at-cowboys-tickets/10-14-2018-arlington-texas-at-t-stadium/nfl/4327923,FALSE,2018-10-14T15:25:00,0.971,FALSE,FALSE,,2018-10-15T00:25:00,NA,NA,2570,1805,246,NA,301.97083,2263,2018-04-17T22:02:33Z,FALSE,QRCODE,19,"Arlington, TX 76011",4965,Arlington,AT&T Stadium,TX,0,TRUE,1 AT&T Way,https://seatgeek.com/venues/at-t-stadium/tickets,at-t-stadium,76011,AT&T Stadium,America/Chicago,0.9751414,US,"Arlington, TX",623,-97.0957,32.7459,2018-04-17T22:02:33Z,FALSE,QRCODE
Chiefs at Patriots,2018-04-20T00:00:00,Kansas City Chiefs at New England Patriots,nfl,4347095,FALSE,0.932,2018-10-15T00:20:00,2018-04-20T00:47:50,normal,https://seatgeek.com/chiefs-at-patriots-tickets/10-14-2018-foxborough-massachusetts-gillette-stadium/nfl/4347095,FALSE,2018-10-14T20:20:00,0.959,FALSE,FALSE,,2018-10-15T04:20:00,NA,212,1014,632,349,212,412.29578,142,2018-08-24T21:53:35Z,FALSE,QRCODE,13,"Foxborough, MA 02035",33,Foxborough,Gillette Stadium,MA,0,TRUE,1 Patriot Place,https://seatgeek.com/venues/gillette-stadium/tickets,gillette-stadium,02035,Gillette Stadium,America/New_York,0.8983344,US,"Foxborough, MA",506,-71.2674,42.0906,2018-08-22T15:36:58Z,FALSE,NONE
49ers at Packers,2018-04-20T00:00:00,San Francisco 49ers at Green Bay Packers,nfl,4346914,FALSE,0.92,2018-10-16T00:15:00,2018-04-20T00:47:13,normal,https://seatgeek.com/49ers-at-packers-tickets/10-15-2018-green-bay-wisconsin-lambeau-field/nfl/4346914,FALSE,2018-10-15T19:15:00,0.946,FALSE,FALSE,,2018-10-16T04:15:00,NA,144,1107,537,248,156,300.22223,162,2018-08-24T21:53:38Z,FALSE,QRCODE,5,"Green Bay, WI 54304",1125,Green Bay,Lambeau Field,WI,0,TRUE,1265 Lombardi Avenue,https://seatgeek.com/venues/lambeau-field/tickets,lambeau-field,54304,Lambeau Field,America/Chicago,0.92909414,US,"Green Bay, WI",658,-88.0622,44.5013,2015-09-02T22:43:34Z,FALSE,QRCODE_TM
Broncos at Cardinals,2018-04-20T00:00:00,Denver Broncos at Arizona Cardinals,nfl,4347102,FALSE,0.915,2018-10-19T00:20:00,2018-04-20T00:47:51,normal,https://seatgeek.com/broncos-at-cardinals-tickets/10-18-2018-glendale-arizona-state-farm-stadium/nfl/4347102,FALSE,2018-10-18T17:20:00,0.941,FALSE,FALSE,,2018-10-19T04:20:00,NA,55,542,937,145,55,170.43425,403,2018-08-24T21:53:38Z,FALSE,QRCODE,9,"Glendale, AZ 85305",43,Glendale,State Farm Stadium,AZ,0,TRUE,1 Cardinals Drive,https://seatgeek.com/venues/state-farm-stadium/tickets,state-farm-stadium,85305,State Farm Stadium,America/Phoenix,0.93402725,US,"Glendale, AZ",753,-112.262,33.5294,2015-12-21T17:26:05Z,FALSE,NONE
