short_title,announce_date,title,type,id,is_open,popularity,datetime_utc,created_at,status,url,time_tbd,datetime_local,score,date_tbd,datetime_tbd,description,visible_until_utc,general_admission,lowest_price_good_deals,highest_price,visible_listing_count,median_price,lowest_price,average_price,listing_count,created_at,employee_only,method,num_upcoming_events,extended_address,id,city,name,state,popularity,has_upcoming_events,address,url,slug,postal_code,name_v2,timezone,score,country,display_location,metro_code,lon,lat,created_at,employee_only,method
Little Rock Trojans at Arkansas State Red Wolves Women's Volleyball,2018-08-01T00:00:00,Little Rock Trojans at Arkansas State Red Wolves Women's Volleyball,sports,4471322,FALSE,0.472,2018-10-20T23:30:00,2018-08-01T16:01:33,normal,https://seatgeek.com/little-rock-trojans-at-arkansas-state-red-wolves-womens-volleyball-tickets/sport/2018-10-20-6-30-pm/4471322,FALSE,2018-10-20T18:30:00,0.319,FALSE,FALSE,,2018-10-21T03:30:00,NA,NA,NA,NA,NA,NA,NA,NA,2018-08-24T21:53:38Z,FALSE,QRCODE,42,"Jonesboro, AR 72401",4081,Jonesboro,ASU Convocation Center,AR,0,TRUE,217 Olympic Drive,https://seatgeek.com/venues/asu-convocation-center-1/tickets,asu-convocation-center-1,72401,ASU Convocation Center,America/Chicago,0.5808074,US,"Jonesboro, AR",734,-90.6691,35.8438,NA,NA,NA
Patriots at Bears,2018-04-20T00:00:00,New England Patriots at Chicago Bears,nfl,4347008,FALSE,0.937,2018-10-21T17:00:00,2018-04-20T00:47:33,normal,https://seatgeek.com/patriots-at-bears-tickets/10-21-2018-chicago-illinois-soldier-field/nfl/4347008,FALSE,2018-10-21T12:00:00,0.978,FALSE,FALSE,,2018-10-21T21:00:00,NA,364,1313,418,661,392,704.2414,58,2018-08-24T21:53:38Z,FALSE,QRCODE,7,"Chicago, IL 60605",31,Chicago,Soldier Field,IL,0,TRUE,1410 S. Museum Campus Drive,https://seatgeek.com/venues/soldier-field/tickets,soldier-field,60605,Soldier Field,America/Chicago,0.940013,US,"Chicago, IL",602,-87.6159,41.8623,2018-06-02T00:44:08Z,FALSE,NONE
Bills at Colts,2018-04-20T00:00:00,Buffalo Bills at Indianapolis Colts,nfl,4346960,FALSE,0.856,2018-10-21T17:00:00,2018-04-20T00:47:22,normal,https://seatgeek.com/bills-at-colts-tickets/10-21-2018-indianapolis-indiana-lucas-oil-stadium/nfl/4346960,FALSE,2018-10-21T13:00:00,0.867,FALSE,FALSE,,2018-10-21T21:00:00,NA,27,840,998,106,32,110.18583,748,2018-08-24T21:53:38Z,FALSE,QRCODE,12,"Indianapolis, IN 46225",1130,Indianapolis,Lucas Oil Stadium,IN,0,TRUE,500 South Capitol Avenue,https://seatgeek.com/venues/lucas-oil-stadium/tickets,lucas-oil-stadium,46225,Lucas Oil Stadium,America/Indiana/Indianapolis,0.9071682,US,"Indianapolis, IN",527,-86.1639,39.7601,2018-09-13T22:29:37Z,FALSE,QRCODE_TM
Vikings at Jets,2018-04-20T00:00:00,Minnesota Vikings at New York Jets,nfl,4346975,FALSE,0.922,2018-10-21T17:00:00,2018-04-20T00:47:26,normal,https://seatgeek.com/vikings-at-jets-tickets/10-21-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346975,FALSE,2018-10-21T13:00:00,0.957,FALSE,FALSE,,2018-10-21T21:00:00,NA,63,1032,835,181,73,221.49095,442,2018-08-24T21:53:38Z,FALSE,QRCODE,15,"East Rutherford, NJ 07073",1587,East Rutherford,MetLife Stadium,NJ,0,TRUE,1 MetLife Stadium Drive,https://seatgeek.com/venues/metlife-stadium/tickets,metlife-stadium,07073,MetLife Stadium,America/New_York,0.94873494,US,"East Rutherford, NJ",501,-74.0737,40.8142,2015-09-12T14:14:07Z,FALSE,QRCODE_TM
Browns at Buccaneers,2018-04-20T00:00:00,Cleveland Browns at Tampa Bay Buccaneers,nfl,4346931,FALSE,0.861,2018-10-21T17:00:00,2018-04-20T00:47:16,normal,https://seatgeek.com/browns-at-buccaneers-tickets/10-21-2018-tampa-florida-raymond-james-stadium/nfl/4346931,FALSE,2018-10-21T13:00:00,0.879,FALSE,FALSE,,2018-10-21T21:00:00,NA,87,488,335,206,82,261.14285,14,2018-08-24T21:53:38Z,FALSE,QRCODE,15,"Tampa, FL 33607",39,Tampa,Raymond James Stadium,FL,0,TRUE,4201 North Dale Mabry Highway,https://seatgeek.com/venues/raymond-james-stadium/tickets,raymond-james-stadium,33607,Raymond James Stadium,America/New_York,0.86513025,US,"Tampa, FL",539,-82.5034,27.9753,2015-08-24T14:44:53Z,FALSE,QRCODE_TM
Lions at Dolphins,2018-04-20T00:00:00,Detroit Lions at Miami Dolphins,nfl,4347084,FALSE,0.874,2018-10-21T17:00:00,2018-04-20T00:47:47,normal,https://seatgeek.com/lions-at-dolphins-tickets/10-21-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347084,FALSE,2018-10-21T13:00:00,0.893,FALSE,FALSE,,2018-10-21T21:00:00,NA,50,899,942,149,69,165.02344,128,2018-08-24T21:53:38Z,FALSE,QRCODE,35,"Miami Gardens, FL 33056",29,Miami Gardens,Hard Rock Stadium,FL,0,TRUE,347 Don Shula Dr.,https://seatgeek.com/venues/hard-rock-stadium/tickets,hard-rock-stadium,33056,Hard Rock Stadium,America/New_York,0.8378203,US,"Miami Gardens, FL",528,-80.24,25.96,2017-10-03T18:58:44Z,FALSE,NONE
Panthers at Eagles,2018-04-20T00:00:00,Carolina Panthers at Philadelphia Eagles,nfl,4347036,FALSE,0.923,2018-10-21T17:00:00,2018-04-20T00:47:39,normal,https://seatgeek.com/panthers-at-eagles-tickets/10-21-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4347036,FALSE,2018-10-21T13:00:00,0.957,FALSE,FALSE,,2018-10-21T21:00:00,NA,153,3586,677,363,218,415.38272,243,2018-08-24T21:53:38Z,FALSE,QRCODE,14,"Philadelphia, PA 19148",330,Philadelphia,Lincoln Financial Field,PA,0,TRUE,1020 Pattison Ave,https://seatgeek.com/venues/lincoln-financial-field/tickets,lincoln-financial-field,19148,Lincoln Financial Field,America/New_York,0.90542685999999994,US,"Philadelphia, PA",504,-75.1675,39.9046,2015-07-10T00:00:00Z,FALSE,QRCODE_TM
Bengals at Chiefs,2018-04-20T00:00:00,Cincinnati Bengals at Kansas City Chiefs,nfl,4346982,FALSE,0.896,2018-10-21T17:00:00,2018-04-20T00:47:27,normal,https://seatgeek.com/bengals-at-chiefs-tickets/10-21-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346982,FALSE,2018-10-21T12:00:00,0.921,FALSE,FALSE,,2018-10-21T21:00:00,NA,71,602,1099,142,65,159.77989,895,2018-08-24T21:53:38Z,FALSE,QRCODE,8,"Kansas City, MO 64129",1128,Kansas City,Arrowhead Stadium,MO,0,TRUE,1 Arrowhead Drive,https://seatgeek.com/venues/arrowhead-stadium/tickets,arrowhead-stadium,64129,Arrowhead Stadium,America/Chicago,0.8827867,US,"Kansas City, MO",616,-94.4839,39.0489,2015-08-20T16:20:51Z,FALSE,QRCODE_TM
Texans at Jaguars,2018-04-20T00:00:00,Houston Texans at Jacksonville Jaguars,nfl,4346948,FALSE,0.821,2018-10-21T17:00:00,2018-04-20T00:47:19,normal,https://seatgeek.com/texans-at-jaguars-tickets/10-21-2018-jacksonville-florida-everbank-field/nfl/4346948,FALSE,2018-10-21T13:00:00,0.823,FALSE,FALSE,,2018-10-21T21:00:00,NA,45,489,777,89,44,109.921104,507,2018-08-24T21:53:38Z,FALSE,QRCODE,7,"Jacksonville, FL 32202",5178,Jacksonville,EverBank Field,FL,0,TRUE,1 Everbank Field Dr,https://seatgeek.com/venues/everbank-field/tickets,everbank-field,32202,EverBank Field,America/New_York,0.83759147,US,"Jacksonville, FL",561,-81.6373,30.3239,2015-10-17T20:03:42Z,FALSE,QRCODE_TM
Saints at Ravens,2018-04-20T00:00:00,New Orleans Saints at Baltimore Ravens,nfl,4347071,FALSE,0.863,2018-10-21T20:05:00,2018-04-20T00:47:45,normal,https://seatgeek.com/saints-at-ravens-tickets/10-21-2018-baltimore-maryland-m-t-bank-stadium/nfl/4347071,FALSE,2018-10-21T16:05:00,0.878,FALSE,FALSE,,2018-10-22T00:05:00,NA,61,619,736,121,61,149.78017,373,2018-08-24T21:53:38Z,FALSE,QRCODE,7,"Baltimore, MD 21230",1121,Baltimore,M&T Bank Stadium,MD,0,TRUE,1101 Russell St,https://seatgeek.com/venues/m-t-bank-stadium/tickets,m-t-bank-stadium,21230,M&T Bank Stadium,America/New_York,0.8927189,US,"Baltimore, MD",512,-76.623,39.2774,2015-08-04T00:00:00Z,FALSE,QRCODE_TM
Cowboys at Redskins,2018-04-20T00:00:00,Dallas Cowboys at Washington Redskins,nfl,4346941,FALSE,0.953,2018-10-21T20:25:00,2018-04-20T00:47:18,normal,https://seatgeek.com/cowboys-at-redskins-tickets/10-21-2018-landover-maryland-fedex-field/nfl/4346941,FALSE,2018-10-21T16:25:00,0.995,FALSE,FALSE,,2018-10-22T00:25:00,NA,174,1048,971,261,180,310.39267,601,2018-08-24T21:53:38Z,FALSE,QRCODE,6,"Landover, MD 20785",35,Landover,FedEx Field,MD,0,TRUE,1600 Fedex Way,https://seatgeek.com/venues/fedex-field/tickets,fedex-field,20785,FedEx Field,America/New_York,0.9333444,US,"Landover, MD",511,-76.8658,38.9071,2015-09-12T14:13:58Z,FALSE,QRCODE_TM
Rams at 49ers,2018-04-20T00:00:00,Los Angeles Rams at San Francisco 49ers,nfl,4347118,FALSE,0.905,2018-10-22T00:20:00,2018-04-20T00:47:54,normal,https://seatgeek.com/rams-at-49ers-tickets/10-21-2018-santa-clara-california-levi-s-stadium/nfl/4347118,FALSE,2018-10-21T17:20:00,0.937,FALSE,FALSE,,2018-10-22T04:20:00,NA,68,1246,990,180,69,198.52586,812,2018-08-24T21:53:38Z,FALSE,QRCODE,12,"Santa Clara, CA 95054",58670,Santa Clara,Levi's Stadium,CA,0,TRUE,4900 Marie P DeBartolo Way,https://seatgeek.com/venues/levi-s-stadium/tickets,levi-s-stadium,95054,Levi's Stadium,America/Los_Angeles,0.95768774,US,"Santa Clara, CA",0,-121.969,37.4023,2015-07-10T00:00:00Z,FALSE,QRCODE_TM
Giants at Falcons,2018-04-20T00:00:00,New York Giants at Atlanta Falcons,nfl,4347050,FALSE,0.912,2018-10-23T00:15:00,2018-04-20T00:47:42,normal,https://seatgeek.com/giants-at-falcons-tickets/10-22-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347050,FALSE,2018-10-22T20:15:00,0.949,FALSE,FALSE,,2018-10-23T04:15:00,NA,109,1241,801,273,109,288.81146,732,2018-08-24T21:53:38Z,FALSE,QRCODE,19,"Atlanta, GA 30313",419590,Atlanta,Mercedes-Benz Stadium,GA,0,TRUE,441 M.L.K. Jr Dr NW,https://seatgeek.com/venues/mercedes-benz-stadium/tickets,mercedes-benz-stadium,30313,Mercedes-Benz Stadium,America/New_York,0.76958936,US,"Atlanta, GA",0,-84.4,33.76,2018-08-23T20:14:46Z,FALSE,QRCODE
Troy at South Alabama,2018-02-28T00:00:00,Troy Trojans at South Alabama Jaguars Football,ncaa_football,4281985,FALSE,0.469,2018-10-24T00:00:00,2018-02-28T15:00:17,normal,https://seatgeek.com/troy-trojans-at-south-alabama-jaguars-football-tickets/ncaa-football/2018-10-23-7-pm/4281985,FALSE,2018-10-23T19:00:00,0.346,FALSE,FALSE,,2018-10-24T04:00:00,NA,20,93,11,33,20,40.90625,32,NA,NA,NA,5,"Mobile, AL 36604",3716,Mobile,Ladd Peebles Stadium,AL,0,TRUE,1621 Virginia St.,https://seatgeek.com/venues/ladd-peebles-stadium/tickets,ladd-peebles-stadium,36604,Ladd Peebles Stadium,America/Chicago,0.50177634,US,"Mobile, AL",686,-88.0761,30.6748,NA,NA,NA
Dolphins at Texans,2018-04-20T00:00:00,Miami Dolphins at Houston Texans,nfl,4347018,FALSE,0.865,2018-10-26T00:20:00,2018-04-20T00:47:36,normal,https://seatgeek.com/dolphins-at-texans-tickets/10-25-2018-houston-texas-nrg-stadium/nfl/4347018,FALSE,2018-10-25T19:20:00,0.9,FALSE,FALSE,,2018-10-26T04:20:00,NA,44,622,1000,127,42,158.92998,657,2018-08-24T21:53:38Z,FALSE,QRCODE,44,"Houston, TX 77054",41,Houston,NRG Stadium,TX,0,TRUE,1 Reliant Park,https://seatgeek.com/venues/nrg-stadium/tickets,nrg-stadium,77054,NRG Stadium,America/Chicago,0.8624192,US,"Houston, TX",618,-95.4107,29.6847,2015-11-04T18:42:27Z,FALSE,QRCODE_TM
Buccaneers at Bengals,2018-04-20T00:00:00,Tampa Bay Buccaneers at Cincinnati Bengals,nfl,4347041,FALSE,0.849,2018-10-28T17:00:00,2018-04-20T00:47:40,normal,https://seatgeek.com/buccaneers-at-bengals-tickets/10-28-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347041,FALSE,2018-10-28T13:00:00,0.874,FALSE,FALSE,,2018-10-28T21:00:00,NA,43,332,847,93,43,105.744896,490,2018-08-24T21:53:39Z,FALSE,QRCODE,7,"Cincinnati, OH 45202",1124,Cincinnati,Paul Brown Stadium,OH,0,TRUE,1 Paul Brown Stadium,https://seatgeek.com/venues/paul-brown-stadium/tickets,paul-brown-stadium,45202,Paul Brown Stadium,America/New_York,0.86166537,US,"Cincinnati, OH",515,-84.5177,39.0961,2015-10-09T16:14:37Z,FALSE,QRCODE_TM
Seahawks at Lions,2018-04-20T00:00:00,Seattle Seahawks at Detroit Lions,nfl,4347026,FALSE,0.9,2018-10-28T17:00:00,2018-04-20T00:47:37,normal,https://seatgeek.com/seahawks-at-lions-tickets/10-28-2018-detroit-michigan-ford-field/nfl/4347026,FALSE,2018-10-28T13:00:00,0.937,FALSE,FALSE,,2018-10-28T21:00:00,NA,69,2328,606,124,72,156.61111,396,2018-08-24T21:53:39Z,FALSE,QRCODE,11,"Detroit, MI 48226",346,Detroit,Ford Field,MI,0,TRUE,2000 Brush St.,https://seatgeek.com/venues/ford-field/tickets,ford-field,48226,Ford Field,America/Detroit,0.9029952,US,"Detroit, MI",505,-83.0459,42.34,2015-11-04T17:31:52Z,FALSE,NONE
Ravens at Panthers,2018-04-20T00:00:00,Baltimore Ravens at Carolina Panthers,nfl,4347070,FALSE,0.876,2018-10-28T17:00:00,2018-04-20T00:47:45,normal,https://seatgeek.com/ravens-at-panthers-tickets/10-28-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347070,FALSE,2018-10-28T13:00:00,0.913,FALSE,FALSE,,2018-10-28T21:00:00,NA,81,589,602,188,81,231.41844,282,2018-08-24T21:53:39Z,FALSE,QRCODE,9,"Charlotte, NC 28202",1122,Charlotte,Bank of America Stadium,NC,0,TRUE,800 South Mint Street,https://seatgeek.com/venues/bank-of-america-stadium/tickets,bank-of-america-stadium,28202,Bank of America Stadium,America/New_York,0.8968222,US,"Charlotte, NC",517,-80.8524,35.2243,2015-09-25T18:23:51Z,FALSE,QRCODE_TM
Redskins at Giants,2018-04-20T00:00:00,Washington Redskins at New York Giants,nfl,4346940,FALSE,0.897,2018-10-28T17:00:00,2018-04-20T00:47:17,normal,https://seatgeek.com/redskins-at-giants-tickets/10-28-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346940,FALSE,2018-10-28T13:00:00,0.941,FALSE,FALSE,,2018-10-28T21:00:00,NA,130,1438,707,234,134,302.11615,396,2018-08-24T21:53:39Z,FALSE,QRCODE,15,"East Rutherford, NJ 07073",1587,East Rutherford,MetLife Stadium,NJ,0,TRUE,1 MetLife Stadium Drive,https://seatgeek.com/venues/metlife-stadium/tickets,metlife-stadium,07073,MetLife Stadium,America/New_York,0.94873494,US,"East Rutherford, NJ",501,-74.0737,40.8142,2015-09-12T14:14:07Z,FALSE,QRCODE_TM
Broncos at Chiefs,2018-04-20T00:00:00,Denver Broncos at Kansas City Chiefs,nfl,4346981,FALSE,0.892,2018-10-28T17:00:00,2018-04-20T00:47:27,normal,https://seatgeek.com/broncos-at-chiefs-tickets/10-28-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346981,FALSE,2018-10-28T12:00:00,0.933,FALSE,FALSE,,2018-10-28T21:00:00,NA,147,846,903,249,145,266.32983,667,2018-08-24T21:53:39Z,FALSE,QRCODE,8,"Kansas City, MO 64129",1128,Kansas City,Arrowhead Stadium,MO,0,TRUE,1 Arrowhead Drive,https://seatgeek.com/venues/arrowhead-stadium/tickets,arrowhead-stadium,64129,Arrowhead Stadium,America/Chicago,0.8827867,US,"Kansas City, MO",616,-94.4839,39.0489,2015-08-20T16:20:51Z,FALSE,QRCODE_TM
Browns at Steelers,2018-04-20T00:00:00,Cleveland Browns at Pittsburgh Steelers,nfl,4347078,FALSE,0.882,2018-10-28T17:00:00,2018-04-20T00:47:46,normal,https://seatgeek.com/browns-at-steelers-tickets/10-28-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347078,FALSE,2018-10-28T13:00:00,0.918,FALSE,FALSE,,2018-10-28T21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,2018-08-24T21:53:39Z,FALSE,QRCODE,9,"Pittsburgh, PA 15212",1119,Pittsburgh,Heinz Field,PA,0,TRUE,100 Art Rooney Avenue,https://seatgeek.com/venues/heinz-field/tickets,heinz-field,15212,Heinz Field,America/New_York,0.9033526,US,"Pittsburgh, PA",508,-80.0158,40.4468,2018-10-04T12:42:28Z,FALSE,QRCODE
Jets at Bears,2018-04-20T00:00:00,New York Jets at Chicago Bears,nfl,4347007,FALSE,0.887,2018-10-28T17:00:00,2018-04-20T00:47:33,normal,https://seatgeek.com/jets-at-bears-tickets/10-28-2018-chicago-illinois-soldier-field/nfl/4347007,FALSE,2018-10-28T12:00:00,0.925,FALSE,FALSE,,2018-10-28T21:00:00,NA,190,1198,601,310,182,353.63,100,2018-08-24T21:53:39Z,FALSE,QRCODE,7,"Chicago, IL 60605",31,Chicago,Soldier Field,IL,0,TRUE,1410 S. Museum Campus Drive,https://seatgeek.com/venues/soldier-field/tickets,soldier-field,60605,Soldier Field,America/Chicago,0.940013,US,"Chicago, IL",602,-87.6159,41.8623,2018-06-02T00:44:08Z,FALSE,NONE
Colts at Raiders,2018-04-20T00:00:00,Indianapolis Colts at Oakland Raiders,nfl,4347153,FALSE,0.86,2018-10-28T20:05:00,2018-04-20T01:04:25,normal,https://seatgeek.com/colts-at-raiders-tickets/10-28-2018-oakland-california-oakland-alameda-county-coliseum/nfl/4347153,FALSE,2018-10-28T13:05:00,0.889,FALSE,FALSE,,2018-10-29T00:05:00,NA,74,482,756,159,74,168.56836,373,2018-08-24T21:53:39Z,FALSE,QRCODE,8,"Oakland, CA 94621",14,Oakland,Oakland-Alameda County Coliseum,CA,0,TRUE,7000 Coliseum Way,https://seatgeek.com/venues/oakland-alameda-county-coliseum/tickets,oakland-alameda-county-coliseum,94621,Oakland-Alameda County Coliseum,America/Los_Angeles,0.7817843,US,"Oakland, CA",807,-122.201,37.7469,2015-06-24T00:00:00Z,FALSE,PDF417
Packers at Rams,2018-04-20T00:00:00,Green Bay Packers at Los Angeles Rams,nfl,4346921,FALSE,0.924,2018-10-28T20:25:00,2018-04-20T00:47:14,normal,https://seatgeek.com/packers-at-rams-tickets/10-28-2018-los-angeles-california-los-angeles-memorial-coliseum-1/nfl/4346921,FALSE,2018-10-28T13:25:00,0.977,FALSE,FALSE,,2018-10-29T00:25:00,NA,240,1385,982,468,244,510.99756,410,2018-08-24T21:53:39Z,FALSE,QRCODE,8,"Los Angeles, CA 90037",51012,Los Angeles,Los Angeles Memorial Coliseum,CA,0,TRUE,3911 S Figueroa St,https://seatgeek.com/venues/los-angeles-memorial-coliseum-1/tickets,los-angeles-memorial-coliseum-1,90037,Los Angeles Memorial Coliseum,America/Los_Angeles,0.86898464,US,"Los Angeles, CA",0,-118.288,34.0138,2018-08-23T17:59:28Z,FALSE,QRCODE
49ers at Cardinals,2018-04-20T00:00:00,San Francisco 49ers at Arizona Cardinals,nfl,4347101,FALSE,0.893,2018-10-28T20:25:00,2018-04-20T00:47:51,normal,https://seatgeek.com/49ers-at-cardinals-tickets/10-28-2018-glendale-arizona-state-farm-stadium/nfl/4347101,FALSE,2018-10-28T13:25:00,0.931,FALSE,FALSE,,2018-10-29T00:25:00,NA,38,611,954,113,38,131.14769,650,2018-08-24T21:53:39Z,FALSE,QRCODE,9,"Glendale, AZ 85305",43,Glendale,State Farm Stadium,AZ,0,TRUE,1 Cardinals Drive,https://seatgeek.com/venues/state-farm-stadium/tickets,state-farm-stadium,85305,State Farm Stadium,America/Phoenix,0.93402725,US,"Glendale, AZ",753,-112.262,33.5294,2015-12-21T17:26:05Z,FALSE,NONE
Saints at Vikings,2018-04-20T00:00:00,New Orleans Saints at Minnesota Vikings,nfl,4347136,FALSE,0.887,2018-10-29T00:20:00,2018-04-20T01:04:04,normal,https://seatgeek.com/saints-at-vikings-tickets/10-28-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347136,FALSE,2018-10-28T19:20:00,0.926,FALSE,FALSE,,2018-10-29T04:20:00,NA,120,2030,756,286,120,328.61493,509,2018-08-24T21:53:39Z,FALSE,QRCODE,15,"Minneapolis, MN 55415",218451,Minneapolis,U.S. Bank Stadium,MN,0,TRUE,900 South 5th Street,https://seatgeek.com/venues/u-s-bank-stadium/tickets,u-s-bank-stadium,55415,U.S. Bank Stadium,America/Chicago,0.88524246,US,"Minneapolis, MN",0,-93.26,44.97,2018-08-22T15:34:15Z,FALSE,NONE
Patriots at Bills,2018-04-20T00:00:00,New England Patriots at Buffalo Bills,nfl,4347062,FALSE,0.89,2018-10-30T00:15:00,2018-04-20T00:47:44,normal,https://seatgeek.com/patriots-at-bills-tickets/10-29-2018-orchard-park-new-york-new-era-field/nfl/4347062,FALSE,2018-10-29T20:15:00,0.935,FALSE,FALSE,,2018-10-30T04:15:00,NA,87,835,951,148,96,171.47002,817,2018-08-24T21:53:39Z,FALSE,QRCODE,7,"Orchard Park, NY 14127",1135,Orchard Park,New Era Field,NY,0,TRUE,1 Bills Drive,https://seatgeek.com/venues/new-era-field/tickets,new-era-field,14127,New Era Field,America/New_York,0.8815085,US,"Orchard Park, NY",514,-78.7874,42.7737,2015-08-12T16:52:53Z,FALSE,QRCODE_TM
Raiders at 49ers,2018-04-20T00:00:00,Oakland Raiders at San Francisco 49ers,nfl,4347131,FALSE,0.925,2018-11-02T00:20:00,2018-04-20T00:47:57,normal,https://seatgeek.com/raiders-at-49ers-tickets/11-1-2018-santa-clara-california-levi-s-stadium/nfl/4347131,FALSE,2018-11-01T17:20:00,0.988,FALSE,FALSE,,2018-11-02T04:20:00,NA,193,2989,888,408,201,438.91965,697,2018-08-24T21:53:39Z,FALSE,QRCODE,12,"Santa Clara, CA 95054",58670,Santa Clara,Levi's Stadium,CA,0,TRUE,4900 Marie P DeBartolo Way,https://seatgeek.com/venues/levi-s-stadium/tickets,levi-s-stadium,95054,Levi's Stadium,America/Los_Angeles,0.95768774,US,"Santa Clara, CA",0,-121.969,37.4023,2015-07-10T00:00:00Z,FALSE,QRCODE_TM
Texas Tech Red Raiders at Kansas Jayhawks Women's Volleyball,2018-07-28T00:00:00,Texas Tech Red Raiders at Kansas Jayhawks Women's Volleyball,sports,4466234,FALSE,0,2018-11-03T18:00:00,2018-07-28T16:00:52,normal,https://seatgeek.com/texas-tech-red-raiders-at-kansas-jayhawks-womens-volleyball-tickets/sport/2018-11-03-1-pm/4466234,FALSE,2018-11-03T13:00:00,0,FALSE,FALSE,,2018-11-03T22:00:00,NA,NA,82,1,82,82,82,1,NA,NA,NA,6,"Lawrence, ",74230,Lawrence,Horejsi Center,NA,0,TRUE,1550 Allen Fieldhhouse Dr,https://seatgeek.com/venues/horejsi-center/tickets,horejsi-center,66045,Horejsi Center,America/Chicago,0.56565154,,Lawrence,0,-95.2532,38.9535,NA,NA,NA
South Alabama at Arkansas State,2018-02-28T00:00:00,South Alabama Jaguars at Arkansas State Red Wolves Football,ncaa_football,4281935,FALSE,0.56,2018-11-03T19:00:00,2018-02-28T15:00:09,normal,https://seatgeek.com/south-alabama-jaguars-at-arkansas-state-red-wolves-football-tickets/ncaa-football/2018-11-03-2-pm/4281935,FALSE,2018-11-03T14:00:00,0.499,FALSE,FALSE,,2018-11-03T23:00:00,NA,NA,78,46,45,23,43.778946,95,NA,NA,NA,3,"Jonesboro, AR 72401",8896,Jonesboro,Centennial Bank Stadium,AR,0,TRUE,2180 Aggie Rd,https://seatgeek.com/venues/centennial-bank-stadium-1/tickets,centennial-bank-stadium-1,72401,Centennial Bank Stadium,America/Chicago,0.47753516,US,"Jonesboro, AR",0,-90.6797,35.8429,NA,NA,NA
Jets at Dolphins,2018-04-20T00:00:00,New York Jets at Miami Dolphins,nfl,4347083,FALSE,0.86,2018-11-04T18:00:00,2018-04-20T00:47:47,normal,https://seatgeek.com/jets-at-dolphins-tickets/11-4-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347083,FALSE,2018-11-04T13:00:00,0.906,FALSE,FALSE,,2018-11-04T22:00:00,NA,72,899,813,187,77,195.51888,106,2018-08-24T21:53:39Z,FALSE,QRCODE,35,"Miami Gardens, FL 33056",29,Miami Gardens,Hard Rock Stadium,FL,0,TRUE,347 Don Shula Dr.,https://seatgeek.com/venues/hard-rock-stadium/tickets,hard-rock-stadium,33056,Hard Rock Stadium,America/New_York,0.8378203,US,"Miami Gardens, FL",528,-80.24,25.96,2017-10-03T18:58:44Z,FALSE,NONE
Lions at Vikings,2018-04-20T00:00:00,Detroit Lions at Minnesota Vikings,nfl,4347140,FALSE,0.872,2018-11-04T18:00:00,2018-04-20T01:04:05,normal,https://seatgeek.com/lions-at-vikings-tickets/11-4-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347140,FALSE,2018-11-04T12:00:00,0.913,FALSE,FALSE,,2018-11-04T22:00:00,NA,115,1267,782,229,115,262.93137,539,2018-08-24T21:53:39Z,FALSE,QRCODE,15,"Minneapolis, MN 55415",218451,Minneapolis,U.S. Bank Stadium,MN,0,TRUE,900 South 5th Street,https://seatgeek.com/venues/u-s-bank-stadium/tickets,u-s-bank-stadium,55415,U.S. Bank Stadium,America/Chicago,0.88524246,US,"Minneapolis, MN",0,-93.26,44.97,2018-08-22T15:34:15Z,FALSE,NONE
Chiefs at Browns,2018-04-20T00:00:00,Kansas City Chiefs at Cleveland Browns,nfl,4346997,FALSE,0.844,2018-11-04T18:00:00,2018-04-20T00:47:31,normal,https://seatgeek.com/chiefs-at-browns-tickets/11-4-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346997,FALSE,2018-11-04T13:00:00,0.877,FALSE,FALSE,,2018-11-04T22:00:00,NA,57,476,1031,106,59,124.98197,832,2018-08-24T21:53:39Z,FALSE,QRCODE,6,"Cleveland, OH 44114",1123,Cleveland,FirstEnergy Stadium,OH,0,TRUE,100 Alfred Lerner Way,https://seatgeek.com/venues/firstenergy-stadium-15/tickets,firstenergy-stadium-15,44114,FirstEnergy Stadium,America/New_York,0.86852187,US,"Cleveland, OH",510,-81.7,41.5065,2015-11-11T20:55:31Z,FALSE,NONE
