"","date","timestamp","name","type","id","test","url","locale","startTBD","startDateTime","endDateTime","localDate","localTime","dateTime","dateTBD","dateTBA","timeTBA","noSpecificTime","code","timezone","spanMultipleDays","id","name","description","staticUrl","info","info"
"21","2018-12-26","2018-12-26_08.52.44","Pittsburgh Steelers VIP Packages","event","1AvbZ43GkRy-tN3",FALSE,"https://www.ticketmastervip.com/d/pittsburgh-steelers-packages?utm_source=ticketmaster.com&utm_medium=referral&utm_campaign=nfl_pittsburgh_steelers&utm_content=shell_event_search_link","en-us",FALSE,"2009-09-12T00:00:00Z","2018-12-31T05:00:00Z","2018-12-31",NA,NA,FALSE,FALSE,FALSE,TRUE,"onsale","America/New_York",TRUE,"494","PROMOTED BY VENUE","PROMOTED BY VENUE / NTL / USA",NA,"OFF",NA
"22","2018-12-26","2018-12-26_08.52.44","Baltimore Ravens VIP Packages","event","1AvfZ43GkRB-F7k",FALSE,"https://www.ticketmastervip.com/d/baltimore-ravens-packages?utm_source=ticketmaster.com&utm_medium=referral&utm_campaign=nfl_baltimore_ravens&utm_content=shell_event_search_link","en-us",FALSE,"2009-09-12T00:00:00Z","2018-12-31T05:00:00Z","2018-12-31",NA,NA,FALSE,FALSE,FALSE,TRUE,"onsale","America/New_York",TRUE,"494","PROMOTED BY VENUE","PROMOTED BY VENUE / NTL / USA",NA,"OFF",NA
"23","2018-12-26","2018-12-26_08.52.44","Super Bowl LIII VIP Packages","event","vvG1zZ4_pO13MF",FALSE,"https://www.ticketmastervip.com/d/super-bowl-packages?utm_source=ticketmaster.com&utm_medium=referral&utm_campaign=nfl_super_bowl&utm_content=shell_event_search_link","en-us",FALSE,"2018-12-21T16:23:00Z","2019-02-03T23:30:00Z","2019-02-03","18:30:00","2019-02-03T23:30:00Z",FALSE,FALSE,FALSE,FALSE,"onsale","America/New_York",FALSE,"494","PROMOTED BY VENUE","PROMOTED BY VENUE / NTL / USA",NA,NA,NA
"24","2018-12-26","2018-12-26_08.52.44","Minnesota Vikings VIP Packages","event","vv17bZ43GkRRVLng",FALSE,"https://www.ticketmastervip.com/d/minnesota-vikings-packages?utm_source=ticketmaster.com&utm_medium=referral&utm_campaign=nfl_minnesota_vikings&utm_content=shell_event_search_link","en-us",FALSE,"2009-09-12T01:00:00Z","2018-12-31T06:00:00Z","2018-12-31",NA,NA,FALSE,FALSE,FALSE,TRUE,"onsale","America/Chicago",TRUE,"494","PROMOTED BY VENUE","PROMOTED BY VENUE / NTL / USA",NA,"OFF",NA
"25","2018-12-26","2018-12-26_08.52.44","HALF PRICE GAME: Denver Broncos v LA Chargers","event","G5vzZ4GXubsoC",FALSE,"https://www.ticketmaster.com/half-price-game-denver-broncos-v-denver-colorado-12-30-2018/event/1E0054CF8D63144E","en-us",FALSE,NA,NA,"2018-12-30","14:25:00","2018-12-30T21:25:00Z",FALSE,FALSE,FALSE,FALSE,"offsale","America/Denver",FALSE,"705","NFL REGULAR SEASON","NFL REGULAR SEASON / NTL / USA","https://s1.ticketm.net/tmimages/venue/maps/mtn/39373s.gif","There is an overall 4 ticket limit for this event.",NA
"26","2018-12-26","2018-12-26_08.52.44","Jacksonville Jaguars VIP Packages","event","1AeFZ43GkR_yhlM",FALSE,"https://www.ticketmastervip.com/d/jacksonville-jaguars-packages?utm_source=ticketmaster.com&utm_medium=referral&utm_campaign=nfl_jacksonville_jaguars&utm_content=shell_event_search_link","en-us",FALSE,"2009-09-12T00:00:00Z","2018-12-31T05:00:00Z","2018-12-31",NA,NA,FALSE,FALSE,FALSE,TRUE,"onsale","America/New_York",TRUE,"494","PROMOTED BY VENUE","PROMOTED BY VENUE / NTL / USA",NA,"OFF",NA
"27","2018-12-26","2018-12-26_08.52.44","New Orleans Saints VIP Packages","event","G5viZ43RishPg",FALSE,"https://www.ticketmastervip.com/d/new-orleans-saints-packages?utm_source=ticketmaster.com&utm_medium=referral&utm_campaign=nfl_new_orleans_saints&utm_content=shell_event_search_link","en-us",FALSE,"2009-09-12T01:00:00Z","2018-12-31T06:00:00Z","2018-12-31",NA,NA,FALSE,FALSE,FALSE,TRUE,"onsale","America/Chicago",TRUE,"494","PROMOTED BY VENUE","PROMOTED BY VENUE / NTL / USA",NA,"OFF",NA
"28","2018-12-26","2018-12-26_08.52.44","New Orleans Saints NFC Playoffs - NFC Championship Game","event","G5viZ49MsjiOf",FALSE,"https://www.ticketmaster.com/new-orleans-saints-nfc-playoffs-nfc-new-orleans-louisiana-01-20-2019/event/1B00557DF172C814","en-us",FALSE,NA,NA,"2019-01-20",NA,NA,FALSE,FALSE,TRUE,TRUE,"offsale","America/Chicago",FALSE,"706","NFL PLAYOFFS & SUPERBOWL","NFL PLAYOFFS & SUPERBOWL / NTL / USA","https://s1.ticketm.net/tmimages/venue/maps/scs/39707s.gif",NA,NA
"29","2018-12-26","2018-12-26_08.52.44","Kansas City Chiefs VIP Packages","event","vv17bZ43GkR13y_D",FALSE,"https://www.ticketmastervip.com/d/kansas-city-chiefs-packages?utm_source=ticketmaster.com&utm_medium=referral&utm_campaign=nfl_kansas_city_chiefs&utm_content=shell_event_search_link","en-us",FALSE,"2009-09-12T01:00:00Z","2018-12-31T06:00:00Z","2018-12-31",NA,NA,FALSE,FALSE,FALSE,TRUE,"onsale","America/Chicago",TRUE,"494","PROMOTED BY VENUE","PROMOTED BY VENUE / NTL / USA",NA,"OFF",NA
"30","2018-12-26","2018-12-26_08.52.44","Buffalo Bills VIP Packages","event","k7vGF43RDhHe0",FALSE,"https://www.ticketmastervip.com/d/buffalo-bills-packages?utm_source=ticketmaster.com&utm_medium=referral&utm_campaign=nfl_buffalo_bills&utm_content=shell_event_search_link","en-us",FALSE,"2017-09-01T14:00:00Z","2018-12-31T05:00:00Z","2018-12-31",NA,NA,FALSE,FALSE,FALSE,TRUE,"onsale","America/New_York",TRUE,"494","PROMOTED BY VENUE","PROMOTED BY VENUE / NTL / USA",NA,"OFF",NA
"31","2018-12-26","2018-12-26_08.52.44","Los Angeles Chargers VIP Packages","event","vvG1IZ43RKj4GH",FALSE,"https://www.ticketmastervip.com/d/los-angeles-chargers-packages?utm_source=ticketmaster.com&utm_medium=referral&utm_campaign=nfl_los_angeles_chargers&utm_content=shell_event_search_link","en-us",FALSE,"2009-09-12T03:00:00Z","2018-12-31T08:00:00Z","2018-12-31",NA,NA,FALSE,FALSE,FALSE,TRUE,"onsale","America/Tijuana",TRUE,"494","PROMOTED BY VENUE","PROMOTED BY VENUE / NTL / USA",NA,"OFF",NA
"32","2018-12-26","2018-12-26_08.52.44","Carolina Panthers VIP Packages","event","G5eVZ43R_uJ-8",FALSE,"https://www.ticketmastervip.com/d/carolina-panthers-packages?utm_source=ticketmaster.com&utm_medium=referral&utm_campaign=nfl_carolina_panthers&utm_content=shell_event_search_link","en-us",FALSE,"2009-09-12T00:00:00Z","2018-12-31T05:00:00Z","2018-12-31",NA,NA,FALSE,FALSE,FALSE,TRUE,"onsale","America/New_York",TRUE,"494","PROMOTED BY VENUE","PROMOTED BY VENUE / NTL / USA",NA,"OFF",NA
"33","2018-12-26","2018-12-26_08.52.44","Denver Broncos vs. Los Angeles Chargers","event","G5vzZ4kMXvNXD",FALSE,"https://www.ticketmaster.com/denver-broncos-vs-los-angeles-chargers-denver-colorado-12-30-2018/event/1E00546DFE063FBB","en-us",FALSE,NA,NA,"2018-12-30","14:25:00","2018-12-30T21:25:00Z",FALSE,FALSE,FALSE,FALSE,"offsale","America/Denver",FALSE,"705","NFL REGULAR SEASON","NFL REGULAR SEASON / NTL / USA","https://s1.ticketm.net/tmimages/venue/maps/mtn/39373s.gif",NA,NA
"34","2018-12-26","2018-12-26_08.52.44","Los Angeles Chargers AFC Playoffs - AFC Championship Game","event","vvG1IZ49l3jwCA",FALSE,"https://www.ticketmaster.com/los-angeles-chargers-afc-playoffs-afc-carson-california-01-20-2019/event/0A00557AD2732385","en-us",FALSE,NA,NA,"2019-01-20",NA,NA,FALSE,FALSE,TRUE,TRUE,"offsale","America/Tijuana",FALSE,"706","NFL PLAYOFFS & SUPERBOWL","NFL PLAYOFFS & SUPERBOWL / NTL / USA","https://s1.ticketm.net/tmimages/venue/maps/wes/79726s.gif",NA,NA
"35","2018-12-26","2018-12-26_08.52.44","Suites - Oakland Raiders v Denver Broncos","event","G5vYZ46K62Pfj",FALSE,"https://www.ticketmaster.com/suites-oakland-raiders-v-denver-broncos-oakland-california-12-24-2018/event/1C005474C73E551C","en-us",FALSE,NA,NA,"2018-12-24","17:15:00","2018-12-25T01:15:00Z",FALSE,FALSE,FALSE,FALSE,"offsale","America/Los_Angeles",FALSE,"494","PROMOTED BY VENUE","PROMOTED BY VENUE / NTL / USA","https://s1.ticketm.net/tmimages/venue/maps/nca/82218s.gif",NA,NA
"36","2018-12-26","2018-12-26_08.52.44","New York Jets VIP Packages","event","k7vGF43RDADTs",FALSE,"https://www.ticketmastervip.com/d/new-york-jets-packages?utm_source=ticketmaster.com&utm_medium=referral&utm_campaign=nfl_new_york_jets&utm_content=shell_event_search_link","en-us",FALSE,"2017-09-01T14:00:00Z","2018-12-31T05:00:00Z","2018-12-31",NA,NA,FALSE,FALSE,FALSE,TRUE,"onsale","America/New_York",TRUE,"494","PROMOTED BY VENUE","PROMOTED BY VENUE / NTL / USA",NA,"OFF",NA
"37","2018-12-26","2018-12-26_08.52.44","Detroit Lions VIP Packages","event","vv17OZ43GkRQlbrB",FALSE,"https://www.ticketmastervip.com/d/detroit-lions-packages?utm_source=ticketmaster.com&utm_medium=referral&utm_campaign=nfl_detroit_lions&utm_content=shell_event_search_link","en-us",FALSE,"2009-09-12T00:00:00Z","2018-12-31T05:00:00Z","2018-12-31",NA,NA,FALSE,FALSE,FALSE,TRUE,"onsale","America/New_York",TRUE,"494","PROMOTED BY VENUE","PROMOTED BY VENUE / NTL / USA",NA,"OFF",NA
"38","2018-12-26","2018-12-26_08.52.44","Kansas City Chiefs v Oakland Raiders - Parking","event","vv17bZ46GkmO6btJ",FALSE,"https://www.ticketmaster.com/kansas-city-chiefs-v-oakland-raiders-kansas-city-missouri-12-30-2018/event/0600547BA01D8A66","en-us",FALSE,"2018-04-20T13:00:00Z","2018-12-30T22:25:00Z","2018-12-30","15:25:00","2018-12-30T21:25:00Z",FALSE,FALSE,FALSE,FALSE,"onsale","America/Chicago",FALSE,"713","PROMOTED BY TEAM","PROMOTED BY TEAM / NTL / USA","https://s1.ticketm.net/tmimages/venue/maps/ch3/70129s.gif",NA,NA
"39","2018-12-26","2018-12-26_08.52.44","NFL UK Live presented by Subway","event","1kuYv4-aGA1GoAn",FALSE,"https://www.ticketmaster.co.uk/nfl-uk-live-presented-by-subway-southampton-01-14-2019/event/370055849A31116A","en-us",FALSE,"2018-12-06T13:00:00Z","2019-01-14T18:30:00Z","2019-01-14","19:30:00","2019-01-14T19:30:00Z",FALSE,FALSE,FALSE,FALSE,"onsale","Europe/London",FALSE,"2933","NATIONAL FOOTBALL LEAGUE INC","NATIONAL FOOTBALL LEAGUE INC / NTL / GBR",NA,"Please note: There is a ticket limit of 2 tickets per person and per credit card on this event",NA
"40","2018-12-26","2018-12-26_08.52.44","NFL UK Live presented by Subway","event","1AUZAp7GkeEngb0",FALSE,"https://www.ticketmaster.co.uk/nfl-uk-live-presented-by-subway-birmingham-01-15-2019/event/36005584A7AB5624","en-us",FALSE,"2018-12-06T13:00:00Z","2019-01-15T18:30:00Z","2019-01-15","19:30:00","2019-01-15T19:30:00Z",FALSE,FALSE,FALSE,FALSE,"onsale","Europe/London",FALSE,"2933","NATIONAL FOOTBALL LEAGUE INC","NATIONAL FOOTBALL LEAGUE INC / NTL / GBR",NA,"Please note: There is a ticket limit of 2 tickets per person and per credit card on this event",NA
"41","2018-12-26","2018-12-26_08.52.44","NFL UK Live presented by Subway","event","G5vHZ4b3-o039",FALSE,"https://www.ticketmaster.co.uk/nfl-uk-live-presented-by-subway-merseyside-01-16-2019/event/1F005584A1464497","en-us",FALSE,"2018-12-06T13:00:00Z","2019-01-16T18:30:00Z","2019-01-16","19:30:00","2019-01-16T19:30:00Z",FALSE,FALSE,FALSE,FALSE,"onsale","Europe/London",FALSE,"2933","NATIONAL FOOTBALL LEAGUE INC","NATIONAL FOOTBALL LEAGUE INC / NTL / GBR",NA,"Please note: There is a ticket limit of 2 tickets per person and per credit card on this event",NA
"42","2018-12-26","2018-12-26_08.52.44","Super Bowl Experience Driven by Hyundai","event","vvG1zZ4bQjJN77",FALSE,"https://www.ticketmaster.com/super-bowl-experience-driven-by-hyundai-atlanta-georgia-02-02-2019/event/0E0055869C9A3104","en-us",FALSE,"2018-12-13T15:00:00Z","2019-02-03T01:00:00Z","2019-02-02","10:00:00","2019-02-02T15:00:00Z",FALSE,FALSE,FALSE,FALSE,"onsale","America/New_York",FALSE,NA,NA,NA,"https://s1.ticketm.net/tmimages/venue/maps/atl/91307s.gif",NA,NA
"43","2018-12-26","2018-12-26_08.52.44","Super Bowl Experience Driven by Hyundai","event","vvG1zZ4bQjrSd1",FALSE,"https://www.ticketmaster.com/super-bowl-experience-driven-by-hyundai-atlanta-georgia-01-26-2019/event/0E0055869C7B30CA","en-us",FALSE,"2018-12-13T15:00:00Z","2019-01-27T01:00:00Z","2019-01-26","10:00:00","2019-01-26T15:00:00Z",FALSE,FALSE,FALSE,FALSE,"onsale","America/New_York",FALSE,NA,NA,NA,"https://s1.ticketm.net/tmimages/venue/maps/atl/91307s.gif",NA,NA
"44","2018-12-26","2018-12-26_08.52.44","Super Bowl Experience Driven by Hyundai","event","vvG1zZ4bQjOKdC",FALSE,"https://www.ticketmaster.com/super-bowl-experience-driven-by-hyundai-atlanta-georgia-01-27-2019/event/0E0055869C8130CE","en-us",FALSE,"2018-12-13T15:00:00Z","2019-01-27T23:00:00Z","2019-01-27","10:00:00","2019-01-27T15:00:00Z",FALSE,FALSE,FALSE,FALSE,"onsale","America/New_York",FALSE,NA,NA,NA,"https://s1.ticketm.net/tmimages/venue/maps/atl/91307s.gif",NA,NA
"45","2018-12-26","2018-12-26_08.52.44","Super Bowl Experience Driven by Hyundai","event","vvG1zZ4bQjPddS",FALSE,"https://www.ticketmaster.com/super-bowl-experience-driven-by-hyundai-atlanta-georgia-02-01-2019/event/0E0055869C9430F3","en-us",FALSE,"2018-12-13T15:00:00Z","2019-02-02T01:00:00Z","2019-02-01","10:00:00","2019-02-01T15:00:00Z",FALSE,FALSE,FALSE,FALSE,"onsale","America/New_York",FALSE,NA,NA,NA,"https://s1.ticketm.net/tmimages/venue/maps/atl/91307s.gif",NA,NA
