created_at,status,title,url,datetime_local,date_tbd,score,visible_until_utc,datetime_tbd,type,announce_date,time_tbd,datetime_utc,popularity,short_title,id,description,is_open,general_admission,median_price,visible_listing_count,highest_price,listing_count,lowest_price_good_deals,average_price,lowest_price,employee_only,created_at,method,city,postal_code,url,name_v2,score,popularity,address,slug,display_location,timezone,name,state,has_upcoming_events,country,num_upcoming_events,id,extended_address,lat,lon,employee_only,created_at,method
2018-04-20T00:47:25,normal,Cleveland Browns at New Orleans Saints,https://seatgeek.com/browns-at-saints-tickets/9-16-2018-new-orleans-louisiana-mercedes-benz-superdome/nfl/4346973,2018-09-16T12:00:00,FALSE,0.851,2018-09-16T21:00:00,FALSE,nfl,2018-04-20T00:00:00,FALSE,2018-09-16T17:00:00,0.916,Browns at Saints,4346973,,TRUE,NA,NA,NA,1800,1415,46,184.05,46,FALSE,2018-05-29T20:38:49Z,QRCODE,New Orleans,70112,https://seatgeek.com/venues/mercedes-benz-superdome/tickets,Mercedes-Benz Superdome,0.8966978,0,1500 Sugar Bowl Drive,mercedes-benz-superdome,"New Orleans, LA",America/Chicago,Mercedes-Benz Superdome,LA,TRUE,US,19,128,"New Orleans, LA 70112",29.9515,-90.0786,FALSE,2018-08-27T20:46:59Z,QRCODE_TM
2018-04-20T00:47:54,normal,Detroit Lions at San Francisco 49ers,https://seatgeek.com/lions-at-49ers-tickets/9-16-2018-santa-clara-california-levi-s-stadium/nfl/4347119,2018-09-16T13:05:00,FALSE,0.905,2018-09-17T00:05:00,FALSE,nfl,2018-04-20T00:00:00,FALSE,2018-09-16T20:05:00,0.958,Lions at 49ers,4347119,,FALSE,NA,NA,NA,748,462,79,195.63,79,FALSE,2018-08-24T18:24:41Z,QRCODE,Santa Clara,95054,https://seatgeek.com/venues/levi-s-stadium/tickets,Levi's Stadium,0.95768774,0,4900 Marie P DeBartolo Way,levi-s-stadium,"Santa Clara, CA",America/Los_Angeles,Levi's Stadium,CA,TRUE,US,13,58670,"Santa Clara, CA 95054",37.4023,-121.969,FALSE,2015-07-10T00:00:00Z,QRCODE_TM
2018-04-20T00:47:15,normal,Arizona Cardinals at Los Angeles Rams,https://seatgeek.com/cardinals-at-rams-tickets/9-16-2018-los-angeles-california-los-angeles-memorial-coliseum-1/nfl/4346924,2018-09-16T13:05:00,FALSE,0.842,2018-09-17T00:05:00,FALSE,nfl,2018-04-20T00:00:00,FALSE,2018-09-16T20:05:00,0.912,Cardinals at Rams,4346924,,FALSE,NA,NA,NA,486,1094,25,80.06,25,FALSE,2018-08-24T17:04:03Z,QRCODE,Los Angeles,90037,https://seatgeek.com/venues/los-angeles-memorial-coliseum-1/tickets,Los Angeles Memorial Coliseum,0.86898464,0,3911 S Figueroa St,los-angeles-memorial-coliseum-1,"Los Angeles, CA",America/Los_Angeles,Los Angeles Memorial Coliseum,CA,TRUE,US,12,51012,"Los Angeles, CA 90037",34.01,-118.29,FALSE,2018-08-23T17:59:28Z,QRCODE
2018-04-20T01:04:06,normal,Oakland Raiders at Denver Broncos,https://seatgeek.com/raiders-at-broncos-tickets/9-16-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347149,2018-09-16T14:25:00,FALSE,0.884,2018-09-17T00:25:00,FALSE,nfl,2018-04-20T00:00:00,FALSE,2018-09-16T20:25:00,0.946,Raiders at Broncos,4347149,,FALSE,NA,NA,NA,801,70,152,319.84,146,FALSE,2018-08-24T18:24:52Z,QRCODE,Denver,80204,https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets,Sports Authority Field at Mile High,0.9028296,0,1701 Bryant St.,sports-authority-field-at-mile-high,"Denver, CO",America/Denver,Sports Authority Field at Mile High,CO,TRUE,US,7,1131,"Denver, CO 80204",39.74,-105.02,FALSE,2015-08-07T18:39:02Z,QRCODE_TM
2018-04-20T00:47:19,normal,New England Patriots at Jacksonville Jaguars,https://seatgeek.com/patriots-at-jaguars-tickets/9-16-2018-jacksonville-florida-tiaa-bank-field/nfl/4346951,2018-09-16T16:25:00,FALSE,0.875,2018-09-17T00:25:00,FALSE,nfl,2018-04-20T00:00:00,FALSE,2018-09-16T20:25:00,0.94,Patriots at Jaguars,4346951,,FALSE,NA,NA,NA,1082,293,147,245,147,FALSE,2018-08-24T18:23:21Z,QRCODE,Jacksonville,32202,https://seatgeek.com/venues/tiaa-bank-field/tickets,TIAA Bank Field,0.83759147,0,1 Everbank Field Dr,tiaa-bank-field,"Jacksonville, FL",America/New_York,TIAA Bank Field,FL,TRUE,US,10,5178,"Jacksonville, FL 32202",30.3239,-81.6373,FALSE,2015-10-17T20:03:42Z,QRCODE_TM
2018-04-05T23:08:47,normal,New York Giants at Dallas Cowboys,https://seatgeek.com/giants-at-cowboys-tickets/9-16-2018-arlington-texas-at-t-stadium/nfl/4327925,2018-09-16T19:20:00,FALSE,0.958,2018-09-17T04:20:00,FALSE,nfl,2018-04-05T00:00:00,FALSE,2018-09-17T00:20:00,0.993,Giants at Cowboys,4327925,,TRUE,NA,NA,NA,14935,2179,32,333.9,32,FALSE,2018-04-17T22:02:33Z,QRCODE,Arlington,76011,https://seatgeek.com/venues/at-t-stadium/tickets,AT&T Stadium,0.9751414,0,1 AT&T Way,at-t-stadium,"Arlington, TX",America/Chicago,AT&T Stadium,TX,TRUE,US,24,4965,"Arlington, TX 76011",32.7459,-97.0957,FALSE,2018-04-17T22:02:33Z,QRCODE
2018-04-20T00:47:34,normal,Seattle Seahawks at Chicago Bears,https://seatgeek.com/seahawks-at-bears-tickets/9-17-2018-chicago-illinois-soldier-field/nfl/4347010,2018-09-17T19:15:00,FALSE,0.92,2018-09-18T04:15:00,FALSE,nfl,2018-04-20T00:00:00,FALSE,2018-09-18T00:15:00,0.964,Seahawks at Bears,4347010,,FALSE,NA,NA,NA,1199,53,157,338.38,157,FALSE,2018-08-24T18:25:05Z,QRCODE,Chicago,60605,https://seatgeek.com/venues/soldier-field/tickets,Soldier Field,0.940013,0,1410 S. Museum Campus Drive,soldier-field,"Chicago, IL",America/Chicago,Soldier Field,IL,TRUE,US,12,31,"Chicago, IL 60605",41.8623,-87.6159,FALSE,2018-06-02T00:44:08Z,NONE
2018-04-20T00:47:31,normal,New York Jets at Cleveland Browns,https://seatgeek.com/jets-at-browns-tickets/9-20-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4347000,2018-09-20T20:20:00,FALSE,0.843,2018-09-21T04:20:00,FALSE,nfl,2018-04-20T00:00:00,FALSE,2018-09-21T00:20:00,0.886,Jets at Browns,4347000,,FALSE,NA,NA,NA,391,628,44,100.98,41,FALSE,2018-08-24T18:25:16Z,QRCODE,Cleveland,44114,https://seatgeek.com/venues/firstenergy-stadium-15/tickets,FirstEnergy Stadium,0.86852187,0,100 Alfred Lerner Way,firstenergy-stadium-15,"Cleveland, OH",America/New_York,FirstEnergy Stadium,OH,TRUE,US,7,1123,"Cleveland, OH 44114",41.5065,-81.7,FALSE,2015-11-11T20:55:31Z,NONE
2018-01-31T15:00:53,normal,South Alabama Jaguars at Memphis Tigers Football,https://seatgeek.com/south-alabama-jaguars-at-memphis-tigers-football-tickets/ncaa-football/2018-09-22-7-pm/4241762,2018-09-22T19:00:00,FALSE,0.486,2018-09-23T04:00:00,FALSE,ncaa_football,2018-01-31T00:00:00,FALSE,2018-09-23T00:00:00,0.619,South Alabama at Memphis,4241762,,FALSE,NA,NA,NA,245,282,23,59.8,23,NA,NA,NA,Memphis,38104,https://seatgeek.com/venues/liberty-bowl-stadium/tickets,Liberty Bowl Stadium,0.6733288,0,335 South Hollywood St.,liberty-bowl-stadium,"Memphis, TN",America/Chicago,Liberty Bowl Stadium,TN,TRUE,US,7,2827,"Memphis, TN 38104",35.12,-89.98,NA,NA,NA
2018-04-20T00:47:48,normal,Oakland Raiders at Miami Dolphins,https://seatgeek.com/raiders-at-dolphins-tickets/9-23-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347088,2018-09-23T13:00:00,FALSE,0.873,2018-09-23T21:00:00,FALSE,nfl,2018-04-20T00:00:00,FALSE,2018-09-23T17:00:00,0.899,Raiders at Dolphins,4347088,,FALSE,NA,NA,NA,452,161,61,172.2,61,FALSE,2018-08-24T20:34:12Z,QRCODE,Miami Gardens,33056,https://seatgeek.com/venues/hard-rock-stadium/tickets,Hard Rock Stadium,0.8378203,0,347 Don Shula Dr.,hard-rock-stadium,"Miami Gardens, FL",America/New_York,Hard Rock Stadium,FL,TRUE,US,37,29,"Miami Gardens, FL 33056",25.96,-80.24,FALSE,2017-10-03T18:58:44Z,NONE
2018-04-20T00:47:23,normal,Indianapolis Colts at Philadelphia Eagles,https://seatgeek.com/colts-at-eagles-tickets/9-23-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4346963,2018-09-23T13:00:00,FALSE,0.908,2018-09-23T21:00:00,FALSE,nfl,2018-04-20T00:00:00,FALSE,2018-09-23T17:00:00,0.926,Colts at Eagles,4346963,,FALSE,NA,NA,NA,1226,294,214,378.15,214,FALSE,2018-08-24T18:26:28Z,QRCODE,Philadelphia,19148,https://seatgeek.com/venues/lincoln-financial-field/tickets,Lincoln Financial Field,0.90542685999999994,0,1020 Pattison Ave,lincoln-financial-field,"Philadelphia, PA",America/New_York,Lincoln Financial Field,PA,TRUE,US,16,330,"Philadelphia, PA 19148",39.9046,-75.1675,FALSE,2015-07-10T00:00:00Z,QRCODE_TM
2018-04-20T01:04:05,normal,Buffalo Bills at Minnesota Vikings,https://seatgeek.com/bills-at-vikings-tickets/9-23-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347142,2018-09-23T12:00:00,FALSE,0.886,2018-09-23T21:00:00,FALSE,nfl,2018-04-20T00:00:00,FALSE,2018-09-23T17:00:00,0.907,Bills at Vikings,4347142,,FALSE,NA,NA,NA,923,522,92,236.84,92,FALSE,2018-08-23T16:03:24Z,QRCODE,Minneapolis,55415,https://seatgeek.com/venues/u-s-bank-stadium/tickets,U.S. Bank Stadium,0.88524246,0,401 Chicago Avenue,u-s-bank-stadium,"Minneapolis, MN",America/Chicago,U.S. Bank Stadium,MN,TRUE,US,13,218451,"Minneapolis, MN 55415",44.97,-93.26,FALSE,2018-08-22T15:34:15Z,NONE
