id,created_at,popularity,status,datetime_local,is_open,time_tbd,score,description,visible_until_utc,type,url,title,short_title,announce_date,datetime_tbd,date_tbd,datetime_utc,general_admission,listing_count,highest_price,average_price,visible_listing_count,lowest_price,lowest_price_good_deals,median_price,method,created_at,employee_only,id,num_upcoming_events,state,extended_address,display_location,name_v2,city,metro_code,score,has_upcoming_events,address,slug,postal_code,url,country,timezone,name,popularity,lon,lat,method,created_at,employee_only
4346923,2018-04-20T00:47:14,0,normal,2018-09-23T13:05:00,FALSE,FALSE,0.904,,2018-09-24T00:05:00,nfl,https://seatgeek.com/chargers-at-rams-tickets/9-23-2018-los-angeles-california-los-angeles-memorial-coliseum-1/nfl/4346923,Los Angeles Chargers at Los Angeles Rams,Chargers at Rams,2018-04-20T00:00:00,FALSE,FALSE,2018-09-23T20:05:00,NA,158,376,112.8481,416,56,48,95,QRCODE,2018-09-05T22:17:11Z,FALSE,51012,10,CA,"Los Angeles, CA 90037","Los Angeles, CA",Los Angeles Memorial Coliseum,Los Angeles,0,0.86898464,TRUE,3911 S Figueroa St,los-angeles-memorial-coliseum-1,90037,https://seatgeek.com/venues/los-angeles-memorial-coliseum-1/tickets,US,America/Los_Angeles,Los Angeles Memorial Coliseum,0,-118.288,34.0138,QRCODE,2018-08-23T17:59:28Z,FALSE
4347129,2018-04-20T00:47:56,0,normal,2018-09-23T13:25:00,FALSE,FALSE,0.967,,2018-09-24T00:25:00,nfl,https://seatgeek.com/cowboys-at-seahawks-tickets/9-23-2018-seattle-washington-centurylink-field/nfl/4347129,Dallas Cowboys at Seattle Seahawks,Cowboys at Seahawks,2018-04-20T00:00:00,FALSE,FALSE,2018-09-23T20:25:00,NA,105,905,393.90475,349,197,197,341,QRCODE,2018-03-02T22:54:54Z,FALSE,339,12,WA,"Seattle, WA 98134","Seattle, WA",CenturyLink Field,Seattle,819,0.87232786,TRUE,800 Occidental Ave S,centurylink-field,98134,https://seatgeek.com/venues/centurylink-field/tickets,US,America/Los_Angeles,CenturyLink Field,0,-122.33,47.6,QRCODE,2018-03-02T22:54:54Z,FALSE
4347104,2018-04-20T00:47:52,0,normal,2018-09-23T13:25:00,FALSE,FALSE,0.946,,2018-09-24T00:25:00,nfl,https://seatgeek.com/bears-at-cardinals-tickets/9-23-2018-glendale-arizona-state-farm-stadium/nfl/4347104,Chicago Bears at Arizona Cardinals,Bears at Cardinals,2018-04-20T00:00:00,FALSE,FALSE,2018-09-23T20:25:00,NA,90,338,174.3,344,86,86,140,QRCODE,2018-08-24T20:34:25Z,FALSE,43,10,AZ,"Glendale, AZ 85305","Glendale, AZ",State Farm Stadium,Glendale,753,0.93402725,TRUE,1 Cardinals Drive,state-farm-stadium,85305,https://seatgeek.com/venues/state-farm-stadium/tickets,US,America/Phoenix,State Farm Stadium,0,-112.262,33.5294,NONE,2015-12-21T17:26:05Z,FALSE
4347028,2018-04-20T00:47:37,0.823,normal,2018-09-23T20:20:00,FALSE,FALSE,0.977,,2018-09-24T04:20:00,nfl,https://seatgeek.com/patriots-at-lions-tickets/9-23-2018-detroit-michigan-ford-field/nfl/4347028,New England Patriots at Detroit Lions,Patriots at Lions,2018-04-20T00:00:00,FALSE,FALSE,2018-09-24T00:20:00,NA,328,2438,175.11281,565,89,84,143,QRCODE,2018-08-24T18:27:28Z,FALSE,346,11,MI,"Detroit, MI 48226","Detroit, MI",Ford Field,Detroit,505,0.9029952,TRUE,2000 Brush St.,ford-field,48226,https://seatgeek.com/venues/ford-field/tickets,US,America/Detroit,Ford Field,0,-83.0459,42.34,NONE,2015-11-04T17:31:52Z,FALSE
4346932,2018-04-20T00:47:16,0.982,normal,2018-09-24T20:15:00,FALSE,FALSE,0.894,,2018-09-25T04:15:00,nfl,https://seatgeek.com/steelers-at-buccaneers-tickets/9-24-2018-tampa-florida-raymond-james-stadium/nfl/4346932,Pittsburgh Steelers at Tampa Bay Buccaneers,Steelers at Buccaneers,2018-04-20T00:00:00,FALSE,FALSE,2018-09-25T00:15:00,NA,44,557,318.25,336,120,120,320,QRCODE,2018-08-24T20:35:07Z,FALSE,39,15,FL,"Tampa, FL 33607","Tampa, FL",Raymond James Stadium,Tampa,539,0.86513025,TRUE,4201 North Dale Mabry Highway,raymond-james-stadium,33607,https://seatgeek.com/venues/raymond-james-stadium/tickets,US,America/New_York,Raymond James Stadium,0,-82.5034,27.9753,QRCODE_TM,2015-08-24T14:44:53Z,FALSE
4346922,2018-04-20T00:47:14,0.986,normal,2018-09-27T17:20:00,FALSE,FALSE,0.925,,2018-09-28T04:20:00,nfl,https://seatgeek.com/vikings-at-rams-tickets/9-27-2018-los-angeles-california-los-angeles-memorial-coliseum-1/nfl/4346922,Minnesota Vikings at Los Angeles Rams,Vikings at Rams,2018-04-20T00:00:00,FALSE,FALSE,2018-09-28T00:20:00,NA,408,864,180.75246,883,67,71,136,QRCODE,2018-09-05T22:17:16Z,FALSE,51012,10,CA,"Los Angeles, CA 90037","Los Angeles, CA",Los Angeles Memorial Coliseum,Los Angeles,0,0.86898464,TRUE,3911 S Figueroa St,los-angeles-memorial-coliseum-1,90037,https://seatgeek.com/venues/los-angeles-memorial-coliseum-1/tickets,US,America/Los_Angeles,Los Angeles Memorial Coliseum,0,-118.288,34.0138,QRCODE,2018-08-23T17:59:28Z,FALSE
4401810,2018-06-05T16:00:59,0.5,normal,2018-09-28T19:00:00,FALSE,FALSE,0.253,,2018-09-29T03:00:00,sports,https://seatgeek.com/arkansas-razorbacks-at-kentucky-wildcats-womens-volleyball-tickets/sport/2018-09-28-7-pm/4401810,Arkansas Razorbacks at Kentucky Wildcats Womens Volleyball,Arkansas Razorbacks at Kentucky Wildcats Womens Volleyball,2018-06-05T00:00:00,FALSE,FALSE,2018-09-28T23:00:00,NA,1,12,12,1,12,NA,12,NA,NA,NA,5102,25,KY,"Lexington, KY 40506","Lexington, KY",Memorial Coliseum,Lexington,541,0.4125833,TRUE,201 Avenue of Champions,memorial-coliseum-1,40506,https://seatgeek.com/venues/memorial-coliseum-1/tickets,US,America/New_York,Memorial Coliseum,0,-84.5,38.04,NA,NA,NA
4163969,2017-12-05T15:00:24,0.976,normal,2018-09-29T11:00:00,TRUE,FALSE,0.912,"*Child Policy::  Everyone, regardless of age, requires a ticket for entry.
*Donations::  Club seat purchases include a donation made to the respective school.
*Bag Policy::   All approved bags are subject to inspection upon entry and are subject to additional inspections within AT&amp;T Stadium. AT&amp;T Stadium has modified its security policy by limiting the size and style of bags allowed in the stadium.  Visit www.attstadium.com/bags for more information.",2018-09-29T20:00:00,ncaa_football,https://seatgeek.com/southwest-classic-arkansas-vs-texas-aandm-tickets/ncaa-football/2018-09-29-11-am/4163969,Southwest Classic: Arkansas vs Texas A&M,Southwest Classic: Arkansas vs Texas A&M,2017-12-05T00:00:00,FALSE,FALSE,2018-09-29T16:00:00,NA,809,1157,225.73547,701,102,102,160,QRCODE,2018-04-17T22:02:33Z,FALSE,4965,22,TX,"Arlington, TX 76011","Arlington, TX",AT&T Stadium,Arlington,623,0.9751414,TRUE,1 AT&T Way,at-t-stadium,76011,https://seatgeek.com/venues/at-t-stadium/tickets,US,America/Chicago,AT&T Stadium,0,-97.0957,32.7459,QRCODE,2018-04-17T22:02:33Z,FALSE
4281951,2018-02-28T15:00:11,0.663,normal,2018-09-29T15:30:00,FALSE,FALSE,0.495,,2018-09-29T23:30:00,ncaa_football,https://seatgeek.com/south-alabama-jaguars-at-appalachian-state-mountaineers-football-tickets/ncaa-football/2018-09-29-3-30-pm/4281951,South Alabama Jaguars at Appalachian State Mountaineers Football,South Alabama at Appalachian State,2018-02-28T00:00:00,FALSE,FALSE,2018-09-29T19:30:00,NA,226,225,87.58849,75,54,54,75,NA,NA,NA,3723,4,NC,"Boone, NC 28607","Boone, NC",Kidd Brewer Stadium,Boone,517,0.57884717,TRUE,1 Kidd Brewer Stadium,kidd-brewer-stadium,28607,https://seatgeek.com/venues/kidd-brewer-stadium/tickets,US,America/New_York,Kidd Brewer Stadium,0,-81.6856,36.2116,NA,NA,NA
4346992,2018-04-20T00:47:30,0.971,normal,2018-09-30T12:00:00,FALSE,FALSE,0.922,,2018-09-30T20:00:00,nfl,https://seatgeek.com/eagles-at-titans-tickets/9-30-2018-nashville-tennessee-nissan-stadium/nfl/4346992,Philadelphia Eagles at Tennessee Titans,Eagles at Titans,2018-04-20T00:00:00,FALSE,FALSE,2018-09-30T16:00:00,NA,277,836,366.9242,439,171,171,354,QRCODE,2018-08-24T20:47:49Z,FALSE,1126,14,TN,"Nashville, TN 37213","Nashville, TN",Nissan Stadium,Nashville,659,0.8546275,TRUE,1 Titans Way,nissan-stadium,37213,https://seatgeek.com/venues/nissan-stadium/tickets,US,America/New_York,Nissan Stadium,0,-86.7713,36.1665,NONE,2015-10-19T15:09:39Z,FALSE
4346911,2018-04-20T00:47:13,0.971,normal,2018-09-30T12:00:00,FALSE,FALSE,0.935,,2018-09-30T21:00:00,nfl,https://seatgeek.com/bills-at-packers-tickets/9-30-2018-green-bay-wisconsin-lambeau-field/nfl/4346911,Buffalo Bills at Green Bay Packers,Bills at Packers,2018-04-20T00:00:00,FALSE,FALSE,2018-09-30T17:00:00,NA,153,1168,389.13727,407,235,164,361,QRCODE,2018-08-24T20:38:24Z,FALSE,1125,6,WI,"Green Bay, WI 54304","Green Bay, WI",Lambeau Field,Green Bay,658,0.92909414,TRUE,1265 Lombardi Avenue,lambeau-field,54304,https://seatgeek.com/venues/lambeau-field/tickets,US,America/Chicago,Lambeau Field,0,-88.0622,44.5013,QRCODE_TM,2015-09-02T22:43:34Z,FALSE
4347009,2018-04-20T00:47:33,0.975,normal,2018-09-30T12:00:00,FALSE,FALSE,0.926,,2018-09-30T21:00:00,nfl,https://seatgeek.com/buccaneers-at-bears-tickets/9-30-2018-chicago-illinois-soldier-field/nfl/4347009,Tampa Bay Buccaneers at Chicago Bears,Buccaneers at Bears,2018-04-20T00:00:00,FALSE,FALSE,2018-09-30T17:00:00,NA,63,1018,379.8889,455,190,184,339,QRCODE,2018-08-24T20:48:11Z,FALSE,31,9,IL,"Chicago, IL 60605","Chicago, IL",Soldier Field,Chicago,602,0.940013,TRUE,1410 S. Museum Campus Drive,soldier-field,60605,https://seatgeek.com/venues/soldier-field/tickets,US,America/Chicago,Soldier Field,0,-87.6159,41.8623,NONE,2018-06-02T00:44:08Z,FALSE
4327924,2018-04-05T23:08:47,1.004,normal,2018-09-30T12:00:00,TRUE,FALSE,0.966,,2018-09-30T21:00:00,nfl,https://seatgeek.com/lions-at-cowboys-tickets/9-30-2018-arlington-texas-at-t-stadium/nfl/4327924,Detroit Lions at Dallas Cowboys,Lions at Cowboys,2018-04-05T00:00:00,FALSE,FALSE,2018-09-30T17:00:00,NA,2520,1938,261.78928,2037,NA,NA,213,QRCODE,2018-04-17T22:02:33Z,FALSE,4965,22,TX,"Arlington, TX 76011","Arlington, TX",AT&T Stadium,Arlington,623,0.9751414,TRUE,1 AT&T Way,at-t-stadium,76011,https://seatgeek.com/venues/at-t-stadium/tickets,US,America/Chicago,AT&T Stadium,0,-97.0957,32.7459,QRCODE,2018-04-17T22:02:33Z,FALSE
4346962,2018-04-20T00:47:22,0.928,normal,2018-09-30T13:00:00,FALSE,FALSE,0.863,,2018-09-30T21:00:00,nfl,https://seatgeek.com/texans-at-colts-tickets/9-30-2018-indianapolis-indiana-lucas-oil-stadium/nfl/4346962,Houston Texans at Indianapolis Colts,Texans at Colts,2018-04-20T00:00:00,FALSE,FALSE,2018-09-30T17:00:00,NA,489,829,114.194275,855,31,31,97,QRCODE,2018-08-24T20:46:39Z,FALSE,1130,13,IN,"Indianapolis, IN 46225","Indianapolis, IN",Lucas Oil Stadium,Indianapolis,527,0.9071682,TRUE,500 South Capitol Avenue,lucas-oil-stadium,46225,https://seatgeek.com/venues/lucas-oil-stadium/tickets,US,America/Indiana/Indianapolis,Lucas Oil Stadium,0,-86.1639,39.7601,QRCODE_TM,2018-09-13T22:29:37Z,FALSE
4347052,2018-04-20T00:47:42,0.967,normal,2018-09-30T13:00:00,FALSE,FALSE,0.919,,2018-09-30T21:00:00,nfl,https://seatgeek.com/bengals-at-falcons-tickets/9-30-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347052,Cincinnati Bengals at Atlanta Falcons,Bengals at Falcons,2018-04-20T00:00:00,FALSE,FALSE,2018-09-30T17:00:00,NA,712,957,190.42276,982,74,68,176,QRCODE,2018-08-23T20:14:46Z,FALSE,419590,19,GA,"Atlanta, GA 30313","Atlanta, GA",Mercedes-Benz Stadium,Atlanta,0,0.76958936,TRUE,35 Northside Dr NW,mercedes-benz-stadium,30313,https://seatgeek.com/venues/mercedes-benz-stadium/tickets,US,America/New_York,Mercedes-Benz Stadium,0,-84.4,33.76,QRCODE,2018-08-23T20:14:46Z,FALSE
4347092,2018-04-20T00:47:49,0.997,normal,2018-09-30T13:00:00,FALSE,FALSE,0.958,,2018-09-30T21:00:00,nfl,https://seatgeek.com/dolphins-at-patriots-tickets/9-30-2018-foxborough-massachusetts-gillette-stadium/nfl/4347092,Miami Dolphins at New England Patriots,Dolphins at Patriots,2018-04-20T00:00:00,FALSE,FALSE,2018-09-30T17:00:00,NA,69,1614,515.01447,327,283,240,403,QRCODE,2018-08-24T20:51:36Z,FALSE,33,15,MA,"Foxborough, MA 02035","Foxborough, MA",Gillette Stadium,Foxborough,506,0.8983344,TRUE,1 Patriot Place,gillette-stadium,02035,https://seatgeek.com/venues/gillette-stadium/tickets,US,America/New_York,Gillette Stadium,0,-71.2674,42.0906,NONE,2018-08-22T15:36:58Z,FALSE
4346949,2018-04-20T00:47:19,0.91,normal,2018-09-30T13:00:00,FALSE,FALSE,0.838,,2018-09-30T21:00:00,nfl,https://seatgeek.com/jets-at-jaguars-tickets/9-30-2018-jacksonville-florida-everbank-field/nfl/4346949,New York Jets at Jacksonville Jaguars,Jets at Jaguars,2018-04-20T00:00:00,FALSE,FALSE,2018-09-30T17:00:00,NA,395,427,119.81772,627,54,50,100,QRCODE,2018-08-24T20:38:35Z,FALSE,5178,9,FL,"Jacksonville, FL 32202","Jacksonville, FL",EverBank Field,Jacksonville,561,0.83759147,TRUE,1 Everbank Field Dr,everbank-field,32202,https://seatgeek.com/venues/everbank-field/tickets,US,America/New_York,EverBank Field,0,-81.6373,30.3239,QRCODE_TM,2015-10-17T20:03:42Z,FALSE
4347103,2018-04-20T00:47:51,0.976,normal,2018-09-30T13:05:00,FALSE,FALSE,0.925,,2018-10-01T00:05:00,nfl,https://seatgeek.com/seahawks-at-cardinals-tickets/9-30-2018-glendale-arizona-state-farm-stadium/nfl/4347103,Seattle Seahawks at Arizona Cardinals,Seahawks at Cardinals,2018-04-20T00:00:00,FALSE,FALSE,2018-09-30T20:05:00,NA,622,625,133.11093,939,33,33,103,QRCODE,2018-09-05T19:57:48Z,FALSE,43,10,AZ,"Glendale, AZ 85305","Glendale, AZ",State Farm Stadium,Glendale,753,0.93402725,TRUE,1 Cardinals Drive,state-farm-stadium,85305,https://seatgeek.com/venues/state-farm-stadium/tickets,US,America/Phoenix,State Farm Stadium,0,-112.262,33.5294,NONE,2015-12-21T17:26:05Z,FALSE
4347154,2018-04-20T01:04:25,0.942,normal,2018-09-30T13:05:00,FALSE,FALSE,0.885,,2018-10-01T00:05:00,nfl,https://seatgeek.com/browns-at-raiders-tickets/9-30-2018-oakland-california-oakland-alameda-county-coliseum/nfl/4347154,Cleveland Browns at Oakland Raiders,Browns at Raiders,2018-04-20T00:00:00,FALSE,FALSE,2018-09-30T20:05:00,NA,280,468,168.51785,456,90,90,164,QRCODE,2018-08-24T20:56:48Z,FALSE,14,21,CA,"Oakland, CA 94621","Oakland, CA",Oakland-Alameda County Coliseum,Oakland,807,0.7817843,TRUE,7000 Coliseum Way,oakland-alameda-county-coliseum,94621,https://seatgeek.com/venues/oakland-alameda-county-coliseum/tickets,US,America/Los_Angeles,Oakland-Alameda County Coliseum,0,-122.201,37.7469,PDF417,2015-06-24T00:00:00Z,FALSE
4347112,2018-04-20T00:47:52,1.014,normal,2018-09-30T13:25:00,FALSE,FALSE,0.974,,2018-10-01T00:25:00,nfl,https://seatgeek.com/49ers-at-chargers-tickets/9-30-2018-carson-california-stubhub-center/nfl/4347112,San Francisco 49ers at Los Angeles Chargers,49ers at Chargers,2018-04-20T00:00:00,FALSE,FALSE,2018-09-30T20:25:00,NA,256,601,287.04688,363,174,174,274,QRCODE,2018-08-24T20:52:20Z,FALSE,52,15,CA,"Carson, CA 90746","Carson, CA",StubHub Center,Carson,803,0.7228164,TRUE,18400 Avalon Blvd,stubhub-center,90746,https://seatgeek.com/venues/stubhub-center/tickets,US,America/Los_Angeles,StubHub Center,0,-118.261,33.8643,NA,NA,NA
4346972,2018-04-20T00:47:25,1.004,normal,2018-09-30T16:25:00,FALSE,FALSE,0.96,,2018-10-01T00:25:00,nfl,https://seatgeek.com/saints-at-giants-tickets/9-30-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346972,New Orleans Saints at New York Giants,Saints at Giants,2018-04-20T00:00:00,FALSE,FALSE,2018-09-30T20:25:00,NA,245,1199,363.70203,547,131,143,261,QRCODE,2018-08-24T20:47:31Z,FALSE,1587,15,NJ,"East Rutherford, NJ 07073","East Rutherford, NJ",MetLife Stadium,East Rutherford,501,0.94873494,TRUE,1 MetLife Stadium Drive,metlife-stadium,07073,https://seatgeek.com/venues/metlife-stadium/tickets,US,America/New_York,MetLife Stadium,0,-74.0737,40.8142,QRCODE_TM,2015-09-12T14:14:07Z,FALSE
4347080,2018-04-20T00:47:47,0.965,normal,2018-09-30T20:20:00,FALSE,FALSE,0.927,,2018-10-01T04:20:00,nfl,https://seatgeek.com/ravens-at-steelers-tickets/9-30-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347080,Baltimore Ravens at Pittsburgh Steelers,Ravens at Steelers,2018-04-20T00:00:00,FALSE,FALSE,2018-10-01T00:20:00,NA,199,883,269.02512,447,109,98,246,QRCODE,2018-08-24T20:51:27Z,FALSE,1119,10,PA,"Pittsburgh, PA 15212","Pittsburgh, PA",Heinz Field,Pittsburgh,508,0.9033526,TRUE,100 Art Rooney Avenue,heinz-field,15212,https://seatgeek.com/venues/heinz-field/tickets,US,America/New_York,Heinz Field,0,-80.0158,40.4468,QRCODE_TM,2015-12-08T15:36:23Z,FALSE
4347139,2018-04-20T01:04:05,0.954,normal,2018-10-01T18:15:00,FALSE,FALSE,0.909,,2018-10-02T04:15:00,nfl,https://seatgeek.com/chiefs-at-broncos-tickets/10-1-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347139,Kansas City Chiefs at Denver Broncos,Chiefs at Broncos,2018-04-20T00:00:00,FALSE,FALSE,2018-10-02T00:15:00,NA,67,1451,370.56717,546,164,164,309,QRCODE,2018-08-24T20:57:25Z,FALSE,1131,6,CO,"Denver, CO 80204","Denver, CO",Sports Authority Field at Mile High,Denver,751,0.9028296,TRUE,1701 Bryant Street,sports-authority-field-at-mile-high,80204,https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets,US,America/Denver,Sports Authority Field at Mile High,0,-105.02,39.74,QRCODE_TM,2015-08-07T18:39:02Z,FALSE
4347096,2018-04-20T00:47:50,0.966,normal,2018-10-04T20:20:00,FALSE,FALSE,0.955,,2018-10-05T04:20:00,nfl,https://seatgeek.com/colts-at-patriots-tickets/10-4-2018-foxborough-massachusetts-gillette-stadium/nfl/4347096,Indianapolis Colts at New England Patriots,Colts at Patriots,2018-04-20T00:00:00,FALSE,FALSE,2018-10-05T00:20:00,NA,235,14935,522.48083,700,171,171,272,QRCODE,2018-08-24T21:03:24Z,FALSE,33,15,MA,"Foxborough, MA 02035","Foxborough, MA",Gillette Stadium,Foxborough,506,0.8983344,TRUE,1 Patriot Place,gillette-stadium,02035,https://seatgeek.com/venues/gillette-stadium/tickets,US,America/New_York,Gillette Stadium,0,-71.2674,42.0906,NONE,2018-08-22T15:36:58Z,FALSE
4281989,2018-02-28T15:00:17,0.636,normal,2018-10-06T15:30:00,FALSE,FALSE,0.527,,2018-10-06T23:30:00,ncaa_football,https://seatgeek.com/south-alabama-jaguars-at-georgia-southern-eagles-football-tickets/ncaa-football/2018-10-06-3-30-pm/4281989,South Alabama Jaguars at Georgia Southern Eagles Football,South Alabama at Georgia Southern,2018-02-28T00:00:00,FALSE,FALSE,2018-10-06T19:30:00,NA,11,76,48.909092,10,28,NA,41,NA,NA,NA,2352,4,GA,"Statesboro, GA 30460","Statesboro, GA",Allen E. Paulson Stadium,Statesboro,507,0.41380084,TRUE,225 Lanier Drive,allen-e-paulson-stadium,30460,https://seatgeek.com/venues/allen-e-paulson-stadium/tickets,US,America/New_York,Allen E. Paulson Stadium,0,-81.7832,32.4488,NA,NA,NA
4347079,2018-04-20T00:47:47,0.947,normal,2018-10-07T13:00:00,FALSE,FALSE,0.937,,2018-10-07T21:00:00,nfl,https://seatgeek.com/falcons-at-steelers-tickets/10-7-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347079,Atlanta Falcons at Pittsburgh Steelers,Falcons at Steelers,2018-04-20T00:00:00,FALSE,FALSE,2018-10-07T17:00:00,NA,324,1292,405.33,NA,161,161,NA,QRCODE,2018-08-24T21:16:40Z,FALSE,1119,10,PA,"Pittsburgh, PA 15212","Pittsburgh, PA",Heinz Field,Pittsburgh,508,0.9033526,TRUE,100 Art Rooney Avenue,heinz-field,15212,https://seatgeek.com/venues/heinz-field/tickets,US,America/New_York,Heinz Field,0,-80.0158,40.4468,QRCODE_TM,2015-12-08T15:36:23Z,FALSE
4347027,2018-04-20T00:47:37,0.955,normal,2018-10-07T13:00:00,FALSE,FALSE,0.943,,2018-10-07T21:00:00,nfl,https://seatgeek.com/packers-at-lions-tickets/10-7-2018-detroit-michigan-ford-field/nfl/4347027,Green Bay Packers at Detroit Lions,Packers at Lions,2018-04-20T00:00:00,FALSE,FALSE,2018-10-07T17:00:00,NA,410,123594,526.7171,700,111,97,182,QRCODE,2018-08-24T21:05:06Z,FALSE,346,11,MI,"Detroit, MI 48226","Detroit, MI",Ford Field,Detroit,505,0.9029952,TRUE,2000 Brush St.,ford-field,48226,https://seatgeek.com/venues/ford-field/tickets,US,America/Detroit,Ford Field,0,-83.0459,42.34,NONE,2015-11-04T17:31:52Z,FALSE
4347032,2018-04-20T00:47:38,0.95,normal,2018-10-07T13:00:00,FALSE,FALSE,0.938,,2018-10-07T21:00:00,nfl,https://seatgeek.com/giants-at-panthers-tickets/10-7-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347032,New York Giants at Carolina Panthers,Giants at Panthers,2018-04-20T00:00:00,FALSE,FALSE,2018-10-07T17:00:00,NA,280,1249,331.8643,625,126,167,263,QRCODE,2018-08-24T21:15:58Z,FALSE,1122,9,NC,"Charlotte, NC 28202","Charlotte, NC",Bank of America Stadium,Charlotte,517,0.8968222,TRUE,800 South Mint Street,bank-of-america-stadium,28202,https://seatgeek.com/venues/bank-of-america-stadium/tickets,US,America/New_York,Bank of America Stadium,0,-80.8524,35.2243,QRCODE_TM,2015-09-25T18:23:51Z,FALSE
4347011,2018-04-20T00:47:34,0.969,normal,2018-10-07T13:00:00,FALSE,FALSE,0.962,,2018-10-07T21:00:00,nfl,https://seatgeek.com/broncos-at-jets-tickets/10-7-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4347011,Denver Broncos at New York Jets,Broncos at Jets,2018-04-20T00:00:00,FALSE,FALSE,2018-10-07T17:00:00,NA,574,880,187.54878,971,62,62,154,QRCODE,2018-09-05T19:53:41Z,FALSE,1587,15,NJ,"East Rutherford, NJ 07073","East Rutherford, NJ",MetLife Stadium,East Rutherford,501,0.94873494,TRUE,1 MetLife Stadium Drive,metlife-stadium,07073,https://seatgeek.com/venues/metlife-stadium/tickets,US,America/New_York,MetLife Stadium,0,-74.0737,40.8142,QRCODE_TM,2015-09-12T14:14:07Z,FALSE
4347043,2018-04-20T00:47:40,0.91,normal,2018-10-07T13:00:00,FALSE,FALSE,0.887,,2018-10-07T21:00:00,nfl,https://seatgeek.com/dolphins-at-bengals-tickets/10-7-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347043,Miami Dolphins at Cincinnati Bengals,Dolphins at Bengals,2018-04-20T00:00:00,FALSE,FALSE,2018-10-07T17:00:00,NA,284,428,110.85564,667,52,52,105,QRCODE,2018-08-24T21:16:15Z,FALSE,1124,7,OH,"Cincinnati, OH 45202","Cincinnati, OH",Paul Brown Stadium,Cincinnati,515,0.86166537,TRUE,1 Paul Brown Stadium,paul-brown-stadium,45202,https://seatgeek.com/venues/paul-brown-stadium/tickets,US,America/New_York,Paul Brown Stadium,0,-84.5177,39.0961,QRCODE_TM,2015-10-09T16:14:37Z,FALSE
4346983,2018-04-20T00:47:28,0.907,normal,2018-10-07T12:00:00,FALSE,FALSE,0.886,,2018-10-07T21:00:00,nfl,https://seatgeek.com/jaguars-at-chiefs-tickets/10-7-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346983,Jacksonville Jaguars at Kansas City Chiefs,Jaguars at Chiefs,2018-04-20T00:00:00,FALSE,FALSE,2018-10-07T17:00:00,NA,683,409,178.91655,1067,66,63,172,QRCODE,2018-08-24T21:03:49Z,FALSE,1128,9,MO,"Kansas City, MO 64129","Kansas City, MO",Arrowhead Stadium,Kansas City,616,0.8827867,TRUE,1 Arrowhead Drive,arrowhead-stadium,64129,https://seatgeek.com/venues/arrowhead-stadium/tickets,US,America/Chicago,Arrowhead Stadium,0,-94.4839,39.0489,QRCODE_TM,2015-08-20T16:20:51Z,FALSE
4346999,2018-04-20T00:47:31,0.911,normal,2018-10-07T13:00:00,FALSE,FALSE,0.889,,2018-10-07T21:00:00,nfl,https://seatgeek.com/ravens-at-browns-tickets/10-7-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346999,Baltimore Ravens at Cleveland Browns,Ravens at Browns,2018-04-20T00:00:00,FALSE,FALSE,2018-10-07T17:00:00,NA,495,874,153.6808,764,72,72,120,QRCODE,2018-08-24T21:04:01Z,FALSE,1123,6,OH,"Cleveland, OH 44114","Cleveland, OH",FirstEnergy Stadium,Cleveland,510,0.86852187,TRUE,100 Alfred Lerner Way,firstenergy-stadium-15,44114,https://seatgeek.com/venues/firstenergy-stadium-15/tickets,US,America/New_York,FirstEnergy Stadium,0,-81.7,41.5065,NONE,2015-11-11T20:55:31Z,FALSE
4347063,2018-04-20T00:47:44,0.906,normal,2018-10-07T13:00:00,FALSE,FALSE,0.886,,2018-10-07T21:00:00,nfl,https://seatgeek.com/titans-at-bills-tickets/10-7-2018-orchard-park-new-york-new-era-field/nfl/4347063,Tennessee Titans at Buffalo Bills,Titans at Bills,2018-04-20T00:00:00,FALSE,FALSE,2018-10-07T17:00:00,NA,469,440,125.147125,883,57,57,108,QRCODE,2018-08-24T21:16:26Z,FALSE,1135,7,NY,"Orchard Park, NY 14127","Orchard Park, NY",New Era Field,Orchard Park,514,0.8815085,TRUE,1 Bills Drive,new-era-field,14127,https://seatgeek.com/venues/new-era-field/tickets,US,America/New_York,New Era Field,0,-78.7874,42.7737,QRCODE_TM,2015-08-12T16:52:53Z,FALSE
