created_at,description,type,status,announce_date,is_open,id,time_tbd,url,popularity,short_title,score,datetime_utc,title,date_tbd,visible_until_utc,datetime_tbd,datetime_local,general_admission,median_price,visible_listing_count,listing_count,highest_price,average_price,lowest_price_good_deals,lowest_price,employee_only,method,created_at,name,slug,timezone,display_location,num_upcoming_events,extended_address,city,id,has_upcoming_events,name_v2,url,popularity,state,metro_code,country,score,postal_code,address,lon,lat,employee_only,method,created_at
2018-04-20T00:47:52,,nfl,normal,2018-04-20T00:00:00,FALSE,4347111,FALSE,https://seatgeek.com/raiders-at-chargers-tickets/10-7-2018-carson-california-stubhub-center/nfl/4347111,0.938,Raiders at Chargers,0.96,2018-10-07T20:05:00,Oakland Raiders at Los Angeles Chargers,FALSE,2018-10-08T00:05:00,FALSE,2018-10-07T13:05:00,NA,252,310,173,1199,276.57227,180,180,FALSE,QRCODE,2018-08-24T21:17:06Z,StubHub Center,stubhub-center,America/Los_Angeles,"Carson, CA",12,"Carson, CA 90746",Carson,52,TRUE,StubHub Center,https://seatgeek.com/venues/stubhub-center/tickets,0,CA,803,US,0.7228164,90746,18400 Avalon Blvd,-118.261,33.8643,NA,NA,NA
2018-04-20T00:47:53,,nfl,normal,2018-04-20T00:00:00,FALSE,4347115,FALSE,https://seatgeek.com/cardinals-at-49ers-tickets/10-7-2018-santa-clara-california-levi-s-stadium/nfl/4347115,0.91,Cardinals at 49ers,0.929,2018-10-07T20:25:00,Arizona Cardinals at San Francisco 49ers,FALSE,2018-10-08T00:25:00,FALSE,2018-10-07T13:25:00,NA,86,783,555,1003,107.12072,34,34,FALSE,QRCODE,2018-09-05T19:47:23Z,Levi's Stadium,levi-s-stadium,America/Los_Angeles,"Santa Clara, CA",12,"Santa Clara, CA 95054",Santa Clara,58670,TRUE,Levi's Stadium,https://seatgeek.com/venues/levi-s-stadium/tickets,0,CA,0,US,0.95768774,95054,4900 Marie P DeBartolo Way,-121.969,37.4023,FALSE,QRCODE_TM,2015-07-10T00:00:00Z
2018-04-20T00:47:56,,nfl,normal,2018-04-20T00:00:00,FALSE,4347128,FALSE,https://seatgeek.com/rams-at-seahawks-tickets/10-7-2018-seattle-washington-centurylink-field/nfl/4347128,0.916,Rams at Seahawks,0.939,2018-10-07T20:25:00,Los Angeles Rams at Seattle Seahawks,FALSE,2018-10-08T00:25:00,FALSE,2018-10-07T13:25:00,NA,289,339,113,690,310.97345,166,164,FALSE,QRCODE,2018-08-24T21:19:14Z,CenturyLink Field,centurylink-field,America/Los_Angeles,"Seattle, WA",11,"Seattle, WA 98134",Seattle,339,TRUE,CenturyLink Field,https://seatgeek.com/venues/centurylink-field/tickets,0,WA,819,US,0.87232786,98134,800 Occidental Ave S,-122.33,47.6,FALSE,QRCODE,2018-03-02T22:54:54Z
2018-04-20T00:47:26,,nfl,normal,2018-04-20T00:00:00,FALSE,4346976,FALSE,https://seatgeek.com/vikings-at-eagles-tickets/10-7-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4346976,0.936,Vikings at Eagles,0.963,2018-10-07T20:25:00,Minnesota Vikings at Philadelphia Eagles,FALSE,2018-10-08T00:25:00,FALSE,2018-10-07T16:25:00,NA,306,402,173,668,334.16763,130,173,FALSE,QRCODE,2018-08-24T21:03:38Z,Lincoln Financial Field,lincoln-financial-field,America/New_York,"Philadelphia, PA",14,"Philadelphia, PA 19148",Philadelphia,330,TRUE,Lincoln Financial Field,https://seatgeek.com/venues/lincoln-financial-field/tickets,0,PA,504,US,0.90542685999999994,19148,1020 Pattison Ave,-75.1675,39.9046,FALSE,QRCODE_TM,2015-07-10T00:00:00Z
2018-04-20T00:47:36,,nfl,normal,2018-04-20T00:00:00,FALSE,4347020,FALSE,https://seatgeek.com/cowboys-at-texans-tickets/10-7-2018-houston-texas-nrg-stadium/nfl/4347020,0.951,Cowboys at Texans,0.984,2018-10-08T00:20:00,Dallas Cowboys at Houston Texans,FALSE,2018-10-08T04:20:00,FALSE,2018-10-07T19:20:00,NA,389,521,226,1516,473.77875,222,223,FALSE,QRCODE,2018-08-24T21:04:53Z,NRG Stadium,nrg-stadium,America/Chicago,"Houston, TX",44,"Houston, TX 77054",Houston,41,TRUE,NRG Stadium,https://seatgeek.com/venues/nrg-stadium/tickets,0,TX,618,US,0.8624192,77054,1 Reliant Park,-95.4107,29.6847,FALSE,QRCODE_TM,2015-11-04T18:42:27Z
2018-08-03T16:01:06,,sports,normal,2018-08-03T00:00:00,FALSE,4474093,FALSE,https://seatgeek.com/baltimore-ravens-at-a-purple-evening-tickets/sport/2018-10-08-4-pm/4474093,0.505,Baltimore Ravens at A Purple Evening,0.337,2018-10-08T20:00:00,Baltimore Ravens at A Purple Evening,FALSE,2018-10-09T00:00:00,FALSE,2018-10-08T16:00:00,NA,62,1,2,63,62.5,NA,62,FALSE,QRCODE_TM,2015-08-04T00:00:00Z,M&T Bank Stadium,m-t-bank-stadium,America/New_York,"Baltimore, MD",7,"Baltimore, MD 21230",Baltimore,1121,TRUE,M&T Bank Stadium,https://seatgeek.com/venues/m-t-bank-stadium/tickets,0,MD,512,US,0.8927189,21230,1101 Russell St,-76.623,39.2774,FALSE,QRCODE_TM,2015-08-04T00:00:00Z
2018-04-20T00:47:25,,nfl,normal,2018-04-20T00:00:00,TRUE,4346971,FALSE,https://seatgeek.com/redskins-at-saints-tickets/10-8-2018-new-orleans-louisiana-mercedes-benz-superdome/nfl/4346971,0.883,Redskins at Saints,0.905,2018-10-09T00:15:00,Washington Redskins at New Orleans Saints,FALSE,2018-10-09T04:15:00,FALSE,2018-10-08T19:15:00,NA,192,1192,1289,1200,211.45462,60,60,FALSE,QRCODE,2018-05-29T20:38:55Z,Mercedes-Benz Superdome,mercedes-benz-superdome,America/Chicago,"New Orleans, LA",16,"New Orleans, LA 70112",New Orleans,128,TRUE,Mercedes-Benz Superdome,https://seatgeek.com/venues/mercedes-benz-superdome/tickets,0,LA,622,US,0.8966978,70112,1500 Sugar Bowl Drive,-90.0786,29.9515,FALSE,QRCODE_TM,2018-08-27T20:46:59Z
2018-04-20T00:47:14,,nfl,normal,2018-04-20T00:00:00,FALSE,4346917,FALSE,https://seatgeek.com/eagles-at-giants-tickets/10-11-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346917,0.921,Eagles at Giants,0.976,2018-10-12T00:20:00,Philadelphia Eagles at New York Giants,FALSE,2018-10-12T04:20:00,FALSE,2018-10-11T20:20:00,NA,224,659,343,1519,304.41983,133,135,FALSE,QRCODE,2018-08-24T21:52:02Z,MetLife Stadium,metlife-stadium,America/New_York,"East Rutherford, NJ",15,"East Rutherford, NJ 07073",East Rutherford,1587,TRUE,MetLife Stadium,https://seatgeek.com/venues/metlife-stadium/tickets,0,NJ,501,US,0.94873494,07073,1 MetLife Stadium Drive,-74.0737,40.8142,FALSE,QRCODE_TM,2015-09-12T14:14:07Z
2017-12-21T15:00:36,,ncaa_football,normal,2017-12-21T00:00:00,FALSE,4192619,FALSE,https://seatgeek.com/alabama-state-hornets-at-south-alabama-jaguars-football-tickets/ncaa-football/2018-10-13-4-pm/4192619,0.573,Alabama State at South Alabama,0.493,2018-10-13T21:00:00,Alabama State Hornets at South Alabama Jaguars Football,FALSE,2018-10-14T01:00:00,FALSE,2018-10-13T16:00:00,NA,37,5,12,74,40.75,20,20,NA,NA,NA,Ladd Peebles Stadium,ladd-peebles-stadium,America/Chicago,"Mobile, AL",5,"Mobile, AL 36604",Mobile,3716,TRUE,Ladd Peebles Stadium,https://seatgeek.com/venues/ladd-peebles-stadium/tickets,0,AL,686,US,0.50177634,36604,1621 Virginia St.,-88.0761,30.6748,NA,NA,NA
2018-04-20T00:47:22,,nfl,normal,2018-04-20T00:00:00,FALSE,4346961,FALSE,https://seatgeek.com/colts-at-jets-tickets/10-14-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346961,0.9,Colts at Jets,0.956,2018-10-14T17:00:00,Indianapolis Colts at New York Jets,FALSE,2018-10-14T21:00:00,FALSE,2018-10-14T13:00:00,NA,132,1002,712,905,155.0927,40,42,FALSE,QRCODE,2018-08-24T21:52:02Z,MetLife Stadium,metlife-stadium,America/New_York,"East Rutherford, NJ",15,"East Rutherford, NJ 07073",East Rutherford,1587,TRUE,MetLife Stadium,https://seatgeek.com/venues/metlife-stadium/tickets,0,NJ,501,US,0.94873494,07073,1 MetLife Stadium Drive,-74.0737,40.8142,FALSE,QRCODE_TM,2015-09-12T14:14:07Z
2018-04-20T00:47:42,,nfl,normal,2018-04-20T00:00:00,FALSE,4347051,FALSE,https://seatgeek.com/buccaneers-at-falcons-tickets/10-14-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347051,0.869,Buccaneers at Falcons,0.923,2018-10-14T17:00:00,Tampa Bay Buccaneers at Atlanta Falcons,FALSE,2018-10-14T21:00:00,FALSE,2018-10-14T13:00:00,NA,167,911,747,869,189.64926,68,71,FALSE,QRCODE,2018-08-24T21:53:35Z,Mercedes-Benz Stadium,mercedes-benz-stadium,America/New_York,"Atlanta, GA",19,"Atlanta, GA 30313",Atlanta,419590,TRUE,Mercedes-Benz Stadium,https://seatgeek.com/venues/mercedes-benz-stadium/tickets,0,GA,0,US,0.76958936,30313,35 Northside Dr NW,-84.4,33.76,FALSE,QRCODE,2018-08-23T20:14:46Z
2018-04-20T00:47:40,,nfl,normal,2018-04-20T00:00:00,FALSE,4347042,FALSE,https://seatgeek.com/steelers-at-bengals-tickets/10-14-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347042,0.875,Steelers at Bengals,0.923,2018-10-14T17:00:00,Pittsburgh Steelers at Cincinnati Bengals,FALSE,2018-10-14T21:00:00,FALSE,2018-10-14T13:00:00,NA,193,606,297,835,200.2862,103,103,FALSE,QRCODE,2018-08-24T21:53:35Z,Paul Brown Stadium,paul-brown-stadium,America/New_York,"Cincinnati, OH",7,"Cincinnati, OH 45202",Cincinnati,1124,TRUE,Paul Brown Stadium,https://seatgeek.com/venues/paul-brown-stadium/tickets,0,OH,515,US,0.86166537,45202,1 Paul Brown Stadium,-84.5177,39.0961,FALSE,QRCODE_TM,2015-10-09T16:14:37Z
2018-04-20T00:47:47,,nfl,normal,2018-04-20T00:00:00,FALSE,4347081,FALSE,https://seatgeek.com/bears-at-dolphins-tickets/10-14-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347081,0.875,Bears at Dolphins,0.925,2018-10-14T17:00:00,Chicago Bears at Miami Dolphins,FALSE,2018-10-14T21:00:00,FALSE,2018-10-14T13:00:00,NA,214,738,127,900,233.53543,73,106,FALSE,QRCODE,2018-08-24T21:53:35Z,Hard Rock Stadium,hard-rock-stadium,America/New_York,"Miami Gardens, FL",35,"Miami Gardens, FL 33056",Miami Gardens,29,TRUE,Hard Rock Stadium,https://seatgeek.com/venues/hard-rock-stadium/tickets,0,FL,528,US,0.8378203,33056,347 Don Shula Dr.,-80.24,25.96,FALSE,NONE,2017-10-03T18:58:44Z
2018-04-20T01:04:06,,nfl,normal,2018-04-20T00:00:00,FALSE,4347145,FALSE,https://seatgeek.com/cardinals-at-vikings-tickets/10-14-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347145,0.873,Cardinals at Vikings,0.925,2018-10-14T17:00:00,Arizona Cardinals at Minnesota Vikings,FALSE,2018-10-14T21:00:00,FALSE,2018-10-14T12:00:00,NA,244,504,388,992,285.38403,110,110,FALSE,QRCODE,2018-08-24T21:53:38Z,U.S. Bank Stadium,u-s-bank-stadium,America/Chicago,"Minneapolis, MN",15,"Minneapolis, MN 55415",Minneapolis,218451,TRUE,U.S. Bank Stadium,https://seatgeek.com/venues/u-s-bank-stadium/tickets,0,MN,0,US,0.88524246,55415,401 Chicago Avenue,-93.26,44.97,FALSE,NONE,2018-08-22T15:34:15Z
2018-04-20T00:47:36,,nfl,normal,2018-04-20T00:00:00,FALSE,4347019,FALSE,https://seatgeek.com/bills-at-texans-tickets/10-14-2018-houston-texas-nrg-stadium/nfl/4347019,0.866,Bills at Texans,0.915,2018-10-14T17:00:00,Buffalo Bills at Houston Texans,FALSE,2018-10-14T21:00:00,FALSE,2018-10-14T12:00:00,NA,145,933,641,630,165.49142,44,44,FALSE,QRCODE,2018-08-24T21:53:35Z,NRG Stadium,nrg-stadium,America/Chicago,"Houston, TX",44,"Houston, TX 77054",Houston,41,TRUE,NRG Stadium,https://seatgeek.com/venues/nrg-stadium/tickets,0,TX,618,US,0.8624192,77054,1 Reliant Park,-95.4107,29.6847,FALSE,QRCODE_TM,2015-11-04T18:42:27Z
2018-04-20T00:47:18,,nfl,normal,2018-04-20T00:00:00,FALSE,4346942,FALSE,https://seatgeek.com/panthers-at-redskins-tickets/10-14-2018-landover-maryland-fedex-field/nfl/4346942,0.903,Panthers at Redskins,0.961,2018-10-14T17:00:00,Carolina Panthers at Washington Redskins,FALSE,2018-10-14T21:00:00,FALSE,2018-10-14T13:00:00,NA,149,933,581,770,171.01205,101,93,FALSE,QRCODE,2018-08-24T21:52:02Z,FedEx Field,fedex-field,America/New_York,"Landover, MD",6,"Landover, MD 20785",Landover,35,TRUE,FedEx Field,https://seatgeek.com/venues/fedex-field/tickets,0,MD,511,US,0.9333444,20785,1600 Fedex Way,-76.8658,38.9071,FALSE,QRCODE_TM,2015-09-12T14:13:58Z
2018-04-20T00:47:31,,nfl,normal,2018-04-20T00:00:00,FALSE,4346998,FALSE,https://seatgeek.com/chargers-at-browns-tickets/10-14-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346998,0.854,Chargers at Browns,0.896,2018-10-14T17:00:00,Los Angeles Chargers at Cleveland Browns,FALSE,2018-10-14T21:00:00,FALSE,2018-10-14T13:00:00,NA,107,836,649,675,134.28967,63,73,FALSE,QRCODE,2018-08-24T21:53:35Z,FirstEnergy Stadium,firstenergy-stadium-15,America/New_York,"Cleveland, OH",6,"Cleveland, OH 44114",Cleveland,1123,TRUE,FirstEnergy Stadium,https://seatgeek.com/venues/firstenergy-stadium-15/tickets,0,OH,510,US,0.86852187,44114,100 Alfred Lerner Way,-81.7,41.5065,FALSE,NONE,2015-11-11T20:55:31Z
2018-04-20T00:47:30,,nfl,normal,2018-04-20T00:00:00,FALSE,4346991,FALSE,https://seatgeek.com/ravens-at-titans-tickets/10-14-2018-nashville-tennessee-nissan-stadium/nfl/4346991,0.846,Ravens at Titans,0.887,2018-10-14T19:25:00,Baltimore Ravens at Tennessee Titans,FALSE,2018-10-14T23:25:00,FALSE,2018-10-14T15:25:00,NA,196,562,274,633,213.80656,78,78,FALSE,QRCODE,2018-08-24T21:53:35Z,Nissan Stadium,nissan-stadium,America/New_York,"Nashville, TN",16,"Nashville, TN 37213",Nashville,1126,TRUE,Nissan Stadium,https://seatgeek.com/venues/nissan-stadium/tickets,0,TN,659,US,0.8546275,37213,1 Titans Way,-86.7713,36.1665,FALSE,NONE,2015-10-19T15:09:39Z
2018-04-20T01:04:04,,nfl,normal,2018-04-20T00:00:00,FALSE,4347138,FALSE,https://seatgeek.com/rams-at-broncos-tickets/10-14-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347138,0.872,Rams at Broncos,0.921,2018-10-14T20:05:00,Los Angeles Rams at Denver Broncos,FALSE,2018-10-15T00:05:00,FALSE,2018-10-14T14:05:00,NA,298,564,71,1193,360.33804,170,201,FALSE,QRCODE,2018-08-24T21:53:38Z,Sports Authority Field at Mile High,sports-authority-field-at-mile-high,America/Denver,"Denver, CO",6,"Denver, CO 80204",Denver,1131,TRUE,Sports Authority Field at Mile High,https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets,0,CO,751,US,0.9028296,80204,1701 Bryant Street,-105.02,39.74,FALSE,QRCODE_TM,2015-08-07T18:39:02Z
2018-04-05T23:08:47,,nfl,normal,2018-04-05T00:00:00,TRUE,4327923,FALSE,https://seatgeek.com/jaguars-at-cowboys-tickets/10-14-2018-arlington-texas-at-t-stadium/nfl/4327923,0.907,Jaguars at Cowboys,0.974,2018-10-14T20:25:00,Jacksonville Jaguars at Dallas Cowboys,FALSE,2018-10-15T00:25:00,FALSE,2018-10-14T15:25:00,NA,241,2059,2290,2570,301.47336,NA,NA,FALSE,QRCODE,2018-04-17T22:02:33Z,AT&T Stadium,at-t-stadium,America/Chicago,"Arlington, TX",24,"Arlington, TX 76011",Arlington,4965,TRUE,AT&T Stadium,https://seatgeek.com/venues/at-t-stadium/tickets,0,TX,623,US,0.9751414,76011,1 AT&T Way,-97.0957,32.7459,FALSE,QRCODE,2018-04-17T22:02:33Z
2018-04-20T00:47:50,,nfl,normal,2018-04-20T00:00:00,FALSE,4347095,FALSE,https://seatgeek.com/chiefs-at-patriots-tickets/10-14-2018-foxborough-massachusetts-gillette-stadium/nfl/4347095,0.904,Chiefs at Patriots,0.974,2018-10-15T00:20:00,Kansas City Chiefs at New England Patriots,FALSE,2018-10-15T04:20:00,FALSE,2018-10-14T20:20:00,NA,355,663,139,1014,432.3597,165,192,FALSE,QRCODE,2018-08-24T21:53:35Z,Gillette Stadium,gillette-stadium,America/New_York,"Foxborough, MA",14,"Foxborough, MA 02035",Foxborough,33,TRUE,Gillette Stadium,https://seatgeek.com/venues/gillette-stadium/tickets,0,MA,506,US,0.8983344,02035,1 Patriot Place,-71.2674,42.0906,FALSE,NONE,2018-08-22T15:36:58Z
2018-04-20T00:47:13,,nfl,normal,2018-04-20T00:00:00,FALSE,4346914,FALSE,https://seatgeek.com/49ers-at-packers-tickets/10-15-2018-green-bay-wisconsin-lambeau-field/nfl/4346914,0.892,49ers at Packers,0.961,2018-10-16T00:15:00,San Francisco 49ers at Green Bay Packers,FALSE,2018-10-16T04:15:00,FALSE,2018-10-15T19:15:00,NA,265,523,156,592,285.98718,155,159,FALSE,QRCODE,2018-08-24T21:53:38Z,Lambeau Field,lambeau-field,America/Chicago,"Green Bay, WI",5,"Green Bay, WI 54304",Green Bay,1125,TRUE,Lambeau Field,https://seatgeek.com/venues/lambeau-field/tickets,0,WI,658,US,0.92909414,54304,1265 Lombardi Avenue,-88.0622,44.5013,FALSE,QRCODE_TM,2015-09-02T22:43:34Z
2018-04-20T00:47:51,,nfl,normal,2018-04-20T00:00:00,FALSE,4347102,FALSE,https://seatgeek.com/broncos-at-cardinals-tickets/10-18-2018-glendale-arizona-state-farm-stadium/nfl/4347102,0.876,Broncos at Cardinals,0.943,2018-10-19T00:20:00,Denver Broncos at Arizona Cardinals,FALSE,2018-10-19T04:20:00,FALSE,2018-10-18T17:20:00,NA,145,693,459,601,171.52505,53,53,FALSE,QRCODE,2018-08-24T21:53:38Z,State Farm Stadium,state-farm-stadium,America/Phoenix,"Glendale, AZ",9,"Glendale, AZ 85305",Glendale,43,TRUE,State Farm Stadium,https://seatgeek.com/venues/state-farm-stadium/tickets,0,AZ,753,US,0.93402725,85305,1 Cardinals Drive,-112.262,33.5294,FALSE,NONE,2015-12-21T17:26:05Z
