type,date_tbd,id,description,status,announce_date,popularity,is_open,datetime_tbd,datetime_utc,datetime_local,short_title,title,time_tbd,visible_until_utc,created_at,score,url,general_admission,median_price,highest_price,visible_listing_count,average_price,lowest_price_good_deals,lowest_price,listing_count,employee_only,created_at,method,slug,extended_address,address,id,state,timezone,num_upcoming_events,has_upcoming_events,popularity,city,country,name,metro_code,display_location,postal_code,name_v2,score,url,lat,lon,employee_only,created_at,method
nfl,FALSE,4346991,,normal,2018-04-20T00:00:00,0.889,FALSE,FALSE,2018-10-14T19:25:00,2018-10-14T15:25:00,Ravens at Titans,Baltimore Ravens at Tennessee Titans,FALSE,2018-10-14T23:25:00,2018-04-20T00:47:30,0.871,https://seatgeek.com/ravens-at-titans-tickets/10-14-2018-nashville-tennessee-nissan-stadium/nfl/4346991,NA,NA,452,NA,205.7,84,84,207,FALSE,2018-08-24T21:53:35Z,QRCODE,nissan-stadium,"Nashville, TN 37213",1 Titans Way,1126,TN,America/New_York,15,TRUE,0,Nashville,US,Nissan Stadium,659,"Nashville, TN",37213,Nissan Stadium,0.8546275,https://seatgeek.com/venues/nissan-stadium/tickets,36.1665,-86.7713,FALSE,2015-10-19T15:09:39Z,NONE
nfl,FALSE,4347138,,normal,2018-04-20T00:00:00,0.92,FALSE,FALSE,2018-10-14T20:05:00,2018-10-14T14:05:00,Rams at Broncos,Los Angeles Rams at Denver Broncos,FALSE,2018-10-15T00:05:00,2018-04-20T01:04:04,0.911,https://seatgeek.com/rams-at-broncos-tickets/10-14-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347138,NA,NA,867,NA,282.72,140,140,114,FALSE,2018-08-24T21:53:38Z,QRCODE,sports-authority-field-at-mile-high,"Denver, CO 80204",1701 Bryant Street,1131,CO,America/Denver,6,TRUE,0,Denver,US,Sports Authority Field at Mile High,751,"Denver, CO",80204,Sports Authority Field at Mile High,0.9028296,https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets,39.74,-105.02,FALSE,2015-08-07T18:39:02Z,QRCODE_TM
nfl,FALSE,4327923,,normal,2018-04-05T00:00:00,0.957,TRUE,FALSE,2018-10-14T20:25:00,2018-10-14T15:25:00,Jaguars at Cowboys,Jacksonville Jaguars at Dallas Cowboys,FALSE,2018-10-15T00:25:00,2018-04-05T23:08:47,0.973,https://seatgeek.com/jaguars-at-cowboys-tickets/10-14-2018-arlington-texas-at-t-stadium/nfl/4327923,NA,NA,2010,NA,275.74,NA,NA,2055,FALSE,2018-10-06T23:29:11Z,QRCODE_TM,at-t-stadium,"Arlington, TX 76011",1 AT&T Way,4965,TX,America/Chicago,17,TRUE,0,Arlington,US,AT&T Stadium,623,"Arlington, TX",76011,AT&T Stadium,0.9751414,https://seatgeek.com/venues/at-t-stadium/tickets,32.7459,-97.0957,FALSE,2018-10-06T23:29:11Z,QRCODE_TM
nfl,FALSE,4347095,,normal,2018-04-20T00:00:00,0.939,FALSE,FALSE,2018-10-15T00:20:00,2018-10-14T20:20:00,Chiefs at Patriots,Kansas City Chiefs at New England Patriots,FALSE,2018-10-15T04:20:00,2018-04-20T00:47:50,0.954,https://seatgeek.com/chiefs-at-patriots-tickets/10-14-2018-foxborough-massachusetts-gillette-stadium/nfl/4347095,NA,NA,1013,NA,395.53,212,212,98,FALSE,2018-08-24T21:53:35Z,QRCODE,gillette-stadium,"Foxborough, MA 02035",1 Patriot Place,33,MA,America/New_York,13,TRUE,0,Foxborough,US,Gillette Stadium,506,"Foxborough, MA",02035,Gillette Stadium,0.8983344,https://seatgeek.com/venues/gillette-stadium/tickets,42.0906,-71.2674,FALSE,2018-08-22T15:36:58Z,NONE
nfl,FALSE,4346914,,normal,2018-04-20T00:00:00,0.926,FALSE,FALSE,2018-10-16T00:15:00,2018-10-15T19:15:00,49ers at Packers,San Francisco 49ers at Green Bay Packers,FALSE,2018-10-16T04:15:00,2018-04-20T00:47:13,0.947,https://seatgeek.com/49ers-at-packers-tickets/10-15-2018-green-bay-wisconsin-lambeau-field/nfl/4346914,NA,NA,520,NA,241.53,117,117,154,FALSE,2018-08-24T21:53:38Z,QRCODE,lambeau-field,"Green Bay, WI 54304",1265 Lombardi Avenue,1125,WI,America/Chicago,5,TRUE,0,Green Bay,US,Lambeau Field,658,"Green Bay, WI",54304,Lambeau Field,0.92909414,https://seatgeek.com/venues/lambeau-field/tickets,44.5013,-88.0622,FALSE,2015-09-02T22:43:34Z,QRCODE_TM
nfl,FALSE,4347102,,normal,2018-04-20T00:00:00,0.912,FALSE,FALSE,2018-10-19T00:20:00,2018-10-18T17:20:00,Broncos at Cardinals,Denver Broncos at Arizona Cardinals,FALSE,2018-10-19T04:20:00,2018-04-20T00:47:51,0.934,https://seatgeek.com/broncos-at-cardinals-tickets/10-18-2018-glendale-arizona-state-farm-stadium/nfl/4347102,NA,NA,6034,NA,199.67,60,60,347,FALSE,2018-08-24T21:53:38Z,QRCODE,state-farm-stadium,"Glendale, AZ 85305",1 Cardinals Drive,43,AZ,America/Phoenix,8,TRUE,0,Glendale,US,State Farm Stadium,753,"Glendale, AZ",85305,State Farm Stadium,0.93402725,https://seatgeek.com/venues/state-farm-stadium/tickets,33.5294,-112.262,FALSE,2015-12-21T17:26:05Z,NONE
sports,FALSE,4471322,,normal,2018-08-01T00:00:00,0.498,FALSE,FALSE,2018-10-20T23:30:00,2018-10-20T18:30:00,Little Rock Trojans at Arkansas State Red Wolves Women's Volleyball,Little Rock Trojans at Arkansas State Red Wolves Women's Volleyball,FALSE,2018-10-21T03:30:00,2018-08-01T16:01:33,0.341,https://seatgeek.com/little-rock-trojans-at-arkansas-state-red-wolves-womens-volleyball-tickets/sport/2018-10-20-6-30-pm/4471322,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018-08-24T21:53:38Z,QRCODE,asu-convocation-center-1,"Jonesboro, AR 72401",217 Olympic Drive,4081,AR,America/Chicago,42,TRUE,0,Jonesboro,US,ASU Convocation Center,734,"Jonesboro, AR",72401,ASU Convocation Center,0.5808074,https://seatgeek.com/venues/asu-convocation-center-1/tickets,35.8438,-90.6691,NA,NA,NA
nfl,FALSE,4346960,,normal,2018-04-20T00:00:00,0.856,FALSE,FALSE,2018-10-21T17:00:00,2018-10-21T13:00:00,Bills at Colts,Buffalo Bills at Indianapolis Colts,FALSE,2018-10-21T21:00:00,2018-04-20T00:47:22,0.863,https://seatgeek.com/bills-at-colts-tickets/10-21-2018-indianapolis-indiana-lucas-oil-stadium/nfl/4346960,NA,NA,840,NA,106.21,30,30,666,FALSE,2018-08-24T21:53:38Z,QRCODE,lucas-oil-stadium,"Indianapolis, IN 46225",500 South Capitol Avenue,1130,IN,America/Indiana/Indianapolis,11,TRUE,0,Indianapolis,US,Lucas Oil Stadium,527,"Indianapolis, IN",46225,Lucas Oil Stadium,0.9071682,https://seatgeek.com/venues/lucas-oil-stadium/tickets,39.7601,-86.1639,FALSE,2018-09-13T22:29:37Z,QRCODE_TM
nfl,FALSE,4347008,,normal,2018-04-20T00:00:00,0.952,FALSE,FALSE,2018-10-21T17:00:00,2018-10-21T12:00:00,Patriots at Bears,New England Patriots at Chicago Bears,FALSE,2018-10-21T21:00:00,2018-04-20T00:47:33,0.994,https://seatgeek.com/patriots-at-bears-tickets/10-21-2018-chicago-illinois-soldier-field/nfl/4347008,NA,NA,1478,NA,699.58,392,392,60,FALSE,2018-08-24T21:53:38Z,QRCODE,soldier-field,"Chicago, IL 60605",1410 S. Museum Campus Drive,31,IL,America/Chicago,7,TRUE,0,Chicago,US,Soldier Field,602,"Chicago, IL",60605,Soldier Field,0.940013,https://seatgeek.com/venues/soldier-field/tickets,41.8623,-87.6159,FALSE,2018-06-02T00:44:08Z,NONE
nfl,FALSE,4346975,,normal,2018-04-20T00:00:00,0.928,FALSE,FALSE,2018-10-21T17:00:00,2018-10-21T13:00:00,Vikings at Jets,Minnesota Vikings at New York Jets,FALSE,2018-10-21T21:00:00,2018-04-20T00:47:26,0.962,https://seatgeek.com/vikings-at-jets-tickets/10-21-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346975,NA,NA,949,NA,205.85,74,73,464,FALSE,2018-08-24T21:53:38Z,QRCODE,metlife-stadium,"East Rutherford, NJ 07073",1 MetLife Stadium Drive,1587,NJ,America/New_York,14,TRUE,0,East Rutherford,US,MetLife Stadium,501,"East Rutherford, NJ",07073,MetLife Stadium,0.94873494,https://seatgeek.com/venues/metlife-stadium/tickets,40.8142,-74.0737,FALSE,2015-09-12T14:14:07Z,QRCODE_TM
nfl,FALSE,4346931,,normal,2018-04-20T00:00:00,0.86,FALSE,FALSE,2018-10-21T17:00:00,2018-10-21T13:00:00,Browns at Buccaneers,Cleveland Browns at Tampa Bay Buccaneers,FALSE,2018-10-21T21:00:00,2018-04-20T00:47:16,0.874,https://seatgeek.com/browns-at-buccaneers-tickets/10-21-2018-tampa-florida-raymond-james-stadium/nfl/4346931,NA,NA,466,NA,293.29,113,113,7,FALSE,2018-08-24T21:53:38Z,QRCODE,raymond-james-stadium,"Tampa, FL 33607",4201 North Dale Mabry Highway,39,FL,America/New_York,15,TRUE,0,Tampa,US,Raymond James Stadium,539,"Tampa, FL",33607,Raymond James Stadium,0.86513025,https://seatgeek.com/venues/raymond-james-stadium/tickets,27.9753,-82.5034,FALSE,2015-08-24T14:44:53Z,QRCODE_TM
nfl,FALSE,4347084,,normal,2018-04-20T00:00:00,0.879,FALSE,FALSE,2018-10-21T17:00:00,2018-10-21T13:00:00,Lions at Dolphins,Detroit Lions at Miami Dolphins,FALSE,2018-10-21T21:00:00,2018-04-20T00:47:47,0.898,https://seatgeek.com/lions-at-dolphins-tickets/10-21-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347084,NA,NA,378,NA,157.8,63,63,128,FALSE,2018-08-24T21:53:38Z,QRCODE,hard-rock-stadium,"Miami Gardens, FL 33056",347 Don Shula Dr.,29,FL,America/New_York,34,TRUE,0,Miami Gardens,US,Hard Rock Stadium,528,"Miami Gardens, FL",33056,Hard Rock Stadium,0.8378203,https://seatgeek.com/venues/hard-rock-stadium/tickets,25.96,-80.24,FALSE,2017-10-03T18:58:44Z,NONE
nfl,FALSE,4347036,,normal,2018-04-20T00:00:00,0.918,FALSE,FALSE,2018-10-21T17:00:00,2018-10-21T13:00:00,Panthers at Eagles,Carolina Panthers at Philadelphia Eagles,FALSE,2018-10-21T21:00:00,2018-04-20T00:47:39,0.949,https://seatgeek.com/panthers-at-eagles-tickets/10-21-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4347036,NA,NA,863,NA,380.28,193,193,236,FALSE,2018-08-24T21:53:38Z,QRCODE,lincoln-financial-field,"Philadelphia, PA 19148",1020 Pattison Ave,330,PA,America/New_York,12,TRUE,0,Philadelphia,US,Lincoln Financial Field,504,"Philadelphia, PA",19148,Lincoln Financial Field,0.90542685999999994,https://seatgeek.com/venues/lincoln-financial-field/tickets,39.9046,-75.1675,FALSE,2015-07-10T00:00:00Z,QRCODE_TM
nfl,FALSE,4346948,,normal,2018-04-20T00:00:00,0.824,FALSE,FALSE,2018-10-21T17:00:00,2018-10-21T13:00:00,Texans at Jaguars,Houston Texans at Jacksonville Jaguars,FALSE,2018-10-21T21:00:00,2018-04-20T00:47:19,0.824,https://seatgeek.com/texans-at-jaguars-tickets/10-21-2018-jacksonville-florida-everbank-field/nfl/4346948,NA,NA,489,NA,102.3,42,42,503,FALSE,2018-08-24T21:53:38Z,QRCODE,everbank-field,"Jacksonville, FL 32202",1 Everbank Field Dr,5178,FL,America/New_York,7,TRUE,0,Jacksonville,US,EverBank Field,561,"Jacksonville, FL",32202,EverBank Field,0.83759147,https://seatgeek.com/venues/everbank-field/tickets,30.3239,-81.6373,FALSE,2015-10-17T20:03:42Z,QRCODE_TM
nfl,FALSE,4346982,,normal,2018-04-20T00:00:00,0.891,FALSE,FALSE,2018-10-21T17:00:00,2018-10-21T12:00:00,Bengals at Chiefs,Cincinnati Bengals at Kansas City Chiefs,FALSE,2018-10-21T21:00:00,2018-04-20T00:47:27,0.912,https://seatgeek.com/bengals-at-chiefs-tickets/10-21-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346982,NA,NA,649,NA,174.5,77,73,951,FALSE,2018-08-24T21:53:38Z,QRCODE,arrowhead-stadium,"Kansas City, MO 64129",1 Arrowhead Drive,1128,MO,America/Chicago,7,TRUE,0,Kansas City,US,Arrowhead Stadium,616,"Kansas City, MO",64129,Arrowhead Stadium,0.8827867,https://seatgeek.com/venues/arrowhead-stadium/tickets,39.0489,-94.4839,FALSE,2015-08-20T16:20:51Z,QRCODE_TM
nfl,FALSE,4347071,,normal,2018-04-20T00:00:00,0.868,FALSE,FALSE,2018-10-21T20:05:00,2018-10-21T16:05:00,Saints at Ravens,New Orleans Saints at Baltimore Ravens,FALSE,2018-10-22T00:05:00,2018-04-20T00:47:45,0.882,https://seatgeek.com/saints-at-ravens-tickets/10-21-2018-baltimore-maryland-m-t-bank-stadium/nfl/4347071,NA,NA,598,NA,150.67,76,74,323,FALSE,2018-08-24T21:53:38Z,QRCODE,m-t-bank-stadium,"Baltimore, MD 21230",1101 Russell St,1121,MD,America/New_York,6,TRUE,0,Baltimore,US,M&T Bank Stadium,512,"Baltimore, MD",21230,M&T Bank Stadium,0.8927189,https://seatgeek.com/venues/m-t-bank-stadium/tickets,39.2774,-76.623,FALSE,2015-08-04T00:00:00Z,QRCODE_TM
nfl,FALSE,4346941,,normal,2018-04-20T00:00:00,0.959,FALSE,FALSE,2018-10-21T20:25:00,2018-10-21T16:25:00,Cowboys at Redskins,Dallas Cowboys at Washington Redskins,FALSE,2018-10-22T00:25:00,2018-04-20T00:47:18,1.002,https://seatgeek.com/cowboys-at-redskins-tickets/10-21-2018-landover-maryland-fedex-field/nfl/4346941,NA,NA,1006,NA,310.7,178,178,472,FALSE,2018-08-24T21:53:38Z,QRCODE,fedex-field,"Landover, MD 20785",1600 Fedex Way,35,MD,America/New_York,6,TRUE,0,Landover,US,FedEx Field,511,"Landover, MD",20785,FedEx Field,0.9333444,https://seatgeek.com/venues/fedex-field/tickets,38.9071,-76.8658,FALSE,2015-09-12T14:13:58Z,QRCODE_TM
nfl,FALSE,4347118,,normal,2018-04-20T00:00:00,0.908,FALSE,FALSE,2018-10-22T00:20:00,2018-10-21T17:20:00,Rams at 49ers,Los Angeles Rams at San Francisco 49ers,FALSE,2018-10-22T04:20:00,2018-04-20T00:47:54,0.938,https://seatgeek.com/rams-at-49ers-tickets/10-21-2018-santa-clara-california-levi-s-stadium/nfl/4347118,NA,NA,1227,NA,181.82,63,63,735,FALSE,2018-08-24T21:53:38Z,QRCODE,levi-s-stadium,"Santa Clara, CA 95054",4900 Marie P DeBartolo Way,58670,CA,America/Los_Angeles,11,TRUE,0,Santa Clara,US,Levi's Stadium,0,"Santa Clara, CA",95054,Levi's Stadium,0.95768774,https://seatgeek.com/venues/levi-s-stadium/tickets,37.4023,-121.969,FALSE,2015-07-10T00:00:00Z,QRCODE_TM
nfl,FALSE,4347050,,normal,2018-04-20T00:00:00,0.921,FALSE,FALSE,2018-10-23T00:15:00,2018-10-22T20:15:00,Giants at Falcons,New York Giants at Atlanta Falcons,FALSE,2018-10-23T04:15:00,2018-04-20T00:47:42,0.96,https://seatgeek.com/giants-at-falcons-tickets/10-22-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347050,NA,NA,1099,NA,270.12,97,97,550,FALSE,2018-08-24T21:53:38Z,QRCODE,mercedes-benz-stadium,"Atlanta, GA 30313",441 M.L.K. Jr Dr NW,419590,GA,America/New_York,18,TRUE,0,Atlanta,US,Mercedes-Benz Stadium,0,"Atlanta, GA",30313,Mercedes-Benz Stadium,0.76958936,https://seatgeek.com/venues/mercedes-benz-stadium/tickets,33.76,-84.4,FALSE,2018-08-23T20:14:46Z,QRCODE
ncaa_football,FALSE,4281985,,normal,2018-02-28T00:00:00,0.45,FALSE,FALSE,2018-10-24T00:00:00,2018-10-23T19:00:00,Troy at South Alabama,Troy Trojans at South Alabama Jaguars Football,FALSE,2018-10-24T04:00:00,2018-02-28T15:00:17,0.31,https://seatgeek.com/troy-trojans-at-south-alabama-jaguars-football-tickets/ncaa-football/2018-10-23-7-pm/4281985,NA,35,93,10,40.774193,19,19,31,NA,NA,NA,ladd-peebles-stadium,"Mobile, AL 36604",1621 Virginia St.,3716,AL,America/Chicago,5,TRUE,0,Mobile,US,Ladd Peebles Stadium,686,"Mobile, AL",36604,Ladd Peebles Stadium,0.50177634,https://seatgeek.com/venues/ladd-peebles-stadium/tickets,30.6748,-88.0761,NA,NA,NA
nfl,FALSE,4347018,,normal,2018-04-20T00:00:00,0.863,FALSE,FALSE,2018-10-26T00:20:00,2018-10-25T19:20:00,Dolphins at Texans,Miami Dolphins at Houston Texans,FALSE,2018-10-26T04:20:00,2018-04-20T00:47:36,0.896,https://seatgeek.com/dolphins-at-texans-tickets/10-25-2018-houston-texas-nrg-stadium/nfl/4347018,NA,NA,626,NA,158.4,44,44,634,FALSE,2018-08-24T21:53:38Z,QRCODE,nrg-stadium,"Houston, TX 77054",1 Reliant Park,41,TX,America/Chicago,42,TRUE,0,Houston,US,NRG Stadium,618,"Houston, TX",77054,NRG Stadium,0.8624192,https://seatgeek.com/venues/nrg-stadium/tickets,29.6847,-95.4107,FALSE,2015-11-04T18:42:27Z,QRCODE_TM
nfl,FALSE,4347041,,normal,2018-04-20T00:00:00,0.848,FALSE,FALSE,2018-10-28T17:00:00,2018-10-28T13:00:00,Buccaneers at Bengals,Tampa Bay Buccaneers at Cincinnati Bengals,FALSE,2018-10-28T21:00:00,2018-04-20T00:47:40,0.874,https://seatgeek.com/buccaneers-at-bengals-tickets/10-28-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347041,NA,NA,332,NA,109.08,51,51,455,FALSE,2018-08-24T21:53:39Z,QRCODE,paul-brown-stadium,"Cincinnati, OH 45202",1 Paul Brown Stadium,1124,OH,America/New_York,6,TRUE,0,Cincinnati,US,Paul Brown Stadium,515,"Cincinnati, OH",45202,Paul Brown Stadium,0.86166537,https://seatgeek.com/venues/paul-brown-stadium/tickets,39.0961,-84.5177,FALSE,2015-10-09T16:14:37Z,QRCODE_TM
nfl,FALSE,4347026,,normal,2018-04-20T00:00:00,0.897,FALSE,FALSE,2018-10-28T17:00:00,2018-10-28T13:00:00,Seahawks at Lions,Seattle Seahawks at Detroit Lions,FALSE,2018-10-28T21:00:00,2018-04-20T00:47:37,0.934,https://seatgeek.com/seahawks-at-lions-tickets/10-28-2018-detroit-michigan-ford-field/nfl/4347026,NA,NA,604,NA,143.75,78,72,342,FALSE,2018-08-24T21:53:39Z,QRCODE,ford-field,"Detroit, MI 48226",2000 Brush St.,346,MI,America/Detroit,10,TRUE,0,Detroit,US,Ford Field,505,"Detroit, MI",48226,Ford Field,0.9029952,https://seatgeek.com/venues/ford-field/tickets,42.34,-83.0459,FALSE,2015-11-04T17:31:52Z,NONE
nfl,FALSE,4346940,,normal,2018-04-20T00:00:00,0.9,FALSE,FALSE,2018-10-28T17:00:00,2018-10-28T13:00:00,Redskins at Giants,Washington Redskins at New York Giants,FALSE,2018-10-28T21:00:00,2018-04-20T00:47:17,0.946,https://seatgeek.com/redskins-at-giants-tickets/10-28-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346940,NA,NA,1438,NA,293.28,128,124,360,FALSE,2018-08-24T21:53:39Z,QRCODE,metlife-stadium,"East Rutherford, NJ 07073",1 MetLife Stadium Drive,1587,NJ,America/New_York,14,TRUE,0,East Rutherford,US,MetLife Stadium,501,"East Rutherford, NJ",07073,MetLife Stadium,0.94873494,https://seatgeek.com/venues/metlife-stadium/tickets,40.8142,-74.0737,FALSE,2015-09-12T14:14:07Z,QRCODE_TM
nfl,FALSE,4347070,,normal,2018-04-20T00:00:00,0.877,FALSE,FALSE,2018-10-28T17:00:00,2018-10-28T13:00:00,Ravens at Panthers,Baltimore Ravens at Carolina Panthers,FALSE,2018-10-28T21:00:00,2018-04-20T00:47:45,0.914,https://seatgeek.com/ravens-at-panthers-tickets/10-28-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347070,NA,NA,684,NA,251.14,102,102,244,FALSE,2018-08-24T21:53:39Z,QRCODE,bank-of-america-stadium,"Charlotte, NC 28202",800 South Mint Street,1122,NC,America/New_York,8,TRUE,0,Charlotte,US,Bank of America Stadium,517,"Charlotte, NC",28202,Bank of America Stadium,0.8968222,https://seatgeek.com/venues/bank-of-america-stadium/tickets,35.2243,-80.8524,FALSE,2015-09-25T18:23:51Z,QRCODE_TM
nfl,FALSE,4346981,,normal,2018-04-20T00:00:00,0.891,FALSE,FALSE,2018-10-28T17:00:00,2018-10-28T12:00:00,Broncos at Chiefs,Denver Broncos at Kansas City Chiefs,FALSE,2018-10-28T21:00:00,2018-04-20T00:47:27,0.931,https://seatgeek.com/broncos-at-chiefs-tickets/10-28-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346981,NA,NA,1078,NA,283.6,157,157,568,FALSE,2018-08-24T21:53:39Z,QRCODE,arrowhead-stadium,"Kansas City, MO 64129",1 Arrowhead Drive,1128,MO,America/Chicago,7,TRUE,0,Kansas City,US,Arrowhead Stadium,616,"Kansas City, MO",64129,Arrowhead Stadium,0.8827867,https://seatgeek.com/venues/arrowhead-stadium/tickets,39.0489,-94.4839,FALSE,2015-08-20T16:20:51Z,QRCODE_TM
nfl,FALSE,4347078,,normal,2018-04-20T00:00:00,0.879,FALSE,FALSE,2018-10-28T17:00:00,2018-10-28T13:00:00,Browns at Steelers,Cleveland Browns at Pittsburgh Steelers,FALSE,2018-10-28T21:00:00,2018-04-20T00:47:46,0.914,https://seatgeek.com/browns-at-steelers-tickets/10-28-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347078,NA,NA,939,NA,314.41,93,93,177,FALSE,2018-08-24T21:53:39Z,QRCODE,heinz-field,"Pittsburgh, PA 15212",100 Art Rooney Avenue,1119,PA,America/New_York,7,TRUE,0,Pittsburgh,US,Heinz Field,508,"Pittsburgh, PA",15212,Heinz Field,0.9033526,https://seatgeek.com/venues/heinz-field/tickets,40.4468,-80.0158,FALSE,2018-10-04T12:42:28Z,QRCODE
nfl,FALSE,4347007,,normal,2018-04-20T00:00:00,0.891,FALSE,FALSE,2018-10-28T17:00:00,2018-10-28T12:00:00,Jets at Bears,New York Jets at Chicago Bears,FALSE,2018-10-28T21:00:00,2018-04-20T00:47:33,0.931,https://seatgeek.com/jets-at-bears-tickets/10-28-2018-chicago-illinois-soldier-field/nfl/4347007,NA,NA,1197,NA,367.77,201,201,95,FALSE,2018-08-24T21:53:39Z,QRCODE,soldier-field,"Chicago, IL 60605",1410 S. Museum Campus Drive,31,IL,America/Chicago,7,TRUE,0,Chicago,US,Soldier Field,602,"Chicago, IL",60605,Soldier Field,0.940013,https://seatgeek.com/venues/soldier-field/tickets,41.8623,-87.6159,FALSE,2018-06-02T00:44:08Z,NONE
nfl,FALSE,4347153,,normal,2018-04-20T00:00:00,0.861,FALSE,FALSE,2018-10-28T20:05:00,2018-10-28T13:05:00,Colts at Raiders,Indianapolis Colts at Oakland Raiders,FALSE,2018-10-29T00:05:00,2018-04-20T01:04:25,0.892,https://seatgeek.com/colts-at-raiders-tickets/10-28-2018-oakland-california-oakland-alameda-county-coliseum/nfl/4347153,NA,NA,481,NA,166.74,73,73,332,FALSE,2018-08-24T21:53:39Z,QRCODE,oakland-alameda-county-coliseum,"Oakland, CA 94621",7000 Coliseum Way,14,CA,America/Los_Angeles,8,TRUE,0,Oakland,US,Oakland-Alameda County Coliseum,807,"Oakland, CA",94621,Oakland-Alameda County Coliseum,0.7817843,https://seatgeek.com/venues/oakland-alameda-county-coliseum/tickets,37.7469,-122.201,FALSE,2015-06-24T00:00:00Z,PDF417
nfl,FALSE,4346921,,normal,2018-04-20T00:00:00,0.923,FALSE,FALSE,2018-10-28T20:25:00,2018-10-28T13:25:00,Packers at Rams,Green Bay Packers at Los Angeles Rams,FALSE,2018-10-29T00:25:00,2018-04-20T00:47:14,0.977,https://seatgeek.com/packers-at-rams-tickets/10-28-2018-los-angeles-california-los-angeles-memorial-coliseum-1/nfl/4346921,NA,NA,1420,NA,504.72,279,260,462,FALSE,2018-08-24T21:53:39Z,QRCODE,los-angeles-memorial-coliseum-1,"Los Angeles, CA 90037",3911 S Figueroa St,51012,CA,America/Los_Angeles,9,TRUE,0,Los Angeles,US,Los Angeles Memorial Coliseum,0,"Los Angeles, CA",90037,Los Angeles Memorial Coliseum,0.86898464,https://seatgeek.com/venues/los-angeles-memorial-coliseum-1/tickets,34.0138,-118.288,FALSE,2018-08-23T17:59:28Z,QRCODE
nfl,FALSE,4347101,,normal,2018-04-20T00:00:00,0.89,FALSE,FALSE,2018-10-28T20:25:00,2018-10-28T13:25:00,49ers at Cardinals,San Francisco 49ers at Arizona Cardinals,FALSE,2018-10-29T00:25:00,2018-04-20T00:47:51,0.928,https://seatgeek.com/49ers-at-cardinals-tickets/10-28-2018-glendale-arizona-state-farm-stadium/nfl/4347101,NA,NA,611,NA,134.45,39,39,571,FALSE,2018-08-24T21:53:39Z,QRCODE,state-farm-stadium,"Glendale, AZ 85305",1 Cardinals Drive,43,AZ,America/Phoenix,8,TRUE,0,Glendale,US,State Farm Stadium,753,"Glendale, AZ",85305,State Farm Stadium,0.93402725,https://seatgeek.com/venues/state-farm-stadium/tickets,33.5294,-112.262,FALSE,2015-12-21T17:26:05Z,NONE
nfl,FALSE,4347136,,normal,2018-04-20T00:00:00,0.892,FALSE,FALSE,2018-10-29T00:20:00,2018-10-28T19:20:00,Saints at Vikings,New Orleans Saints at Minnesota Vikings,FALSE,2018-10-29T04:20:00,2018-04-20T01:04:04,0.932,https://seatgeek.com/saints-at-vikings-tickets/10-28-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347136,NA,NA,2030,NA,330.42,110,110,459,FALSE,2018-08-24T21:53:39Z,QRCODE,u-s-bank-stadium,"Minneapolis, MN 55415",900 South 5th Street,218451,MN,America/Chicago,15,TRUE,0,Minneapolis,US,U.S. Bank Stadium,0,"Minneapolis, MN",55415,U.S. Bank Stadium,0.88524246,https://seatgeek.com/venues/u-s-bank-stadium/tickets,44.97,-93.26,FALSE,2018-08-22T15:34:15Z,NONE
nfl,FALSE,4347062,,normal,2018-04-20T00:00:00,0.889,FALSE,FALSE,2018-10-30T00:15:00,2018-10-29T20:15:00,Patriots at Bills,New England Patriots at Buffalo Bills,FALSE,2018-10-30T04:15:00,2018-04-20T00:47:44,0.934,https://seatgeek.com/patriots-at-bills-tickets/10-29-2018-orchard-park-new-york-new-era-field/nfl/4347062,NA,NA,835,NA,172.36,93,93,745,FALSE,2018-08-24T21:53:39Z,QRCODE,new-era-field,"Orchard Park, NY 14127",1 Bills Drive,1135,NY,America/New_York,6,TRUE,0,Orchard Park,US,New Era Field,514,"Orchard Park, NY",14127,New Era Field,0.8815085,https://seatgeek.com/venues/new-era-field/tickets,42.7737,-78.7874,FALSE,2015-08-12T16:52:53Z,QRCODE_TM
