time_tbd,date_tbd,datetime_tbd,short_title,description,popularity,status,type,announce_date,title,score,created_at,is_open,id,url,visible_until_utc,datetime_utc,datetime_local,general_admission,visible_listing_count,median_price,lowest_price_good_deals,average_price,highest_price,listing_count,lowest_price,created_at,employee_only,method,slug,popularity,postal_code,country,address,name,state,display_location,metro_code,timezone,score,has_upcoming_events,id,url,name_v2,extended_address,num_upcoming_events,city,lat,lon,created_at,employee_only,method
FALSE,FALSE,FALSE,Giants at Texans,,0.964,normal,nfl,2018-04-20T00:00:00,New York Giants at Houston Texans,0.926,2018-04-20T00:47:36,FALSE,4347021,https://seatgeek.com/giants-at-texans-tickets/9-23-2018-houston-texas-nrg-stadium/nfl/4347021,2018-09-23T21:00:00,2018-09-23T17:00:00,2018-09-23T12:00:00,NA,612,272,95,289.42914,1099,247,105,2018-08-24T18:27:18Z,FALSE,QRCODE,nrg-stadium,0,77054,US,1 Reliant Park,NRG Stadium,TX,"Houston, TX",618,America/Chicago,0.8624192,TRUE,41,https://seatgeek.com/venues/nrg-stadium/tickets,NRG Stadium,"Houston, TX 77054",44,Houston,29.6847,-95.4107,2015-11-04T18:42:27Z,FALSE,QRCODE_TM
FALSE,FALSE,FALSE,Saints at Falcons,,0.973,normal,nfl,2018-04-20T00:00:00,New Orleans Saints at Atlanta Falcons,0.942,2018-04-20T00:47:42,FALSE,4347053,https://seatgeek.com/saints-at-falcons-tickets/9-23-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347053,2018-09-23T21:00:00,2018-09-23T17:00:00,2018-09-23T13:00:00,NA,814,276,156,308.32086,1314,508,156,2018-08-24T18:29:05Z,FALSE,QRCODE,mercedes-benz-stadium,0,30313,US,441 M.L.K. Jr Dr NW,Mercedes-Benz Stadium,GA,"Atlanta, GA",0,America/New_York,0.76958936,TRUE,419590,https://seatgeek.com/venues/mercedes-benz-stadium/tickets,Mercedes-Benz Stadium,"Atlanta, GA 30313",19,Atlanta,33.76,-84.4,2018-08-23T20:14:46Z,FALSE,QRCODE
FALSE,FALSE,FALSE,Titans at Jaguars,,0.886,normal,nfl,2018-04-20T00:00:00,Tennessee Titans at Jacksonville Jaguars,0.815,2018-04-20T00:47:19,FALSE,4346950,https://seatgeek.com/titans-at-jaguars-tickets/9-23-2018-jacksonville-florida-everbank-field/nfl/4346950,2018-09-23T21:00:00,2018-09-23T17:00:00,2018-09-23T13:00:00,NA,622,81,42,115.64251,775,414,40,2018-08-24T18:26:19Z,FALSE,QRCODE,everbank-field,0,32202,US,1 Everbank Field Dr,EverBank Field,FL,"Jacksonville, FL",561,America/New_York,0.83759147,TRUE,5178,https://seatgeek.com/venues/everbank-field/tickets,EverBank Field,"Jacksonville, FL 32202",9,Jacksonville,30.3239,-81.6373,2015-10-17T20:03:42Z,FALSE,QRCODE_TM
FALSE,FALSE,FALSE,Chargers at Rams,,0.936,normal,nfl,2018-04-20T00:00:00,Los Angeles Chargers at Los Angeles Rams,0.889,2018-04-20T00:47:14,FALSE,4346923,https://seatgeek.com/chargers-at-rams-tickets/9-23-2018-los-angeles-california-los-angeles-memorial-coliseum-1/nfl/4346923,2018-09-24T00:05:00,2018-09-23T20:05:00,2018-09-23T13:05:00,NA,1253,103,45,127.855865,480,895,45,2018-09-05T22:17:11Z,FALSE,QRCODE,los-angeles-memorial-coliseum-1,0,90037,US,3911 S Figueroa St,Los Angeles Memorial Coliseum,CA,"Los Angeles, CA",0,America/Los_Angeles,0.86898464,TRUE,51012,https://seatgeek.com/venues/los-angeles-memorial-coliseum-1/tickets,Los Angeles Memorial Coliseum,"Los Angeles, CA 90037",11,Los Angeles,34.0138,-118.288,2018-08-23T17:59:28Z,FALSE,QRCODE
FALSE,FALSE,FALSE,Cowboys at Seahawks,,1.001,normal,nfl,2018-04-20T00:00:00,Dallas Cowboys at Seattle Seahawks,0.981,2018-04-20T00:47:56,FALSE,4347129,https://seatgeek.com/cowboys-at-seahawks-tickets/9-23-2018-seattle-washington-centurylink-field/nfl/4347129,2018-09-24T00:25:00,2018-09-23T20:25:00,2018-09-23T13:25:00,NA,307,591,251,647.4167,3101,132,251,2018-03-02T22:54:54Z,FALSE,QRCODE,centurylink-field,0,98134,US,800 Occidental Ave S,CenturyLink Field,WA,"Seattle, WA",819,America/Los_Angeles,0.87232786,TRUE,339,https://seatgeek.com/venues/centurylink-field/tickets,CenturyLink Field,"Seattle, WA 98134",18,Seattle,47.6,-122.33,2018-03-02T22:54:54Z,FALSE,QRCODE
FALSE,FALSE,FALSE,Bears at Cardinals,,0.981,normal,nfl,2018-04-20T00:00:00,Chicago Bears at Arizona Cardinals,0.947,2018-04-20T00:47:52,FALSE,4347104,https://seatgeek.com/bears-at-cardinals-tickets/9-23-2018-glendale-arizona-state-farm-stadium/nfl/4347104,2018-09-24T00:25:00,2018-09-23T20:25:00,2018-09-23T13:25:00,NA,725,201,83,548.7493,126804,379,91,2018-08-24T20:34:25Z,FALSE,QRCODE,state-farm-stadium,0,85305,US,1 Cardinals Drive,State Farm Stadium,AZ,"Glendale, AZ",753,America/Phoenix,0.93402725,TRUE,43,https://seatgeek.com/venues/state-farm-stadium/tickets,State Farm Stadium,"Glendale, AZ 85305",10,Glendale,33.5294,-112.262,2015-12-21T17:26:05Z,FALSE,NONE
FALSE,FALSE,FALSE,Patriots at Lions,,0.994,normal,nfl,2018-04-20T00:00:00,New England Patriots at Detroit Lions,0.968,2018-04-20T00:47:37,FALSE,4347028,https://seatgeek.com/patriots-at-lions-tickets/9-23-2018-detroit-michigan-ford-field/nfl/4347028,2018-09-24T04:20:00,2018-09-24T00:20:00,2018-09-23T20:20:00,NA,777,279,141,320.82065,2455,407,145,2018-08-24T18:27:28Z,FALSE,QRCODE,ford-field,0,48226,US,2000 Brush St.,Ford Field,MI,"Detroit, MI",505,America/Detroit,0.9029952,TRUE,346,https://seatgeek.com/venues/ford-field/tickets,Ford Field,"Detroit, MI 48226",9,Detroit,42.34,-83.0459,2015-11-04T17:31:52Z,FALSE,NONE
FALSE,FALSE,FALSE,Steelers at Buccaneers,,0.948,normal,nfl,2018-04-20T00:00:00,Pittsburgh Steelers at Tampa Bay Buccaneers,0.913,2018-04-20T00:47:16,FALSE,4346932,https://seatgeek.com/steelers-at-buccaneers-tickets/9-24-2018-tampa-florida-raymond-james-stadium/nfl/4346932,2018-09-25T04:15:00,2018-09-25T00:15:00,2018-09-24T20:15:00,NA,360,313,234,413.3158,1038,19,237,2018-08-24T20:35:07Z,FALSE,QRCODE,raymond-james-stadium,0,33607,US,4201 North Dale Mabry Highway,Raymond James Stadium,FL,"Tampa, FL",539,America/New_York,0.86513025,TRUE,39,https://seatgeek.com/venues/raymond-james-stadium/tickets,Raymond James Stadium,"Tampa, FL 33607",14,Tampa,27.9753,-82.5034,2015-08-24T14:44:53Z,FALSE,QRCODE_TM
FALSE,FALSE,FALSE,Vikings at Rams,,0.928,normal,nfl,2018-04-20T00:00:00,Minnesota Vikings at Los Angeles Rams,0.91,2018-04-20T00:47:14,FALSE,4346922,https://seatgeek.com/vikings-at-rams-tickets/9-27-2018-los-angeles-california-los-angeles-memorial-coliseum-1/nfl/4346922,2018-09-28T04:20:00,2018-09-28T00:20:00,2018-09-27T17:20:00,NA,1118,160,67,214.76698,991,515,75,2018-09-05T22:17:16Z,FALSE,QRCODE,los-angeles-memorial-coliseum-1,0,90037,US,3911 S Figueroa St,Los Angeles Memorial Coliseum,CA,"Los Angeles, CA",0,America/Los_Angeles,0.86898464,TRUE,51012,https://seatgeek.com/venues/los-angeles-memorial-coliseum-1/tickets,Los Angeles Memorial Coliseum,"Los Angeles, CA 90037",11,Los Angeles,34.0138,-118.288,2018-08-23T17:59:28Z,FALSE,QRCODE
FALSE,FALSE,FALSE,Arkansas Razorbacks at Kentucky Wildcats Womens Volleyball,,0.542,normal,sports,2018-06-05T00:00:00,Arkansas Razorbacks at Kentucky Wildcats Womens Volleyball,0.352,2018-06-05T16:00:59,FALSE,4401810,https://seatgeek.com/arkansas-razorbacks-at-kentucky-wildcats-womens-volleyball-tickets/sport/2018-09-28-7-pm/4401810,2018-09-29T03:00:00,2018-09-28T23:00:00,2018-09-28T19:00:00,NA,1,12,NA,12,12,1,12,NA,NA,NA,memorial-coliseum-1,0,40506,US,338 Lexington Avenue,Memorial Coliseum,KY,"Lexington, KY",541,America/New_York,0.4125833,TRUE,5102,https://seatgeek.com/venues/memorial-coliseum-1/tickets,Memorial Coliseum,"Lexington, KY 40506",25,Lexington,38.04,-84.5,NA,NA,NA
TRUE,FALSE,FALSE,Southwest Classic: Arkansas vs Texas A&M,"*Child Policy::  Everyone, regardless of age, requires a ticket for entry.
*Donations::  Club seat purchases include a donation made to the respective school.
*Bag Policy::   All approved bags are subject to inspection upon entry and are subject to additional inspections within AT&amp;T Stadium. AT&amp;T Stadium has modified its security policy by limiting the size and style of bags allowed in the stadium.  Visit www.attstadium.com/bags for more information.",0.949,normal,ncaa_football,2017-12-05T00:00:00,Southwest Classic: Arkansas vs Texas A&M,0.916,2017-12-05T15:00:24,TRUE,4163969,https://seatgeek.com/southwest-classic-arkansas-vs-texas-aandm-tickets/ncaa-football/2018-09-29-3-30-am/4163969,2018-09-30T05:00:00,2018-09-29T08:30:00,2018-09-29T03:30:00,NA,798,200,102,277.3337,12028,893,102,2018-04-17T22:02:33Z,FALSE,QRCODE,at-t-stadium,0,76011,US,1 AT&T Way,AT&T Stadium,TX,"Arlington, TX",623,America/Chicago,0.9751414,TRUE,4965,https://seatgeek.com/venues/at-t-stadium/tickets,AT&T Stadium,"Arlington, TX 76011",21,Arlington,32.7459,-97.0957,2018-04-17T22:02:33Z,FALSE,QRCODE
FALSE,FALSE,FALSE,South Alabama at Appalachian State,,0.653,normal,ncaa_football,2018-02-28T00:00:00,South Alabama Jaguars at Appalachian State Mountaineers Football,0.523,2018-02-28T15:00:11,FALSE,4281951,https://seatgeek.com/south-alabama-jaguars-at-appalachian-state-mountaineers-football-tickets/ncaa-football/2018-09-29-3-30-pm/4281951,2018-09-29T23:30:00,2018-09-29T19:30:00,2018-09-29T15:30:00,NA,84,83,46,93.478264,215,161,46,NA,NA,NA,kidd-brewer-stadium,0,28607,US,1 Kidd Brewer Stadium,Kidd Brewer Stadium,NC,"Boone, NC",517,America/New_York,0.57884717,TRUE,3723,https://seatgeek.com/venues/kidd-brewer-stadium/tickets,Kidd Brewer Stadium,"Boone, NC 28607",5,Boone,36.2116,-81.6856,NA,NA,NA
