time_tbd,date_tbd,datetime_tbd,short_title,description,popularity,status,type,announce_date,title,score,created_at,is_open,id,url,visible_until_utc,datetime_utc,datetime_local,general_admission,visible_listing_count,median_price,lowest_price_good_deals,average_price,highest_price,listing_count,lowest_price,created_at,employee_only,method,slug,popularity,postal_code,country,address,name,state,display_location,metro_code,timezone,score,has_upcoming_events,id,url,name_v2,extended_address,num_upcoming_events,city,lat,lon,created_at,employee_only,method
FALSE,FALSE,FALSE,Eagles at Titans,,0.92,normal,nfl,2018-04-20T00:00:00,Philadelphia Eagles at Tennessee Titans,0.913,2018-04-20T00:47:30,FALSE,4346992,https://seatgeek.com/eagles-at-titans-tickets/9-30-2018-nashville-tennessee-nissan-stadium/nfl/4346992,2018-09-30T20:00:00,2018-09-30T16:00:00,2018-09-30T12:00:00,NA,541,398,189,421.4953,906,319,189,2018-08-24T20:47:49Z,FALSE,QRCODE,nissan-stadium,0,37213,US,1 Titans Way,Nissan Stadium,TN,"Nashville, TN",659,America/New_York,0.8546275,TRUE,1126,https://seatgeek.com/venues/nissan-stadium/tickets,Nissan Stadium,"Nashville, TN 37213",14,Nashville,36.1665,-86.7713,2015-10-19T15:09:39Z,FALSE,NONE
FALSE,FALSE,FALSE,Bills at Packers,,0.939,normal,nfl,2018-04-20T00:00:00,Buffalo Bills at Green Bay Packers,0.935,2018-04-20T00:47:13,FALSE,4346911,https://seatgeek.com/bills-at-packers-tickets/9-30-2018-green-bay-wisconsin-lambeau-field/nfl/4346911,2018-09-30T21:00:00,2018-09-30T17:00:00,2018-09-30T12:00:00,NA,496,360,186,1307.6865,123593,134,234,2018-08-24T20:38:24Z,FALSE,QRCODE,lambeau-field,0,54304,US,1265 Lombardi Avenue,Lambeau Field,WI,"Green Bay, WI",658,America/Chicago,0.92909414,TRUE,1125,https://seatgeek.com/venues/lambeau-field/tickets,Lambeau Field,"Green Bay, WI 54304",6,Green Bay,44.5013,-88.0622,2015-09-02T22:43:34Z,FALSE,QRCODE_TM
FALSE,FALSE,FALSE,Buccaneers at Bears,,0.926,normal,nfl,2018-04-20T00:00:00,Tampa Bay Buccaneers at Chicago Bears,0.919,2018-04-20T00:47:33,FALSE,4347009,https://seatgeek.com/buccaneers-at-bears-tickets/9-30-2018-chicago-illinois-soldier-field/nfl/4347009,2018-09-30T21:00:00,2018-09-30T17:00:00,2018-09-30T12:00:00,NA,555,290,151,345.34375,1019,64,151,2018-08-24T20:48:11Z,FALSE,QRCODE,soldier-field,0,60605,US,1410 S. Museum Campus Drive,Soldier Field,IL,"Chicago, IL",602,America/Chicago,0.940013,TRUE,31,https://seatgeek.com/venues/soldier-field/tickets,Soldier Field,"Chicago, IL 60605",11,Chicago,41.8623,-87.6159,2018-06-02T00:44:08Z,FALSE,NONE
FALSE,FALSE,FALSE,Texans at Colts,,0.884,normal,nfl,2018-04-20T00:00:00,Houston Texans at Indianapolis Colts,0.86,2018-04-20T00:47:22,FALSE,4346962,https://seatgeek.com/texans-at-colts-tickets/9-30-2018-indianapolis-indiana-lucas-oil-stadium/nfl/4346962,2018-09-30T21:00:00,2018-09-30T17:00:00,2018-09-30T13:00:00,NA,972,82,27,103.83517,932,546,27,2018-08-24T20:46:39Z,FALSE,QRCODE,lucas-oil-stadium,0,46225,US,500 South Capitol Avenue,Lucas Oil Stadium,IN,"Indianapolis, IN",527,America/Indiana/Indianapolis,0.9071682,TRUE,1130,https://seatgeek.com/venues/lucas-oil-stadium/tickets,Lucas Oil Stadium,"Indianapolis, IN 46225",12,Indianapolis,39.7601,-86.1639,2018-09-13T22:29:37Z,FALSE,QRCODE_TM
FALSE,FALSE,FALSE,Jets at Jaguars,,0.873,normal,nfl,2018-04-20T00:00:00,New York Jets at Jacksonville Jaguars,0.842,2018-04-20T00:47:19,FALSE,4346949,https://seatgeek.com/jets-at-jaguars-tickets/9-30-2018-jacksonville-florida-everbank-field/nfl/4346949,2018-09-30T21:00:00,2018-09-30T17:00:00,2018-09-30T13:00:00,NA,747,100,57,125.94387,489,481,56,2018-08-24T20:38:35Z,FALSE,QRCODE,everbank-field,0,32202,US,1 Everbank Field Dr,EverBank Field,FL,"Jacksonville, FL",561,America/New_York,0.83759147,TRUE,5178,https://seatgeek.com/venues/everbank-field/tickets,EverBank Field,"Jacksonville, FL 32202",9,Jacksonville,30.3239,-81.6373,2015-10-17T20:03:42Z,FALSE,QRCODE_TM
FALSE,FALSE,FALSE,Bengals at Falcons,,0.936,normal,nfl,2018-04-20T00:00:00,Cincinnati Bengals at Atlanta Falcons,0.93,2018-04-20T00:47:42,FALSE,4347052,https://seatgeek.com/bengals-at-falcons-tickets/9-30-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347052,2018-09-30T21:00:00,2018-09-30T17:00:00,2018-09-30T13:00:00,NA,982,194,69,218.76884,6015,809,69,2018-08-23T20:14:46Z,FALSE,QRCODE,mercedes-benz-stadium,0,30313,US,441 M.L.K. Jr Dr NW,Mercedes-Benz Stadium,GA,"Atlanta, GA",0,America/New_York,0.76958936,TRUE,419590,https://seatgeek.com/venues/mercedes-benz-stadium/tickets,Mercedes-Benz Stadium,"Atlanta, GA 30313",19,Atlanta,33.76,-84.4,2018-08-23T20:14:46Z,FALSE,QRCODE
FALSE,FALSE,FALSE,Lions at Cowboys,,0.97,normal,nfl,2018-04-05T00:00:00,Detroit Lions at Dallas Cowboys,0.974,2018-04-05T23:08:47,TRUE,4327924,https://seatgeek.com/lions-at-cowboys-tickets/9-30-2018-arlington-texas-at-t-stadium/nfl/4327924,2018-09-30T21:00:00,2018-09-30T17:00:00,2018-09-30T12:00:00,NA,2232,235,22,283.3057,2142,2761,22,2018-04-17T22:02:33Z,FALSE,QRCODE,at-t-stadium,0,76011,US,1 AT&T Way,AT&T Stadium,TX,"Arlington, TX",623,America/Chicago,0.9751414,TRUE,4965,https://seatgeek.com/venues/at-t-stadium/tickets,AT&T Stadium,"Arlington, TX 76011",21,Arlington,32.7459,-97.0957,2018-04-17T22:02:33Z,FALSE,QRCODE
FALSE,FALSE,FALSE,Dolphins at Patriots,,0.96,normal,nfl,2018-04-20T00:00:00,Miami Dolphins at New England Patriots,0.966,2018-04-20T00:47:49,FALSE,4347092,https://seatgeek.com/dolphins-at-patriots-tickets/9-30-2018-foxborough-massachusetts-gillette-stadium/nfl/4347092,2018-09-30T21:00:00,2018-09-30T17:00:00,2018-09-30T13:00:00,NA,483,440,271,566.3875,1748,80,286,2018-08-24T20:51:36Z,FALSE,QRCODE,gillette-stadium,0,02035,US,1 Patriot Place,Gillette Stadium,MA,"Foxborough, MA",506,America/New_York,0.8983344,TRUE,33,https://seatgeek.com/venues/gillette-stadium/tickets,Gillette Stadium,"Foxborough, MA 02035",15,Foxborough,42.0906,-71.2674,2018-08-22T15:36:58Z,FALSE,NONE
FALSE,FALSE,FALSE,Seahawks at Cardinals,,0.933,normal,nfl,2018-04-20T00:00:00,Seattle Seahawks at Arizona Cardinals,0.926,2018-04-20T00:47:51,FALSE,4347103,https://seatgeek.com/seahawks-at-cardinals-tickets/9-30-2018-glendale-arizona-state-farm-stadium/nfl/4347103,2018-10-01T00:05:00,2018-09-30T20:05:00,2018-09-30T13:05:00,NA,1054,113,47,154.72923,608,602,47,2018-09-05T19:57:48Z,FALSE,QRCODE,state-farm-stadium,0,85305,US,1 Cardinals Drive,State Farm Stadium,AZ,"Glendale, AZ",753,America/Phoenix,0.93402725,TRUE,43,https://seatgeek.com/venues/state-farm-stadium/tickets,State Farm Stadium,"Glendale, AZ 85305",10,Glendale,33.5294,-112.262,2015-12-21T17:26:05Z,FALSE,NONE
FALSE,FALSE,FALSE,Browns at Raiders,,0.908,normal,nfl,2018-04-20T00:00:00,Cleveland Browns at Oakland Raiders,0.892,2018-04-20T01:04:25,FALSE,4347154,https://seatgeek.com/browns-at-raiders-tickets/9-30-2018-oakland-california-oakland-alameda-county-coliseum/nfl/4347154,2018-10-01T00:05:00,2018-09-30T20:05:00,2018-09-30T13:05:00,NA,631,191,91,187.81183,709,372,87,2018-08-24T20:56:48Z,FALSE,QRCODE,oakland-alameda-county-coliseum,0,94621,US,7000 Coliseum Way,Oakland-Alameda County Coliseum,CA,"Oakland, CA",807,America/Los_Angeles,0.7817843,TRUE,14,https://seatgeek.com/venues/oakland-alameda-county-coliseum/tickets,Oakland-Alameda County Coliseum,"Oakland, CA 94621",24,Oakland,37.7469,-122.201,2015-06-24T00:00:00Z,FALSE,PDF417
FALSE,FALSE,FALSE,49ers at Chargers,,0.956,normal,nfl,2018-04-20T00:00:00,San Francisco 49ers at Los Angeles Chargers,0.957,2018-04-20T00:47:52,FALSE,4347112,https://seatgeek.com/49ers-at-chargers-tickets/9-30-2018-carson-california-stubhub-center/nfl/4347112,2018-10-01T00:25:00,2018-09-30T20:25:00,2018-09-30T13:25:00,NA,402,301,177,320.71634,800,208,199,2018-08-24T20:52:20Z,FALSE,QRCODE,stubhub-center,0,90746,US,18400 Avalon Blvd,StubHub Center,CA,"Carson, CA",803,America/Los_Angeles,0.7228164,TRUE,52,https://seatgeek.com/venues/stubhub-center/tickets,StubHub Center,"Carson, CA 90746",16,Carson,33.8643,-118.261,NA,NA,NA
FALSE,FALSE,FALSE,Saints at Giants,,0.956,normal,nfl,2018-04-20T00:00:00,New Orleans Saints at New York Giants,0.955,2018-04-20T00:47:25,FALSE,4346972,https://seatgeek.com/saints-at-giants-tickets/9-30-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346972,2018-10-01T00:25:00,2018-09-30T20:25:00,2018-09-30T16:25:00,NA,741,280,157,377.09296,1538,312,135,2018-08-24T20:47:31Z,FALSE,QRCODE,metlife-stadium,0,07073,US,1 MetLife Stadium Drive,MetLife Stadium,NJ,"East Rutherford, NJ",501,America/New_York,0.94873494,TRUE,1587,https://seatgeek.com/venues/metlife-stadium/tickets,MetLife Stadium,"East Rutherford, NJ 07073",17,East Rutherford,40.8142,-74.0737,2015-09-12T14:14:07Z,FALSE,QRCODE_TM
FALSE,FALSE,FALSE,Ravens at Steelers,,0.922,normal,nfl,2018-04-20T00:00:00,Baltimore Ravens at Pittsburgh Steelers,0.922,2018-04-20T00:47:47,FALSE,4347080,https://seatgeek.com/ravens-at-steelers-tickets/9-30-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347080,2018-10-01T04:20:00,2018-10-01T00:20:00,2018-09-30T20:20:00,NA,696,268,103,300.37283,953,287,112,2018-08-24T20:51:27Z,FALSE,QRCODE,heinz-field,0,15212,US,100 Art Rooney Avenue,Heinz Field,PA,"Pittsburgh, PA",508,America/New_York,0.9033526,TRUE,1119,https://seatgeek.com/venues/heinz-field/tickets,Heinz Field,"Pittsburgh, PA 15212",10,Pittsburgh,40.4468,-80.0158,2015-12-08T15:36:23Z,FALSE,QRCODE_TM
FALSE,FALSE,FALSE,Chiefs at Broncos,,0.915,normal,nfl,2018-04-20T00:00:00,Kansas City Chiefs at Denver Broncos,0.913,2018-04-20T01:04:05,FALSE,4347139,https://seatgeek.com/chiefs-at-broncos-tickets/10-1-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347139,2018-10-02T04:15:00,2018-10-02T00:15:00,2018-10-01T18:15:00,NA,690,278,134,334.9367,1153,79,167,2018-08-24T20:57:25Z,FALSE,QRCODE,sports-authority-field-at-mile-high,0,80204,US,1701 Bryant Street,Sports Authority Field at Mile High,CO,"Denver, CO",751,America/Denver,0.9028296,TRUE,1131,https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets,Sports Authority Field at Mile High,"Denver, CO 80204",6,Denver,39.74,-105.02,2015-08-07T18:39:02Z,FALSE,QRCODE_TM
FALSE,FALSE,FALSE,Colts at Patriots,,0.94,normal,nfl,2018-04-20T00:00:00,Indianapolis Colts at New England Patriots,0.958,2018-04-20T00:47:50,FALSE,4347096,https://seatgeek.com/colts-at-patriots-tickets/10-4-2018-foxborough-massachusetts-gillette-stadium/nfl/4347096,2018-10-05T04:20:00,2018-10-05T00:20:00,2018-10-04T20:20:00,NA,677,279,184,363.35745,1198,221,184,2018-08-24T21:03:24Z,FALSE,QRCODE,gillette-stadium,0,02035,US,1 Patriot Place,Gillette Stadium,MA,"Foxborough, MA",506,America/New_York,0.8983344,TRUE,33,https://seatgeek.com/venues/gillette-stadium/tickets,Gillette Stadium,"Foxborough, MA 02035",15,Foxborough,42.0906,-71.2674,2018-08-22T15:36:58Z,FALSE,NONE
FALSE,FALSE,FALSE,South Alabama at Georgia Southern,,0.647,normal,ncaa_football,2018-02-28T00:00:00,South Alabama Jaguars at Georgia Southern Eagles Football,0.557,2018-02-28T15:00:17,FALSE,4281989,https://seatgeek.com/south-alabama-jaguars-at-georgia-southern-eagles-football-tickets/ncaa-football/2018-10-06-3-30-pm/4281989,2018-10-06T23:30:00,2018-10-06T19:30:00,2018-10-06T15:30:00,NA,10,40,NA,45.809525,96,21,28,NA,NA,NA,allen-e-paulson-stadium,0,30460,US,225 Lanier Drive,Allen E. Paulson Stadium,GA,"Statesboro, GA",507,America/New_York,0.41380084,TRUE,2352,https://seatgeek.com/venues/allen-e-paulson-stadium/tickets,Allen E. Paulson Stadium,"Statesboro, GA 30460",4,Statesboro,32.4488,-81.7832,NA,NA,NA
FALSE,FALSE,FALSE,Falcons at Steelers,,0.925,normal,nfl,2018-04-20T00:00:00,Atlanta Falcons at Pittsburgh Steelers,0.938,2018-04-20T00:47:47,FALSE,4347079,https://seatgeek.com/falcons-at-steelers-tickets/10-7-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347079,2018-10-07T21:00:00,2018-10-07T17:00:00,2018-10-07T13:00:00,NA,629,362,167,418.72223,1327,288,167,2018-08-24T21:16:40Z,FALSE,QRCODE,heinz-field,0,15212,US,100 Art Rooney Avenue,Heinz Field,PA,"Pittsburgh, PA",508,America/New_York,0.9033526,TRUE,1119,https://seatgeek.com/venues/heinz-field/tickets,Heinz Field,"Pittsburgh, PA 15212",10,Pittsburgh,40.4468,-80.0158,2015-12-08T15:36:23Z,FALSE,QRCODE_TM
FALSE,FALSE,FALSE,Giants at Panthers,,0.93,normal,nfl,2018-04-20T00:00:00,New York Giants at Carolina Panthers,0.945,2018-04-20T00:47:38,FALSE,4347032,https://seatgeek.com/giants-at-panthers-tickets/10-7-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347032,2018-10-07T21:00:00,2018-10-07T17:00:00,2018-10-07T13:00:00,NA,629,271,169,349.19366,1132,284,169,2018-08-24T21:15:58Z,FALSE,QRCODE,bank-of-america-stadium,0,28202,US,800 South Mint Street,Bank of America Stadium,NC,"Charlotte, NC",517,America/New_York,0.8968222,TRUE,1122,https://seatgeek.com/venues/bank-of-america-stadium/tickets,Bank of America Stadium,"Charlotte, NC 28202",9,Charlotte,35.2243,-80.8524,2015-09-25T18:23:51Z,FALSE,QRCODE_TM
FALSE,FALSE,FALSE,Packers at Lions,,0.93,normal,nfl,2018-04-20T00:00:00,Green Bay Packers at Detroit Lions,0.943,2018-04-20T00:47:37,FALSE,4347027,https://seatgeek.com/packers-at-lions-tickets/10-7-2018-detroit-michigan-ford-field/nfl/4347027,2018-10-07T21:00:00,2018-10-07T17:00:00,2018-10-07T13:00:00,NA,704,176,95,218.82927,2404,410,88,2018-08-24T21:05:06Z,FALSE,QRCODE,ford-field,0,48226,US,2000 Brush St.,Ford Field,MI,"Detroit, MI",505,America/Detroit,0.9029952,TRUE,346,https://seatgeek.com/venues/ford-field/tickets,Ford Field,"Detroit, MI 48226",9,Detroit,42.34,-83.0459,2015-11-04T17:31:52Z,FALSE,NONE
FALSE,FALSE,FALSE,Broncos at Jets,,0.944,normal,nfl,2018-04-20T00:00:00,Denver Broncos at New York Jets,0.964,2018-04-20T00:47:34,FALSE,4347011,https://seatgeek.com/broncos-at-jets-tickets/10-7-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4347011,2018-10-07T21:00:00,2018-10-07T17:00:00,2018-10-07T13:00:00,NA,1063,163,66,211.08743,6034,629,69,2018-09-05T19:53:41Z,FALSE,QRCODE,metlife-stadium,0,07073,US,1 MetLife Stadium Drive,MetLife Stadium,NJ,"East Rutherford, NJ",501,America/New_York,0.94873494,TRUE,1587,https://seatgeek.com/venues/metlife-stadium/tickets,MetLife Stadium,"East Rutherford, NJ 07073",17,East Rutherford,40.8142,-74.0737,2015-09-12T14:14:07Z,FALSE,QRCODE_TM
FALSE,FALSE,FALSE,Dolphins at Bengals,,0.888,normal,nfl,2018-04-20T00:00:00,Miami Dolphins at Cincinnati Bengals,0.888,2018-04-20T00:47:40,FALSE,4347043,https://seatgeek.com/dolphins-at-bengals-tickets/10-7-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347043,2018-10-07T21:00:00,2018-10-07T17:00:00,2018-10-07T13:00:00,NA,730,102,49,107.567795,319,354,49,2018-08-24T21:16:15Z,FALSE,QRCODE,paul-brown-stadium,0,45202,US,1 Paul Brown Stadium,Paul Brown Stadium,OH,"Cincinnati, OH",515,America/New_York,0.86166537,TRUE,1124,https://seatgeek.com/venues/paul-brown-stadium/tickets,Paul Brown Stadium,"Cincinnati, OH 45202",7,Cincinnati,39.0961,-84.5177,2015-10-09T16:14:37Z,FALSE,QRCODE_TM
FALSE,FALSE,FALSE,Jaguars at Chiefs,,0.893,normal,nfl,2018-04-20T00:00:00,Jacksonville Jaguars at Kansas City Chiefs,0.895,2018-04-20T00:47:28,FALSE,4346983,https://seatgeek.com/jaguars-at-chiefs-tickets/10-7-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346983,2018-10-07T21:00:00,2018-10-07T17:00:00,2018-10-07T12:00:00,NA,1077,156,46,157.85553,504,706,49,2018-08-24T21:03:49Z,FALSE,QRCODE,arrowhead-stadium,0,64129,US,1 Arrowhead Drive,Arrowhead Stadium,MO,"Kansas City, MO",616,America/Chicago,0.8827867,TRUE,1128,https://seatgeek.com/venues/arrowhead-stadium/tickets,Arrowhead Stadium,"Kansas City, MO 64129",9,Kansas City,39.0489,-94.4839,2015-08-20T16:20:51Z,FALSE,QRCODE_TM
FALSE,FALSE,FALSE,Titans at Bills,,0.891,normal,nfl,2018-04-20T00:00:00,Tennessee Titans at Buffalo Bills,0.892,2018-04-20T00:47:44,FALSE,4347063,https://seatgeek.com/titans-at-bills-tickets/10-7-2018-orchard-park-new-york-new-era-field/nfl/4347063,2018-10-07T21:00:00,2018-10-07T17:00:00,2018-10-07T13:00:00,NA,948,119,57,138.3802,483,505,63,2018-08-24T21:16:26Z,FALSE,QRCODE,new-era-field,0,14127,US,1 Bills Drive,New Era Field,NY,"Orchard Park, NY",514,America/New_York,0.8815085,TRUE,1135,https://seatgeek.com/venues/new-era-field/tickets,New Era Field,"Orchard Park, NY 14127",7,Orchard Park,42.7737,-78.7874,2015-08-12T16:52:53Z,FALSE,QRCODE_TM
FALSE,FALSE,FALSE,Ravens at Browns,,0.885,normal,nfl,2018-04-20T00:00:00,Baltimore Ravens at Cleveland Browns,0.885,2018-04-20T00:47:31,FALSE,4346999,https://seatgeek.com/ravens-at-browns-tickets/10-7-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346999,2018-10-07T21:00:00,2018-10-07T17:00:00,2018-10-07T13:00:00,NA,1029,89,39,110.0688,641,625,40,2018-08-24T21:04:01Z,FALSE,QRCODE,firstenergy-stadium-15,0,44114,US,100 Alfred Lerner Way,FirstEnergy Stadium,OH,"Cleveland, OH",510,America/New_York,0.86852187,TRUE,1123,https://seatgeek.com/venues/firstenergy-stadium-15/tickets,FirstEnergy Stadium,"Cleveland, OH 44114",7,Cleveland,41.5065,-81.7,2015-11-11T20:55:31Z,FALSE,NONE
FALSE,FALSE,FALSE,Raiders at Chargers,,0.933,normal,nfl,2018-04-20T00:00:00,Oakland Raiders at Los Angeles Chargers,0.95,2018-04-20T00:47:52,FALSE,4347111,https://seatgeek.com/raiders-at-chargers-tickets/10-7-2018-carson-california-stubhub-center/nfl/4347111,2018-10-08T00:05:00,2018-10-07T20:05:00,2018-10-07T13:05:00,NA,555,332,216,361.5793,1039,435,216,2018-08-24T21:17:06Z,FALSE,QRCODE,stubhub-center,0,90746,US,18400 Avalon Blvd,StubHub Center,CA,"Carson, CA",803,America/Los_Angeles,0.7228164,TRUE,52,https://seatgeek.com/venues/stubhub-center/tickets,StubHub Center,"Carson, CA 90746",16,Carson,33.8643,-118.261,NA,NA,NA
FALSE,FALSE,FALSE,Cardinals at 49ers,,0.908,normal,nfl,2018-04-20T00:00:00,Arizona Cardinals at San Francisco 49ers,0.918,2018-04-20T00:47:53,FALSE,4347115,https://seatgeek.com/cardinals-at-49ers-tickets/10-7-2018-santa-clara-california-levi-s-stadium/nfl/4347115,2018-10-08T00:25:00,2018-10-07T20:25:00,2018-10-07T13:25:00,NA,1023,166,70,185.28085,1791,940,70,2018-09-05T19:47:23Z,FALSE,QRCODE,levi-s-stadium,0,95054,US,4900 Marie P DeBartolo Way,Levi's Stadium,CA,"Santa Clara, CA",0,America/Los_Angeles,0.95768774,TRUE,58670,https://seatgeek.com/venues/levi-s-stadium/tickets,Levi's Stadium,"Santa Clara, CA 95054",12,Santa Clara,37.4023,-121.969,2015-07-10T00:00:00Z,FALSE,QRCODE_TM
FALSE,FALSE,FALSE,Rams at Seahawks,,0.915,normal,nfl,2018-04-20T00:00:00,Los Angeles Rams at Seattle Seahawks,0.926,2018-04-20T00:47:56,FALSE,4347128,https://seatgeek.com/rams-at-seahawks-tickets/10-7-2018-seattle-washington-centurylink-field/nfl/4347128,2018-10-08T00:25:00,2018-10-07T20:25:00,2018-10-07T13:25:00,NA,486,362,169,387.40607,1019,165,169,2018-08-24T21:19:14Z,FALSE,QRCODE,centurylink-field,0,98134,US,800 Occidental Ave S,CenturyLink Field,WA,"Seattle, WA",819,America/Los_Angeles,0.87232786,TRUE,339,https://seatgeek.com/venues/centurylink-field/tickets,CenturyLink Field,"Seattle, WA 98134",18,Seattle,47.6,-122.33,2018-03-02T22:54:54Z,FALSE,QRCODE
FALSE,FALSE,FALSE,Vikings at Eagles,,0.938,normal,nfl,2018-04-20T00:00:00,Minnesota Vikings at Philadelphia Eagles,0.955,2018-04-20T00:47:26,FALSE,4346976,https://seatgeek.com/vikings-at-eagles-tickets/10-7-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4346976,2018-10-08T00:25:00,2018-10-07T20:25:00,2018-10-07T16:25:00,NA,900,386,148,463.05484,1217,310,244,2018-08-24T21:03:38Z,FALSE,QRCODE,lincoln-financial-field,0,19148,US,1020 Pattison Ave,Lincoln Financial Field,PA,"Philadelphia, PA",504,America/New_York,0.90542685999999994,TRUE,330,https://seatgeek.com/venues/lincoln-financial-field/tickets,Lincoln Financial Field,"Philadelphia, PA 19148",16,Philadelphia,39.9046,-75.1675,2015-07-10T00:00:00Z,FALSE,QRCODE_TM
FALSE,FALSE,FALSE,Cowboys at Texans,,0.95,normal,nfl,2018-04-20T00:00:00,Dallas Cowboys at Houston Texans,0.98,2018-04-20T00:47:36,FALSE,4347020,https://seatgeek.com/cowboys-at-texans-tickets/10-7-2018-houston-texas-nrg-stadium/nfl/4347020,2018-10-08T04:20:00,2018-10-08T00:20:00,2018-10-07T19:20:00,NA,869,648,235,1280.419,126804,413,235,2018-08-24T21:04:53Z,FALSE,QRCODE,nrg-stadium,0,77054,US,1 Reliant Park,NRG Stadium,TX,"Houston, TX",618,America/Chicago,0.8624192,TRUE,41,https://seatgeek.com/venues/nrg-stadium/tickets,NRG Stadium,"Houston, TX 77054",44,Houston,29.6847,-95.4107,2015-11-04T18:42:27Z,FALSE,QRCODE_TM
FALSE,FALSE,FALSE,Baltimore Ravens at A Purple Evening,,0.494,normal,sports,2018-08-03T00:00:00,Baltimore Ravens at A Purple Evening,0.348,2018-08-03T16:01:06,FALSE,4474093,https://seatgeek.com/baltimore-ravens-at-a-purple-evening-tickets/sport/2018-10-08-4-pm/4474093,2018-10-09T00:00:00,2018-10-08T20:00:00,2018-10-08T16:00:00,NA,2,253,NA,331.5,584,8,244,2015-08-04T00:00:00Z,FALSE,QRCODE_TM,m-t-bank-stadium,0,21230,US,1101 Russell St,M&T Bank Stadium,MD,"Baltimore, MD",512,America/New_York,0.8927189,TRUE,1121,https://seatgeek.com/venues/m-t-bank-stadium/tickets,M&T Bank Stadium,"Baltimore, MD 21230",8,Baltimore,39.2774,-76.623,2015-08-04T00:00:00Z,FALSE,QRCODE_TM
FALSE,FALSE,FALSE,Redskins at Saints,,0.891,normal,nfl,2018-04-20T00:00:00,Washington Redskins at New Orleans Saints,0.896,2018-04-20T00:47:25,TRUE,4346971,https://seatgeek.com/redskins-at-saints-tickets/10-8-2018-new-orleans-louisiana-mercedes-benz-superdome/nfl/4346971,2018-10-09T04:15:00,2018-10-09T00:15:00,2018-10-08T19:15:00,NA,1629,216,78,240.95515,5960,1583,78,2018-05-29T20:38:55Z,FALSE,QRCODE,mercedes-benz-superdome,0,70112,US,1500 Sugar Bowl Drive,Mercedes-Benz Superdome,LA,"New Orleans, LA",622,America/Chicago,0.8966978,TRUE,128,https://seatgeek.com/venues/mercedes-benz-superdome/tickets,Mercedes-Benz Superdome,"New Orleans, LA 70112",17,New Orleans,29.9515,-90.0786,2018-08-27T20:46:59Z,FALSE,QRCODE_TM
FALSE,FALSE,FALSE,Eagles at Giants,,0.937,normal,nfl,2018-04-20T00:00:00,Philadelphia Eagles at New York Giants,0.968,2018-04-20T00:47:14,FALSE,4346917,https://seatgeek.com/eagles-at-giants-tickets/10-11-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346917,2018-10-12T04:20:00,2018-10-12T00:20:00,2018-10-11T20:20:00,NA,1080,267,132,337.69382,1557,614,132,2018-08-24T21:52:02Z,FALSE,QRCODE,metlife-stadium,0,07073,US,1 MetLife Stadium Drive,MetLife Stadium,NJ,"East Rutherford, NJ",501,America/New_York,0.94873494,TRUE,1587,https://seatgeek.com/venues/metlife-stadium/tickets,MetLife Stadium,"East Rutherford, NJ 07073",17,East Rutherford,40.8142,-74.0737,2015-09-12T14:14:07Z,FALSE,QRCODE_TM
FALSE,FALSE,FALSE,Alabama State at South Alabama,,0.6,normal,ncaa_football,2017-12-21T00:00:00,Alabama State Hornets at South Alabama Jaguars Football,0.506,2017-12-21T15:00:36,FALSE,4192619,https://seatgeek.com/alabama-state-hornets-at-south-alabama-jaguars-football-tickets/ncaa-football/2018-10-13-4-pm/4192619,2018-10-14T01:00:00,2018-10-13T21:00:00,2018-10-13T16:00:00,NA,9,36,27,51.45,124,20,27,NA,NA,NA,ladd-peebles-stadium,0,36604,US,1621 Virginia St.,Ladd Peebles Stadium,AL,"Mobile, AL",686,America/Chicago,0.50177634,TRUE,3716,https://seatgeek.com/venues/ladd-peebles-stadium/tickets,Ladd Peebles Stadium,"Mobile, AL 36604",6,Mobile,30.6748,-88.0761,NA,NA,NA
FALSE,FALSE,FALSE,Steelers at Bengals,,0.9,normal,nfl,2018-04-20T00:00:00,Pittsburgh Steelers at Cincinnati Bengals,0.916,2018-04-20T00:47:40,FALSE,4347042,https://seatgeek.com/steelers-at-bengals-tickets/10-14-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347042,2018-10-14T21:00:00,2018-10-14T17:00:00,2018-10-14T13:00:00,NA,601,177,100,187.04834,603,331,101,2018-08-24T21:53:35Z,FALSE,QRCODE,paul-brown-stadium,0,45202,US,1 Paul Brown Stadium,Paul Brown Stadium,OH,"Cincinnati, OH",515,America/New_York,0.86166537,TRUE,1124,https://seatgeek.com/venues/paul-brown-stadium/tickets,Paul Brown Stadium,"Cincinnati, OH 45202",7,Cincinnati,39.0961,-84.5177,2015-10-09T16:14:37Z,FALSE,QRCODE_TM
