short_title,url,id,time_tbd,date_tbd,datetime_tbd,title,score,type,datetime_local,datetime_utc,description,status,popularity,is_open,announce_date,created_at,visible_until_utc,general_admission,average_price,lowest_price,highest_price,listing_count,lowest_price_good_deals,median_price,visible_listing_count,created_at,method,employee_only,url,id,postal_code,has_upcoming_events,extended_address,timezone,score,name,name_v2,state,slug,address,popularity,country,num_upcoming_events,metro_code,city,display_location,lon,lat,created_at,method,employee_only
Packers at Bears,https://seatgeek.com/packers-at-bears-tickets/12-16-2018-chicago-illinois-soldier-field/nfl/4347002,4347002,FALSE,FALSE,FALSE,Green Bay Packers at Chicago Bears,0.974,nfl,2018-12-16T12:00:00,2018-12-16T18:00:00,,normal,0.86,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:32,2018-12-16T22:00:00,NA,425.2807,157,2224,171,165,342,949,2018-08-24T21:53:42Z,QRCODE,FALSE,https://seatgeek.com/venues/soldier-field/tickets,31,60605,TRUE,"Chicago, IL 60605",America/Chicago,0.940013,Soldier Field,Soldier Field,IL,soldier-field,1410 S. Museum Campus Drive,0,US,10,602,Chicago,"Chicago, IL",-87.6159,41.8623,2018-06-02T00:44:08Z,NONE,FALSE
Buccaneers at Ravens,https://seatgeek.com/buccaneers-at-ravens-tickets/12-16-2018-baltimore-maryland-m-t-bank-stadium/nfl/4347066,4347066,FALSE,FALSE,FALSE,Tampa Bay Buccaneers at Baltimore Ravens,0.871,nfl,2018-12-16T13:00:00,2018-12-16T18:00:00,,normal,0.777,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:44,2018-12-16T22:00:00,NA,126.75899,40,607,751,40,97,1366,2018-08-24T21:53:42Z,QRCODE,FALSE,https://seatgeek.com/venues/m-t-bank-stadium/tickets,1121,21230,TRUE,"Baltimore, MD 21230",America/New_York,0.8927189,M&T Bank Stadium,M&T Bank Stadium,MD,m-t-bank-stadium,1101 Russell St,0,US,8,512,Baltimore,"Baltimore, MD",-76.623,39.2774,2015-08-04T00:00:00Z,QRCODE_TM,FALSE
Dolphins at Vikings,https://seatgeek.com/dolphins-at-vikings-tickets/12-16-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347144,4347144,FALSE,FALSE,FALSE,Miami Dolphins at Minnesota Vikings,0.934,nfl,2018-12-16T12:00:00,2018-12-16T18:00:00,,normal,0.834,FALSE,2018-04-20T00:00:00,2018-04-20T01:04:05,2018-12-16T22:00:00,NA,290.2118,100,17451,661,99,194,1025,2018-08-24T21:53:42Z,QRCODE,FALSE,https://seatgeek.com/venues/u-s-bank-stadium/tickets,218451,55415,TRUE,"Minneapolis, MN 55415",America/Chicago,0.88524246,U.S. Bank Stadium,U.S. Bank Stadium,MN,u-s-bank-stadium,401 Chicago Avenue,0,US,13,0,Minneapolis,"Minneapolis, MN",-93.26,44.97,2018-08-22T15:34:15Z,NONE,FALSE
Redskins at Jaguars,https://seatgeek.com/redskins-at-jaguars-tickets/12-16-2018-jacksonville-florida-everbank-field/nfl/4346945,4346945,FALSE,FALSE,FALSE,Washington Redskins at Jacksonville Jaguars,0.87,nfl,2018-12-16T13:00:00,2018-12-16T18:00:00,,normal,0.771,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:18,2018-12-16T22:00:00,NA,163.66617,63,653,659,70,128,883,2018-08-24T21:53:42Z,QRCODE,FALSE,https://seatgeek.com/venues/everbank-field/tickets,5178,32202,TRUE,"Jacksonville, FL 32202",America/New_York,0.83759147,EverBank Field,EverBank Field,FL,everbank-field,1 Everbank Field Dr,0,US,9,561,Jacksonville,"Jacksonville, FL",-81.6373,30.3239,2015-10-17T20:03:42Z,QRCODE_TM,FALSE
Raiders at Bengals,https://seatgeek.com/raiders-at-bengals-tickets/12-16-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347037,4347037,FALSE,FALSE,FALSE,Oakland Raiders at Cincinnati Bengals,0.907,nfl,2018-12-16T13:00:00,2018-12-16T18:00:00,,normal,0.803,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:39,2018-12-16T22:00:00,NA,122.030846,53,601,616,53,105,917,2018-08-24T21:53:42Z,QRCODE,FALSE,https://seatgeek.com/venues/paul-brown-stadium/tickets,1124,45202,TRUE,"Cincinnati, OH 45202",America/New_York,0.86166537,Paul Brown Stadium,Paul Brown Stadium,OH,paul-brown-stadium,1 Paul Brown Stadium,0,US,7,515,Cincinnati,"Cincinnati, OH",-84.5177,39.0961,2015-10-09T16:14:37Z,QRCODE_TM,FALSE
Titans at Giants,https://seatgeek.com/titans-at-giants-tickets/12-16-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346988,4346988,FALSE,FALSE,FALSE,Tennessee Titans at New York Giants,0.924,nfl,2018-12-16T13:00:00,2018-12-16T18:00:00,,normal,0.813,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:29,2018-12-16T22:00:00,NA,222.16888,80,1264,675,79,180,1436,2018-08-24T21:53:42Z,QRCODE,FALSE,https://seatgeek.com/venues/metlife-stadium/tickets,1587,07073,TRUE,"East Rutherford, NJ 07073",America/New_York,0.94873494,MetLife Stadium,MetLife Stadium,NJ,metlife-stadium,1 MetLife Stadium Drive,0,US,17,501,East Rutherford,"East Rutherford, NJ",-74.0737,40.8142,2015-09-12T14:14:07Z,QRCODE_TM,FALSE
Seahawks at 49ers,https://seatgeek.com/seahawks-at-49ers-tickets/12-16-2018-santa-clara-california-levi-s-stadium/nfl/4347122,4347122,FALSE,FALSE,FALSE,Seattle Seahawks at San Francisco 49ers,0.956,nfl,2018-12-16T13:05:00,2018-12-16T21:05:00,,normal,0.843,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:55,2018-12-17T01:05:00,NA,230.3773,98,2989,1084,88,195,1727,2018-08-24T21:53:42Z,QRCODE,FALSE,https://seatgeek.com/venues/levi-s-stadium/tickets,58670,95054,TRUE,"Santa Clara, CA 95054",America/Los_Angeles,0.95768774,Levi's Stadium,Levi's Stadium,CA,levi-s-stadium,4900 Marie P DeBartolo Way,0,US,12,0,Santa Clara,"Santa Clara, CA",-121.969,37.4023,2015-07-10T00:00:00Z,QRCODE_TM,FALSE
Patriots at Steelers,https://seatgeek.com/patriots-at-steelers-tickets/12-16-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347077,4347077,FALSE,FALSE,FALSE,New England Patriots at Pittsburgh Steelers,0.987,nfl,2018-12-16T16:25:00,2018-12-16T21:25:00,,normal,0.868,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:46,2018-12-17T01:25:00,NA,419.4123,201,1507,684,200,350,1180,2018-08-24T21:53:42Z,QRCODE,FALSE,https://seatgeek.com/venues/heinz-field/tickets,1119,15212,TRUE,"Pittsburgh, PA 15212",America/New_York,0.9033526,Heinz Field,Heinz Field,PA,heinz-field,100 Art Rooney Avenue,0,US,10,508,Pittsburgh,"Pittsburgh, PA",-80.0158,40.4468,2015-12-08T15:36:23Z,QRCODE_TM,FALSE
Eagles at Rams,https://seatgeek.com/eagles-at-rams-tickets/12-16-2018-los-angeles-california-los-angeles-memorial-coliseum-1/nfl/4346919,4346919,FALSE,FALSE,FALSE,Philadelphia Eagles at Los Angeles Rams,0.95,nfl,2018-12-16T17:20:00,2018-12-17T01:20:00,,normal,0.836,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:14,2018-12-17T05:20:00,NA,343.62698,108,1939,756,108,278,1417,2018-08-24T21:53:42Z,QRCODE,FALSE,https://seatgeek.com/venues/los-angeles-memorial-coliseum-1/tickets,51012,90037,TRUE,"Los Angeles, CA 90037",America/Los_Angeles,0.86898464,Los Angeles Memorial Coliseum,Los Angeles Memorial Coliseum,CA,los-angeles-memorial-coliseum-1,3911 S Figueroa St,0,US,11,0,Los Angeles,"Los Angeles, CA",-118.288,34.0138,2018-08-23T17:59:28Z,QRCODE,FALSE
Saints at Panthers,https://seatgeek.com/saints-at-panthers-tickets/12-17-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347035,4347035,FALSE,FALSE,FALSE,New Orleans Saints at Carolina Panthers,0.933,nfl,2018-12-17T20:15:00,2018-12-18T01:15:00,,normal,0.819,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:38,2018-12-18T05:15:00,NA,220.44922,78,1422,512,77,156,1054,2018-08-24T21:53:42Z,QRCODE,FALSE,https://seatgeek.com/venues/bank-of-america-stadium/tickets,1122,28202,TRUE,"Charlotte, NC 28202",America/New_York,0.8968222,Bank of America Stadium,Bank of America Stadium,NC,bank-of-america-stadium,800 South Mint Street,0,US,9,517,Charlotte,"Charlotte, NC",-80.8524,35.2243,2015-09-25T18:23:51Z,QRCODE_TM,FALSE
Redskins at Titans,https://seatgeek.com/redskins-at-titans-tickets/12-23-2018-nashville-tennessee-nissan-stadium/nfl/4346986,4346986,FALSE,FALSE,FALSE,Washington Redskins at Tennessee Titans,0.867,nfl,2018-12-23T12:00:00,2018-12-23T17:00:00,,normal,0.768,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:29,2018-12-23T21:00:00,NA,151.3873,40,788,630,40,137,1027,2018-08-24T21:53:43Z,QRCODE,FALSE,https://seatgeek.com/venues/nissan-stadium/tickets,1126,37213,TRUE,"Nashville, TN 37213",America/New_York,0.8546275,Nissan Stadium,Nissan Stadium,TN,nissan-stadium,1 Titans Way,0,US,14,659,Nashville,"Nashville, TN",-86.7713,36.1665,2015-10-19T15:09:39Z,NONE,FALSE
Bengals at Browns,https://seatgeek.com/bengals-at-browns-tickets/12-23-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346994,4346994,FALSE,FALSE,FALSE,Cincinnati Bengals at Cleveland Browns,0.888,nfl,2018-12-23T13:00:00,2018-12-23T18:00:00,,normal,0.786,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:31,2018-12-23T22:00:00,NA,93.3735,32,757,1328,29,74,1555,2018-08-24T21:53:43Z,QRCODE,FALSE,https://seatgeek.com/venues/firstenergy-stadium-15/tickets,1123,44114,TRUE,"Cleveland, OH 44114",America/New_York,0.86852187,FirstEnergy Stadium,FirstEnergy Stadium,OH,firstenergy-stadium-15,100 Alfred Lerner Way,0,US,7,510,Cleveland,"Cleveland, OH",-81.7,41.5065,2015-11-11T20:55:31Z,NONE,FALSE
Texans at Eagles,https://seatgeek.com/texans-at-eagles-tickets/12-23-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4347013,4347013,FALSE,FALSE,FALSE,Houston Texans at Philadelphia Eagles,0.923,nfl,2018-12-23T13:00:00,2018-12-23T18:00:00,,normal,0.809,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:35,2018-12-23T22:00:00,NA,341.98605,147,1339,574,104,289,1142,2018-08-24T21:53:43Z,QRCODE,FALSE,https://seatgeek.com/venues/lincoln-financial-field/tickets,330,19148,TRUE,"Philadelphia, PA 19148",America/New_York,0.90542685999999994,Lincoln Financial Field,Lincoln Financial Field,PA,lincoln-financial-field,1020 Pattison Ave,0,US,16,504,Philadelphia,"Philadelphia, PA",-75.1675,39.9046,2015-07-10T00:00:00Z,QRCODE_TM,FALSE
Vikings at Lions,https://seatgeek.com/vikings-at-lions-tickets/12-23-2018-detroit-michigan-ford-field/nfl/4347022,4347022,FALSE,FALSE,FALSE,Minnesota Vikings at Detroit Lions,0.964,nfl,2018-12-23T13:00:00,2018-12-23T18:00:00,,normal,0.853,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:36,2018-12-23T22:00:00,NA,207.79543,79,2392,699,74,176,917,2018-08-24T21:53:43Z,QRCODE,FALSE,https://seatgeek.com/venues/ford-field/tickets,346,48226,TRUE,"Detroit, MI 48226",America/Detroit,0.9029952,Ford Field,Ford Field,MI,ford-field,2000 Brush St.,0,US,9,505,Detroit,"Detroit, MI",-83.0459,42.34,2015-11-04T17:31:52Z,NONE,FALSE
Jaguars at Dolphins,https://seatgeek.com/jaguars-at-dolphins-tickets/12-23-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347085,4347085,FALSE,FALSE,FALSE,Jacksonville Jaguars at Miami Dolphins,0.887,nfl,2018-12-23T13:00:00,2018-12-23T18:00:00,,normal,0.769,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:48,2018-12-23T22:00:00,NA,152.11583,53,899,259,52,131,854,2018-08-24T21:53:43Z,QRCODE,FALSE,https://seatgeek.com/venues/hard-rock-stadium/tickets,29,33056,TRUE,"Miami Gardens, FL 33056",America/New_York,0.8378203,Hard Rock Stadium,Hard Rock Stadium,FL,hard-rock-stadium,347 Don Shula Dr.,0,US,38,528,Miami Gardens,"Miami Gardens, FL",-80.24,25.96,2017-10-03T18:58:44Z,NONE,FALSE
Packers at Jets,https://seatgeek.com/packers-at-jets-tickets/12-23-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346959,4346959,FALSE,FALSE,FALSE,Green Bay Packers at New York Jets,0.998,nfl,2018-12-23T13:00:00,2018-12-23T18:00:00,,normal,0.869,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:22,2018-12-23T22:00:00,NA,278.55444,103,1344,790,87,243,1098,2018-08-24T21:53:43Z,QRCODE,FALSE,https://seatgeek.com/venues/metlife-stadium/tickets,1587,07073,TRUE,"East Rutherford, NJ 07073",America/New_York,0.94873494,MetLife Stadium,MetLife Stadium,NJ,metlife-stadium,1 MetLife Stadium Drive,0,US,17,501,East Rutherford,"East Rutherford, NJ",-74.0737,40.8142,2015-09-12T14:14:07Z,QRCODE_TM,FALSE
Falcons at Panthers,https://seatgeek.com/falcons-at-panthers-tickets/12-23-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347046,4347046,FALSE,FALSE,FALSE,Atlanta Falcons at Carolina Panthers,0.924,nfl,2018-12-23T13:00:00,2018-12-23T18:00:00,,normal,0.811,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:41,2018-12-23T22:00:00,NA,231.24213,83,1132,603,83,172,1066,2018-08-24T21:53:43Z,QRCODE,FALSE,https://seatgeek.com/venues/bank-of-america-stadium/tickets,1122,28202,TRUE,"Charlotte, NC 28202",America/New_York,0.8968222,Bank of America Stadium,Bank of America Stadium,NC,bank-of-america-stadium,800 South Mint Street,0,US,9,517,Charlotte,"Charlotte, NC",-80.8524,35.2243,2015-09-25T18:23:51Z,QRCODE_TM,FALSE
Giants at Colts,https://seatgeek.com/giants-at-colts-tickets/12-23-2018-indianapolis-indiana-lucas-oil-stadium/nfl/4346954,4346954,FALSE,FALSE,FALSE,New York Giants at Indianapolis Colts,0.917,nfl,2018-12-23T13:00:00,2018-12-23T18:00:00,,normal,0.812,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:20,2018-12-23T22:00:00,NA,123.51098,35,1201,820,35,103,1018,2018-08-24T21:53:42Z,QRCODE,FALSE,https://seatgeek.com/venues/lucas-oil-stadium/tickets,1130,46225,TRUE,"Indianapolis, IN 46225",America/Indiana/Indianapolis,0.9071682,Lucas Oil Stadium,Lucas Oil Stadium,IN,lucas-oil-stadium,500 South Capitol Avenue,0,US,12,527,Indianapolis,"Indianapolis, IN",-86.1639,39.7601,2018-09-13T22:29:37Z,QRCODE_TM,FALSE
Bills at Patriots,https://seatgeek.com/bills-at-patriots-tickets/12-23-2018-foxborough-massachusetts-gillette-stadium/nfl/4347093,4347093,FALSE,FALSE,FALSE,Buffalo Bills at New England Patriots,0.951,nfl,2018-12-23T13:00:00,2018-12-23T18:00:00,,normal,0.845,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:50,2018-12-23T22:00:00,NA,358.5844,168,1114,308,168,284,757,2018-08-24T21:53:43Z,QRCODE,FALSE,https://seatgeek.com/venues/gillette-stadium/tickets,33,02035,TRUE,"Foxborough, MA 02035",America/New_York,0.8983344,Gillette Stadium,Gillette Stadium,MA,gillette-stadium,1 Patriot Place,0,US,15,506,Foxborough,"Foxborough, MA",-71.2674,42.0906,2018-08-22T15:36:58Z,NONE,FALSE
Buccaneers at Cowboys,https://seatgeek.com/buccaneers-at-cowboys-tickets/12-23-2018-arlington-texas-at-t-stadium/nfl/4327918,4327918,FALSE,FALSE,FALSE,Tampa Bay Buccaneers at Dallas Cowboys,0.982,nfl,2018-12-23T12:00:00,2018-12-23T18:00:00,,normal,0.85,TRUE,2018-04-05T00:00:00,2018-04-05T23:08:46,2018-12-23T22:00:00,NA,282.63785,27,4309,4393,27,224,2906,2018-04-17T22:02:33Z,QRCODE,FALSE,https://seatgeek.com/venues/at-t-stadium/tickets,4965,76011,TRUE,"Arlington, TX 76011",America/Chicago,0.9751414,AT&T Stadium,AT&T Stadium,TX,at-t-stadium,1 AT&T Way,0,US,21,623,Arlington,"Arlington, TX",-97.0957,32.7459,2018-04-17T22:02:33Z,QRCODE,FALSE
Rams at Cardinals,https://seatgeek.com/rams-at-cardinals-tickets/12-23-2018-glendale-arizona-state-farm-stadium/nfl/4347097,4347097,FALSE,FALSE,FALSE,Los Angeles Rams at Arizona Cardinals,0.929,nfl,2018-12-23T14:05:00,2018-12-23T21:05:00,,normal,0.82,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:50,2018-12-24T01:05:00,NA,133.93268,36,6034,1114,36,100,1441,2018-08-24T21:53:43Z,QRCODE,FALSE,https://seatgeek.com/venues/state-farm-stadium/tickets,43,85305,TRUE,"Glendale, AZ 85305",America/Phoenix,0.93402725,State Farm Stadium,State Farm Stadium,AZ,state-farm-stadium,1 Cardinals Drive,0,US,10,753,Glendale,"Glendale, AZ",-112.262,33.5294,2015-12-21T17:26:05Z,NONE,FALSE
Ravens at Chargers,https://seatgeek.com/ravens-at-chargers-tickets/12-23-2018-carson-california-stubhub-center/nfl/4347106,4347106,FALSE,FALSE,FALSE,Baltimore Ravens at Los Angeles Chargers,0.935,nfl,2018-12-23T13:05:00,2018-12-23T21:05:00,,normal,0.811,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:52,2018-12-24T01:05:00,NA,233.1088,130,648,432,127,200,540,2018-08-24T21:53:43Z,QRCODE,FALSE,https://seatgeek.com/venues/stubhub-center/tickets,52,90746,TRUE,"Carson, CA 90746",America/Los_Angeles,0.7228164,StubHub Center,StubHub Center,CA,stubhub-center,18400 Avalon Blvd,0,US,16,803,Carson,"Carson, CA",-118.261,33.8643,NA,NA,NA
Bears at 49ers,https://seatgeek.com/bears-at-49ers-tickets/12-23-2018-santa-clara-california-levi-s-stadium/nfl/4347116,4347116,FALSE,FALSE,FALSE,Chicago Bears at San Francisco 49ers,0.967,nfl,2018-12-23T13:05:00,2018-12-23T21:05:00,,normal,0.848,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:54,2018-12-24T01:05:00,NA,237.98071,92,2989,1141,92,219,1237,2018-08-24T21:53:43Z,QRCODE,FALSE,https://seatgeek.com/venues/levi-s-stadium/tickets,58670,95054,TRUE,"Santa Clara, CA 95054",America/Los_Angeles,0.95768774,Levi's Stadium,Levi's Stadium,CA,levi-s-stadium,4900 Marie P DeBartolo Way,0,US,12,0,Santa Clara,"Santa Clara, CA",-121.969,37.4023,2015-07-10T00:00:00Z,QRCODE_TM,FALSE
Steelers at Saints,https://seatgeek.com/steelers-at-saints-tickets/12-23-2018-new-orleans-louisiana-mercedes-benz-superdome/nfl/4346967,4346967,FALSE,FALSE,FALSE,Pittsburgh Steelers at New Orleans Saints,0.95,nfl,2018-12-23T15:25:00,2018-12-23T21:25:00,,normal,0.822,TRUE,2018-04-20T00:00:00,2018-04-20T00:47:24,2018-12-24T01:25:00,NA,362.2789,140,2400,1592,140,349,1431,2018-05-29T20:39:33Z,QRCODE,FALSE,https://seatgeek.com/venues/mercedes-benz-superdome/tickets,128,70112,TRUE,"New Orleans, LA 70112",America/Chicago,0.8966978,Mercedes-Benz Superdome,Mercedes-Benz Superdome,LA,mercedes-benz-superdome,1500 Sugar Bowl Drive,0,US,17,622,New Orleans,"New Orleans, LA",-90.0786,29.9515,2018-08-27T20:46:59Z,QRCODE_TM,FALSE
Chiefs at Seahawks,https://seatgeek.com/chiefs-at-seahawks-tickets/12-23-2018-seattle-washington-centurylink-field/nfl/4347121,4347121,FALSE,FALSE,FALSE,Kansas City Chiefs at Seattle Seahawks,0.93,nfl,2018-12-23T17:20:00,2018-12-24T01:20:00,,normal,0.816,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:55,2018-12-24T05:20:00,NA,337.9682,121,1166,409,121,309,884,2018-08-24T21:53:43Z,QRCODE,FALSE,https://seatgeek.com/venues/centurylink-field/tickets,339,98134,TRUE,"Seattle, WA 98134",America/Los_Angeles,0.87232786,CenturyLink Field,CenturyLink Field,WA,centurylink-field,800 Occidental Ave S,0,US,18,819,Seattle,"Seattle, WA",-122.33,47.6,2018-03-02T22:54:54Z,QRCODE,FALSE
Broncos at Raiders,https://seatgeek.com/broncos-at-raiders-tickets/12-24-2018-oakland-california-oakland-alameda-county-coliseum/nfl/4347150,4347150,FALSE,FALSE,FALSE,Denver Broncos at Oakland Raiders,0.923,nfl,2018-12-24T17:15:00,2018-12-25T01:15:00,,normal,0.802,FALSE,2018-04-20T00:00:00,2018-04-20T01:04:24,2018-12-25T05:15:00,NA,205.15,84,1306,700,84,196,1051,2018-08-24T21:53:43Z,QRCODE,FALSE,https://seatgeek.com/venues/oakland-alameda-county-coliseum/tickets,14,94621,TRUE,"Oakland, CA 94621",America/Los_Angeles,0.7817843,Oakland-Alameda County Coliseum,Oakland-Alameda County Coliseum,CA,oakland-alameda-county-coliseum,7000 Coliseum Way,0,US,24,807,Oakland,"Oakland, CA",-122.201,37.7469,2015-06-24T00:00:00Z,PDF417,FALSE
Colts at Titans,https://seatgeek.com/colts-at-titans-tickets/12-30-2018-nashville-tennessee-nissan-stadium/nfl/4346984,4346984,FALSE,FALSE,FALSE,Indianapolis Colts at Tennessee Titans,0.853,nfl,2018-12-30T12:00:00,2018-12-30T17:00:00,,normal,0.751,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:28,2018-12-30T21:00:00,NA,142.8377,34,720,647,34,118,1053,2018-08-24T21:53:43Z,QRCODE,FALSE,https://seatgeek.com/venues/nissan-stadium/tickets,1126,37213,TRUE,"Nashville, TN 37213",America/New_York,0.8546275,Nissan Stadium,Nissan Stadium,TN,nissan-stadium,1 Titans Way,0,US,14,659,Nashville,"Nashville, TN",-86.7713,36.1665,2015-10-19T15:09:39Z,NONE,FALSE
Browns at Ravens,https://seatgeek.com/browns-at-ravens-tickets/12-30-2018-baltimore-maryland-m-t-bank-stadium/nfl/4347065,4347065,FALSE,FALSE,FALSE,Cleveland Browns at Baltimore Ravens,0.832,nfl,2018-12-30T13:00:00,2018-12-30T18:00:00,,normal,0.733,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:44,2018-12-30T22:00:00,NA,123.854836,32,566,744,32,93,1357,2018-08-24T21:53:43Z,QRCODE,FALSE,https://seatgeek.com/venues/m-t-bank-stadium/tickets,1121,21230,TRUE,"Baltimore, MD 21230",America/New_York,0.8927189,M&T Bank Stadium,M&T Bank Stadium,MD,m-t-bank-stadium,1101 Russell St,0,US,8,512,Baltimore,"Baltimore, MD",-76.623,39.2774,2015-08-04T00:00:00Z,QRCODE_TM,FALSE
Eagles at Redskins,https://seatgeek.com/eagles-at-redskins-tickets/12-30-2018-landover-maryland-fedex-field/nfl/4346934,4346934,FALSE,FALSE,FALSE,Philadelphia Eagles at Washington Redskins,0.979,nfl,2018-12-30T13:00:00,2018-12-30T18:00:00,,normal,0.84,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:17,2018-12-30T22:00:00,NA,219.3072,117,1202,638,110,196,1069,2018-08-24T21:53:43Z,QRCODE,FALSE,https://seatgeek.com/venues/fedex-field/tickets,35,20785,TRUE,"Landover, MD 20785",America/New_York,0.9333444,FedEx Field,FedEx Field,MD,fedex-field,1600 Fedex Way,0,US,7,511,Landover,"Landover, MD",-76.8658,38.9071,2015-09-12T14:13:58Z,QRCODE_TM,FALSE
Jets at Patriots,https://seatgeek.com/jets-at-patriots-tickets/12-30-2018-foxborough-massachusetts-gillette-stadium/nfl/4347090,4347090,FALSE,FALSE,FALSE,New York Jets at New England Patriots,0.948,nfl,2018-12-30T13:00:00,2018-12-30T18:00:00,,normal,0.839,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:49,2018-12-30T22:00:00,NA,366.75266,181,1795,376,167,283,798,2018-08-24T21:53:43Z,QRCODE,FALSE,https://seatgeek.com/venues/gillette-stadium/tickets,33,02035,TRUE,"Foxborough, MA 02035",America/New_York,0.8983344,Gillette Stadium,Gillette Stadium,MA,gillette-stadium,1 Patriot Place,0,US,15,506,Foxborough,"Foxborough, MA",-71.2674,42.0906,2018-08-22T15:36:58Z,NONE,FALSE
Bengals at Steelers,https://seatgeek.com/bengals-at-steelers-tickets/12-30-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347076,4347076,FALSE,FALSE,FALSE,Cincinnati Bengals at Pittsburgh Steelers,0.889,nfl,2018-12-30T13:00:00,2018-12-30T18:00:00,,normal,0.771,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:46,2018-12-30T22:00:00,NA,206.77112,83,2225,900,83,167,1338,2018-08-24T21:53:43Z,QRCODE,FALSE,https://seatgeek.com/venues/heinz-field/tickets,1119,15212,TRUE,"Pittsburgh, PA 15212",America/New_York,0.9033526,Heinz Field,Heinz Field,PA,heinz-field,100 Art Rooney Avenue,0,US,10,508,Pittsburgh,"Pittsburgh, PA",-80.0158,40.4468,2015-12-08T15:36:23Z,QRCODE_TM,FALSE
Panthers at Saints,https://seatgeek.com/panthers-at-saints-tickets/12-30-2018-new-orleans-louisiana-mercedes-benz-superdome/nfl/4346966,4346966,FALSE,FALSE,FALSE,Carolina Panthers at New Orleans Saints,0.911,nfl,2018-12-30T12:00:00,2018-12-30T18:00:00,,normal,0.786,TRUE,2018-04-20T00:00:00,2018-04-20T00:47:23,2018-12-30T22:00:00,NA,247.00345,80,2400,1739,80,231,1721,2018-05-29T20:39:40Z,QRCODE,FALSE,https://seatgeek.com/venues/mercedes-benz-superdome/tickets,128,70112,TRUE,"New Orleans, LA 70112",America/Chicago,0.8966978,Mercedes-Benz Superdome,Mercedes-Benz Superdome,LA,mercedes-benz-superdome,1500 Sugar Bowl Drive,0,US,17,622,New Orleans,"New Orleans, LA",-90.0786,29.9515,2018-08-27T20:46:59Z,QRCODE_TM,FALSE
Dolphins at Bills,https://seatgeek.com/dolphins-at-bills-tickets/12-30-2018-orchard-park-new-york-new-era-field/nfl/4347056,4347056,FALSE,FALSE,FALSE,Miami Dolphins at Buffalo Bills,0.888,nfl,2018-12-30T13:00:00,2018-12-30T18:00:00,,normal,0.776,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:43,2018-12-30T22:00:00,NA,84.62353,17,584,1190,17,65,1461,2018-08-24T21:53:43Z,QRCODE,FALSE,https://seatgeek.com/venues/new-era-field/tickets,1135,14127,TRUE,"Orchard Park, NY 14127",America/New_York,0.8815085,New Era Field,New Era Field,NY,new-era-field,1 Bills Drive,0,US,7,514,Orchard Park,"Orchard Park, NY",-78.7874,42.7737,2015-08-12T16:52:53Z,QRCODE_TM,FALSE
