datetime_local,is_open,time_tbd,title,type,url,id,datetime_utc,description,score,short_title,popularity,created_at,announce_date,datetime_tbd,date_tbd,visible_until_utc,status,general_admission,median_price,visible_listing_count,highest_price,average_price,listing_count,lowest_price_good_deals,lowest_price,employee_only,created_at,method,address,url,state,id,num_upcoming_events,metro_code,score,popularity,has_upcoming_events,postal_code,city,slug,timezone,country,name_v2,name,display_location,extended_address,lon,lat,employee_only,created_at,method
2018-09-30T13:00:00,FALSE,FALSE,Houston Texans at Indianapolis Colts,nfl,https://seatgeek.com/texans-at-colts-tickets/9-30-2018-indianapolis-indiana-lucas-oil-stadium/nfl/4346962,4346962,2018-09-30T17:00:00,,0.817,Texans at Colts,0.891,2018-04-20T00:47:22,2018-04-20T00:00:00,FALSE,FALSE,2018-09-30T21:00:00,normal,NA,106,862,830,113.75614,529,29,30,FALSE,2018-08-24T20:46:39Z,QRCODE,500 South Capitol Avenue,https://seatgeek.com/venues/lucas-oil-stadium/tickets,IN,1130,14,527,0.9071682,0,TRUE,46225,Indianapolis,lucas-oil-stadium,America/Indiana/Indianapolis,US,Lucas Oil Stadium,Lucas Oil Stadium,"Indianapolis, IN","Indianapolis, IN 46225",-86.1639,39.7601,FALSE,2018-09-13T22:29:37Z,QRCODE_TM
2018-09-30T13:00:00,FALSE,FALSE,Miami Dolphins at New England Patriots,nfl,https://seatgeek.com/dolphins-at-patriots-tickets/9-30-2018-foxborough-massachusetts-gillette-stadium/nfl/4347092,4347092,2018-09-30T17:00:00,,0.909,Dolphins at Patriots,0.955,2018-04-20T00:47:49,2018-04-20T00:00:00,FALSE,FALSE,2018-09-30T21:00:00,normal,NA,371,256,1479,495.54117,85,247,247,FALSE,2018-08-24T20:51:36Z,QRCODE,1 Patriot Place,https://seatgeek.com/venues/gillette-stadium/tickets,MA,33,15,506,0.8983344,0,TRUE,02035,Foxborough,gillette-stadium,America/New_York,US,Gillette Stadium,Gillette Stadium,"Foxborough, MA","Foxborough, MA 02035",-71.2674,42.0906,FALSE,2018-08-22T15:36:58Z,NONE
2018-09-30T13:05:00,FALSE,FALSE,Seattle Seahawks at Arizona Cardinals,nfl,https://seatgeek.com/seahawks-at-cardinals-tickets/9-30-2018-glendale-arizona-state-farm-stadium/nfl/4347103,4347103,2018-09-30T20:05:00,,0.889,Seahawks at Cardinals,0.945,2018-04-20T00:47:51,2018-04-20T00:00:00,FALSE,FALSE,2018-10-01T00:05:00,normal,NA,92,1239,626,112.27803,446,25,31,FALSE,2018-09-05T19:57:48Z,QRCODE,1 Cardinals Drive,https://seatgeek.com/venues/state-farm-stadium/tickets,AZ,43,10,753,0.93402725,0,TRUE,85305,Glendale,state-farm-stadium,America/Phoenix,US,State Farm Stadium,State Farm Stadium,"Glendale, AZ","Glendale, AZ 85305",-112.262,33.5294,FALSE,2015-12-21T17:26:05Z,NONE
2018-09-30T13:05:00,FALSE,FALSE,Cleveland Browns at Oakland Raiders,nfl,https://seatgeek.com/browns-at-raiders-tickets/9-30-2018-oakland-california-oakland-alameda-county-coliseum/nfl/4347154,4347154,2018-09-30T20:05:00,,0.825,Browns at Raiders,0.898,2018-04-20T01:04:25,2018-04-20T00:00:00,FALSE,FALSE,2018-10-01T00:05:00,normal,NA,169,392,370,159.2562,242,81,81,FALSE,2018-08-24T20:56:48Z,QRCODE,7000 Coliseum Way,https://seatgeek.com/venues/oakland-alameda-county-coliseum/tickets,CA,14,21,807,0.7817843,0,TRUE,94621,Oakland,oakland-alameda-county-coliseum,America/Los_Angeles,US,Oakland-Alameda County Coliseum,Oakland-Alameda County Coliseum,"Oakland, CA","Oakland, CA 94621",-122.201,37.7469,FALSE,2015-06-24T00:00:00Z,PDF417
2018-09-30T13:25:00,FALSE,FALSE,San Francisco 49ers at Los Angeles Chargers,nfl,https://seatgeek.com/49ers-at-chargers-tickets/9-30-2018-carson-california-stubhub-center/nfl/4347112,4347112,2018-09-30T20:25:00,,0.904,49ers at Chargers,0.959,2018-04-20T00:47:52,2018-04-20T00:00:00,FALSE,FALSE,2018-10-01T00:25:00,normal,NA,258,313,496,261.67346,245,166,152,FALSE,2018-08-24T20:52:20Z,QRCODE,18400 Avalon Blvd,https://seatgeek.com/venues/stubhub-center/tickets,CA,52,14,803,0.7228164,0,TRUE,90746,Carson,stubhub-center,America/Los_Angeles,US,StubHub Center,StubHub Center,"Carson, CA","Carson, CA 90746",-118.261,33.8643,NA,NA,NA
2018-09-30T16:25:00,FALSE,FALSE,New Orleans Saints at New York Giants,nfl,https://seatgeek.com/saints-at-giants-tickets/9-30-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346972,4346972,2018-09-30T20:25:00,,0.914,Saints at Giants,0.968,2018-04-20T00:47:25,2018-04-20T00:00:00,FALSE,FALSE,2018-10-01T00:25:00,normal,NA,248,396,1132,326.48743,199,126,126,FALSE,2018-08-24T20:47:31Z,QRCODE,1 MetLife Stadium Drive,https://seatgeek.com/venues/metlife-stadium/tickets,NJ,1587,16,501,0.94873494,0,TRUE,07073,East Rutherford,metlife-stadium,America/New_York,US,MetLife Stadium,MetLife Stadium,"East Rutherford, NJ","East Rutherford, NJ 07073",-74.0737,40.8142,FALSE,2015-09-12T14:14:07Z,QRCODE_TM
2018-09-30T20:20:00,FALSE,FALSE,Baltimore Ravens at Pittsburgh Steelers,nfl,https://seatgeek.com/ravens-at-steelers-tickets/9-30-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347080,4347080,2018-10-01T00:20:00,,0.88,Ravens at Steelers,0.928,2018-04-20T00:47:47,2018-04-20T00:00:00,FALSE,FALSE,2018-10-01T04:20:00,normal,NA,231,390,1203,254.90588,170,102,102,FALSE,2018-08-24T20:51:27Z,QRCODE,100 Art Rooney Avenue,https://seatgeek.com/venues/heinz-field/tickets,PA,1119,10,508,0.9033526,0,TRUE,15212,Pittsburgh,heinz-field,America/New_York,US,Heinz Field,Heinz Field,"Pittsburgh, PA","Pittsburgh, PA 15212",-80.0158,40.4468,FALSE,2015-12-08T15:36:23Z,QRCODE_TM
2018-10-01T18:15:00,FALSE,FALSE,Kansas City Chiefs at Denver Broncos,nfl,https://seatgeek.com/chiefs-at-broncos-tickets/10-1-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347139,4347139,2018-10-02T00:15:00,,0.866,Chiefs at Broncos,0.918,2018-04-20T01:04:05,2018-04-20T00:00:00,FALSE,FALSE,2018-10-02T04:15:00,normal,NA,274,388,1150,324.2619,84,139,139,FALSE,2018-08-24T20:57:25Z,QRCODE,1701 Bryant St.,https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets,CO,1131,7,751,0.9028296,0,TRUE,80204,Denver,sports-authority-field-at-mile-high,America/Denver,US,Sports Authority Field at Mile High,Sports Authority Field at Mile High,"Denver, CO","Denver, CO 80204",-105.02,39.74,FALSE,2015-08-07T18:39:02Z,QRCODE_TM
2018-10-04T20:20:00,FALSE,FALSE,Indianapolis Colts at New England Patriots,nfl,https://seatgeek.com/colts-at-patriots-tickets/10-4-2018-foxborough-massachusetts-gillette-stadium/nfl/4347096,4347096,2018-10-05T00:20:00,,0.902,Colts at Patriots,0.918,2018-04-20T00:47:50,2018-04-20T00:00:00,FALSE,FALSE,2018-10-05T04:20:00,normal,NA,194,563,194,194,1,146,194,FALSE,2018-08-24T21:03:24Z,QRCODE,1 Patriot Place,https://seatgeek.com/venues/gillette-stadium/tickets,MA,33,15,506,0.8983344,0,TRUE,02035,Foxborough,gillette-stadium,America/New_York,US,Gillette Stadium,Gillette Stadium,"Foxborough, MA","Foxborough, MA 02035",-71.2674,42.0906,FALSE,2018-08-22T15:36:58Z,NONE
2018-10-06T15:30:00,FALSE,FALSE,South Alabama Jaguars at Georgia Southern Eagles Football,ncaa_football,https://seatgeek.com/south-alabama-jaguars-at-georgia-southern-eagles-football-tickets/ncaa-football/2018-10-06-3-30-pm/4281989,4281989,2018-10-06T19:30:00,,0.578,South Alabama at Georgia Southern,0.682,2018-02-28T15:00:17,2018-02-28T00:00:00,FALSE,FALSE,2018-10-06T23:30:00,normal,NA,42,14,69,45.42105,19,NA,28,NA,NA,NA,225 Lanier Drive,https://seatgeek.com/venues/allen-e-paulson-stadium/tickets,GA,2352,4,507,0.41380084,0,TRUE,30460,Statesboro,allen-e-paulson-stadium,America/New_York,US,Allen E. Paulson Stadium,Allen E. Paulson Stadium,"Statesboro, GA","Statesboro, GA 30460",-81.7832,32.4488,NA,NA,NA
2018-10-07T13:00:00,FALSE,FALSE,Atlanta Falcons at Pittsburgh Steelers,nfl,https://seatgeek.com/falcons-at-steelers-tickets/10-7-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347079,4347079,2018-10-07T17:00:00,,0.883,Falcons at Steelers,0.899,2018-04-20T00:47:47,2018-04-20T00:00:00,FALSE,FALSE,2018-10-07T21:00:00,normal,NA,365,475,1084,405.04184,239,148,148,FALSE,2018-08-24T21:16:40Z,QRCODE,100 Art Rooney Avenue,https://seatgeek.com/venues/heinz-field/tickets,PA,1119,10,508,0.9033526,0,TRUE,15212,Pittsburgh,heinz-field,America/New_York,US,Heinz Field,Heinz Field,"Pittsburgh, PA","Pittsburgh, PA 15212",-80.0158,40.4468,FALSE,2015-12-08T15:36:23Z,QRCODE_TM
2018-10-07T13:00:00,FALSE,FALSE,New York Giants at Carolina Panthers,nfl,https://seatgeek.com/giants-at-panthers-tickets/10-7-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347032,4347032,2018-10-07T17:00:00,,0.9,Giants at Panthers,0.916,2018-04-20T00:47:38,2018-04-20T00:00:00,FALSE,FALSE,2018-10-07T21:00:00,normal,NA,261,464,1138,322.86398,272,162,156,FALSE,2018-08-24T21:15:58Z,QRCODE,800 South Mint Street,https://seatgeek.com/venues/bank-of-america-stadium/tickets,NC,1122,8,517,0.8968222,0,TRUE,28202,Charlotte,bank-of-america-stadium,America/New_York,US,Bank of America Stadium,Bank of America Stadium,"Charlotte, NC","Charlotte, NC 28202",-80.8524,35.2243,FALSE,2015-09-25T18:23:51Z,QRCODE_TM
2018-10-07T13:00:00,FALSE,FALSE,Green Bay Packers at Detroit Lions,nfl,https://seatgeek.com/packers-at-lions-tickets/10-7-2018-detroit-michigan-ford-field/nfl/4347027,4347027,2018-10-07T17:00:00,,0.911,Packers at Lions,0.924,2018-04-20T00:47:37,2018-04-20T00:00:00,FALSE,FALSE,2018-10-07T21:00:00,normal,NA,194,618,2386,225.8137,365,123,132,FALSE,2018-08-24T21:05:06Z,QRCODE,2000 Brush St.,https://seatgeek.com/venues/ford-field/tickets,MI,346,11,505,0.9029952,0,TRUE,48226,Detroit,ford-field,America/Detroit,US,Ford Field,Ford Field,"Detroit, MI","Detroit, MI 48226",-83.0459,42.34,FALSE,2015-11-04T17:31:52Z,NONE
2018-10-07T13:00:00,FALSE,FALSE,Denver Broncos at New York Jets,nfl,https://seatgeek.com/broncos-at-jets-tickets/10-7-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4347011,4347011,2018-10-07T17:00:00,,0.915,Broncos at Jets,0.928,2018-04-20T00:47:34,2018-04-20T00:00:00,FALSE,FALSE,2018-10-07T21:00:00,normal,NA,153,1002,783,179.26572,636,57,57,FALSE,2018-09-05T19:53:41Z,QRCODE,1 MetLife Stadium Drive,https://seatgeek.com/venues/metlife-stadium/tickets,NJ,1587,16,501,0.94873494,0,TRUE,07073,East Rutherford,metlife-stadium,America/New_York,US,MetLife Stadium,MetLife Stadium,"East Rutherford, NJ","East Rutherford, NJ 07073",-74.0737,40.8142,FALSE,2015-09-12T14:14:07Z,QRCODE_TM
2018-10-07T13:00:00,FALSE,FALSE,Miami Dolphins at Cincinnati Bengals,nfl,https://seatgeek.com/dolphins-at-bengals-tickets/10-7-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347043,4347043,2018-10-07T17:00:00,,0.842,Dolphins at Bengals,0.873,2018-04-20T00:47:40,2018-04-20T00:00:00,FALSE,FALSE,2018-10-07T21:00:00,normal,NA,102,673,429,106.593285,268,51,51,FALSE,2018-08-24T21:16:15Z,QRCODE,1 Paul Brown Stadium,https://seatgeek.com/venues/paul-brown-stadium/tickets,OH,1124,7,515,0.86166537,0,TRUE,45202,Cincinnati,paul-brown-stadium,America/New_York,US,Paul Brown Stadium,Paul Brown Stadium,"Cincinnati, OH","Cincinnati, OH 45202",-84.5177,39.0961,FALSE,2015-10-09T16:14:37Z,QRCODE_TM
2018-10-07T13:00:00,FALSE,FALSE,Tennessee Titans at Buffalo Bills,nfl,https://seatgeek.com/titans-at-bills-tickets/10-7-2018-orchard-park-new-york-new-era-field/nfl/4347063,4347063,2018-10-07T17:00:00,,0.848,Titans at Bills,0.873,2018-04-20T00:47:44,2018-04-20T00:00:00,FALSE,FALSE,2018-10-07T21:00:00,normal,NA,112,745,441,131.51811,359,63,67,FALSE,2018-08-24T21:16:26Z,QRCODE,1 Bills Drive,https://seatgeek.com/venues/new-era-field/tickets,NY,1135,7,514,0.8815085,0,TRUE,14127,Orchard Park,new-era-field,America/New_York,US,New Era Field,New Era Field,"Orchard Park, NY","Orchard Park, NY 14127",-78.7874,42.7737,FALSE,2015-08-12T16:52:53Z,QRCODE_TM
2018-10-07T13:00:00,FALSE,FALSE,Baltimore Ravens at Cleveland Browns,nfl,https://seatgeek.com/ravens-at-browns-tickets/10-7-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346999,4346999,2018-10-07T17:00:00,,0.84,Ravens at Browns,0.871,2018-04-20T00:47:31,2018-04-20T00:00:00,FALSE,FALSE,2018-10-07T21:00:00,normal,NA,116,742,994,150.66383,470,69,71,FALSE,2018-08-24T21:04:01Z,QRCODE,100 Alfred Lerner Way,https://seatgeek.com/venues/firstenergy-stadium-15/tickets,OH,1123,6,510,0.86852187,0,TRUE,44114,Cleveland,firstenergy-stadium-15,America/New_York,US,FirstEnergy Stadium,FirstEnergy Stadium,"Cleveland, OH","Cleveland, OH 44114",-81.7,41.5065,FALSE,2015-11-11T20:55:31Z,NONE
2018-10-07T12:00:00,FALSE,FALSE,Jacksonville Jaguars at Kansas City Chiefs,nfl,https://seatgeek.com/jaguars-at-chiefs-tickets/10-7-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346983,4346983,2018-10-07T17:00:00,,0.859,Jaguars at Chiefs,0.883,2018-04-20T00:47:28,2018-04-20T00:00:00,FALSE,FALSE,2018-10-07T21:00:00,normal,NA,143,976,382,153.50589,255,73,73,FALSE,2018-08-24T21:03:49Z,QRCODE,1 Arrowhead Drive,https://seatgeek.com/venues/arrowhead-stadium/tickets,MO,1128,8,616,0.8827867,0,TRUE,64129,Kansas City,arrowhead-stadium,America/Chicago,US,Arrowhead Stadium,Arrowhead Stadium,"Kansas City, MO","Kansas City, MO 64129",-94.4839,39.0489,FALSE,2015-08-20T16:20:51Z,QRCODE_TM
2018-10-07T13:05:00,FALSE,FALSE,Oakland Raiders at Los Angeles Chargers,nfl,https://seatgeek.com/raiders-at-chargers-tickets/10-7-2018-carson-california-stubhub-center/nfl/4347111,4347111,2018-10-07T20:05:00,,0.887,Raiders at Chargers,0.907,2018-04-20T00:47:52,2018-04-20T00:00:00,FALSE,FALSE,2018-10-08T00:05:00,normal,NA,281,534,721,313.7573,412,220,225,FALSE,2018-08-24T21:17:06Z,QRCODE,18400 Avalon Blvd,https://seatgeek.com/venues/stubhub-center/tickets,CA,52,14,803,0.7228164,0,TRUE,90746,Carson,stubhub-center,America/Los_Angeles,US,StubHub Center,StubHub Center,"Carson, CA","Carson, CA 90746",-118.261,33.8643,NA,NA,NA
2018-10-07T13:25:00,FALSE,FALSE,Arizona Cardinals at San Francisco 49ers,nfl,https://seatgeek.com/cardinals-at-49ers-tickets/10-7-2018-santa-clara-california-levi-s-stadium/nfl/4347115,4347115,2018-10-07T20:25:00,,0.868,Cardinals at 49ers,0.889,2018-04-20T00:47:53,2018-04-20T00:00:00,FALSE,FALSE,2018-10-08T00:25:00,normal,NA,140,892,718,155.34248,692,48,48,FALSE,2018-09-05T19:47:23Z,QRCODE,4900 Marie P DeBartolo Way,https://seatgeek.com/venues/levi-s-stadium/tickets,CA,58670,13,0,0.95768774,0,TRUE,95054,Santa Clara,levi-s-stadium,America/Los_Angeles,US,Levi's Stadium,Levi's Stadium,"Santa Clara, CA","Santa Clara, CA 95054",-121.969,37.4023,FALSE,2015-07-10T00:00:00Z,QRCODE_TM
2018-10-07T13:25:00,FALSE,FALSE,Los Angeles Rams at Seattle Seahawks,nfl,https://seatgeek.com/rams-at-seahawks-tickets/10-7-2018-seattle-washington-centurylink-field/nfl/4347128,4347128,2018-10-07T20:25:00,,0.873,Rams at Seahawks,0.893,2018-04-20T00:47:56,2018-04-20T00:00:00,FALSE,FALSE,2018-10-08T00:25:00,normal,NA,349,473,843,359.96054,152,162,162,FALSE,2018-08-24T21:19:14Z,QRCODE,800 Occidental Ave S,https://seatgeek.com/venues/centurylink-field/tickets,WA,339,12,819,0.87232786,0,TRUE,98134,Seattle,centurylink-field,America/Los_Angeles,US,CenturyLink Field,CenturyLink Field,"Seattle, WA","Seattle, WA 98134",-122.33,47.6,FALSE,2018-03-02T22:54:54Z,QRCODE
2018-10-07T16:25:00,FALSE,FALSE,Minnesota Vikings at Philadelphia Eagles,nfl,https://seatgeek.com/vikings-at-eagles-tickets/10-7-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4346976,4346976,2018-10-07T20:25:00,,0.906,Vikings at Eagles,0.919,2018-04-20T00:47:26,2018-04-20T00:00:00,FALSE,FALSE,2018-10-08T00:25:00,normal,NA,380,759,1052,438.66794,262,115,115,FALSE,2018-08-24T21:03:38Z,QRCODE,1020 Pattison Ave,https://seatgeek.com/venues/lincoln-financial-field/tickets,PA,330,15,504,0.90542685999999994,0,TRUE,19148,Philadelphia,lincoln-financial-field,America/New_York,US,Lincoln Financial Field,Lincoln Financial Field,"Philadelphia, PA","Philadelphia, PA 19148",-75.1675,39.9046,FALSE,2015-07-10T00:00:00Z,QRCODE_TM
2018-10-07T19:20:00,FALSE,FALSE,Dallas Cowboys at Houston Texans,nfl,https://seatgeek.com/cowboys-at-texans-tickets/10-7-2018-houston-texas-nrg-stadium/nfl/4347020,4347020,2018-10-08T00:20:00,,0.926,Cowboys at Texans,0.933,2018-04-20T00:47:36,2018-04-20T00:00:00,FALSE,FALSE,2018-10-08T04:20:00,normal,NA,477,748,1575,527.8038,423,250,259,FALSE,2018-08-24T21:04:53Z,QRCODE,1 Reliant Park,https://seatgeek.com/venues/nrg-stadium/tickets,TX,41,47,618,0.8624192,0,TRUE,77054,Houston,nrg-stadium,America/Chicago,US,NRG Stadium,NRG Stadium,"Houston, TX","Houston, TX 77054",-95.4107,29.6847,FALSE,2015-11-04T18:42:27Z,QRCODE_TM
2018-10-08T16:00:00,FALSE,FALSE,Baltimore Ravens at A Purple Evening,sports,https://seatgeek.com/baltimore-ravens-at-a-purple-evening-tickets/sport/2018-10-08-4-pm/4474093,4474093,2018-10-08T20:00:00,,0.341,Baltimore Ravens at A Purple Evening,0.532,2018-08-03T16:01:06,2018-08-03T00:00:00,FALSE,FALSE,2018-10-09T00:00:00,normal,NA,246,4,584,245.16667,12,NA,65,FALSE,2015-08-04T00:00:00Z,QRCODE_TM,1101 Russell St,https://seatgeek.com/venues/m-t-bank-stadium/tickets,MD,1121,7,512,0.8927189,0,TRUE,21230,Baltimore,m-t-bank-stadium,America/New_York,US,M&T Bank Stadium,M&T Bank Stadium,"Baltimore, MD","Baltimore, MD 21230",-76.623,39.2774,FALSE,2015-08-04T00:00:00Z,QRCODE_TM
2018-10-08T19:15:00,TRUE,FALSE,Washington Redskins at New Orleans Saints,nfl,https://seatgeek.com/redskins-at-saints-tickets/10-8-2018-new-orleans-louisiana-mercedes-benz-superdome/nfl/4346971,4346971,2018-10-09T00:15:00,,0.843,Redskins at Saints,0.871,2018-04-20T00:47:25,2018-04-20T00:00:00,FALSE,FALSE,2018-10-09T04:15:00,normal,NA,212,1407,5942,238.04175,1509,83,83,FALSE,2018-05-29T20:38:55Z,QRCODE,1500 Sugar Bowl Drive,https://seatgeek.com/venues/mercedes-benz-superdome/tickets,LA,128,17,622,0.8966978,0,TRUE,70112,New Orleans,mercedes-benz-superdome,America/Chicago,US,Mercedes-Benz Superdome,Mercedes-Benz Superdome,"New Orleans, LA","New Orleans, LA 70112",-90.0786,29.9515,FALSE,2018-08-27T20:46:59Z,QRCODE_TM
2018-10-11T20:20:00,FALSE,FALSE,Philadelphia Eagles at New York Giants,nfl,https://seatgeek.com/eagles-at-giants-tickets/10-11-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346917,4346917,2018-10-12T00:20:00,,0.915,Eagles at Giants,0.915,2018-04-20T00:47:14,2018-04-20T00:00:00,FALSE,FALSE,2018-10-12T04:20:00,normal,NA,266,884,1547,332.21295,479,143,145,FALSE,2018-08-24T21:52:02Z,QRCODE,1 MetLife Stadium Drive,https://seatgeek.com/venues/metlife-stadium/tickets,NJ,1587,16,501,0.94873494,0,TRUE,07073,East Rutherford,metlife-stadium,America/New_York,US,MetLife Stadium,MetLife Stadium,"East Rutherford, NJ","East Rutherford, NJ 07073",-74.0737,40.8142,FALSE,2015-09-12T14:14:07Z,QRCODE_TM
2018-10-13T16:00:00,FALSE,FALSE,Alabama State Hornets at South Alabama Jaguars Football,ncaa_football,https://seatgeek.com/alabama-state-hornets-at-south-alabama-jaguars-football-tickets/ncaa-football/2018-10-13-4-pm/4192619,4192619,2018-10-13T21:00:00,,0.477,Alabama State at South Alabama,0.598,2017-12-21T15:00:36,2017-12-21T00:00:00,FALSE,FALSE,2018-10-14T01:00:00,normal,NA,36,6,85,43.5,12,21,21,NA,NA,NA,1621 Virginia St.,https://seatgeek.com/venues/ladd-peebles-stadium/tickets,AL,3716,5,686,0.50177634,0,TRUE,36604,Mobile,ladd-peebles-stadium,America/Chicago,US,Ladd Peebles Stadium,Ladd Peebles Stadium,"Mobile, AL","Mobile, AL 36604",-88.0761,30.6748,NA,NA,NA
2018-10-14T13:00:00,FALSE,FALSE,Tampa Bay Buccaneers at Atlanta Falcons,nfl,https://seatgeek.com/buccaneers-at-falcons-tickets/10-14-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347051,4347051,2018-10-14T17:00:00,,0.87,Buccaneers at Falcons,0.877,2018-04-20T00:47:42,2018-04-20T00:00:00,FALSE,FALSE,2018-10-14T21:00:00,normal,NA,194,1027,1096,216.32353,782,77,78,FALSE,2018-08-24T21:53:35Z,QRCODE,441 M.L.K. Jr Dr NW,https://seatgeek.com/venues/mercedes-benz-stadium/tickets,GA,419590,19,0,0.76958936,0,TRUE,30313,Atlanta,mercedes-benz-stadium,America/New_York,US,Mercedes-Benz Stadium,Mercedes-Benz Stadium,"Atlanta, GA","Atlanta, GA 30313",-84.4,33.76,FALSE,2018-08-23T20:14:46Z,QRCODE
2018-10-14T13:00:00,FALSE,FALSE,Indianapolis Colts at New York Jets,nfl,https://seatgeek.com/colts-at-jets-tickets/10-14-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346961,4346961,2018-10-14T17:00:00,,0.906,Colts at Jets,0.904,2018-04-20T00:47:22,2018-04-20T00:00:00,FALSE,FALSE,2018-10-14T21:00:00,normal,NA,139,1083,742,164.01994,652,52,52,FALSE,2018-08-24T21:52:02Z,QRCODE,1 MetLife Stadium Drive,https://seatgeek.com/venues/metlife-stadium/tickets,NJ,1587,16,501,0.94873494,0,TRUE,07073,East Rutherford,metlife-stadium,America/New_York,US,MetLife Stadium,MetLife Stadium,"East Rutherford, NJ","East Rutherford, NJ 07073",-74.0737,40.8142,FALSE,2015-09-12T14:14:07Z,QRCODE_TM
2018-10-14T13:00:00,FALSE,FALSE,Pittsburgh Steelers at Cincinnati Bengals,nfl,https://seatgeek.com/steelers-at-bengals-tickets/10-14-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347042,4347042,2018-10-14T17:00:00,,0.871,Steelers at Bengals,0.878,2018-04-20T00:47:40,2018-04-20T00:00:00,FALSE,FALSE,2018-10-14T21:00:00,normal,NA,196,585,1168,206.29448,326,110,109,FALSE,2018-08-24T21:53:35Z,QRCODE,1 Paul Brown Stadium,https://seatgeek.com/venues/paul-brown-stadium/tickets,OH,1124,7,515,0.86166537,0,TRUE,45202,Cincinnati,paul-brown-stadium,America/New_York,US,Paul Brown Stadium,Paul Brown Stadium,"Cincinnati, OH","Cincinnati, OH 45202",-84.5177,39.0961,FALSE,2015-10-09T16:14:37Z,QRCODE_TM
2018-10-14T13:00:00,FALSE,FALSE,Chicago Bears at Miami Dolphins,nfl,https://seatgeek.com/bears-at-dolphins-tickets/10-14-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347081,4347081,2018-10-14T17:00:00,,0.877,Bears at Dolphins,0.883,2018-04-20T00:47:47,2018-04-20T00:00:00,FALSE,FALSE,2018-10-14T21:00:00,normal,NA,227,821,11581,378.2195,82,83,112,FALSE,2018-08-24T21:53:35Z,QRCODE,347 Don Shula Dr.,https://seatgeek.com/venues/hard-rock-stadium/tickets,FL,29,36,528,0.8378203,0,TRUE,33056,Miami Gardens,hard-rock-stadium,America/New_York,US,Hard Rock Stadium,Hard Rock Stadium,"Miami Gardens, FL","Miami Gardens, FL 33056",-80.24,25.96,FALSE,2017-10-03T18:58:44Z,NONE
2018-10-14T12:00:00,FALSE,FALSE,Buffalo Bills at Houston Texans,nfl,https://seatgeek.com/bills-at-texans-tickets/10-14-2018-houston-texas-nrg-stadium/nfl/4347019,4347019,2018-10-14T17:00:00,,0.851,Bills at Texans,0.862,2018-04-20T00:47:36,2018-04-20T00:00:00,FALSE,FALSE,2018-10-14T21:00:00,normal,NA,146,1023,585,166.37688,597,45,45,FALSE,2018-08-24T21:53:35Z,QRCODE,1 Reliant Park,https://seatgeek.com/venues/nrg-stadium/tickets,TX,41,47,618,0.8624192,0,TRUE,77054,Houston,nrg-stadium,America/Chicago,US,NRG Stadium,NRG Stadium,"Houston, TX","Houston, TX 77054",-95.4107,29.6847,FALSE,2015-11-04T18:42:27Z,QRCODE_TM
2018-10-14T12:00:00,FALSE,FALSE,Arizona Cardinals at Minnesota Vikings,nfl,https://seatgeek.com/cardinals-at-vikings-tickets/10-14-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347145,4347145,2018-10-14T17:00:00,,0.864,Cardinals at Vikings,0.873,2018-04-20T01:04:06,2018-04-20T00:00:00,FALSE,FALSE,2018-10-14T21:00:00,normal,NA,269,579,1198,313.9221,385,104,106,FALSE,2018-08-24T21:53:38Z,QRCODE,900 South 5th Street,https://seatgeek.com/venues/u-s-bank-stadium/tickets,MN,218451,15,0,0.88524246,0,TRUE,55415,Minneapolis,u-s-bank-stadium,America/Chicago,US,U.S. Bank Stadium,U.S. Bank Stadium,"Minneapolis, MN","Minneapolis, MN 55415",-93.26,44.97,FALSE,2018-08-22T15:34:15Z,NONE
2018-10-14T13:00:00,FALSE,FALSE,Los Angeles Chargers at Cleveland Browns,nfl,https://seatgeek.com/chargers-at-browns-tickets/10-14-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346998,4346998,2018-10-14T17:00:00,,0.838,Chargers at Browns,0.853,2018-04-20T00:47:31,2018-04-20T00:00:00,FALSE,FALSE,2018-10-14T21:00:00,normal,NA,106,938,677,129.27591,656,53,59,FALSE,2018-08-24T21:53:35Z,QRCODE,100 Alfred Lerner Way,https://seatgeek.com/venues/firstenergy-stadium-15/tickets,OH,1123,6,510,0.86852187,0,TRUE,44114,Cleveland,firstenergy-stadium-15,America/New_York,US,FirstEnergy Stadium,FirstEnergy Stadium,"Cleveland, OH","Cleveland, OH 44114",-81.7,41.5065,FALSE,2015-11-11T20:55:31Z,NONE
