date_tbd,created_at,score,datetime_utc,title,visible_until_utc,short_title,datetime_local,time_tbd,url,datetime_tbd,popularity,type,description,announce_date,status,id,is_open,general_admission,highest_price,average_price,median_price,visible_listing_count,listing_count,lowest_price,lowest_price_good_deals,employee_only,method,created_at,name,city,score,state,name_v2,popularity,country,has_upcoming_events,postal_code,num_upcoming_events,timezone,url,address,display_location,slug,extended_address,id,lon,lat,employee_only,method,created_at
FALSE,2018-04-20T00:47:44,0.864,2018-09-16T17:00:00,Los Angeles Chargers at Buffalo Bills,2018-09-16T21:00:00,Chargers at Bills,2018-09-16T13:00:00,FALSE,https://seatgeek.com/chargers-at-bills-tickets/9-16-2018-orchard-park-new-york-new-era-field/nfl/4347064,FALSE,0.906,nfl,,2018-04-20T00:00:00,normal,4347064,FALSE,NA,440,166.03,NA,NA,358,99,99,FALSE,QRCODE,2018-08-24T18:24:17Z,New Era Field,Orchard Park,0.8815085,NY,New Era Field,0,US,TRUE,14127,8,America/New_York,https://seatgeek.com/venues/new-era-field/tickets,1 Bills Drive,"Orchard Park, NY",new-era-field,"Orchard Park, NY 14127",1135,-78.7874,42.7737,FALSE,QRCODE_TM,2015-08-12T16:52:53Z
FALSE,2018-04-20T00:47:54,0.894,2018-09-16T20:05:00,Detroit Lions at San Francisco 49ers,2018-09-17T00:05:00,Lions at 49ers,2018-09-16T13:05:00,FALSE,https://seatgeek.com/lions-at-49ers-tickets/9-16-2018-santa-clara-california-levi-s-stadium/nfl/4347119,FALSE,0.932,nfl,,2018-04-20T00:00:00,normal,4347119,FALSE,NA,888,201.62,NA,NA,428,80,83,FALSE,QRCODE,2018-08-24T18:24:41Z,Levi's Stadium,Santa Clara,0.95768774,CA,Levi's Stadium,0,US,TRUE,95054,13,America/Los_Angeles,https://seatgeek.com/venues/levi-s-stadium/tickets,4900 Marie P DeBartolo Way,"Santa Clara, CA",levi-s-stadium,"Santa Clara, CA 95054",58670,-121.969,37.4023,FALSE,QRCODE_TM,2015-07-10T00:00:00Z
FALSE,2018-04-20T00:47:15,0.833,2018-09-16T20:05:00,Arizona Cardinals at Los Angeles Rams,2018-09-17T00:05:00,Cardinals at Rams,2018-09-16T13:05:00,FALSE,https://seatgeek.com/cardinals-at-rams-tickets/9-16-2018-los-angeles-california-los-angeles-memorial-coliseum-1/nfl/4346924,FALSE,0.889,nfl,,2018-04-20T00:00:00,normal,4346924,FALSE,NA,510,88.75,NA,NA,1140,26,26,FALSE,QRCODE,2018-08-24T17:04:03Z,Los Angeles Memorial Coliseum,Los Angeles,0.86898464,CA,Los Angeles Memorial Coliseum,0,US,TRUE,90037,12,America/Los_Angeles,https://seatgeek.com/venues/los-angeles-memorial-coliseum-1/tickets,3911 S Figueroa St,"Los Angeles, CA",los-angeles-memorial-coliseum-1,"Los Angeles, CA 90037",51012,-118.29,34.01,FALSE,QRCODE,2018-08-23T17:59:28Z
FALSE,2018-04-20T01:04:06,0.874,2018-09-16T20:25:00,Oakland Raiders at Denver Broncos,2018-09-17T00:25:00,Raiders at Broncos,2018-09-16T14:25:00,FALSE,https://seatgeek.com/raiders-at-broncos-tickets/9-16-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347149,FALSE,0.921,nfl,,2018-04-20T00:00:00,normal,4347149,FALSE,NA,787,319.51,NA,NA,81,153,153,FALSE,QRCODE,2018-08-24T18:24:52Z,Sports Authority Field at Mile High,Denver,0.9028296,CO,Sports Authority Field at Mile High,0,US,TRUE,80204,7,America/Denver,https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets,1701 Bryant St.,"Denver, CO",sports-authority-field-at-mile-high,"Denver, CO 80204",1131,-105.02,39.74,FALSE,QRCODE_TM,2015-08-07T18:39:02Z
FALSE,2018-04-20T00:47:19,0.884,2018-09-16T20:25:00,New England Patriots at Jacksonville Jaguars,2018-09-17T00:25:00,Patriots at Jaguars,2018-09-16T16:25:00,FALSE,https://seatgeek.com/patriots-at-jaguars-tickets/9-16-2018-jacksonville-florida-tiaa-bank-field/nfl/4346951,FALSE,0.929,nfl,,2018-04-20T00:00:00,normal,4346951,FALSE,NA,1037,263.96,NA,NA,299,159,161,FALSE,QRCODE,2018-08-24T18:23:21Z,TIAA Bank Field,Jacksonville,0.83759147,FL,TIAA Bank Field,0,US,TRUE,32202,10,America/New_York,https://seatgeek.com/venues/tiaa-bank-field/tickets,1 Everbank Field Dr,"Jacksonville, FL",tiaa-bank-field,"Jacksonville, FL 32202",5178,-81.6373,30.3239,FALSE,QRCODE_TM,2015-10-17T20:03:42Z
FALSE,2018-04-05T23:08:47,0.949,2018-09-17T00:20:00,New York Giants at Dallas Cowboys,2018-09-17T04:20:00,Giants at Cowboys,2018-09-16T19:20:00,FALSE,https://seatgeek.com/giants-at-cowboys-tickets/9-16-2018-arlington-texas-at-t-stadium/nfl/4327925,FALSE,0.965,nfl,,2018-04-05T00:00:00,normal,4327925,TRUE,NA,3000,345.72,NA,NA,2164,40,40,FALSE,QRCODE,2018-04-17T22:02:33Z,AT&T Stadium,Arlington,0.9751414,TX,AT&T Stadium,0,US,TRUE,76011,24,America/Chicago,https://seatgeek.com/venues/at-t-stadium/tickets,1 AT&T Way,"Arlington, TX",at-t-stadium,"Arlington, TX 76011",4965,-97.0957,32.7459,FALSE,QRCODE,2018-04-17T22:02:33Z
FALSE,2018-04-20T00:47:34,0.904,2018-09-18T00:15:00,Seattle Seahawks at Chicago Bears,2018-09-18T04:15:00,Seahawks at Bears,2018-09-17T19:15:00,FALSE,https://seatgeek.com/seahawks-at-bears-tickets/9-17-2018-chicago-illinois-soldier-field/nfl/4347010,FALSE,0.933,nfl,,2018-04-20T00:00:00,normal,4347010,FALSE,NA,1200,347.73,NA,NA,64,145,145,FALSE,QRCODE,2018-08-24T18:25:05Z,Soldier Field,Chicago,0.940013,IL,Soldier Field,0,US,TRUE,60605,12,America/Chicago,https://seatgeek.com/venues/soldier-field/tickets,1410 S. Museum Campus Drive,"Chicago, IL",soldier-field,"Chicago, IL 60605",31,-87.6159,41.8623,FALSE,NONE,2018-06-02T00:44:08Z
FALSE,2018-04-20T00:47:31,0.841,2018-09-21T00:20:00,New York Jets at Cleveland Browns,2018-09-21T04:20:00,Jets at Browns,2018-09-20T20:20:00,FALSE,https://seatgeek.com/jets-at-browns-tickets/9-20-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4347000,FALSE,0.869,nfl,,2018-04-20T00:00:00,normal,4347000,FALSE,NA,391,100.62,NA,NA,672,41,43,FALSE,QRCODE,2018-08-24T18:25:16Z,FirstEnergy Stadium,Cleveland,0.86852187,OH,FirstEnergy Stadium,0,US,TRUE,44114,7,America/New_York,https://seatgeek.com/venues/firstenergy-stadium-15/tickets,100 Alfred Lerner Way,"Cleveland, OH",firstenergy-stadium-15,"Cleveland, OH 44114",1123,-81.7,41.5065,FALSE,NONE,2015-11-11T20:55:31Z
FALSE,2018-01-31T15:00:53,0.465,2018-09-23T00:00:00,South Alabama Jaguars at Memphis Tigers Football,2018-09-23T04:00:00,South Alabama at Memphis,2018-09-22T19:00:00,FALSE,https://seatgeek.com/south-alabama-jaguars-at-memphis-tigers-football-tickets/ncaa-football/2018-09-22-7-pm/4241762,FALSE,0.602,ncaa_football,,2018-01-31T00:00:00,normal,4241762,FALSE,NA,245,52.8,NA,NA,140,25,25,NA,NA,NA,Liberty Bowl Stadium,Memphis,0.6733288,TN,Liberty Bowl Stadium,0,US,TRUE,38104,7,America/Chicago,https://seatgeek.com/venues/liberty-bowl-stadium/tickets,335 South Hollywood St.,"Memphis, TN",liberty-bowl-stadium,"Memphis, TN 38104",2827,-89.98,35.12,NA,NA,NA
FALSE,2018-04-20T00:47:48,0.862,2018-09-23T17:00:00,Oakland Raiders at Miami Dolphins,2018-09-23T21:00:00,Raiders at Dolphins,2018-09-23T13:00:00,FALSE,https://seatgeek.com/raiders-at-dolphins-tickets/9-23-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347088,FALSE,0.875,nfl,,2018-04-20T00:00:00,normal,4347088,FALSE,NA,667,171.58,NA,NA,167,60,63,FALSE,QRCODE,2018-08-24T20:34:12Z,Hard Rock Stadium,Miami Gardens,0.8378203,FL,Hard Rock Stadium,0,US,TRUE,33056,36,America/New_York,https://seatgeek.com/venues/hard-rock-stadium/tickets,347 Don Shula Dr.,"Miami Gardens, FL",hard-rock-stadium,"Miami Gardens, FL 33056",29,-80.24,25.96,FALSE,NONE,2017-10-03T18:58:44Z
FALSE,2018-04-20T01:04:05,0.882,2018-09-23T17:00:00,Buffalo Bills at Minnesota Vikings,2018-09-23T21:00:00,Bills at Vikings,2018-09-23T12:00:00,FALSE,https://seatgeek.com/bills-at-vikings-tickets/9-23-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347142,FALSE,0.888,nfl,,2018-04-20T00:00:00,normal,4347142,FALSE,NA,923,239.16,NA,NA,523,90,90,FALSE,QRCODE,2018-08-23T16:03:24Z,U.S. Bank Stadium,Minneapolis,0.88524246,MN,U.S. Bank Stadium,0,US,TRUE,55415,13,America/Chicago,https://seatgeek.com/venues/u-s-bank-stadium/tickets,401 Chicago Avenue,"Minneapolis, MN",u-s-bank-stadium,"Minneapolis, MN 55415",218451,-93.26,44.97,FALSE,NONE,2018-08-22T15:34:15Z
FALSE,2018-04-20T00:47:23,0.904,2018-09-23T17:00:00,Indianapolis Colts at Philadelphia Eagles,2018-09-23T21:00:00,Colts at Eagles,2018-09-23T13:00:00,FALSE,https://seatgeek.com/colts-at-eagles-tickets/9-23-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4346963,FALSE,0.905,nfl,,2018-04-20T00:00:00,normal,4346963,FALSE,NA,1226,379.62,NA,NA,258,214,217,FALSE,QRCODE,2018-08-24T18:26:28Z,Lincoln Financial Field,Philadelphia,0.90542685999999994,PA,Lincoln Financial Field,0,US,TRUE,19148,16,America/New_York,https://seatgeek.com/venues/lincoln-financial-field/tickets,1020 Pattison Ave,"Philadelphia, PA",lincoln-financial-field,"Philadelphia, PA 19148",330,-75.1675,39.9046,FALSE,QRCODE_TM,2015-07-10T00:00:00Z
FALSE,2018-04-20T00:47:18,0.954,2018-09-23T17:00:00,Green Bay Packers at Washington Redskins,2018-09-23T21:00:00,Packers at Redskins,2018-09-23T13:00:00,FALSE,https://seatgeek.com/packers-at-redskins-tickets/9-23-2018-landover-maryland-fedex-field/nfl/4346943,FALSE,0.948,nfl,,2018-04-20T00:00:00,normal,4346943,FALSE,NA,991,334.31,NA,NA,570,170,170,FALSE,QRCODE,2018-08-24T18:25:58Z,FedEx Field,Landover,0.9333444,MD,FedEx Field,0,US,TRUE,20785,9,America/New_York,https://seatgeek.com/venues/fedex-field/tickets,1600 Fedex Way,"Landover, MD",fedex-field,"Landover, MD 20785",35,-76.8658,38.9071,FALSE,QRCODE_TM,2015-09-12T14:13:58Z
FALSE,2018-04-20T00:47:28,0.872,2018-09-23T17:00:00,San Francisco 49ers at Kansas City Chiefs,2018-09-23T21:00:00,49ers at Chiefs,2018-09-23T12:00:00,FALSE,https://seatgeek.com/49ers-at-chiefs-tickets/9-23-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346985,FALSE,0.88,nfl,,2018-04-20T00:00:00,normal,4346985,FALSE,NA,534,212.52,NA,NA,1071,83,83,FALSE,QRCODE,2018-08-24T18:27:03Z,Arrowhead Stadium,Kansas City,0.8827867,MO,Arrowhead Stadium,0,US,TRUE,64129,9,America/Chicago,https://seatgeek.com/venues/arrowhead-stadium/tickets,1 Arrowhead Drive,"Kansas City, MO",arrowhead-stadium,"Kansas City, MO 64129",1128,-94.4839,39.0489,FALSE,QRCODE_TM,2015-08-20T16:20:51Z
FALSE,2018-04-20T00:47:36,0.891,2018-09-23T17:00:00,New York Giants at Houston Texans,2018-09-23T21:00:00,Giants at Texans,2018-09-23T12:00:00,FALSE,https://seatgeek.com/giants-at-texans-tickets/9-23-2018-houston-texas-nrg-stadium/nfl/4347021,FALSE,0.894,nfl,,2018-04-20T00:00:00,normal,4347021,FALSE,NA,1245,301,NA,NA,329,106,106,FALSE,QRCODE,2018-08-24T18:27:18Z,NRG Stadium,Houston,0.8624192,TX,NRG Stadium,0,US,TRUE,77054,46,America/Chicago,https://seatgeek.com/venues/nrg-stadium/tickets,1 Reliant Park,"Houston, TX",nrg-stadium,"Houston, TX 77054",41,-95.4107,29.6847,FALSE,QRCODE_TM,2015-11-04T18:42:27Z
FALSE,2018-04-20T00:47:45,0.855,2018-09-23T17:00:00,Denver Broncos at Baltimore Ravens,2018-09-23T21:00:00,Broncos at Ravens,2018-09-23T13:00:00,FALSE,https://seatgeek.com/broncos-at-ravens-tickets/9-23-2018-baltimore-maryland-m-t-bank-stadium/nfl/4347072,FALSE,0.869,nfl,,2018-04-20T00:00:00,normal,4347072,FALSE,NA,707,160.52,NA,NA,464,74,74,FALSE,QRCODE,2018-08-24T18:29:20Z,M&T Bank Stadium,Baltimore,0.8927189,MD,M&T Bank Stadium,0,US,TRUE,21230,8,America/New_York,https://seatgeek.com/venues/m-t-bank-stadium/tickets,1101 Russell St,"Baltimore, MD",m-t-bank-stadium,"Baltimore, MD 21230",1121,-76.623,39.2774,FALSE,QRCODE_TM,2015-08-04T00:00:00Z
FALSE,2018-04-20T00:47:42,0.905,2018-09-23T17:00:00,New Orleans Saints at Atlanta Falcons,2018-09-23T21:00:00,Saints at Falcons,2018-09-23T13:00:00,FALSE,https://seatgeek.com/saints-at-falcons-tickets/9-23-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347053,FALSE,0.906,nfl,,2018-04-20T00:00:00,normal,4347053,FALSE,NA,1432,338.13,NA,NA,551,163,163,FALSE,QRCODE,2018-08-24T18:29:05Z,Mercedes-Benz Stadium,Atlanta,0.76958936,GA,Mercedes-Benz Stadium,0,US,TRUE,30313,15,America/New_York,https://seatgeek.com/venues/mercedes-benz-stadium/tickets,441 M.L.K. Jr Dr NW,"Atlanta, GA",mercedes-benz-stadium,"Atlanta, GA 30313",419590,-84.4,33.76,FALSE,QRCODE,2018-08-23T20:14:46Z
FALSE,2018-04-20T00:47:41,0.862,2018-09-23T17:00:00,Cincinnati Bengals at Carolina Panthers,2018-09-23T21:00:00,Bengals at Panthers,2018-09-23T13:00:00,FALSE,https://seatgeek.com/bengals-at-panthers-tickets/9-23-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347045,FALSE,0.877,nfl,,2018-04-20T00:00:00,normal,4347045,FALSE,NA,713,187.02,NA,NA,383,83,83,FALSE,QRCODE,2018-08-24T18:28:54Z,Bank of America Stadium,Charlotte,0.8968222,NC,Bank of America Stadium,0,US,TRUE,28202,9,America/New_York,https://seatgeek.com/venues/bank-of-america-stadium/tickets,800 South Mint Street,"Charlotte, NC",bank-of-america-stadium,"Charlotte, NC 28202",1122,-80.8524,35.2243,FALSE,QRCODE_TM,2015-09-25T18:23:51Z
FALSE,2018-04-20T00:47:19,0.791,2018-09-23T17:00:00,Tennessee Titans at Jacksonville Jaguars,2018-09-23T21:00:00,Titans at Jaguars,2018-09-23T13:00:00,FALSE,https://seatgeek.com/titans-at-jaguars-tickets/9-23-2018-jacksonville-florida-tiaa-bank-field/nfl/4346950,FALSE,0.826,nfl,,2018-04-20T00:00:00,normal,4346950,FALSE,NA,775,107.35,NA,NA,608,44,44,FALSE,QRCODE,2018-08-24T18:26:19Z,TIAA Bank Field,Jacksonville,0.83759147,FL,TIAA Bank Field,0,US,TRUE,32202,10,America/New_York,https://seatgeek.com/venues/tiaa-bank-field/tickets,1 Everbank Field Dr,"Jacksonville, FL",tiaa-bank-field,"Jacksonville, FL 32202",5178,-81.6373,30.3239,FALSE,QRCODE_TM,2015-10-17T20:03:42Z
FALSE,2018-04-20T00:47:14,0.857,2018-09-23T20:05:00,Los Angeles Chargers at Los Angeles Rams,2018-09-24T00:05:00,Chargers at Rams,2018-09-23T13:05:00,FALSE,https://seatgeek.com/chargers-at-rams-tickets/9-23-2018-los-angeles-california-los-angeles-memorial-coliseum-1/nfl/4346923,FALSE,0.869,nfl,,2018-04-20T00:00:00,normal,4346923,FALSE,NA,514,154.99,NA,NA,749,62,62,FALSE,QRCODE,2018-09-05T22:17:11Z,Los Angeles Memorial Coliseum,Los Angeles,0.86898464,CA,Los Angeles Memorial Coliseum,0,US,TRUE,90037,12,America/Los_Angeles,https://seatgeek.com/venues/los-angeles-memorial-coliseum-1/tickets,3911 S Figueroa St,"Los Angeles, CA",los-angeles-memorial-coliseum-1,"Los Angeles, CA 90037",51012,-118.29,34.01,FALSE,QRCODE,2018-08-23T17:59:28Z
FALSE,2018-04-20T00:47:56,0.922,2018-09-23T20:25:00,Dallas Cowboys at Seattle Seahawks,2018-09-24T00:25:00,Cowboys at Seahawks,2018-09-23T13:25:00,FALSE,https://seatgeek.com/cowboys-at-seahawks-tickets/9-23-2018-seattle-washington-centurylink-field/nfl/4347129,FALSE,0.918,nfl,,2018-04-20T00:00:00,normal,4347129,FALSE,NA,3079,691.44,NA,NA,159,292,292,FALSE,QRCODE,2018-03-02T22:54:54Z,CenturyLink Field,Seattle,0.87232786,WA,CenturyLink Field,0,US,TRUE,98134,14,America/Los_Angeles,https://seatgeek.com/venues/centurylink-field/tickets,800 Occidental Ave S,"Seattle, WA",centurylink-field,"Seattle, WA 98134",339,-122.33,47.6,FALSE,QRCODE,2018-03-02T22:54:54Z
FALSE,2018-04-20T00:47:52,0.922,2018-09-23T20:25:00,Chicago Bears at Arizona Cardinals,2018-09-24T00:25:00,Bears at Cardinals,2018-09-23T13:25:00,FALSE,https://seatgeek.com/bears-at-cardinals-tickets/9-23-2018-glendale-arizona-state-farm-stadium/nfl/4347104,FALSE,0.92,nfl,,2018-04-20T00:00:00,normal,4347104,FALSE,NA,653,241.98,NA,NA,90,94,94,FALSE,QRCODE,2018-08-24T20:34:25Z,State Farm Stadium,Glendale,0.93402725,AZ,State Farm Stadium,0,US,TRUE,85305,10,America/Phoenix,https://seatgeek.com/venues/state-farm-stadium/tickets,1 Cardinals Drive,"Glendale, AZ",state-farm-stadium,"Glendale, AZ 85305",43,-112.262,33.5294,FALSE,NONE,2015-12-21T17:26:05Z
FALSE,2018-04-20T00:47:37,0.944,2018-09-24T00:20:00,New England Patriots at Detroit Lions,2018-09-24T04:20:00,Patriots at Lions,2018-09-23T20:20:00,FALSE,https://seatgeek.com/patriots-at-lions-tickets/9-23-2018-detroit-michigan-ford-field/nfl/4347028,FALSE,0.935,nfl,,2018-04-20T00:00:00,normal,4347028,FALSE,NA,1198,314.04,NA,NA,392,140,157,FALSE,QRCODE,2018-08-24T18:27:28Z,Ford Field,Detroit,0.9029952,MI,Ford Field,0,US,TRUE,48226,9,America/Detroit,https://seatgeek.com/venues/ford-field/tickets,2000 Brush St.,"Detroit, MI",ford-field,"Detroit, MI 48226",346,-83.0459,42.34,FALSE,NONE,2015-11-04T17:31:52Z
FALSE,2018-04-20T00:47:16,0.864,2018-09-25T00:15:00,Pittsburgh Steelers at Tampa Bay Buccaneers,2018-09-25T04:15:00,Steelers at Buccaneers,2018-09-24T20:15:00,FALSE,https://seatgeek.com/steelers-at-buccaneers-tickets/9-24-2018-tampa-florida-raymond-james-stadium/nfl/4346932,FALSE,0.87,nfl,,2018-04-20T00:00:00,normal,4346932,FALSE,NA,1038,365.57,NA,NA,40,188,188,FALSE,QRCODE,2018-08-24T20:35:07Z,Raymond James Stadium,Tampa,0.86513025,FL,Raymond James Stadium,0,US,TRUE,33607,15,America/New_York,https://seatgeek.com/venues/raymond-james-stadium/tickets,4201 North Dale Mabry Highway,"Tampa, FL",raymond-james-stadium,"Tampa, FL 33607",39,-82.5034,27.9753,FALSE,QRCODE_TM,2015-08-24T14:44:53Z
FALSE,2018-04-20T00:47:14,0.881,2018-09-28T00:20:00,Minnesota Vikings at Los Angeles Rams,2018-09-28T04:20:00,Vikings at Rams,2018-09-27T17:20:00,FALSE,https://seatgeek.com/vikings-at-rams-tickets/9-27-2018-los-angeles-california-los-angeles-memorial-coliseum-1/nfl/4346922,FALSE,0.876,nfl,,2018-04-20T00:00:00,normal,4346922,FALSE,NA,971,217.6,NA,NA,622,65,65,FALSE,QRCODE,2018-09-05T22:17:16Z,Los Angeles Memorial Coliseum,Los Angeles,0.86898464,CA,Los Angeles Memorial Coliseum,0,US,TRUE,90037,12,America/Los_Angeles,https://seatgeek.com/venues/los-angeles-memorial-coliseum-1/tickets,3911 S Figueroa St,"Los Angeles, CA",los-angeles-memorial-coliseum-1,"Los Angeles, CA 90037",51012,-118.29,34.01,FALSE,QRCODE,2018-08-23T17:59:28Z
FALSE,2018-06-05T16:00:59,0.356,2018-09-28T23:00:00,Arkansas Razorbacks at Kentucky Wildcats Womens Volleyball,2018-09-29T03:00:00,Arkansas Razorbacks at Kentucky Wildcats Womens Volleyball,2018-09-28T19:00:00,FALSE,https://seatgeek.com/arkansas-razorbacks-at-kentucky-wildcats-womens-volleyball-tickets/sport/2018-09-28-7-pm/4401810,FALSE,0.502,sports,,2018-06-05T00:00:00,normal,4401810,FALSE,NA,35,31,NA,NA,6,11,NA,NA,NA,NA,Memorial Coliseum,Lexington,0.4125833,KY,Memorial Coliseum,0,US,TRUE,40506,26,America/New_York,https://seatgeek.com/venues/memorial-coliseum-1/tickets,201 Avenue of Champions,"Lexington, KY",memorial-coliseum-1,"Lexington, KY 40506",5102,-84.5,38.04,NA,NA,NA
FALSE,2017-12-05T15:00:24,0.881,2018-09-29T08:30:00,Southwest Classic: Arkansas vs Texas A&M,2018-09-30T05:00:00,Southwest Classic: Arkansas vs Texas A&M,2018-09-29T03:30:00,TRUE,https://seatgeek.com/southwest-classic-arkansas-vs-texas-aandm-tickets/ncaa-football/2018-09-29-3-30-am/4163969,FALSE,0.891,ncaa_football,"*Child Policy::  Everyone, regardless of age, requires a ticket for entry.
*Donations::  Club seat purchases include a donation made to the respective school.
*Bag Policy::   All approved bags are subject to inspection upon entry and are subject to additional inspections within AT&amp;T Stadium. AT&amp;T Stadium has modified its security policy by limiting the size and style of bags allowed in the stadium.  Visit www.attstadium.com/bags for more information.",2017-12-05T00:00:00,normal,4163969,TRUE,NA,14133,343.31,NA,NA,1917,102,102,FALSE,QRCODE,2018-04-17T22:02:33Z,AT&T Stadium,Arlington,0.9751414,TX,AT&T Stadium,0,US,TRUE,76011,24,America/Chicago,https://seatgeek.com/venues/at-t-stadium/tickets,1 AT&T Way,"Arlington, TX",at-t-stadium,"Arlington, TX 76011",4965,-97.0957,32.7459,FALSE,QRCODE,2018-04-17T22:02:33Z
FALSE,2018-02-28T15:00:11,0.448,2018-09-29T19:30:00,South Alabama Jaguars at Appalachian State Mountaineers Football,2018-09-29T23:30:00,South Alabama at Appalachian State,2018-09-29T15:30:00,FALSE,https://seatgeek.com/south-alabama-jaguars-at-appalachian-state-mountaineers-football-tickets/ncaa-football/2018-09-29-3-30-pm/4281951,FALSE,0.562,ncaa_football,,2018-02-28T00:00:00,normal,4281951,FALSE,NA,233,95.22,NA,NA,160,54,60,NA,NA,NA,Kidd Brewer Stadium,Boone,0.57884717,NC,Kidd Brewer Stadium,0,US,TRUE,28607,6,America/New_York,https://seatgeek.com/venues/kidd-brewer-stadium/tickets,1 Kidd Brewer Stadium,"Boone, NC",kidd-brewer-stadium,"Boone, NC 28607",3723,-81.6856,36.2116,NA,NA,NA
FALSE,2018-04-20T00:47:30,0.871,2018-09-30T16:00:00,Philadelphia Eagles at Tennessee Titans,2018-09-30T20:00:00,Eagles at Titans,2018-09-30T12:00:00,FALSE,https://seatgeek.com/eagles-at-titans-tickets/9-30-2018-nashville-tennessee-nissan-stadium/nfl/4346992,FALSE,0.863,nfl,,2018-04-20T00:00:00,normal,4346992,FALSE,NA,1193,445.42,NA,NA,329,236,236,FALSE,QRCODE,2018-08-24T20:47:49Z,Nissan Stadium,Nashville,0.8546275,TN,Nissan Stadium,0,US,TRUE,37213,16,America/New_York,https://seatgeek.com/venues/nissan-stadium/tickets,1 Titans Way,"Nashville, TN",nissan-stadium,"Nashville, TN 37213",1126,-86.7713,36.1665,FALSE,NONE,2015-10-19T15:09:39Z
FALSE,2018-04-20T00:47:13,0.894,2018-09-30T17:00:00,Buffalo Bills at Green Bay Packers,2018-09-30T21:00:00,Bills at Packers,2018-09-30T12:00:00,FALSE,https://seatgeek.com/bills-at-packers-tickets/9-30-2018-green-bay-wisconsin-lambeau-field/nfl/4346911,FALSE,0.884,nfl,,2018-04-20T00:00:00,normal,4346911,FALSE,NA,912,390.55,NA,NA,139,224,252,FALSE,QRCODE,2018-08-24T20:38:24Z,Lambeau Field,Green Bay,0.92909414,WI,Lambeau Field,0,US,TRUE,54304,7,America/Chicago,https://seatgeek.com/venues/lambeau-field/tickets,1265 Lombardi Avenue,"Green Bay, WI",lambeau-field,"Green Bay, WI 54304",1125,-88.0622,44.5013,FALSE,QRCODE_TM,2015-09-02T22:43:34Z
FALSE,2018-04-20T00:47:33,0.888,2018-09-30T17:00:00,Tampa Bay Buccaneers at Chicago Bears,2018-09-30T21:00:00,Buccaneers at Bears,2018-09-30T12:00:00,FALSE,https://seatgeek.com/buccaneers-at-bears-tickets/9-30-2018-chicago-illinois-soldier-field/nfl/4347009,FALSE,0.876,nfl,,2018-04-20T00:00:00,normal,4347009,FALSE,NA,1019,325.41,NA,NA,83,145,145,FALSE,QRCODE,2018-08-24T20:48:11Z,Soldier Field,Chicago,0.940013,IL,Soldier Field,0,US,TRUE,60605,12,America/Chicago,https://seatgeek.com/venues/soldier-field/tickets,1410 S. Museum Campus Drive,"Chicago, IL",soldier-field,"Chicago, IL 60605",31,-87.6159,41.8623,FALSE,NONE,2018-06-02T00:44:08Z
FALSE,2018-04-20T00:47:42,0.885,2018-09-30T17:00:00,Cincinnati Bengals at Atlanta Falcons,2018-09-30T21:00:00,Bengals at Falcons,2018-09-30T13:00:00,FALSE,https://seatgeek.com/bengals-at-falcons-tickets/9-30-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347052,FALSE,0.875,nfl,,2018-04-20T00:00:00,normal,4347052,FALSE,NA,1200,215.12,NA,NA,765,77,77,FALSE,QRCODE,2018-08-23T20:14:46Z,Mercedes-Benz Stadium,Atlanta,0.76958936,GA,Mercedes-Benz Stadium,0,US,TRUE,30313,15,America/New_York,https://seatgeek.com/venues/mercedes-benz-stadium/tickets,441 M.L.K. Jr Dr NW,"Atlanta, GA",mercedes-benz-stadium,"Atlanta, GA 30313",419590,-84.4,33.76,FALSE,QRCODE,2018-08-23T20:14:46Z
FALSE,2018-04-20T00:47:49,0.916,2018-09-30T17:00:00,Miami Dolphins at New England Patriots,2018-09-30T21:00:00,Dolphins at Patriots,2018-09-30T13:00:00,FALSE,https://seatgeek.com/dolphins-at-patriots-tickets/9-30-2018-foxborough-massachusetts-gillette-stadium/nfl/4347092,FALSE,0.897,nfl,,2018-04-20T00:00:00,normal,4347092,FALSE,NA,2017,556.16,NA,NA,93,312,312,FALSE,QRCODE,2018-08-24T20:51:36Z,Gillette Stadium,Foxborough,0.8983344,MA,Gillette Stadium,0,US,TRUE,02035,13,America/New_York,https://seatgeek.com/venues/gillette-stadium/tickets,1 Patriot Place,"Foxborough, MA",gillette-stadium,"Foxborough, MA 02035",33,-71.2674,42.0906,FALSE,NONE,2018-08-22T15:36:58Z
