date_tbd,created_at,score,datetime_utc,title,visible_until_utc,short_title,datetime_local,time_tbd,url,datetime_tbd,popularity,type,description,announce_date,status,id,is_open,general_admission,highest_price,average_price,median_price,visible_listing_count,listing_count,lowest_price,lowest_price_good_deals,employee_only,method,created_at,name,city,score,state,name_v2,popularity,country,has_upcoming_events,postal_code,num_upcoming_events,timezone,url,address,display_location,slug,extended_address,id,lon,lat,employee_only,method,created_at
FALSE,2018-04-05T23:08:47,0.936,2018-09-30T17:00:00,Detroit Lions at Dallas Cowboys,2018-09-30T21:00:00,Lions at Cowboys,2018-09-30T12:00:00,FALSE,https://seatgeek.com/lions-at-cowboys-tickets/9-30-2018-arlington-texas-at-t-stadium/nfl/4327924,FALSE,0.916,nfl,,2018-04-05T00:00:00,normal,4327924,TRUE,NA,2095,290.35,NA,NA,2734,NA,NA,FALSE,QRCODE,2018-04-17T22:02:33Z,AT&T Stadium,Arlington,0.9751414,TX,AT&T Stadium,0,US,TRUE,76011,24,America/Chicago,https://seatgeek.com/venues/at-t-stadium/tickets,1 AT&T Way,"Arlington, TX",at-t-stadium,"Arlington, TX 76011",4965,-97.0957,32.7459,FALSE,QRCODE,2018-04-17T22:02:33Z
FALSE,2018-04-20T00:47:22,0.834,2018-09-30T17:00:00,Houston Texans at Indianapolis Colts,2018-09-30T21:00:00,Texans at Colts,2018-09-30T13:00:00,FALSE,https://seatgeek.com/texans-at-colts-tickets/9-30-2018-indianapolis-indiana-lucas-oil-stadium/nfl/4346962,FALSE,0.837,nfl,,2018-04-20T00:00:00,normal,4346962,FALSE,NA,931,109.89,NA,NA,598,33,33,FALSE,QRCODE,2018-08-24T20:46:39Z,Lucas Oil Stadium,Indianapolis,0.9071682,IN,Lucas Oil Stadium,0,US,TRUE,46225,13,America/Indiana/Indianapolis,https://seatgeek.com/venues/lucas-oil-stadium/tickets,500 South Capitol Avenue,"Indianapolis, IN",lucas-oil-stadium,"Indianapolis, IN 46225",1130,-86.1639,39.7601,FALSE,QRCODE_TM,2015-08-22T16:51:43Z
FALSE,2018-04-20T00:47:19,0.812,2018-09-30T17:00:00,New York Jets at Jacksonville Jaguars,2018-09-30T21:00:00,Jets at Jaguars,2018-09-30T13:00:00,FALSE,https://seatgeek.com/jets-at-jaguars-tickets/9-30-2018-jacksonville-florida-tiaa-bank-field/nfl/4346949,FALSE,0.819,nfl,,2018-04-20T00:00:00,normal,4346949,FALSE,NA,433,123.41,NA,NA,611,58,58,FALSE,QRCODE,2018-08-24T20:38:35Z,TIAA Bank Field,Jacksonville,0.83759147,FL,TIAA Bank Field,0,US,TRUE,32202,10,America/New_York,https://seatgeek.com/venues/tiaa-bank-field/tickets,1 Everbank Field Dr,"Jacksonville, FL",tiaa-bank-field,"Jacksonville, FL 32202",5178,-81.6373,30.3239,FALSE,QRCODE_TM,2015-10-17T20:03:42Z
FALSE,2018-04-20T00:47:51,0.883,2018-09-30T20:05:00,Seattle Seahawks at Arizona Cardinals,2018-10-01T00:05:00,Seahawks at Cardinals,2018-09-30T13:05:00,FALSE,https://seatgeek.com/seahawks-at-cardinals-tickets/9-30-2018-glendale-arizona-state-farm-stadium/nfl/4347103,FALSE,0.872,nfl,,2018-04-20T00:00:00,normal,4347103,FALSE,NA,596,184.19,NA,NA,121,58,58,FALSE,QRCODE,2018-09-05T19:57:48Z,State Farm Stadium,Glendale,0.93402725,AZ,State Farm Stadium,0,US,TRUE,85305,10,America/Phoenix,https://seatgeek.com/venues/state-farm-stadium/tickets,1 Cardinals Drive,"Glendale, AZ",state-farm-stadium,"Glendale, AZ 85305",43,-112.262,33.5294,FALSE,NONE,2015-12-21T17:26:05Z
FALSE,2018-04-20T01:04:25,0.841,2018-09-30T20:05:00,Cleveland Browns at Oakland Raiders,2018-10-01T00:05:00,Browns at Raiders,2018-09-30T13:05:00,FALSE,https://seatgeek.com/browns-at-raiders-tickets/9-30-2018-oakland-california-oakland-alameda-county-coliseum/nfl/4347154,FALSE,0.842,nfl,,2018-04-20T00:00:00,normal,4347154,FALSE,NA,708,188.42,NA,NA,413,92,92,FALSE,QRCODE,2018-08-24T20:56:48Z,Oakland-Alameda County Coliseum,Oakland,0.7817843,CA,Oakland-Alameda County Coliseum,0,US,TRUE,94621,26,America/Los_Angeles,https://seatgeek.com/venues/oakland-alameda-county-coliseum/tickets,7000 Coliseum Way,"Oakland, CA",oakland-alameda-county-coliseum,"Oakland, CA 94621",14,-122.201,37.7469,FALSE,PDF417,2015-06-24T00:00:00Z
FALSE,2018-04-20T00:47:52,0.935,2018-09-30T20:25:00,San Francisco 49ers at Los Angeles Chargers,2018-10-01T00:25:00,49ers at Chargers,2018-09-30T13:25:00,FALSE,https://seatgeek.com/49ers-at-chargers-tickets/9-30-2018-carson-california-stubhub-center/nfl/4347112,FALSE,0.912,nfl,,2018-04-20T00:00:00,normal,4347112,FALSE,NA,800,301.75,NA,NA,347,144,144,FALSE,QRCODE,2018-08-24T20:52:20Z,StubHub Center,Carson,0.7228164,CA,StubHub Center,0,US,TRUE,90746,13,America/Los_Angeles,https://seatgeek.com/venues/stubhub-center/tickets,18400 Avalon Blvd,"Carson, CA",stubhub-center,"Carson, CA 90746",52,-118.261,33.8643,NA,NA,NA
FALSE,2018-04-20T00:47:25,0.921,2018-09-30T20:25:00,New Orleans Saints at New York Giants,2018-10-01T00:25:00,Saints at Giants,2018-09-30T16:25:00,FALSE,https://seatgeek.com/saints-at-giants-tickets/9-30-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346972,FALSE,0.901,nfl,,2018-04-20T00:00:00,normal,4346972,FALSE,NA,1498,366.57,NA,NA,320,139,139,FALSE,QRCODE,2018-08-24T20:47:31Z,MetLife Stadium,East Rutherford,0.94873494,NJ,MetLife Stadium,0,US,TRUE,07073,19,America/New_York,https://seatgeek.com/venues/metlife-stadium/tickets,1 MetLife Stadium Drive,"East Rutherford, NJ",metlife-stadium,"East Rutherford, NJ 07073",1587,-74.0737,40.8142,FALSE,QRCODE_TM,2015-09-12T14:14:07Z
FALSE,2018-04-20T00:47:47,0.887,2018-10-01T00:20:00,Baltimore Ravens at Pittsburgh Steelers,2018-10-01T04:20:00,Ravens at Steelers,2018-09-30T20:20:00,FALSE,https://seatgeek.com/ravens-at-steelers-tickets/9-30-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347080,FALSE,0.873,nfl,,2018-04-20T00:00:00,normal,4347080,FALSE,NA,6452,348.02,NA,NA,319,114,114,FALSE,QRCODE,2018-08-24T20:51:27Z,Heinz Field,Pittsburgh,0.9033526,PA,Heinz Field,0,US,TRUE,15212,12,America/New_York,https://seatgeek.com/venues/heinz-field/tickets,100 Art Rooney Avenue,"Pittsburgh, PA",heinz-field,"Pittsburgh, PA 15212",1119,-80.0158,40.4468,FALSE,QRCODE_TM,2015-12-08T15:36:23Z
FALSE,2018-04-20T01:04:05,0.873,2018-10-02T00:15:00,Kansas City Chiefs at Denver Broncos,2018-10-02T04:15:00,Chiefs at Broncos,2018-10-01T18:15:00,FALSE,https://seatgeek.com/chiefs-at-broncos-tickets/10-1-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347139,FALSE,0.863,nfl,,2018-04-20T00:00:00,normal,4347139,FALSE,NA,884,317.47,NA,NA,107,140,154,FALSE,QRCODE,2018-08-24T20:57:25Z,Sports Authority Field at Mile High,Denver,0.9028296,CO,Sports Authority Field at Mile High,0,US,TRUE,80204,7,America/Denver,https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets,1701 Bryant St.,"Denver, CO",sports-authority-field-at-mile-high,"Denver, CO 80204",1131,-105.02,39.74,FALSE,QRCODE_TM,2015-08-07T18:39:02Z
FALSE,2018-04-20T00:47:50,0.923,2018-10-05T00:20:00,Indianapolis Colts at New England Patriots,2018-10-05T04:20:00,Colts at Patriots,2018-10-04T20:20:00,FALSE,https://seatgeek.com/colts-at-patriots-tickets/10-4-2018-foxborough-massachusetts-gillette-stadium/nfl/4347096,FALSE,0.894,nfl,,2018-04-20T00:00:00,normal,4347096,FALSE,NA,1211,386.94,NA,NA,244,194,194,FALSE,QRCODE,2018-08-24T21:03:24Z,Gillette Stadium,Foxborough,0.8983344,MA,Gillette Stadium,0,US,TRUE,02035,13,America/New_York,https://seatgeek.com/venues/gillette-stadium/tickets,1 Patriot Place,"Foxborough, MA",gillette-stadium,"Foxborough, MA 02035",33,-71.2674,42.0906,FALSE,NONE,2018-08-22T15:36:58Z
FALSE,2018-02-28T15:00:17,0.523,2018-10-06T16:00:00,South Alabama Jaguars at Georgia Southern Eagles Football,2018-10-06T20:00:00,South Alabama at Georgia Southern,2018-10-06T12:00:00,FALSE,https://seatgeek.com/south-alabama-jaguars-at-georgia-southern-eagles-football-tickets/ncaa-football/2018-10-06-12-pm/4281989,FALSE,0.599,ncaa_football,,2018-02-28T00:00:00,normal,4281989,FALSE,NA,96,45.4,NA,NA,20,28,NA,NA,NA,NA,Allen E. Paulson Stadium,Statesboro,0.41380084,GA,Allen E. Paulson Stadium,0,US,TRUE,30460,4,America/New_York,https://seatgeek.com/venues/allen-e-paulson-stadium/tickets,225 Lanier Drive,"Statesboro, GA",allen-e-paulson-stadium,"Statesboro, GA 30460",2352,-81.7832,32.4488,NA,NA,NA
FALSE,2018-04-20T00:47:47,0.895,2018-10-07T17:00:00,Atlanta Falcons at Pittsburgh Steelers,2018-10-07T21:00:00,Falcons at Steelers,2018-10-07T13:00:00,FALSE,https://seatgeek.com/falcons-at-steelers-tickets/10-7-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347079,FALSE,0.873,nfl,,2018-04-20T00:00:00,normal,4347079,FALSE,NA,3120,417.49,NA,NA,324,152,152,FALSE,QRCODE,2018-08-24T21:16:40Z,Heinz Field,Pittsburgh,0.9033526,PA,Heinz Field,0,US,TRUE,15212,12,America/New_York,https://seatgeek.com/venues/heinz-field/tickets,100 Art Rooney Avenue,"Pittsburgh, PA",heinz-field,"Pittsburgh, PA 15212",1119,-80.0158,40.4468,FALSE,QRCODE_TM,2015-12-08T15:36:23Z
FALSE,2018-04-20T00:47:37,0.905,2018-10-07T17:00:00,Green Bay Packers at Detroit Lions,2018-10-07T21:00:00,Packers at Lions,2018-10-07T13:00:00,FALSE,https://seatgeek.com/packers-at-lions-tickets/10-7-2018-detroit-michigan-ford-field/nfl/4347027,FALSE,0.882,nfl,,2018-04-20T00:00:00,normal,4347027,FALSE,NA,2392,212.48,NA,NA,403,91,93,FALSE,QRCODE,2018-08-24T21:05:06Z,Ford Field,Detroit,0.9029952,MI,Ford Field,0,US,TRUE,48226,9,America/Detroit,https://seatgeek.com/venues/ford-field/tickets,2000 Brush St.,"Detroit, MI",ford-field,"Detroit, MI 48226",346,-83.0459,42.34,FALSE,NONE,2015-11-04T17:31:52Z
FALSE,2018-04-20T00:47:38,0.911,2018-10-07T17:00:00,New York Giants at Carolina Panthers,2018-10-07T21:00:00,Giants at Panthers,2018-10-07T13:00:00,FALSE,https://seatgeek.com/giants-at-panthers-tickets/10-7-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347032,FALSE,0.883,nfl,,2018-04-20T00:00:00,normal,4347032,FALSE,NA,123594,780.11,NA,NA,291,165,165,FALSE,QRCODE,2018-08-24T21:15:58Z,Bank of America Stadium,Charlotte,0.8968222,NC,Bank of America Stadium,0,US,TRUE,28202,9,America/New_York,https://seatgeek.com/venues/bank-of-america-stadium/tickets,800 South Mint Street,"Charlotte, NC",bank-of-america-stadium,"Charlotte, NC 28202",1122,-80.8524,35.2243,FALSE,QRCODE_TM,2015-09-25T18:23:51Z
FALSE,2018-04-20T00:47:34,0.92,2018-10-07T17:00:00,Denver Broncos at New York Jets,2018-10-07T21:00:00,Broncos at Jets,2018-10-07T13:00:00,FALSE,https://seatgeek.com/broncos-at-jets-tickets/10-7-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4347011,FALSE,0.89,nfl,,2018-04-20T00:00:00,normal,4347011,FALSE,NA,1197,185.48,NA,NA,603,68,68,FALSE,QRCODE,2018-09-05T19:53:41Z,MetLife Stadium,East Rutherford,0.94873494,NJ,MetLife Stadium,0,US,TRUE,07073,19,America/New_York,https://seatgeek.com/venues/metlife-stadium/tickets,1 MetLife Stadium Drive,"East Rutherford, NJ",metlife-stadium,"East Rutherford, NJ 07073",1587,-74.0737,40.8142,FALSE,QRCODE_TM,2015-09-12T14:14:07Z
FALSE,2018-04-20T00:47:40,0.859,2018-10-07T17:00:00,Miami Dolphins at Cincinnati Bengals,2018-10-07T21:00:00,Dolphins at Bengals,2018-10-07T13:00:00,FALSE,https://seatgeek.com/dolphins-at-bengals-tickets/10-7-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347043,FALSE,0.846,nfl,,2018-04-20T00:00:00,normal,4347043,FALSE,NA,422,106.4,NA,NA,447,43,43,FALSE,QRCODE,2018-08-24T21:16:15Z,Paul Brown Stadium,Cincinnati,0.86166537,OH,Paul Brown Stadium,0,US,TRUE,45202,8,America/New_York,https://seatgeek.com/venues/paul-brown-stadium/tickets,1 Paul Brown Stadium,"Cincinnati, OH",paul-brown-stadium,"Cincinnati, OH 45202",1124,-84.5177,39.0961,FALSE,QRCODE_TM,2015-10-09T16:14:37Z
FALSE,2018-04-20T00:47:28,0.847,2018-10-07T17:00:00,Jacksonville Jaguars at Kansas City Chiefs,2018-10-07T21:00:00,Jaguars at Chiefs,2018-10-07T12:00:00,FALSE,https://seatgeek.com/jaguars-at-chiefs-tickets/10-7-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346983,FALSE,0.837,nfl,,2018-04-20T00:00:00,normal,4346983,FALSE,NA,642,154.01,NA,NA,796,45,45,FALSE,QRCODE,2018-08-24T21:03:49Z,Arrowhead Stadium,Kansas City,0.8827867,MO,Arrowhead Stadium,0,US,TRUE,64129,9,America/Chicago,https://seatgeek.com/venues/arrowhead-stadium/tickets,1 Arrowhead Drive,"Kansas City, MO",arrowhead-stadium,"Kansas City, MO 64129",1128,-94.4839,39.0489,FALSE,QRCODE_TM,2015-08-20T16:20:51Z
FALSE,2018-04-20T00:47:31,0.844,2018-10-07T17:00:00,Baltimore Ravens at Cleveland Browns,2018-10-07T21:00:00,Ravens at Browns,2018-10-07T13:00:00,FALSE,https://seatgeek.com/ravens-at-browns-tickets/10-7-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346999,FALSE,0.836,nfl,,2018-04-20T00:00:00,normal,4346999,FALSE,NA,640,108.45,NA,NA,730,37,37,FALSE,QRCODE,2018-08-24T21:04:01Z,FirstEnergy Stadium,Cleveland,0.86852187,OH,FirstEnergy Stadium,0,US,TRUE,44114,7,America/New_York,https://seatgeek.com/venues/firstenergy-stadium-15/tickets,100 Alfred Lerner Way,"Cleveland, OH",firstenergy-stadium-15,"Cleveland, OH 44114",1123,-81.7,41.5065,FALSE,NONE,2015-11-11T20:55:31Z
FALSE,2018-04-20T00:47:44,0.856,2018-10-07T17:00:00,Tennessee Titans at Buffalo Bills,2018-10-07T21:00:00,Titans at Bills,2018-10-07T13:00:00,FALSE,https://seatgeek.com/titans-at-bills-tickets/10-7-2018-orchard-park-new-york-new-era-field/nfl/4347063,FALSE,0.845,nfl,,2018-04-20T00:00:00,normal,4347063,FALSE,NA,483,135.91,NA,NA,596,68,70,FALSE,QRCODE,2018-08-24T21:16:26Z,New Era Field,Orchard Park,0.8815085,NY,New Era Field,0,US,TRUE,14127,8,America/New_York,https://seatgeek.com/venues/new-era-field/tickets,1 Bills Drive,"Orchard Park, NY",new-era-field,"Orchard Park, NY 14127",1135,-78.7874,42.7737,FALSE,QRCODE_TM,2015-08-12T16:52:53Z
FALSE,2018-04-20T00:47:52,0.927,2018-10-07T20:05:00,Oakland Raiders at Los Angeles Chargers,2018-10-08T00:05:00,Raiders at Chargers,2018-10-07T13:05:00,FALSE,https://seatgeek.com/raiders-at-chargers-tickets/10-7-2018-carson-california-stubhub-center/nfl/4347111,FALSE,0.896,nfl,,2018-04-20T00:00:00,normal,4347111,FALSE,NA,1040,366.03,NA,NA,351,245,245,FALSE,QRCODE,2018-08-24T21:17:06Z,StubHub Center,Carson,0.7228164,CA,StubHub Center,0,US,TRUE,90746,13,America/Los_Angeles,https://seatgeek.com/venues/stubhub-center/tickets,18400 Avalon Blvd,"Carson, CA",stubhub-center,"Carson, CA 90746",52,-118.261,33.8643,NA,NA,NA
FALSE,2018-04-20T00:47:53,0.881,2018-10-07T20:25:00,Arizona Cardinals at San Francisco 49ers,2018-10-08T00:25:00,Cardinals at 49ers,2018-10-07T13:25:00,FALSE,https://seatgeek.com/cardinals-at-49ers-tickets/10-7-2018-santa-clara-california-levi-s-stadium/nfl/4347115,FALSE,0.859,nfl,,2018-04-20T00:00:00,normal,4347115,FALSE,NA,1791,190.35,NA,NA,930,70,72,FALSE,QRCODE,2018-09-05T19:47:23Z,Levi's Stadium,Santa Clara,0.95768774,CA,Levi's Stadium,0,US,TRUE,95054,13,America/Los_Angeles,https://seatgeek.com/venues/levi-s-stadium/tickets,4900 Marie P DeBartolo Way,"Santa Clara, CA",levi-s-stadium,"Santa Clara, CA 95054",58670,-121.969,37.4023,FALSE,QRCODE_TM,2015-07-10T00:00:00Z
FALSE,2018-04-20T00:47:56,0.883,2018-10-07T20:25:00,Los Angeles Rams at Seattle Seahawks,2018-10-08T00:25:00,Rams at Seahawks,2018-10-07T13:25:00,FALSE,https://seatgeek.com/rams-at-seahawks-tickets/10-7-2018-seattle-washington-centurylink-field/nfl/4347128,FALSE,0.862,nfl,,2018-04-20T00:00:00,normal,4347128,FALSE,NA,1019,393.24,NA,NA,178,175,175,FALSE,QRCODE,2018-08-24T21:19:14Z,CenturyLink Field,Seattle,0.87232786,WA,CenturyLink Field,0,US,TRUE,98134,14,America/Los_Angeles,https://seatgeek.com/venues/centurylink-field/tickets,800 Occidental Ave S,"Seattle, WA",centurylink-field,"Seattle, WA 98134",339,-122.33,47.6,FALSE,QRCODE,2018-03-02T22:54:54Z
FALSE,2018-04-20T00:47:26,0.917,2018-10-07T20:25:00,Minnesota Vikings at Philadelphia Eagles,2018-10-08T00:25:00,Vikings at Eagles,2018-10-07T16:25:00,FALSE,https://seatgeek.com/vikings-at-eagles-tickets/10-7-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4346976,FALSE,0.891,nfl,,2018-04-20T00:00:00,normal,4346976,FALSE,NA,5974,484.69,NA,NA,278,213,213,FALSE,QRCODE,2018-08-24T21:03:38Z,Lincoln Financial Field,Philadelphia,0.90542685999999994,PA,Lincoln Financial Field,0,US,TRUE,19148,16,America/New_York,https://seatgeek.com/venues/lincoln-financial-field/tickets,1020 Pattison Ave,"Philadelphia, PA",lincoln-financial-field,"Philadelphia, PA 19148",330,-75.1675,39.9046,FALSE,QRCODE_TM,2015-07-10T00:00:00Z
FALSE,2018-04-20T00:47:36,0.935,2018-10-08T00:20:00,Dallas Cowboys at Houston Texans,2018-10-08T04:20:00,Cowboys at Texans,2018-10-07T19:20:00,FALSE,https://seatgeek.com/cowboys-at-texans-tickets/10-7-2018-houston-texas-nrg-stadium/nfl/4347020,FALSE,0.893,nfl,,2018-04-20T00:00:00,normal,4347020,FALSE,NA,2388,669.56,NA,NA,440,264,264,FALSE,QRCODE,2018-08-24T21:04:53Z,NRG Stadium,Houston,0.8624192,TX,NRG Stadium,0,US,TRUE,77054,46,America/Chicago,https://seatgeek.com/venues/nrg-stadium/tickets,1 Reliant Park,"Houston, TX",nrg-stadium,"Houston, TX 77054",41,-95.4107,29.6847,FALSE,QRCODE_TM,2015-11-04T18:42:27Z
FALSE,2018-08-03T16:01:06,0.352,2018-10-08T20:00:00,Baltimore Ravens at A Purple Evening,2018-10-09T00:00:00,Baltimore Ravens at A Purple Evening,2018-10-08T16:00:00,FALSE,https://seatgeek.com/baltimore-ravens-at-a-purple-evening-tickets/sport/2018-10-08-4-pm/4474093,FALSE,0.459,sports,,2018-08-03T00:00:00,normal,4474093,FALSE,NA,569,218.71,NA,NA,14,62,NA,FALSE,QRCODE_TM,2015-08-04T00:00:00Z,M&T Bank Stadium,Baltimore,0.8927189,MD,M&T Bank Stadium,0,US,TRUE,21230,8,America/New_York,https://seatgeek.com/venues/m-t-bank-stadium/tickets,1101 Russell St,"Baltimore, MD",m-t-bank-stadium,"Baltimore, MD 21230",1121,-76.623,39.2774,FALSE,QRCODE_TM,2015-08-04T00:00:00Z
FALSE,2018-04-20T00:47:25,0.855,2018-10-09T00:15:00,Washington Redskins at New Orleans Saints,2018-10-09T04:15:00,Redskins at Saints,2018-10-08T19:15:00,FALSE,https://seatgeek.com/redskins-at-saints-tickets/10-8-2018-new-orleans-louisiana-mercedes-benz-superdome/nfl/4346971,FALSE,0.837,nfl,,2018-04-20T00:00:00,normal,4346971,TRUE,NA,5941,247.48,NA,NA,1450,84,84,FALSE,QRCODE,2018-05-29T20:38:55Z,Mercedes-Benz Superdome,New Orleans,0.8966978,LA,Mercedes-Benz Superdome,0,US,TRUE,70112,19,America/Chicago,https://seatgeek.com/venues/mercedes-benz-superdome/tickets,1500 Sugar Bowl Drive,"New Orleans, LA",mercedes-benz-superdome,"New Orleans, LA 70112",128,-90.0786,29.9515,FALSE,QRCODE_TM,2018-08-27T20:46:59Z
FALSE,2018-04-20T00:47:14,0.929,2018-10-12T00:20:00,Philadelphia Eagles at New York Giants,2018-10-12T04:20:00,Eagles at Giants,2018-10-11T20:20:00,FALSE,https://seatgeek.com/eagles-at-giants-tickets/10-11-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346917,FALSE,0.885,nfl,,2018-04-20T00:00:00,normal,4346917,FALSE,NA,1677,365.02,NA,NA,532,140,140,FALSE,QRCODE,2018-08-24T21:52:02Z,MetLife Stadium,East Rutherford,0.94873494,NJ,MetLife Stadium,0,US,TRUE,07073,19,America/New_York,https://seatgeek.com/venues/metlife-stadium/tickets,1 MetLife Stadium Drive,"East Rutherford, NJ",metlife-stadium,"East Rutherford, NJ 07073",1587,-74.0737,40.8142,FALSE,QRCODE_TM,2015-09-12T14:14:07Z
FALSE,2017-12-21T15:00:36,0.486,2018-10-13T17:00:00,Alabama State Hornets at South Alabama Jaguars Football,2018-10-13T21:00:00,Alabama State at South Alabama,2018-10-13T12:00:00,FALSE,https://seatgeek.com/alabama-state-hornets-at-south-alabama-jaguars-football-tickets/ncaa-football/2018-10-13-12-pm/4192619,FALSE,0.561,ncaa_football,,2017-12-21T00:00:00,normal,4192619,FALSE,NA,124,50,NA,NA,17,27,27,NA,NA,NA,Ladd Peebles Stadium,Mobile,0.50177634,AL,Ladd Peebles Stadium,0,US,TRUE,36604,7,America/Chicago,https://seatgeek.com/venues/ladd-peebles-stadium/tickets,1621 Virginia St.,"Mobile, AL",ladd-peebles-stadium,"Mobile, AL 36604",3716,-88.0761,30.6748,NA,NA,NA
FALSE,2018-04-20T00:47:42,0.881,2018-10-14T17:00:00,Tampa Bay Buccaneers at Atlanta Falcons,2018-10-14T21:00:00,Buccaneers at Falcons,2018-10-14T13:00:00,FALSE,https://seatgeek.com/buccaneers-at-falcons-tickets/10-14-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347051,FALSE,0.854,nfl,,2018-04-20T00:00:00,normal,4347051,FALSE,NA,1150,213.35,NA,NA,893,70,70,FALSE,QRCODE,2018-08-24T21:53:35Z,Mercedes-Benz Stadium,Atlanta,0.76958936,GA,Mercedes-Benz Stadium,0,US,TRUE,30313,15,America/New_York,https://seatgeek.com/venues/mercedes-benz-stadium/tickets,441 M.L.K. Jr Dr NW,"Atlanta, GA",mercedes-benz-stadium,"Atlanta, GA 30313",419590,-84.4,33.76,FALSE,QRCODE,2018-08-23T20:14:46Z
FALSE,2018-04-20T00:47:40,0.876,2018-10-14T17:00:00,Pittsburgh Steelers at Cincinnati Bengals,2018-10-14T21:00:00,Steelers at Bengals,2018-10-14T13:00:00,FALSE,https://seatgeek.com/steelers-at-bengals-tickets/10-14-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347042,FALSE,0.848,nfl,,2018-04-20T00:00:00,normal,4347042,FALSE,NA,715,161.41,NA,NA,391,76,76,FALSE,QRCODE,2018-08-24T21:53:35Z,Paul Brown Stadium,Cincinnati,0.86166537,OH,Paul Brown Stadium,0,US,TRUE,45202,8,America/New_York,https://seatgeek.com/venues/paul-brown-stadium/tickets,1 Paul Brown Stadium,"Cincinnati, OH",paul-brown-stadium,"Cincinnati, OH 45202",1124,-84.5177,39.0961,FALSE,QRCODE_TM,2015-10-09T16:14:37Z
FALSE,2018-04-20T00:47:22,0.906,2018-10-14T17:00:00,Indianapolis Colts at New York Jets,2018-10-14T21:00:00,Colts at Jets,2018-10-14T13:00:00,FALSE,https://seatgeek.com/colts-at-jets-tickets/10-14-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346961,FALSE,0.869,nfl,,2018-04-20T00:00:00,normal,4346961,FALSE,NA,6034,214.69,NA,NA,667,58,62,FALSE,QRCODE,2018-08-24T21:52:02Z,MetLife Stadium,East Rutherford,0.94873494,NJ,MetLife Stadium,0,US,TRUE,07073,19,America/New_York,https://seatgeek.com/venues/metlife-stadium/tickets,1 MetLife Stadium Drive,"East Rutherford, NJ",metlife-stadium,"East Rutherford, NJ 07073",1587,-74.0737,40.8142,FALSE,QRCODE_TM,2015-09-12T14:14:07Z
FALSE,2018-04-20T00:47:47,0.884,2018-10-14T17:00:00,Chicago Bears at Miami Dolphins,2018-10-14T21:00:00,Bears at Dolphins,2018-10-14T13:00:00,FALSE,https://seatgeek.com/bears-at-dolphins-tickets/10-14-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347081,FALSE,0.851,nfl,,2018-04-20T00:00:00,normal,4347081,FALSE,NA,124314,1364.39,NA,NA,121,103,103,FALSE,QRCODE,2018-08-24T21:53:35Z,Hard Rock Stadium,Miami Gardens,0.8378203,FL,Hard Rock Stadium,0,US,TRUE,33056,36,America/New_York,https://seatgeek.com/venues/hard-rock-stadium/tickets,347 Don Shula Dr.,"Miami Gardens, FL",hard-rock-stadium,"Miami Gardens, FL 33056",29,-80.24,25.96,FALSE,NONE,2017-10-03T18:58:44Z
FALSE,2018-04-20T00:47:31,0.836,2018-10-14T17:00:00,Los Angeles Chargers at Cleveland Browns,2018-10-14T21:00:00,Chargers at Browns,2018-10-14T13:00:00,FALSE,https://seatgeek.com/chargers-at-browns-tickets/10-14-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346998,FALSE,0.821,nfl,,2018-04-20T00:00:00,normal,4346998,FALSE,NA,675,93.26,NA,NA,913,32,32,FALSE,QRCODE,2018-08-24T21:53:35Z,FirstEnergy Stadium,Cleveland,0.86852187,OH,FirstEnergy Stadium,0,US,TRUE,44114,7,America/New_York,https://seatgeek.com/venues/firstenergy-stadium-15/tickets,100 Alfred Lerner Way,"Cleveland, OH",firstenergy-stadium-15,"Cleveland, OH 44114",1123,-81.7,41.5065,FALSE,NONE,2015-11-11T20:55:31Z
FALSE,2018-04-20T00:47:18,0.919,2018-10-14T17:00:00,Carolina Panthers at Washington Redskins,2018-10-14T21:00:00,Panthers at Redskins,2018-10-14T13:00:00,FALSE,https://seatgeek.com/panthers-at-redskins-tickets/10-14-2018-landover-maryland-fedex-field/nfl/4346942,FALSE,0.883,nfl,,2018-04-20T00:00:00,normal,4346942,FALSE,NA,1011,217.81,NA,NA,580,101,101,FALSE,QRCODE,2018-08-24T21:52:02Z,FedEx Field,Landover,0.9333444,MD,FedEx Field,0,US,TRUE,20785,9,America/New_York,https://seatgeek.com/venues/fedex-field/tickets,1600 Fedex Way,"Landover, MD",fedex-field,"Landover, MD 20785",35,-76.8658,38.9071,FALSE,QRCODE_TM,2015-09-12T14:13:58Z
