description,time_tbd,title,id,type,is_open,datetime_utc,score,visible_until_utc,created_at,announce_date,short_title,url,datetime_local,status,popularity,datetime_tbd,date_tbd,general_admission,lowest_price_good_deals,highest_price,median_price,visible_listing_count,listing_count,average_price,lowest_price,method,employee_only,created_at,num_upcoming_events,name_v2,id,postal_code,country,score,timezone,has_upcoming_events,slug,url,address,extended_address,name,city,display_location,popularity,state,metro_code,lat,lon,method,employee_only,created_at
,FALSE,Detroit Lions at San Francisco 49ers,4347119,nfl,FALSE,2018-09-16T20:05:00,0.946,2018-09-17T00:05:00,2018-04-20T00:47:54,2018-04-20T00:00:00,Lions at 49ers,https://seatgeek.com/lions-at-49ers-tickets/9-16-2018-santa-clara-california-levi-s-stadium/nfl/4347119,2018-09-16T13:05:00,normal,0.795,FALSE,FALSE,NA,78,616,179,480,300,181.32333,83,QRCODE,FALSE,2018-08-24T18:24:41Z,13,Levi's Stadium,58670,95054,US,0.95768774,America/Los_Angeles,TRUE,levi-s-stadium,https://seatgeek.com/venues/levi-s-stadium/tickets,4900 Marie P DeBartolo Way,"Santa Clara, CA 95054",Levi's Stadium,Santa Clara,"Santa Clara, CA",0,CA,0,37.4023,-121.969,QRCODE_TM,FALSE,2015-07-10T00:00:00Z
,FALSE,Arizona Cardinals at Los Angeles Rams,4346924,nfl,FALSE,2018-09-16T20:05:00,0.862,2018-09-17T00:05:00,2018-04-20T00:47:15,2018-04-20T00:00:00,Cardinals at Rams,https://seatgeek.com/cardinals-at-rams-tickets/9-16-2018-los-angeles-california-los-angeles-memorial-coliseum-1/nfl/4346924,2018-09-16T13:05:00,normal,0.732,FALSE,FALSE,NA,10,311,35,2026,890,50.1809,15,QRCODE,FALSE,2018-08-24T17:04:03Z,12,Los Angeles Memorial Coliseum,51012,90037,US,0.86898464,America/Los_Angeles,TRUE,los-angeles-memorial-coliseum-1,https://seatgeek.com/venues/los-angeles-memorial-coliseum-1/tickets,3911 S Figueroa St,"Los Angeles, CA 90037",Los Angeles Memorial Coliseum,Los Angeles,"Los Angeles, CA",0,CA,0,34.0138,-118.288,QRCODE,FALSE,2018-08-23T17:59:28Z
,FALSE,Oakland Raiders at Denver Broncos,4347149,nfl,FALSE,2018-09-16T20:25:00,0.922,2018-09-17T00:25:00,2018-04-20T01:04:06,2018-04-20T00:00:00,Raiders at Broncos,https://seatgeek.com/raiders-at-broncos-tickets/9-16-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347149,2018-09-16T14:25:00,normal,0.777,FALSE,FALSE,NA,102,703,286,672,76,298.73685,122,QRCODE,FALSE,2018-08-24T18:24:52Z,7,Sports Authority Field at Mile High,1131,80204,US,0.9028296,America/Denver,TRUE,sports-authority-field-at-mile-high,https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets,1701 Bryant Street,"Denver, CO 80204",Sports Authority Field at Mile High,Denver,"Denver, CO",0,CO,751,39.74,-105.02,QRCODE_TM,FALSE,2015-08-07T18:39:02Z
,FALSE,New England Patriots at Jacksonville Jaguars,4346951,nfl,FALSE,2018-09-16T20:25:00,0.924,2018-09-17T00:25:00,2018-04-20T00:47:19,2018-04-20T00:00:00,Patriots at Jaguars,https://seatgeek.com/patriots-at-jaguars-tickets/9-16-2018-jacksonville-florida-everbank-field/nfl/4346951,2018-09-16T16:25:00,normal,0.778,FALSE,FALSE,NA,113,913,182,453,136,212.90442,107,QRCODE,FALSE,2018-08-24T18:23:21Z,10,EverBank Field,5178,32202,US,0.83759147,America/New_York,TRUE,everbank-field,https://seatgeek.com/venues/everbank-field/tickets,1 Everbank Field Dr,"Jacksonville, FL 32202",EverBank Field,Jacksonville,"Jacksonville, FL",0,FL,561,30.3239,-81.6373,QRCODE_TM,FALSE,2015-10-17T20:03:42Z
,FALSE,New York Giants at Dallas Cowboys,4327925,nfl,TRUE,2018-09-17T00:20:00,1.004,2018-09-17T04:20:00,2018-04-05T23:08:47,2018-04-05T00:00:00,Giants at Cowboys,https://seatgeek.com/giants-at-cowboys-tickets/9-16-2018-arlington-texas-at-t-stadium/nfl/4327925,2018-09-16T19:20:00,normal,1.004,FALSE,FALSE,NA,26,14959,207,1491,1775,276.68677,28,QRCODE,FALSE,2018-04-17T22:02:33Z,23,AT&T Stadium,4965,76011,US,0.9751414,America/Chicago,TRUE,at-t-stadium,https://seatgeek.com/venues/at-t-stadium/tickets,1 AT&T Way,"Arlington, TX 76011",AT&T Stadium,Arlington,"Arlington, TX",0,TX,623,32.7459,-97.0957,QRCODE,FALSE,2018-04-17T22:02:33Z
,FALSE,Seattle Seahawks at Chicago Bears,4347010,nfl,FALSE,2018-09-18T00:15:00,0.963,2018-09-18T04:15:00,2018-04-20T00:47:34,2018-04-20T00:00:00,Seahawks at Bears,https://seatgeek.com/seahawks-at-bears-tickets/9-17-2018-chicago-illinois-soldier-field/nfl/4347010,2018-09-17T19:15:00,normal,0.992,FALSE,FALSE,NA,137,1197,283,782,36,353.8611,143,QRCODE,FALSE,2018-08-24T18:25:05Z,12,Soldier Field,31,60605,US,0.940013,America/Chicago,TRUE,soldier-field,https://seatgeek.com/venues/soldier-field/tickets,1410 S. Museum Campus Drive,"Chicago, IL 60605",Soldier Field,Chicago,"Chicago, IL",0,IL,602,41.8623,-87.6159,NONE,FALSE,2018-06-02T00:44:08Z
,FALSE,New York Jets at Cleveland Browns,4347000,nfl,FALSE,2018-09-21T00:20:00,0.872,2018-09-21T04:20:00,2018-04-20T00:47:31,2018-04-20T00:00:00,Jets at Browns,https://seatgeek.com/jets-at-browns-tickets/9-20-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4347000,2018-09-20T20:20:00,normal,0.917,FALSE,FALSE,NA,38,596,80,1080,491,99.19959,45,QRCODE,FALSE,2018-08-24T18:25:16Z,7,FirstEnergy Stadium,1123,44114,US,0.86852187,America/New_York,TRUE,firstenergy-stadium-15,https://seatgeek.com/venues/firstenergy-stadium-15/tickets,100 Alfred Lerner Way,"Cleveland, OH 44114",FirstEnergy Stadium,Cleveland,"Cleveland, OH",0,OH,510,41.5065,-81.7,NONE,FALSE,2015-11-11T20:55:31Z
,FALSE,South Alabama Jaguars at Memphis Tigers Football,4241762,ncaa_football,FALSE,2018-09-23T00:00:00,0.497,2018-09-23T04:00:00,2018-01-31T15:00:53,2018-01-31T00:00:00,South Alabama at Memphis,https://seatgeek.com/south-alabama-jaguars-at-memphis-tigers-football-tickets/ncaa-football/2018-09-22-7-pm/4241762,2018-09-22T19:00:00,normal,0.65,FALSE,FALSE,NA,23,245,NA,NA,282,59.8,23,NA,NA,NA,6,Liberty Bowl Stadium,2827,38104,US,0.6733288,America/Chicago,TRUE,liberty-bowl-stadium,https://seatgeek.com/venues/liberty-bowl-stadium/tickets,335 South Hollywood St,"Memphis, TN 38104",Liberty Bowl Stadium,Memphis,"Memphis, TN",0,TN,640,35.12,-89.98,NA,NA,NA
,FALSE,Buffalo Bills at Minnesota Vikings,4347142,nfl,FALSE,2018-09-23T17:00:00,0.934,2018-09-23T21:00:00,2018-04-20T01:04:05,2018-04-20T00:00:00,Bills at Vikings,https://seatgeek.com/bills-at-vikings-tickets/9-23-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347142,2018-09-23T12:00:00,normal,0.945,FALSE,FALSE,NA,91,945,219,721,463,241.27429,91,QRCODE,FALSE,2018-08-23T16:03:24Z,13,U.S. Bank Stadium,218451,55415,US,0.88524246,America/Chicago,TRUE,u-s-bank-stadium,https://seatgeek.com/venues/u-s-bank-stadium/tickets,401 Chicago Avenue,"Minneapolis, MN 55415",U.S. Bank Stadium,Minneapolis,"Minneapolis, MN",0,MN,0,44.97,-93.26,NONE,FALSE,2018-08-22T15:34:15Z
,FALSE,Oakland Raiders at Miami Dolphins,4347088,nfl,FALSE,2018-09-23T17:00:00,0.906,2018-09-23T21:00:00,2018-04-20T00:47:48,2018-04-20T00:00:00,Raiders at Dolphins,https://seatgeek.com/raiders-at-dolphins-tickets/9-23-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347088,2018-09-23T13:00:00,normal,0.927,FALSE,FALSE,NA,50,446,157,953,171,165.26901,50,QRCODE,FALSE,2018-08-24T20:34:12Z,38,Hard Rock Stadium,29,33056,US,0.8378203,America/New_York,TRUE,hard-rock-stadium,https://seatgeek.com/venues/hard-rock-stadium/tickets,347 Don Shula Dr.,"Miami Gardens, FL 33056",Hard Rock Stadium,Miami Gardens,"Miami Gardens, FL",0,FL,528,25.96,-80.24,NONE,FALSE,2017-10-03T18:58:44Z
,FALSE,Indianapolis Colts at Philadelphia Eagles,4346963,nfl,FALSE,2018-09-23T17:00:00,0.955,2018-09-23T21:00:00,2018-04-20T00:47:23,2018-04-20T00:00:00,Colts at Eagles,https://seatgeek.com/colts-at-eagles-tickets/9-23-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4346963,2018-09-23T13:00:00,normal,0.961,FALSE,FALSE,NA,153,1186,339,742,258,381.60464,206,QRCODE,FALSE,2018-08-24T18:26:28Z,16,Lincoln Financial Field,330,19148,US,0.90542685999999994,America/New_York,TRUE,lincoln-financial-field,https://seatgeek.com/venues/lincoln-financial-field/tickets,1020 Pattison Ave,"Philadelphia, PA 19148",Lincoln Financial Field,Philadelphia,"Philadelphia, PA",0,PA,504,39.9046,-75.1675,QRCODE_TM,FALSE,2015-07-10T00:00:00Z
,FALSE,Green Bay Packers at Washington Redskins,4346943,nfl,FALSE,2018-09-23T17:00:00,1.01,2018-09-23T21:00:00,2018-04-20T00:47:18,2018-04-20T00:00:00,Packers at Redskins,https://seatgeek.com/packers-at-redskins-tickets/9-23-2018-landover-maryland-fedex-field/nfl/4346943,2018-09-23T13:00:00,normal,1.007,FALSE,FALSE,NA,152,964,275,1056,729,299.17422,162,QRCODE,FALSE,2018-08-24T18:25:58Z,8,FedEx Field,35,20785,US,0.9333444,America/New_York,TRUE,fedex-field,https://seatgeek.com/venues/fedex-field/tickets,1600 Fedex Way,"Landover, MD 20785",FedEx Field,Landover,"Landover, MD",0,MD,511,38.9071,-76.8658,QRCODE_TM,FALSE,2015-09-12T14:13:58Z
,FALSE,Denver Broncos at Baltimore Ravens,4347072,nfl,FALSE,2018-09-23T17:00:00,0.913,2018-09-23T21:00:00,2018-04-20T00:47:45,2018-04-20T00:00:00,Broncos at Ravens,https://seatgeek.com/broncos-at-ravens-tickets/9-23-2018-baltimore-maryland-m-t-bank-stadium/nfl/4347072,2018-09-23T13:00:00,normal,0.932,FALSE,FALSE,NA,67,707,112,835,429,148.46386999999999,67,QRCODE,FALSE,2018-08-24T18:29:20Z,8,M&T Bank Stadium,1121,21230,US,0.8927189,America/New_York,TRUE,m-t-bank-stadium,https://seatgeek.com/venues/m-t-bank-stadium/tickets,1101 Russell St,"Baltimore, MD 21230",M&T Bank Stadium,Baltimore,"Baltimore, MD",0,MD,512,39.2774,-76.623,QRCODE_TM,FALSE,2015-08-04T00:00:00Z
,FALSE,Cincinnati Bengals at Carolina Panthers,4347045,nfl,FALSE,2018-09-23T17:00:00,0.9,2018-09-23T21:00:00,2018-04-20T00:47:41,2018-04-20T00:00:00,Bengals at Panthers,https://seatgeek.com/bengals-at-panthers-tickets/9-23-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347045,2018-09-23T13:00:00,normal,0.924,FALSE,FALSE,NA,70,685,118,892,379,162.08443,74,QRCODE,FALSE,2018-08-24T18:28:54Z,9,Bank of America Stadium,1122,28202,US,0.8968222,America/New_York,TRUE,bank-of-america-stadium,https://seatgeek.com/venues/bank-of-america-stadium/tickets,800 South Mint Street,"Charlotte, NC 28202",Bank of America Stadium,Charlotte,"Charlotte, NC",0,NC,517,35.2243,-80.8524,QRCODE_TM,FALSE,2015-09-25T18:23:51Z
,FALSE,New Orleans Saints at Atlanta Falcons,4347053,nfl,FALSE,2018-09-23T17:00:00,0.961,2018-09-23T21:00:00,2018-04-20T00:47:42,2018-04-20T00:00:00,Saints at Falcons,https://seatgeek.com/saints-at-falcons-tickets/9-23-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347053,2018-09-23T13:00:00,normal,0.965,FALSE,FALSE,NA,145,1313,282,806,548,309.91058,154,QRCODE,FALSE,2018-08-24T18:29:05Z,20,Mercedes-Benz Stadium,419590,30313,US,0.76958936,America/New_York,TRUE,mercedes-benz-stadium,https://seatgeek.com/venues/mercedes-benz-stadium/tickets,35 Northside Dr NW,"Atlanta, GA 30313",Mercedes-Benz Stadium,Atlanta,"Atlanta, GA",0,GA,0,33.76,-84.4,QRCODE,FALSE,2018-08-23T20:14:46Z
,FALSE,San Francisco 49ers at Kansas City Chiefs,4346985,nfl,FALSE,2018-09-23T17:00:00,0.939,2018-09-23T21:00:00,2018-04-20T00:47:28,2018-04-20T00:00:00,49ers at Chiefs,https://seatgeek.com/49ers-at-chiefs-tickets/9-23-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346985,2018-09-23T12:00:00,normal,0.951,FALSE,FALSE,NA,73,655,188,1089,1050,196.31714,73,QRCODE,FALSE,2018-08-24T18:27:03Z,9,Arrowhead Stadium,1128,64129,US,0.8827867,America/Chicago,TRUE,arrowhead-stadium,https://seatgeek.com/venues/arrowhead-stadium/tickets,1 Arrowhead Drive,"Kansas City, MO 64129",Arrowhead Stadium,Kansas City,"Kansas City, MO",0,MO,616,39.0489,-94.4839,QRCODE_TM,FALSE,2015-08-20T16:20:51Z
,FALSE,New York Giants at Houston Texans,4347021,nfl,FALSE,2018-09-23T17:00:00,0.944,2018-09-23T21:00:00,2018-04-20T00:47:36,2018-04-20T00:00:00,Giants at Texans,https://seatgeek.com/giants-at-texans-tickets/9-23-2018-houston-texas-nrg-stadium/nfl/4347021,2018-09-23T12:00:00,normal,0.955,FALSE,FALSE,NA,104,1158,272,682,270,295.61853,104,QRCODE,FALSE,2018-08-24T18:27:18Z,46,NRG Stadium,41,77054,US,0.8624192,America/Chicago,TRUE,nrg-stadium,https://seatgeek.com/venues/nrg-stadium/tickets,1 Reliant Park,"Houston, TX 77054",NRG Stadium,Houston,"Houston, TX",0,TX,618,29.6847,-95.4107,QRCODE_TM,FALSE,2015-11-04T18:42:27Z
,FALSE,Tennessee Titans at Jacksonville Jaguars,4346950,nfl,FALSE,2018-09-23T17:00:00,0.818,2018-09-23T21:00:00,2018-04-20T00:47:19,2018-04-20T00:00:00,Titans at Jaguars,https://seatgeek.com/titans-at-jaguars-tickets/9-23-2018-jacksonville-florida-everbank-field/nfl/4346950,2018-09-23T13:00:00,normal,0.865,FALSE,FALSE,NA,38,775,70,714,516,100.26163,38,QRCODE,FALSE,2018-08-24T18:26:19Z,10,EverBank Field,5178,32202,US,0.83759147,America/New_York,TRUE,everbank-field,https://seatgeek.com/venues/everbank-field/tickets,1 Everbank Field Dr,"Jacksonville, FL 32202",EverBank Field,Jacksonville,"Jacksonville, FL",0,FL,561,30.3239,-81.6373,QRCODE_TM,FALSE,2015-10-17T20:03:42Z
,FALSE,Los Angeles Chargers at Los Angeles Rams,4346923,nfl,FALSE,2018-09-23T20:05:00,0.894,2018-09-24T00:05:00,2018-04-20T00:47:14,2018-04-20T00:00:00,Chargers at Rams,https://seatgeek.com/chargers-at-rams-tickets/9-23-2018-los-angeles-california-los-angeles-memorial-coliseum-1/nfl/4346923,2018-09-23T13:05:00,normal,0.916,FALSE,FALSE,NA,51,481,105,1360,937,131.09605,52,QRCODE,FALSE,2018-09-05T22:17:11Z,12,Los Angeles Memorial Coliseum,51012,90037,US,0.86898464,America/Los_Angeles,TRUE,los-angeles-memorial-coliseum-1,https://seatgeek.com/venues/los-angeles-memorial-coliseum-1/tickets,3911 S Figueroa St,"Los Angeles, CA 90037",Los Angeles Memorial Coliseum,Los Angeles,"Los Angeles, CA",0,CA,0,34.0138,-118.288,QRCODE,FALSE,2018-08-23T17:59:28Z
,FALSE,Dallas Cowboys at Seattle Seahawks,4347129,nfl,FALSE,2018-09-23T20:25:00,0.991,2018-09-24T00:25:00,2018-04-20T00:47:56,2018-04-20T00:00:00,Cowboys at Seahawks,https://seatgeek.com/cowboys-at-seahawks-tickets/9-23-2018-seattle-washington-centurylink-field/nfl/4347129,2018-09-23T13:25:00,normal,0.988,FALSE,FALSE,NA,237,3079,608,409,150,663.0133,237,QRCODE,FALSE,2018-03-02T22:54:54Z,19,CenturyLink Field,339,98134,US,0.87232786,America/Los_Angeles,TRUE,centurylink-field,https://seatgeek.com/venues/centurylink-field/tickets,800 Occidental Ave S,"Seattle, WA 98134",CenturyLink Field,Seattle,"Seattle, WA",0,WA,819,47.6,-122.33,QRCODE,FALSE,2018-03-02T22:54:54Z
,FALSE,Chicago Bears at Arizona Cardinals,4347104,nfl,FALSE,2018-09-23T20:25:00,0.973,2018-09-24T00:25:00,2018-04-20T00:47:52,2018-04-20T00:00:00,Bears at Cardinals,https://seatgeek.com/bears-at-cardinals-tickets/9-23-2018-glendale-arizona-state-farm-stadium/nfl/4347104,2018-09-23T13:25:00,normal,0.979,FALSE,FALSE,NA,77,653,177,857,416,199.97597,77,QRCODE,FALSE,2018-08-24T20:34:25Z,10,State Farm Stadium,43,85305,US,0.93402725,America/Phoenix,TRUE,state-farm-stadium,https://seatgeek.com/venues/state-farm-stadium/tickets,1 Cardinals Drive,"Glendale, AZ 85305",State Farm Stadium,Glendale,"Glendale, AZ",0,AZ,753,33.5294,-112.262,NONE,FALSE,2015-12-21T17:26:05Z
,FALSE,New England Patriots at Detroit Lions,4347028,nfl,FALSE,2018-09-24T00:20:00,0.997,2018-09-24T04:20:00,2018-04-20T00:47:37,2018-04-20T00:00:00,Patriots at Lions,https://seatgeek.com/patriots-at-lions-tickets/9-23-2018-detroit-michigan-ford-field/nfl/4347028,2018-09-23T20:20:00,normal,0.991,FALSE,FALSE,NA,148,12062,NA,NA,390,347.82,140,QRCODE,FALSE,2018-08-24T18:27:28Z,9,Ford Field,346,48226,US,0.9029952,America/Detroit,TRUE,ford-field,https://seatgeek.com/venues/ford-field/tickets,2000 Brush St.,"Detroit, MI 48226",Ford Field,Detroit,"Detroit, MI",0,MI,505,42.34,-83.0459,NONE,FALSE,2015-11-04T17:31:52Z
,FALSE,Pittsburgh Steelers at Tampa Bay Buccaneers,4346932,nfl,FALSE,2018-09-25T00:15:00,0.915,2018-09-25T04:15:00,2018-04-20T00:47:16,2018-04-20T00:00:00,Steelers at Buccaneers,https://seatgeek.com/steelers-at-buccaneers-tickets/9-24-2018-tampa-florida-raymond-james-stadium/nfl/4346932,2018-09-24T20:15:00,normal,0.924,FALSE,FALSE,NA,142,1037,310,378,24,374.41666,143,QRCODE,FALSE,2018-08-24T20:35:07Z,15,Raymond James Stadium,39,33607,US,0.86513025,America/New_York,TRUE,raymond-james-stadium,https://seatgeek.com/venues/raymond-james-stadium/tickets,4201 North Dale Mabry Highway,"Tampa, FL 33607",Raymond James Stadium,Tampa,"Tampa, FL",0,FL,539,27.9753,-82.5034,QRCODE_TM,FALSE,2015-08-24T14:44:53Z
,FALSE,Minnesota Vikings at Los Angeles Rams,4346922,nfl,FALSE,2018-09-28T00:20:00,0.914,2018-09-28T04:20:00,2018-04-20T00:47:14,2018-04-20T00:00:00,Vikings at Rams,https://seatgeek.com/vikings-at-rams-tickets/9-27-2018-los-angeles-california-los-angeles-memorial-coliseum-1/nfl/4346922,2018-09-27T17:20:00,normal,0.914,FALSE,FALSE,NA,63,971,164,1135,549,212.16211,69,QRCODE,FALSE,2018-09-05T22:17:16Z,12,Los Angeles Memorial Coliseum,51012,90037,US,0.86898464,America/Los_Angeles,TRUE,los-angeles-memorial-coliseum-1,https://seatgeek.com/venues/los-angeles-memorial-coliseum-1/tickets,3911 S Figueroa St,"Los Angeles, CA 90037",Los Angeles Memorial Coliseum,Los Angeles,"Los Angeles, CA",0,CA,0,34.0138,-118.288,QRCODE,FALSE,2018-08-23T17:59:28Z
,FALSE,Arkansas Razorbacks at Kentucky Wildcats Womens Volleyball,4401810,sports,FALSE,2018-09-28T23:00:00,0.354,2018-09-29T03:00:00,2018-06-05T16:00:59,2018-06-05T00:00:00,Arkansas Razorbacks at Kentucky Wildcats Womens Volleyball,https://seatgeek.com/arkansas-razorbacks-at-kentucky-wildcats-womens-volleyball-tickets/sport/2018-09-28-7-pm/4401810,2018-09-28T19:00:00,normal,0.517,FALSE,FALSE,NA,NA,35,35,6,6,31.333334,13,NA,NA,NA,26,Memorial Coliseum,5102,40506,US,0.4125833,America/New_York,TRUE,memorial-coliseum-1,https://seatgeek.com/venues/memorial-coliseum-1/tickets,201 Avenue of Champions,"Lexington, KY 40506",Memorial Coliseum,Lexington,"Lexington, KY",0,KY,541,38.04,-84.5,NA,NA,NA
"*Child Policy::  Everyone, regardless of age, requires a ticket for entry.
*Donations::  Club seat purchases include a donation made to the respective school.
*Bag Policy::   All approved bags are subject to inspection upon entry and are subject to additional inspections within AT&amp;T Stadium. AT&amp;T Stadium has modified its security policy by limiting the size and style of bags allowed in the stadium.  Visit www.attstadium.com/bags for more information.",TRUE,Southwest Classic: Arkansas vs Texas A&M,4163969,ncaa_football,TRUE,2018-09-29T08:30:00,0.947,2018-09-30T05:00:00,2017-12-05T15:00:24,2017-12-05T00:00:00,Southwest Classic: Arkansas vs Texas A&M,https://seatgeek.com/southwest-classic-arkansas-vs-texas-aandm-tickets/ncaa-football/2018-09-29-3-30-am/4163969,2018-09-29T03:30:00,normal,0.957,FALSE,FALSE,NA,102,12028,205,810,907,277.81808,102,QRCODE,FALSE,2018-04-17T22:02:33Z,23,AT&T Stadium,4965,76011,US,0.9751414,America/Chicago,TRUE,at-t-stadium,https://seatgeek.com/venues/at-t-stadium/tickets,1 AT&T Way,"Arlington, TX 76011",AT&T Stadium,Arlington,"Arlington, TX",0,TX,623,32.7459,-97.0957,QRCODE,FALSE,2018-04-17T22:02:33Z
,FALSE,South Alabama Jaguars at Appalachian State Mountaineers Football,4281951,ncaa_football,FALSE,2018-09-29T19:30:00,0.46,2018-09-29T23:30:00,2018-02-28T15:00:11,2018-02-28T00:00:00,South Alabama at Appalachian State,https://seatgeek.com/south-alabama-jaguars-at-appalachian-state-mountaineers-football-tickets/ncaa-football/2018-09-29-3-30-pm/4281951,2018-09-29T15:30:00,normal,0.591,FALSE,FALSE,NA,46,215,83,88,164,93.61585,46,NA,NA,NA,6,Kidd Brewer Stadium,3723,28607,US,0.57884717,America/New_York,TRUE,kidd-brewer-stadium,https://seatgeek.com/venues/kidd-brewer-stadium/tickets,1 Kidd Brewer Stadium,"Boone, NC 28607",Kidd Brewer Stadium,Boone,"Boone, NC",0,NC,517,36.2116,-81.6856,NA,NA,NA
,FALSE,Philadelphia Eagles at Tennessee Titans,4346992,nfl,FALSE,2018-09-30T16:00:00,0.931,2018-09-30T20:00:00,2018-04-20T00:47:30,2018-04-20T00:00:00,Eagles at Titans,https://seatgeek.com/eagles-at-titans-tickets/9-30-2018-nashville-tennessee-nissan-stadium/nfl/4346992,2018-09-30T12:00:00,normal,0.92,FALSE,FALSE,NA,187,927,408,599,325,435.86462,199,QRCODE,FALSE,2018-08-24T20:47:49Z,15,Nissan Stadium,1126,37213,US,0.8546275,America/New_York,TRUE,nissan-stadium,https://seatgeek.com/venues/nissan-stadium/tickets,1 Titans Way,"Nashville, TN 37213",Nissan Stadium,Nashville,"Nashville, TN",0,TN,659,36.1665,-86.7713,NONE,FALSE,2015-10-19T15:09:39Z
,FALSE,Buffalo Bills at Green Bay Packers,4346911,nfl,FALSE,2018-09-30T17:00:00,0.943,2018-09-30T21:00:00,2018-04-20T00:47:13,2018-04-20T00:00:00,Bills at Packers,https://seatgeek.com/bills-at-packers-tickets/9-30-2018-green-bay-wisconsin-lambeau-field/nfl/4346911,2018-09-30T12:00:00,normal,0.931,FALSE,FALSE,NA,174,864,370,496,134,394.04477,196,QRCODE,FALSE,2018-08-24T20:38:24Z,7,Lambeau Field,1125,54304,US,0.92909414,America/Chicago,TRUE,lambeau-field,https://seatgeek.com/venues/lambeau-field/tickets,1265 Lombardi Avenue,"Green Bay, WI 54304",Lambeau Field,Green Bay,"Green Bay, WI",0,WI,658,44.5013,-88.0622,QRCODE_TM,FALSE,2015-09-02T22:43:34Z
,FALSE,Tampa Bay Buccaneers at Chicago Bears,4347009,nfl,FALSE,2018-09-30T17:00:00,0.941,2018-09-30T21:00:00,2018-04-20T00:47:33,2018-04-20T00:00:00,Buccaneers at Bears,https://seatgeek.com/buccaneers-at-bears-tickets/9-30-2018-chicago-illinois-soldier-field/nfl/4347009,2018-09-30T12:00:00,normal,0.928,FALSE,FALSE,NA,133,1017,290,579,70,343.4,133,QRCODE,FALSE,2018-08-24T20:48:11Z,12,Soldier Field,31,60605,US,0.940013,America/Chicago,TRUE,soldier-field,https://seatgeek.com/venues/soldier-field/tickets,1410 S. Museum Campus Drive,"Chicago, IL 60605",Soldier Field,Chicago,"Chicago, IL",0,IL,602,41.8623,-87.6159,NONE,FALSE,2018-06-02T00:44:08Z
,FALSE,Miami Dolphins at New England Patriots,4347092,nfl,FALSE,2018-09-30T17:00:00,0.974,2018-09-30T21:00:00,2018-04-20T00:47:49,2018-04-20T00:00:00,Dolphins at Patriots,https://seatgeek.com/dolphins-at-patriots-tickets/9-30-2018-foxborough-massachusetts-gillette-stadium/nfl/4347092,2018-09-30T13:00:00,normal,0.953,FALSE,FALSE,NA,271,1882,437,505,94,537.31915,312,QRCODE,FALSE,2018-08-24T20:51:36Z,16,Gillette Stadium,33,02035,US,0.8983344,America/New_York,TRUE,gillette-stadium,https://seatgeek.com/venues/gillette-stadium/tickets,1 Patriot Place,"Foxborough, MA 02035",Gillette Stadium,Foxborough,"Foxborough, MA",0,MA,506,42.0906,-71.2674,NONE,FALSE,2018-08-22T15:36:58Z
,FALSE,Detroit Lions at Dallas Cowboys,4327924,nfl,TRUE,2018-09-30T17:00:00,0.99,2018-09-30T21:00:00,2018-04-05T23:08:47,2018-04-05T00:00:00,Lions at Cowboys,https://seatgeek.com/lions-at-cowboys-tickets/9-30-2018-arlington-texas-at-t-stadium/nfl/4327924,2018-09-30T12:00:00,normal,0.966,FALSE,FALSE,NA,18,2095,229,2245,2839,277.70236,18,QRCODE,FALSE,2018-04-17T22:02:33Z,23,AT&T Stadium,4965,76011,US,0.9751414,America/Chicago,TRUE,at-t-stadium,https://seatgeek.com/venues/at-t-stadium/tickets,1 AT&T Way,"Arlington, TX 76011",AT&T Stadium,Arlington,"Arlington, TX",0,TX,623,32.7459,-97.0957,QRCODE,FALSE,2018-04-17T22:02:33Z
,FALSE,New York Jets at Jacksonville Jaguars,4346949,nfl,FALSE,2018-09-30T17:00:00,0.848,2018-09-30T21:00:00,2018-04-20T00:47:19,2018-04-20T00:00:00,Jets at Jaguars,https://seatgeek.com/jets-at-jaguars-tickets/9-30-2018-jacksonville-florida-everbank-field/nfl/4346949,2018-09-30T13:00:00,normal,0.858,FALSE,FALSE,NA,56,489,99,688,532,121.00564,55,QRCODE,FALSE,2018-08-24T20:38:35Z,10,EverBank Field,5178,32202,US,0.83759147,America/New_York,TRUE,everbank-field,https://seatgeek.com/venues/everbank-field/tickets,1 Everbank Field Dr,"Jacksonville, FL 32202",EverBank Field,Jacksonville,"Jacksonville, FL",0,FL,561,30.3239,-81.6373,QRCODE_TM,FALSE,2015-10-17T20:03:42Z
