id,description,datetime_utc,date_tbd,popularity,datetime_tbd,url,time_tbd,status,title,announce_date,short_title,is_open,type,score,visible_until_utc,datetime_local,created_at,general_admission,lowest_price,highest_price,listing_count,average_price,lowest_price_good_deals,employee_only,created_at,method,num_upcoming_events,id,country,display_location,url,city,slug,extended_address,timezone,score,popularity,address,postal_code,has_upcoming_events,name_v2,name,state,lon,lat,employee_only,created_at,method
4347019,,2018-10-14T17:00:00,FALSE,0.866,FALSE,https://seatgeek.com/bills-at-texans-tickets/10-14-2018-houston-texas-nrg-stadium/nfl/4347019,FALSE,normal,Buffalo Bills at Houston Texans,2018-04-20T00:00:00,Bills at Texans,FALSE,nfl,0.913,2018-10-14T21:00:00,2018-10-14T12:00:00,2018-04-20T00:47:36,NA,61,5735,1932,205.69,61,FALSE,2018-08-24T21:53:35Z,QRCODE,47,41,US,"Houston, TX",https://seatgeek.com/venues/nrg-stadium/tickets,Houston,nrg-stadium,"Houston, TX 77054",America/Chicago,0.8624192,0,1 Reliant Park,77054,TRUE,NRG Stadium,NRG Stadium,TX,-95.4107,29.6847,FALSE,2015-11-04T18:42:27Z,QRCODE_TM
4346991,,2018-10-14T19:25:00,FALSE,0.843,FALSE,https://seatgeek.com/ravens-at-titans-tickets/10-14-2018-nashville-tennessee-nissan-stadium/nfl/4346991,FALSE,normal,Baltimore Ravens at Tennessee Titans,2018-04-20T00:00:00,Ravens at Titans,FALSE,nfl,0.883,2018-10-14T23:25:00,2018-10-14T15:25:00,2018-04-20T00:47:30,NA,54,1198,1068,191.99,54,FALSE,2018-08-24T21:53:35Z,QRCODE,16,1126,US,"Nashville, TN",https://seatgeek.com/venues/nissan-stadium/tickets,Nashville,nissan-stadium,"Nashville, TN 37213",America/New_York,0.8546275,0,1 Titans Way,37213,TRUE,Nissan Stadium,Nissan Stadium,TN,-86.7713,36.1665,FALSE,2015-10-19T15:09:39Z,NONE
4347138,,2018-10-14T20:05:00,FALSE,0.882,FALSE,https://seatgeek.com/rams-at-broncos-tickets/10-14-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347138,FALSE,normal,Los Angeles Rams at Denver Broncos,2018-04-20T00:00:00,Rams at Broncos,FALSE,nfl,0.922,2018-10-15T00:05:00,2018-10-14T14:05:00,2018-04-20T01:04:04,NA,140,1922,1252,435.81,140,FALSE,2018-08-24T21:53:38Z,QRCODE,8,1131,US,"Denver, CO",https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets,Denver,sports-authority-field-at-mile-high,"Denver, CO 80204",America/Denver,0.9028296,0,1701 Bryant St.,80204,TRUE,Sports Authority Field at Mile High,Sports Authority Field at Mile High,CO,-105.02,39.74,FALSE,2015-08-07T18:39:02Z,QRCODE_TM
4327923,,2018-10-14T20:25:00,FALSE,0.938,FALSE,https://seatgeek.com/jaguars-at-cowboys-tickets/10-14-2018-arlington-texas-at-t-stadium/nfl/4327923,FALSE,normal,Jacksonville Jaguars at Dallas Cowboys,2018-04-05T00:00:00,Jaguars at Cowboys,TRUE,nfl,0.993,2018-10-15T00:25:00,2018-10-14T15:25:00,2018-04-05T23:08:47,NA,31,4310,2640,340.5,31,FALSE,2018-04-17T22:02:33Z,QRCODE,25,4965,US,"Arlington, TX",https://seatgeek.com/venues/at-t-stadium/tickets,Arlington,at-t-stadium,"Arlington, TX 76011",America/Chicago,0.9751414,0,1 AT&T Way,76011,TRUE,AT&T Stadium,AT&T Stadium,TX,-97.0957,32.7459,FALSE,2018-04-17T22:02:33Z,QRCODE
4347095,,2018-10-15T00:20:00,FALSE,0.922,FALSE,https://seatgeek.com/chiefs-at-patriots-tickets/10-14-2018-foxborough-massachusetts-gillette-stadium/nfl/4347095,FALSE,normal,Kansas City Chiefs at New England Patriots,2018-04-20T00:00:00,Chiefs at Patriots,FALSE,nfl,0.976,2018-10-15T04:20:00,2018-10-14T20:20:00,2018-04-20T00:47:50,NA,198,2155,1648,638.04,210,FALSE,2018-08-24T21:53:35Z,QRCODE,14,33,US,"Foxborough, MA",https://seatgeek.com/venues/gillette-stadium/tickets,Foxborough,gillette-stadium,"Foxborough, MA 02035",America/New_York,0.8983344,0,1 Patriot Place,02035,TRUE,Gillette Stadium,Gillette Stadium,MA,-71.2674,42.0906,FALSE,2018-08-22T15:36:58Z,NONE
4346914,,2018-10-16T00:15:00,FALSE,0.908,FALSE,https://seatgeek.com/49ers-at-packers-tickets/10-15-2018-green-bay-wisconsin-lambeau-field/nfl/4346914,FALSE,normal,San Francisco 49ers at Green Bay Packers,2018-04-20T00:00:00,49ers at Packers,FALSE,nfl,0.957,2018-10-16T04:15:00,2018-10-15T19:15:00,2018-04-20T00:47:13,NA,167,1480,1154,365.92,167,FALSE,2018-08-24T21:53:38Z,QRCODE,8,1125,US,"Green Bay, WI",https://seatgeek.com/venues/lambeau-field/tickets,Green Bay,lambeau-field,"Green Bay, WI 54304",America/Chicago,0.92909414,0,1265 Lombardi Avenue,54304,TRUE,Lambeau Field,Lambeau Field,WI,-88.0622,44.5013,FALSE,2015-09-02T22:43:34Z,QRCODE_TM
4347102,,2018-10-19T00:20:00,FALSE,0.903,FALSE,https://seatgeek.com/broncos-at-cardinals-tickets/10-18-2018-glendale-arizona-state-farm-stadium/nfl/4347102,FALSE,normal,Denver Broncos at Arizona Cardinals,2018-04-20T00:00:00,Broncos at Cardinals,FALSE,nfl,0.955,2018-10-19T04:20:00,2018-10-18T17:20:00,2018-04-20T00:47:51,NA,62,1322,1741,206.6,62,FALSE,2018-08-24T21:53:38Z,QRCODE,11,43,US,"Glendale, AZ",https://seatgeek.com/venues/state-farm-stadium/tickets,Glendale,state-farm-stadium,"Glendale, AZ 85305",America/Phoenix,0.93402725,0,1 Cardinals Drive,85305,TRUE,State Farm Stadium,State Farm Stadium,AZ,-112.262,33.5294,FALSE,2015-12-21T17:26:05Z,NONE
4471322,,2018-10-20T23:30:00,FALSE,0.465,FALSE,https://seatgeek.com/little-rock-trojans-at-arkansas-state-red-wolves-womens-volleyball-tickets/sport/2018-10-20-6-30-pm/4471322,FALSE,normal,Little Rock Trojans at Arkansas State Red Wolves Women's Volleyball,2018-08-01T00:00:00,Little Rock Trojans at Arkansas State Red Wolves Women's Volleyball,FALSE,sports,0.383,2018-10-21T03:30:00,2018-10-20T18:30:00,2018-08-01T16:01:33,NA,NA,NA,NA,NA,NA,FALSE,2018-08-24T21:53:38Z,QRCODE,36,4081,US,"Jonesboro, AR",https://seatgeek.com/venues/asu-convocation-center-1/tickets,Jonesboro,asu-convocation-center-1,"Jonesboro, AR 72401",America/Chicago,0.5808074,0,217 Olympic Drive,72401,TRUE,ASU Convocation Center,ASU Convocation Center,AR,-90.6691,35.8438,NA,NA,NA
4346960,,2018-10-21T17:00:00,FALSE,0.854,FALSE,https://seatgeek.com/bills-at-colts-tickets/10-21-2018-indianapolis-indiana-lucas-oil-stadium/nfl/4346960,FALSE,normal,Buffalo Bills at Indianapolis Colts,2018-04-20T00:00:00,Bills at Colts,FALSE,nfl,0.894,2018-10-21T21:00:00,2018-10-21T13:00:00,2018-04-20T00:47:22,NA,34,6154,2108,171.93,34,FALSE,2018-08-24T21:53:38Z,QRCODE,14,1130,US,"Indianapolis, IN",https://seatgeek.com/venues/lucas-oil-stadium/tickets,Indianapolis,lucas-oil-stadium,"Indianapolis, IN 46225",America/Indiana/Indianapolis,0.9071682,0,500 South Capitol Avenue,46225,TRUE,Lucas Oil Stadium,Lucas Oil Stadium,IN,-86.1639,39.7601,FALSE,2015-08-22T16:51:43Z,QRCODE_TM
4347008,,2018-10-21T17:00:00,FALSE,0.927,FALSE,https://seatgeek.com/patriots-at-bears-tickets/10-21-2018-chicago-illinois-soldier-field/nfl/4347008,FALSE,normal,New England Patriots at Chicago Bears,2018-04-20T00:00:00,Patriots at Bears,FALSE,nfl,0.992,2018-10-21T21:00:00,2018-10-21T12:00:00,2018-04-20T00:47:33,NA,261,3083,1174,691.35,261,FALSE,2018-08-24T21:53:38Z,QRCODE,12,31,US,"Chicago, IL",https://seatgeek.com/venues/soldier-field/tickets,Chicago,soldier-field,"Chicago, IL 60605",America/Chicago,0.940013,0,1410 S. Museum Campus Drive,60605,TRUE,Soldier Field,Soldier Field,IL,-87.6159,41.8623,FALSE,2018-06-02T00:44:08Z,NONE
4346975,,2018-10-21T17:00:00,FALSE,0.913,FALSE,https://seatgeek.com/vikings-at-jets-tickets/10-21-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346975,FALSE,normal,Minnesota Vikings at New York Jets,2018-04-20T00:00:00,Vikings at Jets,FALSE,nfl,0.977,2018-10-21T21:00:00,2018-10-21T13:00:00,2018-04-20T00:47:26,NA,58,1493,2080,212.41,58,FALSE,2018-08-24T21:53:38Z,QRCODE,21,1587,US,"East Rutherford, NJ",https://seatgeek.com/venues/metlife-stadium/tickets,East Rutherford,metlife-stadium,"East Rutherford, NJ 07073",America/New_York,0.94873494,0,1 MetLife Stadium Drive,07073,TRUE,MetLife Stadium,MetLife Stadium,NJ,-74.0737,40.8142,FALSE,2015-09-12T14:14:07Z,QRCODE_TM
4346931,,2018-10-21T17:00:00,FALSE,0.848,FALSE,https://seatgeek.com/browns-at-buccaneers-tickets/10-21-2018-tampa-florida-raymond-james-stadium/nfl/4346931,FALSE,normal,Cleveland Browns at Tampa Bay Buccaneers,2018-04-20T00:00:00,Browns at Buccaneers,FALSE,nfl,0.897,2018-10-21T21:00:00,2018-10-21T13:00:00,2018-04-20T00:47:16,NA,65,1268,1097,250.81,65,FALSE,2018-08-24T21:53:38Z,QRCODE,16,39,US,"Tampa, FL",https://seatgeek.com/venues/raymond-james-stadium/tickets,Tampa,raymond-james-stadium,"Tampa, FL 33607",America/New_York,0.86513025,0,4201 North Dale Mabry Highway,33607,TRUE,Raymond James Stadium,Raymond James Stadium,FL,-82.5034,27.9753,FALSE,2015-08-24T14:44:53Z,QRCODE_TM
4347084,,2018-10-21T17:00:00,FALSE,0.857,FALSE,https://seatgeek.com/lions-at-dolphins-tickets/10-21-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347084,FALSE,normal,Detroit Lions at Miami Dolphins,2018-04-20T00:00:00,Lions at Dolphins,FALSE,nfl,0.909,2018-10-21T21:00:00,2018-10-21T13:00:00,2018-04-20T00:47:47,NA,52,6934,1994,253.11,52,FALSE,2018-08-24T21:53:38Z,QRCODE,39,29,US,"Miami Gardens, FL",https://seatgeek.com/venues/hard-rock-stadium/tickets,Miami Gardens,hard-rock-stadium,"Miami Gardens, FL 33056",America/New_York,0.8378203,0,347 Don Shula Dr.,33056,TRUE,Hard Rock Stadium,Hard Rock Stadium,FL,-80.24,25.96,FALSE,2017-10-03T18:58:44Z,NONE
4346982,,2018-10-21T17:00:00,FALSE,0.865,FALSE,https://seatgeek.com/bengals-at-chiefs-tickets/10-21-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346982,FALSE,normal,Cincinnati Bengals at Kansas City Chiefs,2018-04-20T00:00:00,Bengals at Chiefs,FALSE,nfl,0.915,2018-10-21T21:00:00,2018-10-21T12:00:00,2018-04-20T00:47:27,NA,42,654,1407,168.06,42,FALSE,2018-08-24T21:53:38Z,QRCODE,10,1128,US,"Kansas City, MO",https://seatgeek.com/venues/arrowhead-stadium/tickets,Kansas City,arrowhead-stadium,"Kansas City, MO 64129",America/Chicago,0.8827867,0,1 Arrowhead Drive,64129,TRUE,Arrowhead Stadium,Arrowhead Stadium,MO,-94.4839,39.0489,FALSE,2015-08-20T16:20:51Z,QRCODE_TM
4347036,,2018-10-21T17:00:00,FALSE,0.897,FALSE,https://seatgeek.com/panthers-at-eagles-tickets/10-21-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4347036,FALSE,normal,Carolina Panthers at Philadelphia Eagles,2018-04-20T00:00:00,Panthers at Eagles,FALSE,nfl,0.954,2018-10-21T21:00:00,2018-10-21T13:00:00,2018-04-20T00:47:39,NA,148,3586,1511,456.71,148,FALSE,2018-08-24T21:53:38Z,QRCODE,18,330,US,"Philadelphia, PA",https://seatgeek.com/venues/lincoln-financial-field/tickets,Philadelphia,lincoln-financial-field,"Philadelphia, PA 19148",America/New_York,0.90542685999999994,0,1020 Pattison Ave,19148,TRUE,Lincoln Financial Field,Lincoln Financial Field,PA,-75.1675,39.9046,FALSE,2015-07-10T00:00:00Z,QRCODE_TM
4346948,,2018-10-21T17:00:00,FALSE,0.806,FALSE,https://seatgeek.com/texans-at-jaguars-tickets/10-21-2018-jacksonville-florida-tiaa-bank-field/nfl/4346948,FALSE,normal,Houston Texans at Jacksonville Jaguars,2018-04-20T00:00:00,Texans at Jaguars,FALSE,nfl,0.845,2018-10-21T21:00:00,2018-10-21T13:00:00,2018-04-20T00:47:19,NA,52,2558,1112,143.01,52,FALSE,2018-08-24T21:53:38Z,QRCODE,10,5178,US,"Jacksonville, FL",https://seatgeek.com/venues/tiaa-bank-field/tickets,Jacksonville,tiaa-bank-field,"Jacksonville, FL 32202",America/New_York,0.83759147,0,1 Everbank Field Dr,32202,TRUE,TIAA Bank Field,TIAA Bank Field,FL,-81.6373,30.3239,FALSE,2015-10-17T20:03:42Z,QRCODE_TM
4347071,,2018-10-21T20:05:00,FALSE,0.848,FALSE,https://seatgeek.com/saints-at-ravens-tickets/10-21-2018-baltimore-maryland-m-t-bank-stadium/nfl/4347071,FALSE,normal,New Orleans Saints at Baltimore Ravens,2018-04-20T00:00:00,Saints at Ravens,FALSE,nfl,0.896,2018-10-22T00:05:00,2018-10-21T16:05:00,2018-04-20T00:47:45,NA,58,822,2001,225.02,58,FALSE,2018-08-24T21:53:38Z,QRCODE,9,1121,US,"Baltimore, MD",https://seatgeek.com/venues/m-t-bank-stadium/tickets,Baltimore,m-t-bank-stadium,"Baltimore, MD 21230",America/New_York,0.8927189,0,1101 Russell St,21230,TRUE,M&T Bank Stadium,M&T Bank Stadium,MD,-76.623,39.2774,FALSE,2015-08-04T00:00:00Z,QRCODE_TM
4346941,,2018-10-21T20:25:00,FALSE,0.94,FALSE,https://seatgeek.com/cowboys-at-redskins-tickets/10-21-2018-landover-maryland-fedex-field/nfl/4346941,FALSE,normal,Dallas Cowboys at Washington Redskins,2018-04-20T00:00:00,Cowboys at Redskins,FALSE,nfl,1.003,2018-10-22T00:25:00,2018-10-21T16:25:00,2018-04-20T00:47:18,NA,190,1318,2035,402.93,190,FALSE,2018-08-24T21:53:38Z,QRCODE,9,35,US,"Landover, MD",https://seatgeek.com/venues/fedex-field/tickets,Landover,fedex-field,"Landover, MD 20785",America/New_York,0.9333444,0,1600 Fedex Way,20785,TRUE,FedEx Field,FedEx Field,MD,-76.8658,38.9071,FALSE,2015-09-12T14:13:58Z,QRCODE_TM
4347118,,2018-10-22T00:20:00,FALSE,0.901,FALSE,https://seatgeek.com/rams-at-49ers-tickets/10-21-2018-santa-clara-california-levi-s-stadium/nfl/4347118,FALSE,normal,Los Angeles Rams at San Francisco 49ers,2018-04-20T00:00:00,Rams at 49ers,FALSE,nfl,0.962,2018-10-22T04:20:00,2018-10-21T17:20:00,2018-04-20T00:47:54,NA,98,3694,1900,307.77,98,FALSE,2018-08-24T21:53:38Z,QRCODE,13,58670,US,"Santa Clara, CA",https://seatgeek.com/venues/levi-s-stadium/tickets,Santa Clara,levi-s-stadium,"Santa Clara, CA 95054",America/Los_Angeles,0.95768774,0,4900 Marie P DeBartolo Way,95054,TRUE,Levi's Stadium,Levi's Stadium,CA,-121.969,37.4023,FALSE,2015-07-10T00:00:00Z,QRCODE_TM
4347050,,2018-10-23T00:15:00,FALSE,0.912,FALSE,https://seatgeek.com/giants-at-falcons-tickets/10-22-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347050,FALSE,normal,New York Giants at Atlanta Falcons,2018-04-20T00:00:00,Giants at Falcons,FALSE,nfl,0.972,2018-10-23T04:15:00,2018-10-22T20:15:00,2018-04-20T00:47:42,NA,121,3094,1498,367.53,121,FALSE,2018-08-24T21:53:38Z,QRCODE,15,419590,US,"Atlanta, GA",https://seatgeek.com/venues/mercedes-benz-stadium/tickets,Atlanta,mercedes-benz-stadium,"Atlanta, GA 30313",America/New_York,0.76958936,0,35 Northside Dr NW,30313,TRUE,Mercedes-Benz Stadium,Mercedes-Benz Stadium,GA,-84.4,33.76,FALSE,2018-08-23T20:14:46Z,QRCODE
4281985,,2018-10-24T00:00:00,FALSE,0.36,FALSE,https://seatgeek.com/troy-trojans-at-south-alabama-jaguars-football-tickets/ncaa-football/2018-10-23-7-pm/4281985,FALSE,normal,Troy Trojans at South Alabama Jaguars Football,2018-02-28T00:00:00,Troy at South Alabama,FALSE,ncaa_football,0.289,2018-10-24T04:00:00,2018-10-23T19:00:00,2018-02-28T15:00:17,NA,32,93,26,49.95,32,NA,NA,NA,7,3716,US,"Mobile, AL",https://seatgeek.com/venues/ladd-peebles-stadium/tickets,Mobile,ladd-peebles-stadium,"Mobile, AL 36604",America/Chicago,0.50177634,0,1621 Virginia St.,36604,TRUE,Ladd Peebles Stadium,Ladd Peebles Stadium,AL,-88.0761,30.6748,NA,NA,NA
4347018,,2018-10-26T00:20:00,FALSE,0.848,FALSE,https://seatgeek.com/dolphins-at-texans-tickets/10-25-2018-houston-texas-nrg-stadium/nfl/4347018,FALSE,normal,Miami Dolphins at Houston Texans,2018-04-20T00:00:00,Dolphins at Texans,FALSE,nfl,0.907,2018-10-26T04:20:00,2018-10-25T19:20:00,2018-04-20T00:47:36,NA,41,5735,1834,196.71,41,FALSE,2018-08-24T21:53:38Z,QRCODE,47,41,US,"Houston, TX",https://seatgeek.com/venues/nrg-stadium/tickets,Houston,nrg-stadium,"Houston, TX 77054",America/Chicago,0.8624192,0,1 Reliant Park,77054,TRUE,NRG Stadium,NRG Stadium,TX,-95.4107,29.6847,FALSE,2015-11-04T18:42:27Z,QRCODE_TM
4347041,,2018-10-28T17:00:00,FALSE,0.83,FALSE,https://seatgeek.com/buccaneers-at-bengals-tickets/10-28-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347041,FALSE,normal,Tampa Bay Buccaneers at Cincinnati Bengals,2018-04-20T00:00:00,Buccaneers at Bengals,FALSE,nfl,0.881,2018-10-28T21:00:00,2018-10-28T13:00:00,2018-04-20T00:47:40,NA,40,1109,1529,126.02,40,FALSE,2018-08-24T21:53:39Z,QRCODE,9,1124,US,"Cincinnati, OH",https://seatgeek.com/venues/paul-brown-stadium/tickets,Cincinnati,paul-brown-stadium,"Cincinnati, OH 45202",America/New_York,0.86166537,0,1 Paul Brown Stadium,45202,TRUE,Paul Brown Stadium,Paul Brown Stadium,OH,-84.5177,39.0961,FALSE,2015-10-09T16:14:37Z,QRCODE_TM
4347026,,2018-10-28T17:00:00,FALSE,0.9,FALSE,https://seatgeek.com/seahawks-at-lions-tickets/10-28-2018-detroit-michigan-ford-field/nfl/4347026,FALSE,normal,Seattle Seahawks at Detroit Lions,2018-04-20T00:00:00,Seahawks at Lions,FALSE,nfl,0.956,2018-10-28T21:00:00,2018-10-28T13:00:00,2018-04-20T00:47:37,NA,68,11510,1086,271.84,68,FALSE,2018-08-24T21:53:39Z,QRCODE,11,346,US,"Detroit, MI",https://seatgeek.com/venues/ford-field/tickets,Detroit,ford-field,"Detroit, MI 48226",America/Detroit,0.9029952,0,2000 Brush St.,48226,TRUE,Ford Field,Ford Field,MI,-83.0459,42.34,FALSE,2015-11-04T17:31:52Z,NONE
4347070,,2018-10-28T17:00:00,FALSE,0.868,FALSE,https://seatgeek.com/ravens-at-panthers-tickets/10-28-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347070,FALSE,normal,Baltimore Ravens at Carolina Panthers,2018-04-20T00:00:00,Ravens at Panthers,FALSE,nfl,0.924,2018-10-28T21:00:00,2018-10-28T13:00:00,2018-04-20T00:47:45,NA,77,1112,1545,267.65,77,FALSE,2018-08-24T21:53:39Z,QRCODE,10,1122,US,"Charlotte, NC",https://seatgeek.com/venues/bank-of-america-stadium/tickets,Charlotte,bank-of-america-stadium,"Charlotte, NC 28202",America/New_York,0.8968222,0,800 South Mint Street,28202,TRUE,Bank of America Stadium,Bank of America Stadium,NC,-80.8524,35.2243,FALSE,2015-09-25T18:23:51Z,QRCODE_TM
4346940,,2018-10-28T17:00:00,FALSE,0.886,FALSE,https://seatgeek.com/redskins-at-giants-tickets/10-28-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346940,FALSE,normal,Washington Redskins at New York Giants,2018-04-20T00:00:00,Redskins at Giants,FALSE,nfl,0.95,2018-10-28T21:00:00,2018-10-28T13:00:00,2018-04-20T00:47:17,NA,121,123593,2017,396.07,121,FALSE,2018-08-24T21:53:39Z,QRCODE,21,1587,US,"East Rutherford, NJ",https://seatgeek.com/venues/metlife-stadium/tickets,East Rutherford,metlife-stadium,"East Rutherford, NJ 07073",America/New_York,0.94873494,0,1 MetLife Stadium Drive,07073,TRUE,MetLife Stadium,MetLife Stadium,NJ,-74.0737,40.8142,FALSE,2015-09-12T14:14:07Z,QRCODE_TM
4347078,,2018-10-28T17:00:00,FALSE,0.876,FALSE,https://seatgeek.com/browns-at-steelers-tickets/10-28-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347078,FALSE,normal,Cleveland Browns at Pittsburgh Steelers,2018-04-20T00:00:00,Browns at Steelers,FALSE,nfl,0.931,2018-10-28T21:00:00,2018-10-28T13:00:00,2018-04-20T00:47:46,NA,110,2456,1230,314.84,110,FALSE,2018-08-24T21:53:39Z,QRCODE,13,1119,US,"Pittsburgh, PA",https://seatgeek.com/venues/heinz-field/tickets,Pittsburgh,heinz-field,"Pittsburgh, PA 15212",America/New_York,0.9033526,0,100 Art Rooney Avenue,15212,TRUE,Heinz Field,Heinz Field,PA,-80.0158,40.4468,FALSE,2015-12-08T15:36:23Z,QRCODE_TM
4346981,,2018-10-28T17:00:00,FALSE,0.879,FALSE,https://seatgeek.com/broncos-at-chiefs-tickets/10-28-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346981,FALSE,normal,Denver Broncos at Kansas City Chiefs,2018-04-20T00:00:00,Broncos at Chiefs,FALSE,nfl,0.939,2018-10-28T21:00:00,2018-10-28T12:00:00,2018-04-20T00:47:27,NA,78,836,1384,240.71,78,FALSE,2018-08-24T21:53:39Z,QRCODE,10,1128,US,"Kansas City, MO",https://seatgeek.com/venues/arrowhead-stadium/tickets,Kansas City,arrowhead-stadium,"Kansas City, MO 64129",America/Chicago,0.8827867,0,1 Arrowhead Drive,64129,TRUE,Arrowhead Stadium,Arrowhead Stadium,MO,-94.4839,39.0489,FALSE,2015-08-20T16:20:51Z,QRCODE_TM
4347007,,2018-10-28T17:00:00,FALSE,0.876,FALSE,https://seatgeek.com/jets-at-bears-tickets/10-28-2018-chicago-illinois-soldier-field/nfl/4347007,FALSE,normal,New York Jets at Chicago Bears,2018-04-20T00:00:00,Jets at Bears,FALSE,nfl,0.936,2018-10-28T21:00:00,2018-10-28T12:00:00,2018-04-20T00:47:33,NA,105,1492,1644,377.11,105,FALSE,2018-08-24T21:53:39Z,QRCODE,12,31,US,"Chicago, IL",https://seatgeek.com/venues/soldier-field/tickets,Chicago,soldier-field,"Chicago, IL 60605",America/Chicago,0.940013,0,1410 S. Museum Campus Drive,60605,TRUE,Soldier Field,Soldier Field,IL,-87.6159,41.8623,FALSE,2018-06-02T00:44:08Z,NONE
4347153,,2018-10-28T20:05:00,FALSE,0.853,FALSE,https://seatgeek.com/colts-at-raiders-tickets/10-28-2018-oakland-california-oakland-alameda-county-coliseum/nfl/4347153,FALSE,normal,Indianapolis Colts at Oakland Raiders,2018-04-20T00:00:00,Colts at Raiders,FALSE,nfl,0.91,2018-10-29T00:05:00,2018-10-28T13:05:00,2018-04-20T01:04:25,NA,81,1268,1451,222.99,84,FALSE,2018-08-24T21:53:39Z,QRCODE,30,14,US,"Oakland, CA",https://seatgeek.com/venues/oakland-alameda-county-coliseum/tickets,Oakland,oakland-alameda-county-coliseum,"Oakland, CA 94621",America/Los_Angeles,0.7817843,0,7000 Coliseum Way,94621,TRUE,Oakland-Alameda County Coliseum,Oakland-Alameda County Coliseum,CA,-122.201,37.7469,FALSE,2015-06-24T00:00:00Z,PDF417
4346921,,2018-10-28T20:25:00,FALSE,0.928,FALSE,https://seatgeek.com/packers-at-rams-tickets/10-28-2018-los-angeles-california-los-angeles-memorial-coliseum-1/nfl/4346921,FALSE,normal,Green Bay Packers at Los Angeles Rams,2018-04-20T00:00:00,Packers at Rams,FALSE,nfl,0.999,2018-10-29T00:25:00,2018-10-28T13:25:00,2018-04-20T00:47:14,NA,265,10993,1609,798.78,265,FALSE,2018-08-24T21:53:39Z,QRCODE,14,51012,US,"Los Angeles, CA",https://seatgeek.com/venues/los-angeles-memorial-coliseum-1/tickets,Los Angeles,los-angeles-memorial-coliseum-1,"Los Angeles, CA 90037",America/Los_Angeles,0.86898464,0,3911 S Figueroa St,90037,TRUE,Los Angeles Memorial Coliseum,Los Angeles Memorial Coliseum,CA,-118.29,34.01,FALSE,2018-08-23T17:59:28Z,QRCODE
4347101,,2018-10-28T20:25:00,FALSE,0.89,FALSE,https://seatgeek.com/49ers-at-cardinals-tickets/10-28-2018-glendale-arizona-state-farm-stadium/nfl/4347101,FALSE,normal,San Francisco 49ers at Arizona Cardinals,2018-04-20T00:00:00,49ers at Cardinals,FALSE,nfl,0.945,2018-10-29T00:25:00,2018-10-28T13:25:00,2018-04-20T00:47:51,NA,44,1322,1911,188.47,44,FALSE,2018-08-24T21:53:39Z,QRCODE,11,43,US,"Glendale, AZ",https://seatgeek.com/venues/state-farm-stadium/tickets,Glendale,state-farm-stadium,"Glendale, AZ 85305",America/Phoenix,0.93402725,0,1 Cardinals Drive,85305,TRUE,State Farm Stadium,State Farm Stadium,AZ,-112.262,33.5294,FALSE,2015-12-21T17:26:05Z,NONE
4347136,,2018-10-29T00:20:00,FALSE,0.883,FALSE,https://seatgeek.com/saints-at-vikings-tickets/10-28-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347136,FALSE,normal,New Orleans Saints at Minnesota Vikings,2018-04-20T00:00:00,Saints at Vikings,FALSE,nfl,0.942,2018-10-29T04:20:00,2018-10-28T19:20:00,2018-04-20T01:04:04,NA,116,4120,1481,367.65,116,FALSE,2018-08-24T21:53:39Z,QRCODE,14,218451,US,"Minneapolis, MN",https://seatgeek.com/venues/u-s-bank-stadium/tickets,Minneapolis,u-s-bank-stadium,"Minneapolis, MN 55415",America/Chicago,0.88524246,0,401 Chicago Avenue,55415,TRUE,U.S. Bank Stadium,U.S. Bank Stadium,MN,-93.26,44.97,FALSE,2018-08-22T15:34:15Z,NONE
4347062,,2018-10-30T00:15:00,FALSE,0.886,FALSE,https://seatgeek.com/patriots-at-bills-tickets/10-29-2018-orchard-park-new-york-new-era-field/nfl/4347062,FALSE,normal,New England Patriots at Buffalo Bills,2018-04-20T00:00:00,Patriots at Bills,FALSE,nfl,0.95,2018-10-30T04:15:00,2018-10-29T20:15:00,2018-04-20T00:47:44,NA,110,3004,2118,244.59,110,FALSE,2018-08-24T21:53:39Z,QRCODE,8,1135,US,"Orchard Park, NY",https://seatgeek.com/venues/new-era-field/tickets,Orchard Park,new-era-field,"Orchard Park, NY 14127",America/New_York,0.8815085,0,1 Bills Drive,14127,TRUE,New Era Field,New Era Field,NY,-78.7874,42.7737,FALSE,2015-08-12T16:52:53Z,QRCODE_TM
